Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-07,25-234,LAC,,CLE,W (+2),1,33:02,2.0,7.0,.286,0.0,0.0,,6,8.0,.750,4.0,5.0,9.0,0.0,1.0,1.0,0.0,1.0,10.0,10.7,-15,7.0,2.0,0.2857142857142857,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,78.0,4.105263157894737,8.300000000000002,103.3,5.436842105263158
11,12,12,2022-11-09,25-236,LAC,,LAL,W (+13),1,36:13,4.0,4.0,1.000,0.0,0.0,,2,5.0,.400,2.0,6.0,8.0,2.0,1.0,2.0,2.0,3.0,10.0,11.4,-8,4.0,4.0,1.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,72.0,3.789473684210526,10.599999999999998,81.60000000000001,4.294736842105263
12,13,13,2022-11-12,25-239,LAC,,BRK,L (-15),1,27:42,6.0,8.0,.750,0.0,0.0,,4,6.0,.667,5.0,10.0,15.0,0.0,0.0,0.0,5.0,4.0,16.0,11.9,-5,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,12.0,57.0,3.0,10.3,62.29999999999998,3.278947368421052
13,14,14,2022-11-14,25-241,LAC,@,HOU,W (+16),1,26:26,3.0,5.0,.600,0.0,0.0,,3,3.0,1.000,3.0,4.0,7.0,1.0,0.0,1.0,2.0,2.0,9.0,8.6,+8,5.0,3.0,0.6,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,71.0,3.736842105263158,7.399999999999995,82.99999999999999,4.368421052631578
14,15,15,2022-11-15,25-242,LAC,@,DAL,L (-2),1,32:38,0.0,2.0,.000,0.0,0.0,,3,4.0,.750,2.0,5.0,7.0,4.0,0.0,2.0,1.0,5.0,3.0,5.3,-9,2.0,0.0,0.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,9.0,76.0,4.0,4.1,88.5,4.657894736842105
15,16,16,2022-11-17,25-244,LAC,,DET,W (+5),1,39:32,3.0,8.0,.375,0.0,0.0,,3,4.0,.750,5.0,13.0,18.0,1.0,0.0,0.0,5.0,5.0,9.0,5.3,+15,8.0,3.0,0.375,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,11.0,59.0,3.1052631578947367,4.099999999999998,91.2,4.8
16,17,17,2022-11-19,25-246,LAC,,SAS,W (+22),1,23:59,0.0,1.0,.000,0.0,0.0,,3,6.0,.500,3.0,8.0,11.0,1.0,0.0,1.0,1.0,4.0,3.0,4.4,+10,1.0,0.0,0.0,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,51.0,2.6842105263157894,3.2,70.1,3.689473684210526
17,18,18,2022-11-21,25-248,LAC,,UTA,W (+7),1,35:14,6.0,8.0,.750,0.0,0.0,,2,3.0,.667,6.0,8.0,14.0,2.0,0.0,2.0,3.0,4.0,14.0,15.2,-3,8.0,6.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,18.0,43.0,2.263157894736842,14.399999999999997,56.8,2.9894736842105263
18,19,19,2022-11-23,25-250,LAC,@,GSW,L (-17),1,25:57,4.0,5.0,.800,0.0,0.0,,0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,8.0,8.1,-8,5.0,4.0,0.8,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,71.0,3.736842105263158,8.099999999999998,86.4,4.5473684210526315
19,20,20,2022-11-25,25-252,LAC,,DEN,L (-10),1,29:21,2.0,6.0,.333,0.0,0.0,,2,2.0,1.000,2.0,7.0,9.0,0.0,0.0,0.0,1.0,2.0,6.0,4.3,-22,6.0,2.0,0.3333333333333333,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,6.0,47.0,2.473684210526316,3.5,59.09999999999998,3.1105263157894725
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-27,25-254,LAC,,IND,W (+14),1,35:40,14.0,17.0,.824,0.0,0.0,,3,3.0,1.000,12.0,17.0,29.0,3.0,0.0,3.0,5.0,6.0,31.0,35.0,+13,17.0,14.0,0.8235294117647058,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,41.0,51.0,2.6842105263157894,33.800000000000004,53.6,2.8210526315789473
22,22,22,2022-11-29,25-256,LAC,@,POR,W (+6),1,27:51,5.0,8.0,.625,0.0,0.0,,2,2.0,1.000,5.0,8.0,13.0,0.0,2.0,1.0,2.0,1.0,12.0,14.6,-21,8.0,5.0,0.625,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,16.0,72.0,3.789473684210526,13.8,92.0,4.842105263157895
23,23,23,2022-11-30,25-257,LAC,@,UTA,L (-13),1,30:25,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,1.0,2.0,3.0,12.0,9.5,-18,7.0,5.0,0.7142857142857143,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,9.0,45.0,2.3684210526315788,8.7,60.399999999999984,3.178947368421052
24,24,24,2022-12-03,25-260,LAC,,SAC,L (-27),1,27:05,5.0,6.0,.833,0.0,0.0,,3,4.0,.750,5.0,10.0,15.0,1.0,1.0,0.0,1.0,4.0,13.0,16.0,-11,6.0,5.0,0.8333333333333334,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,19.0,64.0,3.3684210526315788,14.8,73.69999999999999,3.878947368421052
25,25,25,2022-12-05,25-262,LAC,@,CHO,W (+2),1,29:13,3.0,4.0,.750,0.0,0.0,,3,5.0,.600,4.0,4.0,8.0,0.0,0.0,2.0,2.0,2.0,9.0,9.2,-19,4.0,3.0,0.75,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,8.0,89.0,4.684210526315789,8.0,98.9,5.205263157894737
26,26,26,2022-12-07,25-264,LAC,@,ORL,L (-5),1,37:08,6.0,9.0,.667,0.0,0.0,,4,8.0,.500,3.0,10.0,13.0,1.0,0.0,2.0,2.0,6.0,16.0,13.3,+2,9.0,6.0,0.6666666666666666,45,20,13,32,48,34,61,32,19,72,57,52,52,45,75,50.0,22.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.9,0.9090909090909092,0.9285714285714286,0.9411764705882352,0.9230769230769232,0.576271186440678,0.9384615384615383,0.8888888888888888,0.8636363636363636,0.9230769230769232,0.95,0.9285714285714286,0.7647058823529411,0.9375,0.925925925925926,0.0,19,13,18,17,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2321428571428571,0.2608695652173913,0.0,0.2328767123287671,19,13.0,79.0,4.157894736842105,11.699999999999998,88.4,4.652631578947369
