Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Mason Plumlee,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Mason Plumlee,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Mason Plumlee,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,9,2022-11-07,33-317,HOU,@,ORL,W (+7),1,29:28,5.0,9.0,.556,5.0,8.0,.625,4,5.0,.800,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,19.0,17.4,-10,1.0,0.0,0.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,10.0,74.0,2.176470588235294,15.8,95.8,2.817647058823529
11,12,10,2022-11-09,33-319,HOU,@,TOR,L (-7),1,28:35,3.0,10.0,.300,1.0,6.0,.167,3,3.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,6.1,-14,4.0,2.0,0.5,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,2.0,82.0,2.411764705882353,4.9,87.3,2.567647058823529
12,13,11,2022-11-12,33-322,HOU,@,NOP,L (-13),1,30:00,6.0,11.0,.545,2.0,6.0,.333,1,1.0,1.000,0.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,15.0,11.4,-15,5.0,4.0,0.8,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,8.0,61.0,1.7941176470588236,10.999999999999998,61.59999999999998,1.8117647058823523
13,14,12,2022-11-14,33-324,HOU,,LAC,L (-16),1,25:31,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5,-8,3.0,1.0,0.3333333333333333,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-2.0,81.0,2.3823529411764706,-0.2999999999999997,90.69999999999996,2.6676470588235284
14,15,13,2022-11-16,33-326,HOU,@,DAL,W (+9),1,30:42,3.0,9.0,.333,1.0,4.0,.250,3,3.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,10.0,3.5,+13,5.0,2.0,0.4,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-1.0,86.0,2.5294117647058822,2.299999999999999,90.3,2.6558823529411764
15,16,14,2022-11-18,33-328,HOU,,IND,L (-8),1,36:13,8.0,17.0,.471,1.0,6.0,.167,7,7.0,1.000,2.0,4.0,6.0,3.0,1.0,2.0,2.0,1.0,24.0,20.0,+8,11.0,7.0,0.6363636363636364,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,10.0,60.0,1.7647058823529411,17.2,78.1,2.2970588235294116
16,17,15,2022-11-20,33-330,HOU,,GSW,L (-7),1,29:43,5.0,12.0,.417,3.0,7.0,.429,1,1.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,14.0,8.6,0,5.0,2.0,0.4,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,4.0,55.0,1.6176470588235294,8.200000000000001,65.1,1.914705882352941
17,18,,2022-11-25,33-335,HOU,,ATL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,61.0,1.7941176470588236,0.0,71.2,2.0941176470588236
18,19,16,2022-11-26,33-336,HOU,,OKC,W (+13),1,27:03,5.0,7.0,.714,4.0,6.0,.667,1,1.0,1.000,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,15.0,11.1,+17,1.0,1.0,1.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,7.0,72.0,2.117647058823529,10.7,83.8,2.4647058823529413
19,20,17,2022-11-28,33-338,HOU,@,DEN,L (-16),1,28:06,4.0,10.0,.400,3.0,7.0,.429,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,7.7,-10,3.0,1.0,0.3333333333333333,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,4.0,49.0,1.4411764705882353,7.699999999999999,54.9,1.6147058823529412
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,0.0,0.0,0.0,0.0,0.0
21,21,18,2022-11-30,33-340,HOU,@,DEN,L (-20),1,18:32,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-3.4,-11,1.0,1.0,1.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-5.0,97.0,2.8529411764705883,-3.4,90.79999999999998,2.670588235294117
22,22,19,2022-12-02,33-342,HOU,@,PHO,W (+1),1,27:52,2.0,7.0,.286,1.0,6.0,.167,5,6.0,.833,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,5.8,-8,1.0,1.0,1.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-2.0,90.0,2.647058823529412,3.8,102.0,3.0
23,23,,2022-12-03,33-343,HOU,@,GSW,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,54.0,1.588235294117647,0.0,69.09999999999998,2.03235294117647
24,24,20,2022-12-05,33-345,HOU,,PHI,W (+9),1,40:25,4.0,10.0,.400,3.0,8.0,.375,3,4.0,.750,0.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,14.0,10.5,+2,2.0,1.0,0.5,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,6.0,77.0,2.264705882352941,9.3,79.2,2.3294117647058825
25,25,21,2022-12-08,33-348,HOU,@,SAS,L (-9),1,31:40,6.0,11.0,.545,2.0,5.0,.400,0,0.0,,1.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,14.0,10.8,-14,6.0,4.0,0.6666666666666666,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,8.0,89.0,2.617647058823529,10.8,96.1,2.826470588235294
26,26,22,2022-12-11,33-351,HOU,,MIL,W (+5),1,30:28,4.0,10.0,.400,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,9.0,5.2,+11,5.0,3.0,0.6,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,3.0,89.0,2.617647058823529,5.199999999999999,94.9,2.7911764705882356
27,27,23,2022-12-13,33-353,HOU,,PHO,W (+14),1,22:37,3.0,10.0,.300,2.0,6.0,.333,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,10.0,3.0,+6,4.0,1.0,0.25,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,1.0,94.0,2.764705882352941,2.2,97.3,2.861764705882353
28,28,24,2022-12-15,33-355,HOU,,MIA,L (-3),1,32:11,4.0,11.0,.364,4.0,9.0,.444,0,1.0,.000,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,12.0,6.9,-5,2.0,0.0,0.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,3.0,93.0,2.735294117647059,6.9,97.2,2.8588235294117648
29,29,25,2022-12-17,33-357,HOU,,POR,L (-12),1,20:28,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.9,-14,3.0,1.0,0.3333333333333333,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-1.0,80.0,2.3529411764705883,0.9000000000000004,85.7,2.5205882352941176
