Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Terry Taylor,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Clint Capela,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Robert Williams,Terry Taylor,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Clint Capela,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Robert Williams,co_inf with Terry Taylor,co_inf with Tony Bradley,co_inf with Zach LaVine,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
29.0,,2022-12-18,34-159,LAL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,78.0,2.4375,0.0,104.39999999999998,3.2625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+18),W (+18)
30.0,23.0,2022-12-19,34-160,LAL,PHO,1,23.15,4.0,8.0,.500,0.0,2.0,.000,1,1.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,9.0,3.6,-17,6.0,4.0,0.6666666666666666,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,1.0,78.0,2.4375,3.2,90.5,2.828125,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+2),W (+2)
31.0,24.0,2022-12-21,34-162,LAL,SAC,1,37.25,5.0,7.0,.714,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,13.0,12.3,-15,5.0,4.0,0.8,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,10.0,80.0,2.5,11.500000000000004,86.99999999999999,2.71875,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-26),L (-26)
32.0,25.0,2022-12-23,34-164,LAL,CHO,1,29.85,4.0,5.0,.800,3.0,3.0,1.000,0,0.0,,2.0,4.0,6.0,3.0,1.0,0.0,1.0,2.0,11.0,13.0,-8,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,15.0,88.0,2.75,12.999999999999996,90.9,2.840625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-14),L (-14)
33.0,26.0,2022-12-25,34-166,LAL,DAL,1,32.43333333333333,2.0,5.0,.400,1.0,3.0,.333,3,3.0,1.000,1.0,2.0,3.0,3.0,1.0,0.0,0.0,5.0,8.0,7.7,-1,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,7.0,79.0,2.46875,6.5,82.69999999999999,2.584375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-4),L (-4)
34.0,27.0,2022-12-27,34-168,LAL,ORL,1,29.683333333333334,5.0,11.0,.455,4.0,10.0,.400,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,14.0,9.8,+3,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,8.0,79.0,2.46875,9.8,78.8,2.4625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-9),L (-9)
35.0,28.0,2022-12-28,34-169,LAL,MIA,1,27.58333333333333,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,1.0,6.0,7.0,4.0,1.0,1.0,1.0,2.0,6.0,7.1,-13,2.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,11.0,105.0,3.28125,7.100000000000001,109.29999999999998,3.4156249999999995,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+19),W (+19)
36.0,29.0,2022-12-30,34-171,LAL,ATL,1,25.216666666666665,4.0,5.0,.800,2.0,3.0,.667,0,0.0,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,10.0,11.7,-10,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,12.0,68.0,2.125,11.7,83.99999999999999,2.625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-14),L (-14)
37.0,30.0,2023-01-02,34-174,LAL,CHO,1,32.38333333333333,2.0,7.0,.286,2.0,4.0,.500,0,0.0,,2.0,5.0,7.0,2.0,0.0,3.0,3.0,3.0,6.0,4.1,0,3.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,8.0,81.0,2.53125,4.1000000000000005,91.7,2.865625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+9),W (+9)
38.0,31.0,2023-01-04,34-176,LAL,MIA,1,26.116666666666667,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,2.8,-7,3.0,2.0,0.6666666666666666,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,4.0,70.0,2.1875,2.7999999999999985,85.19999999999999,2.6625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+6),W (+6)
39.0,32.0,2023-01-06,34-178,LAL,ATL,1,24.116666666666667,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,5.0,5.4,+5,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,9.0,102.0,3.1875,5.4,102.8,3.2125,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+3),W (+3)
40.0,33.0,2023-01-07,34-179,LAL,SAC,1,25.616666666666667,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,2.5,+1,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,3.0,94.0,2.9375,2.5,96.8,3.025,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+16),W (+16)
41.0,34.0,2023-01-09,34-181,LAL,DEN,1,12.016666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,-3,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,-1.0,72.0,2.25,-1.0,72.3,2.259375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+2),W (+2)
42.0,,2023-01-12,34-184,LAL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,54.0,1.6875,0.0,63.10000000000001,1.9718750000000005,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,,
43.0,,2023-01-15,34-187,LAL,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,71.0,2.21875,0.0,82.0,2.5625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-13),L (-13)
44.0,35.0,2023-01-16,34-188,LAL,HOU,1,21.883333333333333,3.0,6.0,.500,3.0,6.0,.500,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,11.0,8.5,+1,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,6.0,123.0,3.84375,7.699999999999998,139.20000000000002,4.3500000000000005,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-4),L (-4)
45.0,36.0,2023-01-18,34-190,LAL,SAC,1,26.55,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.9,-16,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,3.0,112.0,3.5,2.9,126.40000000000003,3.950000000000001,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-1),L (-1)
46.0,37.0,2023-01-20,34-192,LAL,MEM,1,22.53333333333333,3.0,6.0,.500,2.0,5.0,.400,2,2.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,10.0,7.5,-2,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,4.0,105.0,3.28125,6.700000000000001,112.7,3.521875,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+8),W (+8)
