Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
55.0,47.0,2023-02-09,22-358,CHI,BRK,0.0,26.4,4.0,11.0,0.364,1.0,5.0,0.2,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,11.0,7.2,4.0,6.0,3.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,64.0,3.764705882352941,6.399999999999998,77.1,4.535294117647059,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+24),W (+24)
56.0,48.0,2023-02-11,22-360,CHI,CLE,0.0,20.05,1.0,9.0,0.111,0.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,3.0,2.0,4.0,-2.0,-9.0,5.0,1.0,0.2,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-3.0,93.0,5.470588235294118,-2.8000000000000003,75.2,4.423529411764706,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-15),L (-15)
57.0,49.0,2023-02-13,22-362,CHI,ORL,0.0,22.883333333333333,5.0,8.0,0.625,2.0,5.0,0.4,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,12.0,10.6,-3.0,3.0,3.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,82.0,4.823529411764706,10.6,74.5,4.382352941176471,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-11),L (-11)
58.0,50.0,2023-02-15,22-364,CHI,IND,0.0,33.31666666666667,9.0,12.0,0.75,5.0,8.0,0.625,2.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,25.0,23.1,-2.0,4.0,4.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,80.0,4.705882352941177,22.3,84.79999999999998,4.988235294117646,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-8),L (-8)
59.0,51.0,2023-02-16,23-000,CHI,MIL,1.0,37.0,4.0,14.0,0.286,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,8.0,2.6,-14.0,9.0,4.0,0.4444444444444444,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,78.0,4.588235294117647,2.6000000000000005,80.89999999999999,4.758823529411764,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-9),L (-9)
60.0,52.0,2023-02-24,23-008,CHI,BRK,0.0,25.23333333333333,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,5.0,5.2,19.0,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,122.0,7.176470588235294,5.200000000000001,116.5,6.852941176470588,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-4),L (-4)
61.0,53.0,2023-02-26,23-010,CHI,WAS,0.0,25.866666666666667,6.0,8.0,0.75,3.0,5.0,0.6,2.0,2.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,17.0,15.7,8.0,3.0,3.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,80.0,4.705882352941177,14.899999999999997,89.10000000000002,5.241176470588236,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-12),L (-12)
62.0,54.0,2023-02-28,23-012,CHI,TOR,0.0,22.966666666666665,2.0,7.0,0.286,1.0,3.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,-6.0,4.0,1.0,0.25,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,98.0,5.764705882352941,4.200000000000001,88.10000000000001,5.182352941176471,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+44),W (+44)
63.0,55.0,2023-03-01,23-013,CHI,DET,0.0,22.466666666666665,5.0,11.0,0.455,3.0,6.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0,2.0,14.0,12.6,-10.0,5.0,2.0,0.4,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,83.0,4.882352941176471,12.2,96.19999999999996,5.658823529411762,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,,
64.0,56.0,2023-03-03,23-015,CHI,PHO,0.0,21.48333333333333,1.0,3.0,0.333,1.0,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,4.7,-5.0,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,96.0,5.647058823529412,3.9,108.6,6.388235294117647,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+20),W (+20)
65.0,57.0,2023-03-05,23-017,CHI,IND,0.0,20.55,3.0,7.0,0.429,1.0,3.0,0.333,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,5.2,1.0,4.0,2.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,80.0,4.705882352941177,5.199999999999999,90.2,5.305882352941176,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-6),L (-6)
66.0,58.0,2023-03-08,23-020,CHI,DEN,0.0,25.933333333333334,3.0,10.0,0.3,1.0,6.0,0.167,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,7.0,3.8,22.0,4.0,2.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,92.0,5.411764705882353,3.799999999999999,99.8,5.870588235294117,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+2),W (+2)
67.0,59.0,2023-03-11,23-023,CHI,HOU,0.0,16.05,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,-0.8,-2.0,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,74.0,4.352941176470588,-0.8,84.0,4.941176470588236,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-21),L (-21)
68.0,60.0,2023-03-15,23-027,CHI,SAC,0.0,28.25,4.0,7.0,0.571,4.0,6.0,0.667,0.0,0.0,,1.0,5.0,6.0,5.0,2.0,0.0,3.0,2.0,12.0,12.6,5.0,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,61.0,3.588235294117647,12.599999999999998,78.9,4.641176470588236,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-3),L (-3)
69.0,61.0,2023-03-17,23-029,CHI,MIN,0.0,26.6,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,8.0,5.5,0.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,89.0,5.235294117647059,5.500000000000001,109.5,6.441176470588236,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+21),W (+21)
70.0,62.0,2023-03-18,23-030,CHI,MIA,0.0,27.25,7.0,12.0,0.583,4.0,8.0,0.5,0.0,0.0,,0.0,1.0,1.0,6.0,2.0,0.0,2.0,2.0,18.0,16.1,12.0,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,95.0,5.588235294117647,16.1,90.8,5.341176470588235,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+8),W (+8)
71.0,63.0,2023-03-20,23-032,CHI,PHI,0.0,27.08333333333333,4.0,9.0,0.444,1.0,4.0,0.25,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,11.0,7.2,0.0,5.0,3.0,0.6,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,80.0,4.705882352941177,6.400000000000001,94.3,5.547058823529412,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-3),L (-3)
72.0,64.0,2023-03-22,23-034,CHI,PHI,0.0,32.7,8.0,13.0,0.615,3.0,6.0,0.5,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,19.0,13.9,-2.0,7.0,5.0,0.7142857142857143,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,56.0,3.294117647058824,13.899999999999997,52.49999999999999,3.0882352941176467,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+8),W (+8)
73.0,65.0,2023-03-24,23-036,CHI,POR,0.0,31.73333333333333,7.0,9.0,0.778,4.0,5.0,0.8,1.0,1.0,1.0,1.0,3.0,4.0,9.0,2.0,0.0,2.0,3.0,19.0,22.2,24.0,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,94.0,5.529411764705882,21.8,95.9,5.641176470588236,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+14),W (+14)
74.0,66.0,2023-03-26,23-038,CHI,LAL,0.0,26.08333333333333,5.0,17.0,0.294,3.0,8.0,0.375,0.0,0.0,,2.0,5.0,7.0,6.0,1.0,0.0,1.0,1.0,13.0,9.8,19.0,9.0,2.0,0.2222222222222222,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,120.0,7.0588235294117645,9.8,104.3,6.135294117647058,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+4),W (+4)
75.0,67.0,2023-03-27,23-039,CHI,LAC,0.0,28.28333333333333,3.0,8.0,0.375,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,7.0,4.6,-9.0,5.0,3.0,0.6,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,97.0,5.705882352941177,4.2,101.3,5.958823529411765,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-25),L (-25)
76.0,68.0,2023-03-29,23-041,CHI,LAL,0.0,25.65,6.0,11.0,0.545,3.0,7.0,0.429,2.0,2.0,1.0,0.0,2.0,2.0,9.0,1.0,0.0,1.0,4.0,17.0,17.0,18.0,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,82.0,4.823529411764706,16.2,90.7,5.335294117647059,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+28),W (+28)
77.0,69.0,2023-03-31,23-043,CHI,CHO,0.0,26.316666666666663,4.0,7.0,0.571,3.0,5.0,0.6,0.0,0.0,,1.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,11.0,13.1,13.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,101.0,5.941176470588236,13.1,105.8,6.223529411764706,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+10),W (+10)
78.0,70.0,2023-04-02,23-045,CHI,MEM,0.0,30.53333333333333,8.0,13.0,0.615,2.0,5.0,0.4,1.0,1.0,1.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,1.0,19.0,18.3,18.0,8.0,6.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,90.0,5.294117647058823,17.900000000000006,106.2,6.247058823529412,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-12),L (-12)
79.0,71.0,2023-04-04,23-047,CHI,ATL,0.0,22.4,3.0,10.0,0.3,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,7.0,1.8,5.0,6.0,3.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,74.0,4.352941176470588,1.3999999999999997,83.59999999999998,4.917647058823528,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-11),L (-11)
80.0,72.0,2023-04-05,23-048,CHI,MIL,0.0,24.78333333333333,6.0,10.0,0.6,2.0,4.0,0.5,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,0.0,4.0,0.0,14.0,7.9,-2.0,6.0,4.0,0.6666666666666666,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,63.0,3.7058823529411766,7.899999999999999,67.49999999999999,3.970588235294117,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+30),W (+30)
81.0,73.0,2023-04-07,23-050,CHI,DAL,1.0,42.083333333333336,10.0,17.0,0.588,2.0,6.0,0.333,2.0,2.0,1.0,0.0,7.0,7.0,11.0,0.0,0.0,3.0,2.0,24.0,22.1,16.0,11.0,8.0,0.7272727272727273,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,20.0,74.0,4.352941176470588,21.3,78.2,4.6000000000000005,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+21),W (+21)
82.0,74.0,2023-04-09,23-052,CHI,DET,0.0,14.683333333333334,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,5.0,3.6,-4.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,50.0,2.9411764705882355,3.6,56.0,3.294117647058824,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-18),L (-18)
