Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,47,2023-01-31,33-177,CHI,,LAC,L (-5),1,35:51,8.0,19.0,.421,0.0,2.0,.000,4,6.0,.667,0.0,2.0,2.0,5.0,1.0,1.0,8.0,3.0,20.0,5.7,+2,17.0,8.0,0.4705882352941176,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,-4.0,132.0,7.764705882352941,4.100000000000001,117.59999999999997,6.917647058823527
52,51,48,2023-02-02,33-179,CHI,,CHO,W (+16),1,38:13,4.0,12.0,.333,2.0,5.0,.400,5,6.0,.833,0.0,4.0,4.0,7.0,1.0,2.0,4.0,3.0,15.0,11.1,+7,7.0,2.0,0.2857142857142857,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,7.0,76.0,4.470588235294118,9.099999999999998,76.89999999999999,4.523529411764706
53,52,49,2023-02-04,33-181,CHI,,POR,W (+8),1,39:51,10.0,16.0,.625,1.0,1.0,1.000,6,6.0,1.000,0.0,7.0,7.0,7.0,1.0,1.0,3.0,2.0,27.0,24.7,-4,15.0,9.0,0.6,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,18.0,93.0,5.470588235294118,22.3,97.2,5.7176470588235295
54,53,50,2023-02-06,33-183,CHI,,SAS,W (+24),1,33:45,8.0,17.0,.471,0.0,1.0,.000,3,3.0,1.000,0.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,19.0,12.7,+32,16.0,8.0,0.5,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,4.0,124.0,7.294117647058823,11.500000000000002,97.2,5.7176470588235295
55,54,,2023-02-07,33-184,CHI,@,MEM,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,91.0,5.352941176470588,0.0,94.89999999999998,5.582352941176469
56,55,51,2023-02-09,33-186,CHI,@,BRK,L (-11),1,35:59,5.0,13.0,.385,0.0,1.0,.000,4,7.0,.571,1.0,2.0,3.0,6.0,0.0,1.0,3.0,2.0,14.0,8.1,-23,12.0,5.0,0.4166666666666667,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,1.0,67.0,3.941176470588236,6.499999999999998,77.0,4.529411764705882
57,56,52,2023-02-11,33-188,CHI,@,CLE,L (-8),1,39:55,6.0,10.0,.600,2.0,5.0,.400,2,3.0,.667,0.0,1.0,1.0,6.0,0.0,0.0,4.0,3.0,16.0,10.3,-6,5.0,4.0,0.8,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,6.0,84.0,4.941176470588236,9.5,62.89999999999999,3.6999999999999993
58,57,53,2023-02-13,33-190,CHI,,ORL,L (-9),1,35:42,8.0,20.0,.400,0.0,2.0,.000,3,3.0,1.000,0.0,3.0,3.0,6.0,0.0,1.0,3.0,5.0,19.0,9.0,-10,18.0,8.0,0.4444444444444444,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,3.0,88.0,5.176470588235294,7.799999999999997,77.30000000000001,4.5470588235294125
59,58,,2023-02-15,33-192,CHI,@,IND,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,97.0,5.705882352941177,0.0,107.09999999999998,6.299999999999999
60,59,,2023-02-16,33-193,CHI,,MIL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,80.0,4.705882352941177,0.0,83.49999999999999,4.911764705882352
61,60,54,2023-02-24,33-201,CHI,,BRK,W (+44),1,27:39,8.0,17.0,.471,0.0,3.0,.000,1,1.0,1.000,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,17.0,12.2,+35,14.0,8.0,0.5714285714285714,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,121.0,7.117647058823529,11.8,109.9,6.464705882352941
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,55,2023-02-26,33-203,CHI,,WAS,W (+20),1,35:19,11.0,15.0,.733,0.0,0.0,,7,8.0,.875,0.0,2.0,2.0,6.0,2.0,0.0,1.0,1.0,29.0,27.9,+29,15.0,11.0,0.7333333333333333,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,15.0,78.0,4.588235294117647,25.100000000000005,78.9,4.641176470588236
64,62,56,2023-02-28,33-205,CHI,@,TOR,L (-6),1,34:41,5.0,11.0,.455,0.0,0.0,,3,5.0,.600,0.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,13.0,4.6,-15,11.0,5.0,0.4545454545454545,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,-2.0,102.0,6.0,3.3999999999999986,88.9,5.229411764705882
65,63,57,2023-03-01,33-206,CHI,@,DET,W (+2),1,36:40,7.0,16.0,.438,0.0,0.0,,7,9.0,.778,3.0,4.0,7.0,7.0,0.0,0.0,2.0,1.0,21.0,17.6,+10,16.0,7.0,0.4375,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,85.0,5.0,14.799999999999995,93.59999999999998,5.505882352941176
66,64,58,2023-03-03,33-208,CHI,,PHO,L (-21),1,35:41,13.0,18.0,.722,1.0,1.0,1.000,4,7.0,.571,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,31.0,27.4,-22,17.0,12.0,0.7058823529411765,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,14.0,85.0,5.0,25.800000000000004,86.69999999999999,5.1
67,65,59,2023-03-05,33-210,CHI,,IND,L (-3),1,37:50,9.0,16.0,.563,1.0,4.0,.250,4,4.0,1.000,1.0,4.0,5.0,3.0,0.0,0.0,3.0,3.0,23.0,15.2,-9,12.0,8.0,0.6666666666666666,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,77.0,4.529411764705882,13.6,81.8,4.811764705882353
68,66,60,2023-03-08,33-213,CHI,@,DEN,W (+21),1,38:11,6.0,16.0,.375,0.0,2.0,.000,5,6.0,.833,1.0,5.0,6.0,8.0,3.0,0.0,2.0,3.0,17.0,15.4,+14,14.0,6.0,0.4285714285714285,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,10.0,86.0,5.0588235294117645,13.399999999999997,90.2,5.305882352941176
69,67,61,2023-03-11,33-216,CHI,@,HOU,W (+8),1,38:58,9.0,21.0,.429,2.0,3.0,.667,7,10.0,.700,1.0,6.0,7.0,5.0,1.0,2.0,4.0,1.0,27.0,18.7,+10,18.0,7.0,0.3888888888888889,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,7.0,67.0,3.941176470588236,15.900000000000002,67.3,3.9588235294117644
70,68,62,2023-03-15,33-220,CHI,,SAC,L (-3),1,39:38,10.0,20.0,.500,4.0,6.0,.667,9,11.0,.818,0.0,3.0,3.0,3.0,2.0,0.0,2.0,2.0,33.0,24.4,-11,14.0,6.0,0.4285714285714285,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,68.0,4.0,20.8,70.69999999999999,4.158823529411764
71,69,63,2023-03-17,33-222,CHI,,MIN,W (+8),1,51:56,15.0,25.0,.600,2.0,4.0,.500,17,18.0,.944,2.0,12.0,14.0,4.0,3.0,0.0,1.0,3.0,49.0,45.7,+11,21.0,13.0,0.6190476190476191,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,26.0,69.0,4.0588235294117645,38.89999999999999,76.10000000000001,4.476470588235294
72,70,64,2023-03-18,33-223,CHI,,MIA,W (+14),1,41:14,10.0,15.0,.667,2.0,4.0,.500,2,2.0,1.000,0.0,5.0,5.0,10.0,3.0,0.0,0.0,2.0,24.0,28.2,+14,11.0,8.0,0.7272727272727273,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,25.0,83.0,4.882352941176471,27.4,79.5,4.676470588235294
73,71,65,2023-03-20,33-225,CHI,@,PHI,W (+4),1,46:22,10.0,22.0,.455,0.0,3.0,.000,5,6.0,.833,0.0,8.0,8.0,2.0,3.0,1.0,2.0,2.0,25.0,17.9,+4,19.0,10.0,0.5263157894736842,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,9.0,75.0,4.411764705882353,15.900000000000002,84.8,4.988235294117647
74,72,66,2023-03-22,33-227,CHI,,PHI,L (-25),1,20:32,0.0,7.0,.000,0.0,3.0,.000,4,4.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,0.3,-30,4.0,0.0,0.0,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,-3.0,70.0,4.117647058823529,-1.2999999999999996,67.7,3.9823529411764707
75,73,,2023-03-24,33-229,CHI,@,POR,W (+28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,116.0,6.823529411764706,0.0,117.7,6.923529411764706
76,74,67,2023-03-26,33-231,CHI,@,LAL,W (+10),1,36:28,7.0,13.0,.538,2.0,2.0,1.000,1,2.0,.500,0.0,6.0,6.0,10.0,0.0,1.0,2.0,1.0,17.0,17.4,+6,11.0,5.0,0.4545454545454545,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,17.0,112.0,6.588235294117647,17.000000000000004,97.1,5.711764705882352
77,75,68,2023-03-27,33-232,CHI,@,LAC,L (-12),1,33:09,8.0,16.0,.500,2.0,5.0,.400,3,3.0,1.000,0.0,5.0,5.0,7.0,2.0,0.0,2.0,0.0,21.0,19.4,-9,11.0,6.0,0.5454545454545454,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,14.0,86.0,5.0588235294117645,18.200000000000003,87.30000000000001,5.135294117647059
78,76,69,2023-03-29,33-234,CHI,,LAL,L (-11),1,38:31,9.0,15.0,.600,0.0,2.0,.000,4,6.0,.667,0.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,22.0,19.0,-20,13.0,9.0,0.6923076923076923,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,11.0,86.0,5.0588235294117645,17.4,89.5,5.264705882352941
79,77,70,2023-03-31,33-236,CHI,@,CHO,W (+30),1,32:52,8.0,15.0,.533,1.0,2.0,.500,6,7.0,.857,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,23.0,19.4,+24,13.0,7.0,0.5384615384615384,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,108.0,6.352941176470588,17.0,101.9,5.9941176470588236
80,78,71,2023-04-02,33-238,CHI,,MEM,W (+21),1,33:54,11.0,26.0,.423,0.0,4.0,.000,9,9.0,1.000,1.0,4.0,5.0,7.0,1.0,0.0,0.0,3.0,31.0,23.8,+17,22.0,11.0,0.5,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,9.0,97.0,5.705882352941177,20.200000000000003,103.9,6.111764705882353
81,79,72,2023-04-04,33-240,CHI,,ATL,L (-18),1,36:41,7.0,17.0,.412,1.0,4.0,.250,6,6.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,21.0,13.7,-14,13.0,6.0,0.4615384615384615,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,4.0,69.0,4.0588235294117645,11.3,73.69999999999999,4.3352941176470585
