Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
65,63,63,2023-03-01,32-128,CHI,@,DET,W (+2),1,35:28,5.0,15.0,.333,0.0,5.0,.000,2,4.0,.500,1.0,8.0,9.0,2.0,1.0,0.0,1.0,1.0,12.0,6.8,+11,10.0,5.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,89.0,5.235294117647059,5.9999999999999964,102.4,6.023529411764706
66,64,64,2023-03-03,32-130,CHI,,PHO,L (-21),1,31:01,6.0,15.0,.400,1.0,3.0,.333,0,0.0,,2.0,7.0,9.0,2.0,1.0,0.0,2.0,3.0,13.0,7.6,-14,12.0,5.0,0.4166666666666667,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,91.0,5.352941176470588,7.600000000000001,104.89999999999998,6.170588235294116
67,65,65,2023-03-05,32-132,CHI,,IND,L (-3),1,35:40,6.0,10.0,.600,0.0,2.0,.000,0,0.0,,0.0,9.0,9.0,5.0,3.0,2.0,1.0,3.0,12.0,15.8,0,8.0,6.0,0.75,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,20.0,65.0,3.823529411764706,15.8,79.6,4.68235294117647
68,66,66,2023-03-08,32-135,CHI,@,DEN,W (+21),1,34:41,9.0,17.0,.529,2.0,4.0,.500,5,5.0,1.000,2.0,13.0,15.0,3.0,0.0,0.0,1.0,3.0,25.0,21.9,+17,13.0,7.0,0.5384615384615384,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,20.0,76.0,4.470588235294118,19.9,83.69999999999999,4.923529411764705
69,67,67,2023-03-11,32-138,CHI,@,HOU,W (+8),1,33:14,7.0,15.0,.467,4.0,7.0,.571,0,0.0,,2.0,10.0,12.0,6.0,1.0,0.0,2.0,1.0,18.0,17.5,+8,8.0,3.0,0.375,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,20.0,54.0,3.176470588235294,17.5,65.7,3.864705882352941
70,68,68,2023-03-15,32-142,CHI,,SAC,L (-3),1,35:08,8.0,22.0,.364,0.0,7.0,.000,4,5.0,.800,6.0,8.0,14.0,3.0,0.0,0.0,2.0,4.0,20.0,12.5,-8,15.0,8.0,0.5333333333333333,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,68.0,4.0,10.9,80.6,4.741176470588235
71,69,69,2023-03-17,32-144,CHI,,MIN,W (+8),1,45:53,9.0,20.0,.450,2.0,3.0,.667,1,1.0,1.000,2.0,9.0,11.0,4.0,2.0,3.0,4.0,5.0,21.0,15.6,+17,17.0,7.0,0.4117647058823529,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,79.0,4.647058823529412,15.200000000000005,99.8,5.870588235294117
72,70,70,2023-03-18,32-145,CHI,,MIA,W (+14),1,39:09,6.0,8.0,.750,0.0,0.0,,1,1.0,1.000,1.0,9.0,10.0,2.0,0.0,1.0,1.0,3.0,13.0,13.1,+9,8.0,6.0,0.75,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,92.0,5.411764705882353,12.7,94.2,5.541176470588235
73,71,71,2023-03-20,32-147,CHI,@,PHI,W (+4),1,46:16,8.0,12.0,.667,1.0,2.0,.500,4,4.0,1.000,1.0,11.0,12.0,2.0,4.0,0.0,1.0,2.0,21.0,23.4,+5,10.0,7.0,0.7,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,62.0,3.647058823529412,21.8,78.9,4.641176470588236
74,72,72,2023-03-22,32-149,CHI,,PHI,L (-25),1,24:59,4.0,10.0,.400,0.0,2.0,.000,0,0.0,,2.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,8.0,6.3,-31,8.0,4.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,62.0,3.647058823529412,6.300000000000001,60.09999999999999,3.5352941176470583
75,73,73,2023-03-24,32-151,CHI,@,POR,W (+28),1,30:23,10.0,13.0,.769,1.0,1.0,1.000,2,2.0,1.000,2.0,13.0,15.0,4.0,1.0,0.0,5.0,3.0,23.0,20.8,+34,12.0,9.0,0.75,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,23.0,93.0,5.470588235294118,20.0,97.7,5.747058823529412
76,74,74,2023-03-26,32-153,CHI,@,LAL,W (+10),1,15:17,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,3.2,-5,4.0,2.0,0.5,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,126.0,7.411764705882353,3.2,110.90000000000002,6.523529411764707
77,75,75,2023-03-27,32-154,CHI,@,LAC,L (-12),1,30:23,9.0,13.0,.692,2.0,3.0,.667,0,0.0,,1.0,7.0,8.0,5.0,0.0,0.0,3.0,3.0,20.0,16.6,-17,10.0,7.0,0.7,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,83.0,4.882352941176471,16.600000000000005,88.9,5.229411764705882
78,76,76,2023-03-29,32-156,CHI,,LAL,L (-11),1,36:27,12.0,16.0,.750,3.0,4.0,.750,2,2.0,1.000,3.0,9.0,12.0,6.0,0.0,0.0,2.0,4.0,29.0,28.0,-22,12.0,9.0,0.75,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,27.0,70.0,4.117647058823529,27.2,79.69999999999999,4.688235294117646
79,77,77,2023-03-31,32-158,CHI,@,CHO,W (+30),1,30:06,9.0,14.0,.643,0.0,3.0,.000,3,4.0,.750,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,17.6,+25,11.0,9.0,0.8181818181818182,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,105.0,6.176470588235294,16.4,102.5,6.029411764705882
80,78,78,2023-04-02,32-160,CHI,,MEM,W (+21),1,32:07,6.0,10.0,.600,1.0,2.0,.500,0,1.0,.000,0.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0,13.0,14.1,+15,8.0,5.0,0.625,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,90.0,5.294117647058823,14.099999999999996,110.0,6.470588235294118
81,79,79,2023-04-04,32-162,CHI,,ATL,L (-18),1,34:04,8.0,15.0,.533,0.0,2.0,.000,3,3.0,1.000,2.0,8.0,10.0,3.0,0.0,0.0,1.0,1.0,19.0,16.2,-19,13.0,8.0,0.6153846153846154,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,60.0,3.5294117647058822,14.999999999999996,69.99999999999999,4.117647058823529
82,80,80,2023-04-05,32-163,CHI,@,MIL,L (-13),1,33:56,9.0,21.0,.429,1.0,6.0,.167,2,2.0,1.000,2.0,9.0,11.0,4.0,0.0,0.0,3.0,2.0,21.0,13.0,-11,15.0,8.0,0.5333333333333333,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,60.0,3.5294117647058822,12.2,63.19999999999999,3.7176470588235286
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
84,81,81,2023-04-07,32-165,CHI,@,DAL,W (+3),1,27:44,7.0,11.0,.636,1.0,3.0,.333,5,5.0,1.000,1.0,9.0,10.0,4.0,0.0,0.0,1.0,1.0,20.0,19.9,-5,8.0,6.0,0.75,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,77.0,4.529411764705882,17.900000000000002,81.6,4.8
85,82,82,2023-04-09,32-167,CHI,,DET,W (+22),1,17:27,4.0,9.0,.444,0.0,0.0,,0,0.0,,0.0,7.0,7.0,0.0,3.0,0.0,0.0,1.0,8.0,8.0,+9,9.0,4.0,0.4444444444444444,67,67,80,7,74,38,74,64,51,32,5,7,82,12,77,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,12.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862,1.0,,,1.0,1.0,1.0,1.0,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,45.0,2.647058823529412,7.999999999999998,51.6,3.0352941176470587
