Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,47.0,2023-01-28,23-011,CHI,ORL,1.0,21.95,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,2.7,5.0,0.0,0.0,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,119.0,7.0,2.7,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-6),L (-6)
50.0,48.0,2023-01-31,23-014,CHI,LAC,1.0,26.9,4.0,7.0,0.571,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,11.0,9.8,4.0,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,121.0,7.117647058823529,9.000000000000002,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-15),L (-15)
51.0,49.0,2023-02-02,23-016,CHI,CHO,1.0,35.35,9.0,10.0,0.9,1.0,2.0,0.5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,22.0,17.4,5.0,8.0,8.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,74.0,4.352941176470588,16.200000000000003,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+19),W (+19)
52.0,50.0,2023-02-04,23-018,CHI,POR,1.0,29.883333333333333,5.0,8.0,0.625,3.0,4.0,0.75,0.0,0.0,,1.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,13.0,14.7,16.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,96.0,5.647058823529412,14.7,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-5),L (-5)
53.0,51.0,2023-02-06,23-020,CHI,SAS,1.0,30.78333333333333,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,10.0,10.4,-3.0,6.0,4.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,119.0,7.0,9.6,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+16),W (+16)
54.0,52.0,2023-02-07,23-021,CHI,MEM,1.0,37.766666666666666,6.0,14.0,0.429,1.0,4.0,0.25,1.0,1.0,1.0,0.0,4.0,4.0,6.0,0.0,2.0,4.0,3.0,14.0,8.2,-7.0,10.0,5.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,84.0,4.941176470588236,7.799999999999997,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+8),W (+8)
55.0,53.0,2023-02-09,23-023,CHI,BRK,1.0,27.08333333333333,2.0,6.0,0.333,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,2.1,-22.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,68.0,4.0,1.3000000000000007,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+24),W (+24)
56.0,54.0,2023-02-11,23-025,CHI,CLE,1.0,26.85,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,8.0,2.0,0.0,2.0,2.0,6.0,8.1,2.0,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,8.1,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-15),L (-15)
57.0,55.0,2023-02-13,23-027,CHI,ORL,1.0,34.083333333333336,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,1.2,-4.0,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,88.0,5.176470588235294,1.1999999999999993,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-11),L (-11)
58.0,56.0,2023-02-15,23-029,CHI,IND,1.0,42.55,6.0,12.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,15.0,12.5,-11.0,9.0,5.0,0.5555555555555556,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,87.0,5.117647058823529,11.699999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-8),L (-8)
59.0,57.0,2023-02-16,23-030,CHI,MIL,1.0,35.56666666666667,3.0,11.0,0.273,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,0.3,-17.0,9.0,2.0,0.2222222222222222,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,81.0,4.764705882352941,0.299999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-9),L (-9)
60.0,58.0,2023-02-24,23-038,CHI,BRK,0.0,25.83333333333333,3.0,8.0,0.375,1.0,2.0,0.5,0.0,0.0,,0.0,9.0,9.0,3.0,1.0,0.0,2.0,1.0,7.0,6.0,20.0,6.0,2.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,119.0,7.0,5.999999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-4),L (-4)
61.0,59.0,2023-02-26,23-040,CHI,WAS,0.0,21.883333333333333,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,-3.7,11.0,2.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-4.0,97.0,5.705882352941177,-3.6999999999999993,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-12),L (-12)
62.0,60.0,2023-02-28,23-042,CHI,TOR,0.0,19.666666666666668,5.0,7.0,0.714,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,10.0,10.6,5.0,6.0,5.0,0.8333333333333334,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,88.0,5.176470588235294,10.599999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+44),W (+44)
63.0,61.0,2023-03-01,23-043,CHI,DET,0.0,14.833333333333334,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,1.9,-14.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,91.0,5.352941176470588,1.9,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,,
64.0,62.0,2023-03-03,23-045,CHI,PHO,0.0,17.633333333333333,3.0,6.0,0.5,1.0,3.0,0.333,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,8.0,8.4,-9.0,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,92.0,5.411764705882353,8.0,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+20),W (+20)
65.0,63.0,2023-03-05,23-047,CHI,IND,0.0,15.15,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.7,-3.0,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,85.0,5.0,1.3000000000000005,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-6),L (-6)
66.0,64.0,2023-03-08,23-050,CHI,DEN,0.0,19.83333333333333,2.0,4.0,0.5,0.0,0.0,,4.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,8.0,6.5,5.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,94.0,5.529411764705882,4.900000000000001,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+2),W (+2)
67.0,65.0,2023-03-11,23-053,CHI,HOU,0.0,9.6,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.9,-15.0,0.0,0.0,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,72.0,4.235294117647059,1.9,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-21),L (-21)
68.0,66.0,2023-03-15,23-057,CHI,SAC,1.0,27.78333333333333,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,3.0,4.2,-4.0,1.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,71.0,4.176470588235294,4.199999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-3),L (-3)
69.0,67.0,2023-03-17,23-059,CHI,MIN,0.0,18.15,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.2,-16.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,94.0,5.529411764705882,2.2,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+21),W (+21)
70.0,68.0,2023-03-18,23-060,CHI,MIA,0.0,17.833333333333332,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,6.0,4.7,-1.0,5.0,3.0,0.6,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,104.0,6.117647058823529,4.699999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+8),W (+8)
71.0,69.0,2023-03-20,23-062,CHI,PHI,0.0,19.516666666666666,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,5.4,5.0,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,78.0,4.588235294117647,5.4,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-3),L (-3)
72.0,70.0,2023-03-22,23-064,CHI,PHI,0.0,32.4,5.0,10.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,0.0,2.0,2.0,4.0,2.0,0.0,3.0,2.0,14.0,10.2,-4.0,7.0,4.0,0.5714285714285714,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,62.0,3.647058823529412,9.000000000000002,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+8),W (+8)
73.0,71.0,2023-03-24,23-066,CHI,POR,0.0,24.266666666666666,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,13.0,10.1,9.0,2.0,2.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,108.0,6.352941176470588,10.1,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+14),W (+14)
74.0,72.0,2023-03-26,23-068,CHI,LAL,0.0,18.78333333333333,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,8.0,8.3,14.0,2.0,1.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,120.0,7.0588235294117645,8.3,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+4),W (+4)
75.0,73.0,2023-03-27,23-069,CHI,LAC,0.0,18.08333333333333,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.8,-3.0,4.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,102.0,6.0,-0.7999999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-25),L (-25)
76.0,74.0,2023-03-29,23-071,CHI,LAL,0.0,18.916666666666668,5.0,9.0,0.556,1.0,3.0,0.333,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0,7.4,17.0,6.0,4.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,92.0,5.411764705882353,7.000000000000001,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+28),W (+28)
