Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,26,2022-12-12,22-286,IND,,MIA,L (-5),1,32:31,0.0,9.0,.000,0.0,6.0,.000,1,1.0,1.000,0.0,3.0,3.0,6.0,0.0,2.0,2.0,1.0,1.0,-1.2,+7,3.0,0.0,0.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,0.0,56.0,3.294117647058824,-1.6,62.79999999999999,3.694117647058823
29,29,27,2022-12-14,22-288,IND,,GSW,W (+6),1,34:21,9.0,17.0,.529,5.0,10.0,.500,6,7.0,.857,2.0,2.0,4.0,6.0,1.0,2.0,6.0,3.0,29.0,21.7,-2,7.0,4.0,0.5714285714285714,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,12.0,77.0,4.529411764705882,19.3,82.39999999999998,4.8470588235294105
30,30,28,2022-12-16,22-290,IND,@,CLE,L (-6),1,34:33,5.0,13.0,.385,0.0,8.0,.000,7,7.0,1.000,0.0,0.0,0.0,14.0,3.0,1.0,2.0,0.0,17.0,21.4,+2,5.0,5.0,1.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,67.0,3.941176470588236,18.6,72.3,4.252941176470588
31,31,29,2022-12-18,22-292,IND,,NYK,L (-3),1,31:47,5.0,16.0,.313,2.0,6.0,.333,3,3.0,1.000,0.0,1.0,1.0,10.0,0.0,0.0,2.0,3.0,15.0,9.9,+2,10.0,3.0,0.3,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,5.0,59.0,3.4705882352941178,8.700000000000003,54.6,3.211764705882353
32,32,30,2022-12-21,22-295,IND,@,BOS,W (+5),1,34:02,12.0,24.0,.500,6.0,13.0,.462,3,4.0,.750,1.0,2.0,3.0,8.0,1.0,0.0,2.0,0.0,33.0,26.5,+1,11.0,6.0,0.5454545454545454,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,15.0,75.0,4.411764705882353,25.300000000000004,67.29999999999997,3.958823529411763
33,33,31,2022-12-23,22-297,IND,@,MIA,W (+3),1,37:30,14.0,20.0,.700,10.0,16.0,.625,5,5.0,1.000,1.0,1.0,2.0,7.0,1.0,1.0,3.0,1.0,43.0,38.8,+4,4.0,4.0,1.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,26.0,68.0,4.0,36.8,45.2,2.658823529411765
34,34,32,2022-12-26,22-300,IND,@,NOP,L (-20),1,31:01,4.0,12.0,.333,1.0,5.0,.200,3,3.0,1.000,0.0,1.0,1.0,6.0,2.0,1.0,3.0,1.0,12.0,9.0,-19,7.0,3.0,0.4285714285714285,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,4.0,57.0,3.3529411764705883,7.800000000000002,50.9,2.9941176470588236
35,35,33,2022-12-27,22-301,IND,,ATL,W (+15),1,30:15,9.0,16.0,.563,3.0,8.0,.375,2,3.0,.667,1.0,2.0,3.0,7.0,1.0,0.0,1.0,0.0,23.0,21.2,+10,8.0,6.0,0.75,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,14.0,78.0,4.588235294117647,20.40000000000001,78.0,4.588235294117647
36,36,34,2022-12-29,22-303,IND,,CLE,W (+9),1,34:15,10.0,19.0,.526,6.0,8.0,.750,3,3.0,1.000,0.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0,29.0,27.6,+12,11.0,4.0,0.3636363636363636,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,19.0,81.0,4.764705882352941,26.4,90.00000000000001,5.294117647058824
37,37,35,2022-12-31,22-305,IND,,LAC,W (+1),1,32:54,8.0,13.0,.615,2.0,6.0,.333,6,7.0,.857,1.0,6.0,7.0,10.0,4.0,1.0,0.0,2.0,24.0,31.1,+3,7.0,6.0,0.8571428571428571,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,26.0,70.0,4.117647058823529,28.700000000000003,74.9,4.405882352941177
38,38,36,2023-01-02,22-307,IND,,TOR,W (+8),1,31:40,7.0,15.0,.467,2.0,4.0,.500,0,0.0,,0.0,6.0,6.0,8.0,2.0,0.0,7.0,1.0,16.0,10.3,-1,11.0,5.0,0.4545454545454545,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,10.0,84.0,4.941176470588236,10.300000000000004,80.0,4.705882352941177
39,39,37,2023-01-04,22-309,IND,@,PHI,L (-3),1,39:30,7.0,14.0,.500,2.0,7.0,.286,0,0.0,,3.0,4.0,7.0,12.0,2.0,1.0,2.0,0.0,16.0,21.4,+2,7.0,5.0,0.7142857142857143,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,22.0,83.0,4.882352941176471,21.40000000000001,88.19999999999997,5.1882352941176455
40,40,38,2023-01-06,22-311,IND,,POR,W (+9),1,32:58,5.0,15.0,.333,3.0,10.0,.300,2,2.0,1.000,0.0,4.0,4.0,12.0,1.0,0.0,2.0,1.0,15.0,14.7,+5,5.0,2.0,0.4,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,64.0,3.764705882352941,13.899999999999997,62.49999999999999,3.6764705882352935
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-08,22-313,IND,,CHO,W (+5),1,35:18,4.0,10.0,.400,2.0,6.0,.333,6,6.0,1.000,0.0,5.0,5.0,13.0,3.0,0.0,1.0,3.0,16.0,22.0,+3,4.0,2.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,20.0,61.0,3.588235294117647,19.600000000000005,66.00000000000001,3.8823529411764715
43,42,40,2023-01-11,22-316,IND,@,NYK,L (-6),1,27:11,6.0,12.0,.500,1.0,5.0,.200,2,3.0,.667,0.0,3.0,3.0,7.0,1.0,0.0,4.0,1.0,15.0,11.0,-15,7.0,5.0,0.7142857142857143,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,7.0,68.0,4.0,10.199999999999998,77.89999999999999,4.58235294117647
44,43,,2023-01-13,22-318,IND,,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,65.0,3.823529411764706,0.0,77.89999999999999,4.58235294117647
45,44,,2023-01-14,22-319,IND,,MEM,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,70.0,4.117647058823529,0.0,78.8,4.635294117647058
46,45,,2023-01-16,22-321,IND,@,MIL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,100.0,5.882352941176471,0.0,97.7,5.747058823529412
47,46,,2023-01-18,22-323,IND,@,OKC,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,84.0,4.941176470588236,0.0,66.39999999999999,3.905882352941176
48,47,,2023-01-20,22-325,IND,@,DEN,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,46.0,2.7058823529411766,0.0,65.49999999999999,3.8529411764705874
49,48,,2023-01-21,22-326,IND,@,PHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,65.0,3.823529411764706,0.0,69.49999999999999,4.088235294117646
50,49,,2023-01-24,22-329,IND,,CHI,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,82.0,4.823529411764706,0.0,85.2,5.011764705882353
51,50,,2023-01-25,22-330,IND,@,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,82.0,4.823529411764706,0.0,96.0,5.647058823529412
52,51,,2023-01-27,22-332,IND,,MIL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,80.0,4.705882352941177,0.0,95.7,5.629411764705883
53,52,,2023-01-29,22-334,IND,@,MEM,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,57.0,3.3529411764705883,0.0,63.6,3.7411764705882353
54,53,41,2023-02-02,22-338,IND,,LAL,L (-1),1,35:31,11.0,24.0,.458,4.0,13.0,.308,0,0.0,,0.0,2.0,2.0,12.0,2.0,0.0,4.0,0.0,26.0,20.6,+2,11.0,7.0,0.6363636363636364,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,14.0,76.0,4.470588235294118,20.6,65.9,3.8764705882352946
55,54,42,2023-02-03,22-339,IND,,SAC,W (+3),1,34:04,4.0,12.0,.333,2.0,7.0,.286,0,0.0,,0.0,4.0,4.0,9.0,3.0,0.0,1.0,0.0,10.0,12.7,+18,5.0,2.0,0.4,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,77.0,4.529411764705882,12.7,72.99999999999999,4.2941176470588225
56,55,43,2023-02-05,22-341,IND,,CLE,L (-19),1,31:19,5.0,10.0,.500,1.0,2.0,.500,4,6.0,.667,2.0,2.0,4.0,11.0,0.0,0.0,3.0,4.0,15.0,14.3,-30,8.0,4.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,11.0,55.0,3.235294117647059,12.699999999999998,54.29999999999998,3.1941176470588224
57,56,44,2023-02-08,22-344,IND,@,MIA,L (-5),1,37:01,3.0,8.0,.375,2.0,6.0,.333,3,6.0,.500,0.0,2.0,2.0,10.0,1.0,1.0,4.0,2.0,11.0,9.9,-9,2.0,1.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,7.0,53.0,3.117647058823529,8.699999999999996,65.3,3.841176470588235
