Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,49,2023-01-24,20-219,IND,,CHI,W (+6),0,34:12,10.0,17.0,.588,1.0,5.0,.200,5,7.0,.714,1.0,6.0,7.0,2.0,0.0,0.0,0.0,2.0,26.0,20.4,+9,12.0,9.0,0.75,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,11.0,71.0,3.9444444444444446,18.4,64.90000000000003,3.6055555555555574
51,50,50,2023-01-25,20-220,IND,@,ORL,L (-6),0,32:34,7.0,18.0,.389,2.0,6.0,.333,10,12.0,.833,0.0,3.0,3.0,4.0,1.0,1.0,0.0,4.0,26.0,19.2,+4,12.0,5.0,0.4166666666666667,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,77.0,4.277777777777778,15.2,79.8,4.433333333333334
52,51,51,2023-01-27,20-222,IND,,MIL,L (-10),0,31:13,6.0,12.0,.500,1.0,4.0,.250,8,9.0,.889,3.0,5.0,8.0,0.0,1.0,0.0,5.0,3.0,21.0,13.0,-12,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,76.0,4.222222222222222,9.8,85.89999999999999,4.772222222222222
53,52,52,2023-01-29,20-224,IND,@,MEM,L (-12),0,31:12,9.0,20.0,.450,2.0,6.0,.333,7,8.0,.875,4.0,4.0,8.0,3.0,1.0,0.0,2.0,0.0,27.0,21.3,-5,14.0,7.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,48.0,2.6666666666666665,18.500000000000004,45.09999999999999,2.5055555555555546
54,53,53,2023-02-02,20-228,IND,,LAL,L (-1),0,20:04,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,5.0,1.8,-4,2.0,1.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,87.0,4.833333333333333,1.8000000000000005,84.69999999999999,4.705555555555555
55,54,54,2023-02-03,20-229,IND,,SAC,W (+3),0,27:32,4.0,9.0,.444,1.0,3.0,.333,5,6.0,.833,1.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,14.0,8.1,-9,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,89.0,4.944444444444445,6.099999999999998,79.6,4.422222222222222
56,55,55,2023-02-05,20-231,IND,,CLE,L (-19),0,27:10,4.0,11.0,.364,0.0,2.0,.000,1,1.0,1.000,1.0,5.0,6.0,0.0,0.0,0.0,2.0,3.0,9.0,1.9,-21,9.0,4.0,0.4444444444444444,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,65.0,3.611111111111111,1.4999999999999991,65.49999999999999,3.638888888888888
57,56,56,2023-02-08,20-234,IND,@,MIA,L (-5),0,13:26,0.0,2.0,.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.6,-7,2.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,61.0,3.388888888888889,-0.2,74.19999999999999,4.122222222222222
58,57,57,2023-02-10,20-236,IND,,PHO,L (-13),0,32:45,7.0,15.0,.467,1.0,3.0,.333,7,7.0,1.000,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,22.0,15.6,-4,12.0,6.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,60.0,3.333333333333333,12.8,63.69999999999999,3.5388888888888883
59,58,58,2023-02-11,20-237,IND,@,WAS,L (-14),0,30:59,7.0,18.0,.389,1.0,7.0,.143,1,1.0,1.000,2.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,16.0,10.1,-19,11.0,6.0,0.5454545454545454,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,58.0,3.2222222222222223,9.7,75.8,4.211111111111111
60,59,59,2023-02-13,20-239,IND,,UTA,L (-6),0,31:50,8.0,13.0,.615,1.0,3.0,.333,4,4.0,1.000,1.0,3.0,4.0,2.0,0.0,1.0,3.0,1.0,21.0,15.4,-10,10.0,7.0,0.7,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,8.0,62.0,3.4444444444444446,13.799999999999995,75.49999999999997,4.194444444444443
61,60,60,2023-02-15,20-241,IND,,CHI,W (+4),0,23:22,5.0,10.0,.500,2.0,4.0,.500,2,3.0,.667,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,14.0,11.2,-3,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,87.0,4.833333333333333,10.399999999999997,96.0,5.333333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-23,20-249,IND,,BOS,L (-4),0,30:19,7.0,14.0,.500,2.0,4.0,.500,3,4.0,.750,3.0,4.0,7.0,4.0,2.0,0.0,1.0,6.0,19.0,16.3,-7,10.0,5.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,13.0,92.0,5.111111111111111,15.1,106.1,5.894444444444444
64,62,62,2023-02-25,20-251,IND,@,ORL,W (+13),0,28:45,6.0,13.0,.462,2.0,4.0,.500,5,6.0,.833,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,19.0,12.7,+9,9.0,4.0,0.4444444444444444,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,93.0,5.166666666666667,10.699999999999998,90.8,5.044444444444444
65,63,63,2023-02-28,20-254,IND,@,DAL,W (+2),0,26:24,1.0,7.0,.143,0.0,2.0,.000,4,4.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0,1.4,+9,5.0,1.0,0.2,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,77.0,4.277777777777778,-0.2000000000000001,88.4,4.911111111111111
66,64,64,2023-03-02,20-256,IND,@,SAS,L (-11),0,14:47,3.0,6.0,.500,1.0,2.0,.500,0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,7.0,2.1,-6,4.0,2.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,54.0,3.0,2.0999999999999988,68.3,3.7944444444444443
67,65,65,2023-03-05,20-259,IND,@,CHI,W (+3),0,33:54,5.0,12.0,.417,0.0,4.0,.000,7,7.0,1.000,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,17.0,12.9,+7,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,89.0,4.944444444444445,10.099999999999996,99.0,5.5
68,66,66,2023-03-06,20-260,IND,,PHI,L (-4),0,30:19,5.0,11.0,.455,0.0,2.0,.000,4,8.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,7.7,+3,9.0,5.0,0.5555555555555556,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,97.0,5.388888888888889,6.1000000000000005,102.9,5.716666666666667
69,67,67,2023-03-09,20-263,IND,,HOU,W (+9),0,3:00,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,+1,1.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,123.0,6.833333333333333,-1.7999999999999998,127.09999999999997,7.061111111111109
70,68,,2023-03-11,20-265,IND,@,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,89.0,4.944444444444445,0.0,98.1,5.449999999999999
71,69,,2023-03-13,20-267,IND,@,DET,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,57.0,3.1666666666666665,0.0,57.4,3.1888888888888887
72,70,,2023-03-16,20-270,IND,@,MIL,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,98.0,5.444444444444445,0.0,98.9,5.4944444444444445
73,71,,2023-03-18,20-272,IND,,PHI,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,76.0,4.222222222222222,0.0,91.79999999999998,5.099999999999999
74,72,68,2023-03-20,20-274,IND,@,CHO,L (-6),1,30:15,7.0,10.0,.700,1.0,1.0,1.000,3,4.0,.750,1.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,18.0,13.3,-21,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,60.0,3.333333333333333,12.1,55.2,3.066666666666667
75,73,69,2023-03-22,20-276,IND,@,TOR,W (+4),1,28:17,3.0,5.0,.600,3.0,3.0,1.000,6,6.0,1.000,0.0,2.0,2.0,0.0,1.0,1.0,3.0,4.0,15.0,10.4,+6,2.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,98.0,5.444444444444445,8.0,98.5,5.472222222222222
76,74,70,2023-03-24,20-278,IND,@,BOS,L (-25),1,25:03,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,-2.5,-25,3.0,1.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,71.0,3.9444444444444446,-2.5,66.5,3.6944444444444446
77,75,71,2023-03-25,20-279,IND,@,ATL,L (-13),1,24:12,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,3.7,-10,3.0,2.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,78.0,4.333333333333333,3.7,88.29999999999998,4.905555555555555
78,76,72,2023-03-27,20-281,IND,,DAL,L (-23),1,38:22,9.0,19.0,.474,2.0,8.0,.250,6,7.0,.857,1.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,26.0,16.2,+2,11.0,7.0,0.6363636363636364,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,56.0,3.111111111111111,13.800000000000008,55.79999999999999,3.0999999999999996
79,77,73,2023-03-29,20-283,IND,,MIL,L (-13),1,40:34,11.0,21.0,.524,1.0,5.0,.200,6,9.0,.667,2.0,7.0,9.0,2.0,2.0,0.0,0.0,1.0,29.0,24.0,-11,16.0,10.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,12.0,63.0,3.5,21.6,84.1,4.672222222222222
