Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,52,2023-02-05,30-317,IND,,CLE,L (-19),0,19:07,3.0,6.0,.500,0.0,1.0,.000,0,2.0,.000,0.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,6.0,5.4,-4,5.0,3.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,59.0,3.2777777777777777,5.4,61.59999999999998,3.422222222222221
57,56,53,2023-02-08,30-320,IND,@,MIA,L (-5),0,27:15,8.0,12.0,.667,2.0,3.0,.667,0,1.0,.000,0.0,3.0,3.0,6.0,0.0,0.0,1.0,3.0,18.0,15.3,+9,9.0,6.0,0.6666666666666666,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,13.0,47.0,2.611111111111111,15.3,58.69999999999999,3.2611111111111106
58,57,54,2023-02-10,30-322,IND,,PHO,L (-13),0,19:58,3.0,8.0,.375,1.0,2.0,.500,2,2.0,1.000,1.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,9.0,6.5,-3,6.0,2.0,0.3333333333333333,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,58.0,3.2222222222222223,5.6999999999999975,70.8,3.933333333333333
59,58,55,2023-02-11,30-323,IND,@,WAS,L (-14),0,20:57,4.0,9.0,.444,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,9.0,5.6,-12,7.0,3.0,0.4285714285714285,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,59.0,3.2777777777777777,5.6,79.89999999999999,4.438888888888888
60,59,56,2023-02-13,30-325,IND,,UTA,L (-6),0,16:20,4.0,5.0,.800,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,4.0,3.0,8.0,4.6,-12,5.0,4.0,0.8,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,65.0,3.611111111111111,4.599999999999998,84.69999999999999,4.705555555555555
61,60,57,2023-02-15,30-327,IND,,CHI,W (+4),1,20:58,0.0,3.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,4.0,-11,2.0,0.0,0.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,88.0,4.888888888888889,3.2,103.2,5.733333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,58,2023-02-23,30-335,IND,,BOS,L (-4),0,13:37,2.0,3.0,.667,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,4.1,-13,3.0,2.0,0.6666666666666666,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,101.0,5.611111111111111,4.1,117.10000000000002,6.505555555555556
64,62,59,2023-02-25,30-337,IND,@,ORL,W (+13),0,19:01,3.0,6.0,.500,0.0,2.0,.000,0,0.0,,1.0,5.0,6.0,7.0,1.0,0.0,2.0,2.0,6.0,8.3,+7,4.0,3.0,0.75,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,12.0,85.0,4.722222222222222,8.3,93.2,5.177777777777778
65,63,60,2023-02-28,30-340,IND,@,DAL,W (+2),0,16:38,4.0,7.0,.571,0.0,0.0,,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,8.0,8.1,+7,7.0,4.0,0.5714285714285714,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,68.0,3.7777777777777777,8.100000000000001,80.10000000000001,4.45
66,64,61,2023-03-02,30-342,IND,@,SAS,L (-11),0,31:04,5.0,9.0,.556,0.0,0.0,,0,1.0,.000,2.0,4.0,6.0,5.0,4.0,0.0,2.0,1.0,10.0,13.0,+2,9.0,5.0,0.5555555555555556,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,13.0,44.0,2.4444444444444446,13.0,57.39999999999999,3.188888888888888
67,65,62,2023-03-05,30-345,IND,@,CHI,W (+3),0,16:27,4.0,8.0,.500,0.0,1.0,.000,1,1.0,1.000,2.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,9.0,10.1,+13,7.0,4.0,0.5714285714285714,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,9.0,84.0,4.666666666666667,9.7,99.4,5.522222222222222
68,66,63,2023-03-06,30-346,IND,,PHI,L (-4),0,21:47,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,0.0,5.0,5.0,4.0,3.0,0.0,1.0,2.0,12.0,14.6,-1,7.0,5.0,0.7142857142857143,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,14.0,80.0,4.444444444444445,13.8,95.2,5.288888888888889
69,67,64,2023-03-09,30-349,IND,,HOU,W (+9),0,26:13,4.0,8.0,.500,3.0,3.0,1.000,2,2.0,1.000,1.0,2.0,3.0,6.0,2.0,0.0,3.0,4.0,13.0,11.9,-1,5.0,1.0,0.2,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,11.0,110.0,6.111111111111111,11.1,114.2,6.344444444444445
70,68,,2023-03-11,30-351,IND,@,DET,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,89.0,4.944444444444445,0.0,98.1,5.449999999999999
71,69,,2023-03-13,30-353,IND,@,DET,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,57.0,3.1666666666666665,0.0,57.4,3.1888888888888887
72,70,65,2023-03-16,30-356,IND,@,MIL,W (+16),0,29:52,9.0,12.0,.750,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,12.0,1.0,0.0,3.0,3.0,19.0,20.3,+36,10.0,8.0,0.8,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,20.0,78.0,4.333333333333333,20.3,78.6,4.366666666666666
73,71,66,2023-03-18,30-358,IND,,PHI,L (-20),0,26:36,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,9.0,2.0,2.0,5.0,0.0,6.0,10.6,0,3.0,3.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,15.0,61.0,3.388888888888889,10.599999999999998,81.19999999999999,4.51111111111111
74,72,67,2023-03-20,30-360,IND,@,CHO,L (-6),0,23:10,2.0,9.0,.222,1.0,2.0,.500,3,4.0,.750,1.0,3.0,4.0,8.0,2.0,0.0,3.0,2.0,8.0,7.5,+17,7.0,1.0,0.1428571428571428,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,61.0,3.388888888888889,6.299999999999999,60.99999999999999,3.3888888888888884
75,73,68,2023-03-22,30-362,IND,@,TOR,W (+4),0,22:28,5.0,12.0,.417,0.0,0.0,,4,4.0,1.000,0.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,14.0,13.1,-5,12.0,5.0,0.4166666666666667,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,96.0,5.333333333333333,11.5,95.0,5.277777777777778
76,74,69,2023-03-24,30-364,IND,@,BOS,L (-25),0,22:36,5.0,10.0,.500,0.0,2.0,.000,0,1.0,.000,1.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,10.0,6.9,-13,8.0,5.0,0.625,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,64.0,3.555555555555556,6.899999999999999,57.1,3.1722222222222225
77,75,70,2023-03-25,31-000,IND,@,ATL,L (-13),0,19:10,5.0,7.0,.714,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,10.0,5.4,-16,7.0,5.0,0.7142857142857143,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,77.0,4.277777777777778,5.4,86.59999999999998,4.81111111111111
78,76,71,2023-03-27,31-002,IND,,DAL,L (-23),0,27:41,7.0,13.0,.538,1.0,1.0,1.000,0,0.0,,1.0,4.0,5.0,7.0,2.0,0.0,3.0,2.0,15.0,13.7,-14,12.0,6.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,13.0,47.0,2.611111111111111,13.7,55.9,3.1055555555555556
79,77,72,2023-03-29,31-004,IND,,MIL,L (-13),0,20:16,6.0,8.0,.750,0.0,0.0,,0,0.0,,1.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,12.0,11.2,-8,8.0,6.0,0.75,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,10.0,65.0,3.611111111111111,11.2,94.5,5.25
80,78,73,2023-03-31,31-006,IND,,OKC,W (+4),0,29:19,10.0,15.0,.667,1.0,3.0,.333,0,0.0,,1.0,8.0,9.0,8.0,1.0,0.0,4.0,3.0,21.0,19.0,,12.0,9.0,0.75,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,20.0,54.0,3.0,19.0,61.4,3.411111111111111
81,79,74,2023-04-02,31-008,IND,@,CLE,L (-10),0,19:16,7.0,8.0,.875,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,16.0,13.7,+7,8.0,7.0,0.875,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,11.0,60.0,3.333333333333333,12.900000000000004,62.400000000000006,3.466666666666667
82,80,75,2023-04-05,31-011,IND,,NYK,L (-9),0,22:08,7.0,11.0,.636,1.0,1.0,1.000,3,3.0,1.000,1.0,4.0,5.0,12.0,2.0,0.0,2.0,1.0,18.0,23.0,+13,10.0,6.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,21.0,91.0,5.055555555555555,21.8,96.5,5.361111111111111
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,31-013,IND,,DET,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,55.0,3.055555555555556,0.0,58.8,3.2666666666666666
