Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,,2023-02-02,24-100,DAL,,NOP,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,39.0,2.0526315789473686,0.0,51.6,2.7157894736842105
55,54,16,2023-02-04,24-102,DAL,@,GSW,L (-6),0,13:37,2.0,7.0,.286,0.0,1.0,.000,1,2.0,.500,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,5.0,2.5,+7,6.0,2.0,0.3333333333333333,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,2.0,42.0,2.210526315789474,2.1,56.60000000000001,2.978947368421053
56,55,17,2023-02-06,24-104,DAL,@,UTA,W (+13),1,19:49,5.0,10.0,.500,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,10.0,7.7,-16,7.0,5.0,0.7142857142857143,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,6.0,84.0,4.421052631578948,7.699999999999997,105.59999999999998,5.557894736842104
57,56,18,2023-02-08,24-106,DAL,@,LAC,W (+6),0,11:11,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,-4,1.0,0.0,0.0,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,3.0,86.0,4.526315789473684,1.2999999999999998,91.4,4.810526315789474
58,57,19,2023-02-10,24-108,DAL,@,SAC,W (+8),0,13:00,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,6.1,+1,1.0,1.0,1.0,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,6.0,96.0,5.052631578947368,6.1,111.70000000000002,5.878947368421054
59,58,,2023-02-11,24-109,DAL,@,SAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,64.0,3.3684210526315788,0.0,77.0,4.052631578947368
60,59,,2023-02-13,24-111,DAL,,MIN,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,49.0,2.5789473684210527,0.0,71.60000000000001,3.7684210526315796
61,60,20,2023-02-15,24-113,DAL,@,DEN,L (-9),0,12:51,4.0,4.0,1.000,2.0,2.0,1.000,1,1.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,12.2,+8,2.0,2.0,1.0,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,10.0,65.0,3.421052631578948,11.799999999999995,84.79999999999998,4.463157894736841
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-23,24-121,DAL,,SAS,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,88.0,4.631578947368421,0.0,105.6,5.557894736842105
64,62,,2023-02-26,24-124,DAL,,LAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,70.0,3.684210526315789,0.0,84.4,4.442105263157895
65,63,,2023-02-28,24-126,DAL,,IND,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,75.0,3.947368421052632,0.0,98.2,5.1684210526315795
66,64,,2023-03-02,24-128,DAL,,PHI,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,82.0,4.315789473684211,0.0,102.0,5.368421052631579
67,65,,2023-03-05,24-131,DAL,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,45.0,2.3684210526315788,0.0,72.1,3.7947368421052627
68,66,,2023-03-07,24-133,DAL,,UTA,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,47.0,2.473684210526316,0.0,48.30000000000001,2.5421052631578953
69,67,,2023-03-08,24-134,DAL,@,NOP,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,51.0,2.6842105263157894,0.0,65.10000000000001,3.426315789473685
70,68,21,2023-03-11,24-137,DAL,@,MEM,L (-4),0,20:42,1.0,2.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,7.3,+6,1.0,1.0,1.0,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,9.0,60.0,3.1578947368421053,6.500000000000001,77.2,4.063157894736842
71,69,22,2023-03-13,24-139,DAL,,MEM,L (-16),0,21:51,4.0,12.0,.333,1.0,3.0,.333,0,0.0,,2.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,9.0,7.9,-13,9.0,3.0,0.3333333333333333,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,7.0,52.0,2.736842105263158,7.899999999999999,62.000000000000014,3.263157894736843
72,70,23,2023-03-15,24-141,DAL,@,SAS,W (+9),0,22:58,4.0,5.0,.800,1.0,1.0,1.000,2,3.0,.667,0.0,4.0,4.0,2.0,0.0,1.0,4.0,2.0,11.0,7.2,-15,4.0,3.0,0.75,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,6.0,84.0,4.421052631578948,6.399999999999999,108.10000000000002,5.689473684210528
73,71,24,2023-03-17,24-143,DAL,@,LAL,W (+1),0,6:44,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.7,-10,2.0,1.0,0.5,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,2.0,45.0,2.3684210526315788,3.7,46.7,2.4578947368421056
74,72,,2023-03-20,24-146,DAL,@,MEM,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,71.0,3.736842105263158,0.0,78.29999999999998,4.121052631578946
75,73,,2023-03-22,24-148,DAL,,GSW,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,66.0,3.473684210526316,0.0,98.5,5.184210526315789
76,74,,2023-03-24,24-150,DAL,,CHO,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,77.0,4.052631578947368,0.0,84.1,4.4263157894736835
77,75,,2023-03-26,24-152,DAL,@,CHO,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,70.0,3.684210526315789,0.0,81.1,4.268421052631578
78,76,25,2023-03-27,24-153,DAL,@,IND,W (+23),0,5:12,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.8,-6,1.0,1.0,1.0,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,2.0,83.0,4.368421052631579,1.8000000000000005,98.5,5.184210526315789
79,77,,2023-03-29,24-155,DAL,@,PHI,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,65.0,3.421052631578948,0.0,85.2,4.484210526315789
80,78,,2023-04-01,24-158,DAL,@,MIA,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,88.0,4.631578947368421,0.0,98.0,5.157894736842105
81,79,,2023-04-02,24-159,DAL,@,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,4,26,21,20,23,16,12,15,5,25,16,24,22,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,78.0,79.0,40.0,71.0,3.0,0.0,0.3134328358208955,0.0606060606060606,0.3421052631578947,0.4666666666666667,0.0,0.425531914893617,0.4791666666666667,0.3809523809523809,0.2,0.0,0.2272727272727272,0.1351351351351351,0.3205128205128205,0.2025316455696202,0.6,0.3098591549295774,1.0,5,8,1,2,15.0,,46.0,60.0,35.0,0.108695652173913,0.1333333333333333,0.0285714285714285,0.1333333333333333,,19,,60.0,3.1578947368421053,0.0,71.7,3.7736842105263158
