Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alondes Williams,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Justin Holiday,A.J. Lawson,Chris Silva,Christian Wood,Derrick Favors,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Justin Holiday,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Christian Wood,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,co_inf with A.J. Lawson,co_inf with Chris Silva,co_inf with Derrick Favors,co_inf with Facundo Campazzo,co_inf with Justin Holiday,co_inf with Kemba Walker,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,17,2022-12-12,33-101,BRK,@,WAS,W (+12),0,6:12,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,-0.4,+4,2.0,1.0,0.5,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,0.0,84.0,2.4,-0.4000000000000003,102.09999999999998,2.9171428571428564
30,30,,2022-12-16,33-105,BRK,@,TOR,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,54.0,1.542857142857143,0.0,61.70000000000001,1.7628571428571431
31,31,18,2022-12-18,33-107,BRK,@,DET,W (+3),0,6:25,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-6,1.0,1.0,1.0,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,1.0,47.0,1.3428571428571427,1.7,57.7,1.6485714285714286
32,32,19,2022-12-21,33-110,BRK,,GSW,W (+30),0,12:52,3.0,5.0,.600,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,7.6,0,1.0,0.0,0.0,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,7.0,43.0,1.2285714285714286,7.6,57.69999999999999,1.6485714285714284
33,33,,2022-12-23,33-112,BRK,,MIL,W (+18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,73.0,2.085714285714286,0.0,87.89999999999999,2.511428571428571
34,34,,2022-12-26,33-115,BRK,@,CLE,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,93.0,2.657142857142857,0.0,115.2,3.2914285714285714
35,35,,2022-12-28,33-117,BRK,@,ATL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,74.0,2.1142857142857143,0.0,89.60000000000001,2.56
36,36,,2022-12-31,33-120,BRK,@,CHO,W (+17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,99.0,2.8285714285714287,0.0,116.6,3.3314285714285714
37,37,,2023-01-02,33-122,BRK,,SAS,W (+36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,89.0,2.5428571428571427,0.0,115.1,3.2885714285714283
38,38,,2023-01-04,33-124,BRK,@,CHI,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,67.0,1.9142857142857144,0.0,87.69999999999999,2.5057142857142853
39,39,,2023-01-06,33-126,BRK,@,NOP,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,36.0,1.0285714285714285,0.0,51.10000000000001,1.4600000000000002
40,40,,2023-01-08,33-128,BRK,@,MIA,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,82.0,2.342857142857143,0.0,104.60000000000002,2.9885714285714293
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-12,33-132,BRK,,BOS,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,48.0,1.3714285714285714,0.0,68.70000000000002,1.9628571428571433
43,42,20,2023-01-15,33-135,BRK,,OKC,L (-10),0,6:14,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.3,-2,2.0,1.0,0.5,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,3.0,33.0,0.9428571428571428,3.500000000000001,57.39999999999999,1.6399999999999997
44,43,21,2023-01-17,33-137,BRK,@,SAS,L (-8),0,13:05,1.0,5.0,.200,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,1.4,+15,3.0,1.0,0.3333333333333333,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,1.0,73.0,2.085714285714286,0.5999999999999996,71.9,2.0542857142857143
45,44,22,2023-01-19,33-139,BRK,@,PHO,L (-5),0,5:52,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,-4,0.0,0.0,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,1.0,72.0,2.057142857142857,0.6,91.5,2.6142857142857143
46,45,,2023-01-20,33-140,BRK,@,UTA,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,89.0,2.5428571428571427,0.0,106.40000000000002,3.0400000000000005
47,46,,2023-01-22,33-142,BRK,@,GSW,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,15,20,9,16,22,25,8,18,24,25,20,1,25,19,10,19,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,76.0,40.0,1,76.0,61.0,42.0,58.0,1.0,0.3571428571428571,0.3508771929824561,0.391304347826087,0.3333333333333333,0.4150943396226415,0.3378378378378378,0.2222222222222222,0.3829787234042553,0.4,0.3289473684210526,0.5,1.0,0.3289473684210526,0.3114754098360656,0.238095238095238,0.3275862068965517,8,17,8,2,5,6,3,8,8,4,1,7,19,3,6,4,8,7,15.0,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.1194029850746268,0.1052631578947368,0.0444444444444444,0.1063829787234042,0.125,0.0714285714285714,0.1333333333333333,0.1212121212121212,0.1081081081081081,0.037037037037037,0.0897435897435897,0.075,0.0845070422535211,0.0,0.0,0.0,,0.0,0.1521739130434782,0.0,35,,66.0,1.8857142857142857,0.0,92.8,2.6514285714285712
