Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,23,2023-02-13,30-107,NYK,,BRK,W (+18),0,1:52,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-5,0.0,0.0,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-1.0,72.0,4.235294117647059,-0.7,79.1,4.652941176470588
61,60,,2023-02-15,30-109,NYK,@,ATL,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,66.0,3.882352941176471,0.0,75.60000000000001,4.447058823529412
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,30-118,NYK,@,WAS,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,76.0,4.470588235294118,0.0,95.9,5.641176470588236
64,62,,2023-02-25,30-119,NYK,,NOP,W (+22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,87.0,5.117647058823529,0.0,92.4,5.435294117647059
65,63,,2023-02-27,30-121,NYK,,BOS,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,56.0,3.294117647058824,0.0,71.0,4.176470588235294
66,64,,2023-03-01,30-123,NYK,,BRK,W (+24),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,95.0,5.588235294117647,0.0,109.09999999999998,6.417647058823528
67,65,,2023-03-03,30-125,NYK,@,MIA,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,81.0,4.764705882352941,0.0,97.3,5.723529411764706
68,66,,2023-03-05,30-127,NYK,@,BOS,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,75.0,4.411764705882353,0.0,86.7,5.1000000000000005
69,67,,2023-03-07,30-129,NYK,,CHO,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,73.0,4.294117647058823,0.0,77.5,4.5588235294117645
70,68,,2023-03-09,30-131,NYK,@,SAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,60.0,3.5294117647058822,0.0,71.69999999999999,4.217647058823529
71,69,,2023-03-11,30-133,NYK,@,LAC,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,58.0,3.411764705882353,0.0,62.6,3.682352941176471
72,70,,2023-03-12,30-134,NYK,@,LAL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,81.0,4.764705882352941,0.0,93.1,5.476470588235294
73,71,,2023-03-14,30-136,NYK,@,POR,W (+16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,96.0,5.647058823529412,0.0,101.0,5.9411764705882355
74,72,,2023-03-18,30-140,NYK,,DEN,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,69.0,4.0588235294117645,0.0,86.29999999999998,5.076470588235293
75,73,,2023-03-20,30-142,NYK,,MIN,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,73.0,4.294117647058823,0.0,97.6,5.741176470588235
76,74,,2023-03-22,30-144,NYK,@,MIA,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,75.0,4.411764705882353,0.0,82.30000000000001,4.841176470588236
77,75,,2023-03-23,30-145,NYK,@,ORL,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,76.0,4.470588235294118,0.0,87.7,5.158823529411765
78,76,,2023-03-27,30-149,NYK,,HOU,W (+22),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,108.0,6.352941176470588,0.0,125.2,7.364705882352942
79,77,,2023-03-29,30-151,NYK,,MIA,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,64.0,3.764705882352941,0.0,73.39999999999999,4.317647058823529
80,78,,2023-03-31,30-153,NYK,@,CLE,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,97.0,5.705882352941177,0.0,102.4,6.023529411764706
81,79,24,2023-04-02,30-155,NYK,,WAS,W (+9),0,6:42,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,-2.5,-7,0.0,0.0,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-1.0,108.0,6.352941176470588,-2.5,114.0,6.705882352941177
82,80,25,2023-04-05,30-158,NYK,@,IND,W (+9),0,10:58,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.8,-22,0.0,0.0,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-1.0,95.0,5.588235294117647,-0.7999999999999997,110.3,6.488235294117647
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,,0.0,0.0,0.0,0.0,0.0
84,81,26,2023-04-07,30-160,NYK,@,NOP,L (-8),0,15:27,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,5.6,-7,2.0,1.0,0.5,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,3.0,75.0,4.411764705882353,5.6000000000000005,73.7,4.335294117647059
85,82,27,2023-04-09,30-162,NYK,,IND,L (-5),0,11:43,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.9,-16,1.0,0.0,0.0,13,15,26,27,21,19,23,18,17,22,19,18,5,4,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.325,,0.5555555555555556,,0.3209876543209876,0.3292682926829268,0.3088235294117647,0.3653846153846153,0.2987012987012987,0.28125,0.288135593220339,0.3283582089552239,0.2676056338028169,0.2465753424657534,0.25,0.125,0.3333333333333333,4,4,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0526315789473684,17,-4.0,79.0,4.647058823529412,-3.9,97.2,5.7176470588235295
