Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,50,2023-01-28,23-225,NYK,@,BRK,L (-7),0,27:33,6.0,11.0,.545,4.0,7.0,.571,0,1.0,.000,1.0,5.0,6.0,3.0,1.0,0.0,2.0,2.0,16.0,12.8,+2,4.0,2.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,56.0,3.294117647058824,12.799999999999995,72.0,4.235294117647059
53,52,51,2023-01-31,23-228,NYK,,LAL,L (-6),0,38:31,6.0,12.0,.500,2.0,6.0,.333,5,6.0,.833,1.0,2.0,3.0,8.0,1.0,0.0,1.0,2.0,19.0,18.7,+3,6.0,4.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,75.0,4.411764705882353,16.7,88.40000000000003,5.200000000000002
54,53,52,2023-02-02,23-230,NYK,,MIA,W (+2),1,37:16,3.0,8.0,.375,2.0,5.0,.400,0,0.0,,0.0,6.0,6.0,4.0,0.0,0.0,1.0,0.0,8.0,7.2,0,3.0,1.0,0.3333333333333333,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,71.0,4.176470588235294,7.200000000000001,81.39999999999999,4.788235294117647
55,54,53,2023-02-04,23-232,NYK,,LAC,L (-6),0,27:12,3.0,12.0,.250,3.0,7.0,.429,2,2.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,11.0,6.6,0,5.0,0.0,0.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,94.0,5.529411764705882,5.800000000000001,99.7,5.864705882352942
56,55,54,2023-02-05,23-233,NYK,,PHI,W (+11),1,28:19,2.0,8.0,.250,0.0,3.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,5.0,1.6,-19,5.0,2.0,0.4,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,67.0,3.941176470588236,1.1999999999999988,69.99999999999999,4.117647058823529
57,56,55,2023-02-07,23-235,NYK,@,ORL,W (+4),0,31:33,7.0,15.0,.467,4.0,9.0,.444,0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,18.0,15.0,+9,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,59.0,3.4705882352941178,15.0,58.1,3.4176470588235297
58,57,56,2023-02-10,23-238,NYK,@,PHI,L (-11),0,29:26,5.0,8.0,.625,1.0,4.0,.250,2,3.0,.667,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,13.0,12.1,-11,4.0,4.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,74.0,4.352941176470588,11.299999999999995,79.0,4.647058823529412
59,58,57,2023-02-11,23-239,NYK,,UTA,W (+6),0,23:17,6.0,9.0,.667,3.0,6.0,.500,0,2.0,.000,3.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,15.0,13.2,+2,3.0,3.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,76.0,4.470588235294118,13.2,84.99999999999997,4.999999999999998
60,59,58,2023-02-13,23-241,NYK,,BRK,W (+18),0,27:47,4.0,8.0,.500,2.0,3.0,.667,4,5.0,.800,1.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,14.0,14.2,+22,5.0,2.0,0.4,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,60.0,3.5294117647058822,12.6,65.79999999999998,3.8705882352941168
61,60,59,2023-02-15,23-243,NYK,@,ATL,W (+21),0,23:54,5.0,11.0,.455,2.0,6.0,.333,2,2.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,14.0,10.3,+10,5.0,3.0,0.6,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,58.0,3.411764705882353,9.499999999999998,66.10000000000001,3.8882352941176475
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
63,61,60,2023-02-24,23-252,NYK,@,WAS,W (+6),0,29:38,6.0,11.0,.545,3.0,6.0,.500,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,16.0,8.9,0,5.0,3.0,0.6,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,72.0,4.235294117647059,8.499999999999998,87.39999999999999,5.141176470588235
64,62,61,2023-02-25,23-253,NYK,,NOP,W (+22),0,26:35,5.0,10.0,.500,2.0,7.0,.286,1,1.0,1.000,1.0,6.0,7.0,2.0,1.0,2.0,2.0,2.0,13.0,11.5,+18,3.0,3.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,75.0,4.411764705882353,11.099999999999996,81.3,4.7823529411764705
65,63,62,2023-02-27,23-255,NYK,,BOS,W (+15),0,30:33,7.0,13.0,.538,4.0,7.0,.571,5,6.0,.833,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,23.0,19.2,+15,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,46.0,2.7058823529411766,17.200000000000003,53.8,3.164705882352941
66,64,63,2023-03-01,23-257,NYK,,BRK,W (+24),0,22:13,6.0,12.0,.500,2.0,5.0,.400,1,2.0,.500,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,15.0,10.5,+14,7.0,4.0,0.5714285714285714,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,89.0,5.235294117647059,10.099999999999996,99.0,5.823529411764706
67,65,64,2023-03-03,23-259,NYK,@,MIA,W (+2),0,22:27,7.0,11.0,.636,5.0,9.0,.556,2,2.0,1.000,1.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,21.0,17.0,-4,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,69.0,4.0588235294117645,16.2,81.10000000000002,4.770588235294119
68,66,65,2023-03-05,23-261,NYK,@,BOS,W (+2),1,55:06,15.0,28.0,.536,5.0,12.0,.417,3,4.0,.750,0.0,8.0,8.0,7.0,4.0,2.0,1.0,2.0,38.0,34.9,+8,16.0,10.0,0.625,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,26.0,49.0,2.8823529411764706,33.7,53.0,3.1176470588235294
69,67,66,2023-03-07,23-263,NYK,,CHO,L (-7),1,35:11,5.0,16.0,.313,3.0,10.0,.300,1,1.0,1.000,2.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,14.0,7.2,-15,6.0,2.0,0.3333333333333333,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,70.0,4.117647058823529,6.799999999999999,70.7,4.158823529411765
70,68,67,2023-03-09,23-265,NYK,@,SAC,L (-5),0,27:24,1.0,11.0,.091,1.0,8.0,.125,0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,1.0,3.0,3.0,-2.4,+3,3.0,0.0,0.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-2.0,62.0,3.647058823529412,-2.3999999999999995,74.1,4.358823529411764
71,69,68,2023-03-11,23-267,NYK,@,LAC,L (-11),1,42:08,8.0,18.0,.444,3.0,8.0,.375,7,8.0,.875,4.0,6.0,10.0,4.0,1.0,0.0,0.0,2.0,26.0,23.8,-9,10.0,5.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,43.0,2.5294117647058822,21.0,41.6,2.447058823529412
72,70,69,2023-03-12,23-268,NYK,@,LAL,W (+4),1,31:28,6.0,12.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,15.0,10.5,-11,9.0,5.0,0.5555555555555556,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,75.0,4.411764705882353,9.700000000000005,83.39999999999999,4.905882352941176
73,71,70,2023-03-14,23-270,NYK,@,POR,W (+16),1,33:57,8.0,14.0,.571,4.0,8.0,.500,6,7.0,.857,2.0,8.0,10.0,3.0,1.0,0.0,1.0,1.0,26.0,24.5,+8,6.0,4.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,18.0,78.0,4.588235294117647,22.100000000000005,78.89999999999999,4.641176470588235
74,72,71,2023-03-18,23-274,NYK,,DEN,W (+6),0,25:40,3.0,9.0,.333,1.0,7.0,.143,3,5.0,.600,1.0,2.0,3.0,2.0,1.0,0.0,3.0,0.0,10.0,4.8,0,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,70.0,4.117647058823529,3.599999999999998,82.69999999999999,4.864705882352941
75,73,72,2023-03-20,23-276,NYK,,MIN,L (-6),0,28:15,6.0,16.0,.375,2.0,7.0,.286,5,5.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,19.0,10.4,-1,9.0,4.0,0.4444444444444444,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,72.0,4.235294117647059,8.399999999999999,89.19999999999999,5.247058823529411
76,74,73,2023-03-22,23-278,NYK,@,MIA,L (-7),0,18:50,1.0,8.0,.125,1.0,5.0,.200,2,2.0,1.000,1.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,5.0,4.7,0,3.0,0.0,0.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,71.0,4.176470588235294,3.9,78.4,4.611764705882353
77,75,74,2023-03-23,23-279,NYK,@,ORL,L (-5),1,41:47,7.0,17.0,.412,2.0,7.0,.286,9,10.0,.900,2.0,3.0,5.0,7.0,2.0,1.0,3.0,0.0,25.0,22.4,+7,10.0,5.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,66.0,3.882352941176471,18.8,68.9,4.052941176470589
78,76,75,2023-03-27,23-283,NYK,,HOU,W (+22),1,30:19,14.0,18.0,.778,5.0,7.0,.714,7,9.0,.778,0.0,2.0,2.0,9.0,1.0,1.0,1.0,3.0,40.0,38.6,+18,11.0,9.0,0.8181818181818182,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,25.0,83.0,4.882352941176471,35.8,89.4,5.258823529411765
79,77,76,2023-03-29,23-285,NYK,,MIA,W (+9),0,31:46,8.0,14.0,.571,2.0,5.0,.400,6,11.0,.545,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,24.0,20.5,+14,9.0,6.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,58.0,3.411764705882353,18.1,55.3,3.2529411764705882
80,78,77,2023-03-31,23-287,NYK,@,CLE,W (+14),0,30:04,5.0,16.0,.313,2.0,6.0,.333,2,3.0,.667,1.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,14.0,7.4,+18,10.0,3.0,0.3,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,95.0,5.588235294117647,6.6,95.79999999999998,5.6352941176470575
81,79,78,2023-04-02,23-289,NYK,,WAS,W (+9),1,37:05,8.0,18.0,.444,3.0,6.0,.500,3,4.0,.750,0.0,6.0,6.0,5.0,3.0,0.0,1.0,5.0,22.0,17.5,-2,12.0,5.0,0.4166666666666667,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,94.0,5.529411764705882,16.299999999999997,95.2,5.6000000000000005
82,80,79,2023-04-05,23-292,NYK,@,IND,W (+9),1,39:51,14.0,26.0,.538,7.0,13.0,.538,4,5.0,.800,2.0,4.0,6.0,9.0,2.0,0.0,2.0,2.0,39.0,34.1,+27,13.0,7.0,0.5384615384615384,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,23.0,71.0,4.176470588235294,32.5,77.0,4.529411764705882
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
