Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-18,24-289,NYK,@,IND,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,75.0,4.411764705882353,0.0,88.2,5.188235294117647
31,31,,2022-12-20,24-291,NYK,,GSW,W (+38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,96.0,5.647058823529412,0.0,114.0,6.705882352941177
32,32,,2022-12-21,24-292,NYK,,TOR,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,78.0,4.588235294117647,0.0,82.0,4.823529411764706
33,33,,2022-12-23,24-294,NYK,,CHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,93.0,5.470588235294118,0.0,102.09999999999998,6.005882352941176
34,34,,2022-12-25,24-296,NYK,,PHI,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,101.0,5.941176470588236,0.0,102.2,6.011764705882353
35,35,,2022-12-27,24-298,NYK,@,DAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,101.0,5.941176470588236,0.0,99.09999999999998,5.829411764705881
36,36,,2022-12-29,24-300,NYK,@,SAS,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,60.0,3.5294117647058822,0.0,79.80000000000001,4.694117647058825
37,37,,2022-12-31,24-302,NYK,@,HOU,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,59.0,3.4705882352941178,0.0,77.10000000000001,4.53529411764706
38,38,,2023-01-02,24-304,NYK,,PHO,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,102.0,6.0,0.0,96.5,5.676470588235294
39,39,,2023-01-04,24-306,NYK,,SAS,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,70.0,4.117647058823529,0.0,92.99999999999996,5.470588235294115
40,40,,2023-01-06,24-308,NYK,@,TOR,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,90.0,5.294117647058823,0.0,91.6,5.388235294117647
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
42,41,26,2023-01-09,24-311,NYK,,MIL,L (-4),0,8:14,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.3,-6,1.0,0.0,0.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,59.0,3.4705882352941178,2.3000000000000007,72.3,4.252941176470588
43,42,27,2023-01-11,24-313,NYK,,IND,W (+6),0,9:27,1.0,3.0,.333,1.0,3.0,.333,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,5.9,-3,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,83.0,4.882352941176471,5.1000000000000005,96.4,5.670588235294118
44,43,28,2023-01-13,24-315,NYK,@,WAS,W (+4),0,12:12,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.4,-8,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,68.0,4.0,-1.4,81.70000000000002,4.805882352941177
45,44,29,2023-01-15,24-317,NYK,@,DET,W (+13),0,9:24,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,+5,3.0,0.0,0.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,75.0,4.411764705882353,0.1999999999999993,94.0,5.529411764705882
46,45,30,2023-01-16,24-318,NYK,,TOR,L (-2),0,11:00,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,3.8,-3,3.0,1.0,0.3333333333333333,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,55.0,3.235294117647059,3.8,75.39999999999999,4.435294117647058
47,46,31,2023-01-18,24-320,NYK,,WAS,L (-11),0,13:56,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,1.0,0.0,0.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,62.0,3.647058823529412,1.2,84.39999999999999,4.96470588235294
48,47,32,2023-01-20,24-322,NYK,@,ATL,L (-15),0,16:24,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,5.6,-10,3.0,2.0,0.6666666666666666,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,92.0,5.411764705882353,5.6000000000000005,105.7,6.2176470588235295
49,48,33,2023-01-22,24-324,NYK,@,TOR,L (-9),0,10:31,5.0,7.0,.714,4.0,5.0,.800,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,12.3,-5,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,74.0,4.352941176470588,12.3,74.39999999999999,4.376470588235294
50,49,34,2023-01-24,24-326,NYK,,CLE,W (+2),0,10:22,4.0,6.0,.667,2.0,3.0,.667,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,8.9,+12,3.0,2.0,0.6666666666666666,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,83.0,4.882352941176471,8.5,68.0,4.0
51,50,35,2023-01-26,24-328,NYK,@,BOS,W (+3),0,16:06,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.6,+19,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,85.0,5.0,3.6,93.59999999999998,5.505882352941176
52,51,36,2023-01-28,24-330,NYK,@,BRK,L (-7),0,9:46,1.0,2.0,.500,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.6,-13,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,68.0,4.0,1.8000000000000005,82.99999999999999,4.88235294117647
53,52,37,2023-01-31,24-333,NYK,,LAL,L (-6),0,9:59,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1.7,+3,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,82.0,4.823529411764706,1.7000000000000002,103.4,6.082352941176471
54,53,38,2023-02-02,24-335,NYK,,MIA,W (+2),0,13:40,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,4.2,-12,2.0,2.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,77.0,4.529411764705882,4.199999999999999,84.39999999999999,4.96470588235294
55,54,39,2023-02-04,24-337,NYK,,LAC,L (-6),0,12:16,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,7.0,+5,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,92.0,5.411764705882353,6.999999999999999,98.5,5.794117647058823
56,55,40,2023-02-05,24-338,NYK,,PHI,W (+11),0,13:52,1.0,3.0,.333,1.0,3.0,.333,1,2.0,.500,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.1,+17,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,64.0,3.764705882352941,2.700000000000001,68.5,4.029411764705882
57,56,41,2023-02-07,24-340,NYK,@,ORL,W (+4),0,13:54,0.0,6.0,.000,0.0,4.0,.000,3,4.0,.750,3.0,3.0,6.0,1.0,0.0,0.0,0.0,2.0,3.0,1.3,-5,2.0,0.0,0.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,70.0,4.117647058823529,0.1000000000000007,72.99999999999999,4.2941176470588225
58,57,42,2023-02-10,24-343,NYK,@,PHI,L (-11),0,11:27,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.5,-5,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,80.0,4.705882352941177,0.4999999999999998,89.8,5.2823529411764705
59,58,43,2023-02-11,24-344,NYK,,UTA,W (+6),0,9:02,1.0,4.0,.250,0.0,3.0,.000,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.2,+2,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-4.0,91.0,5.352941176470588,-1.2,99.39999999999998,5.8470588235294105
60,59,44,2023-02-13,24-346,NYK,,BRK,W (+18),0,15:40,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.9,+4,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,70.0,4.117647058823529,0.8999999999999998,77.49999999999999,4.558823529411764
61,60,45,2023-02-15,24-348,NYK,@,ATL,W (+21),0,13:10,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,7.6,+1,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,61.0,3.588235294117647,7.6,68.0,4.0
