Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,39,2023-01-22,27-172,LAL,@,POR,W (+9),0,15:55,2.0,5.0,.400,0.0,2.0,.000,1,2.0,.500,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,4.8,-11,3.0,2.0,0.6666666666666666,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5.0,69.0,4.3125,4.4,51.3,3.20625
49,48,,2023-01-24,27-174,WAS,@,DAL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,75.0,4.6875,0.0,63.5,3.96875
50,49,40,2023-01-25,27-175,WAS,@,HOU,W (+5),0,22:03,5.0,9.0,.556,2.0,5.0,.400,0,0.0,,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,12.0,14.1,+7,4.0,3.0,0.75,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,13.0,88.0,5.5,14.1,51.99999999999999,3.2499999999999996
51,50,41,2023-01-28,27-178,WAS,@,NOP,W (+10),0,17:48,5.0,13.0,.385,2.0,7.0,.286,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,3.7,0,6.0,3.0,0.5,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,79.0,4.9375,3.7,55.3,3.45625
52,51,42,2023-01-30,27-180,WAS,@,SAS,W (+21),0,20:11,5.0,11.0,.455,1.0,3.0,.333,1,1.0,1.000,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,12.0,9.6,+11,8.0,4.0,0.5,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6.0,75.0,4.6875,9.199999999999996,29.300000000000004,1.8312500000000003
53,52,43,2023-02-03,27-184,WAS,,POR,L (-8),0,17:30,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,4.2,-5,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5.0,85.0,5.3125,4.2,51.2,3.2
54,53,44,2023-02-04,27-185,WAS,@,BRK,L (-2),0,20:37,1.0,4.0,.250,0.0,1.0,.000,3,3.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,5.0,-0.2,-5,3.0,1.0,0.3333333333333333,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-3.0,80.0,5.0,-1.3999999999999997,60.10000000000001,3.7562500000000005
55,54,45,2023-02-06,27-187,WAS,,CLE,L (-23),0,15:24,3.0,6.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,8.0,5.3,-8,5.0,3.0,0.6,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,77.0,4.8125,4.5,69.10000000000001,4.3187500000000005
56,55,46,2023-02-08,27-189,WAS,,CHO,W (+14),0,10:36,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,3.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,6.0,3.1,+2,5.0,3.0,0.6,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,87.0,5.4375,3.1000000000000023,56.2,3.5125
57,56,47,2023-02-11,27-192,WAS,,IND,W (+14),0,22:13,4.0,8.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,10.0,10.7,+22,4.0,2.0,0.5,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11.0,80.0,5.0,10.7,64.79999999999998,4.049999999999999
58,57,48,2023-02-13,27-194,WAS,@,GSW,L (-9),0,29:00,5.0,7.0,.714,2.0,3.0,.667,1,2.0,.500,0.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,13.0,14.1,-3,4.0,3.0,0.75,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,12.0,40.0,2.5,13.7,36.4,2.275
59,58,49,2023-02-14,27-195,WAS,@,POR,W (+25),0,13:52,3.0,4.0,.750,2.0,3.0,.667,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,8.0,+8,1.0,1.0,1.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5.0,68.0,4.25,7.1999999999999975,43.900000000000006,2.7437500000000004
60,59,50,2023-02-16,27-197,WAS,@,MIN,W (+8),0,12:43,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,+10,0.0,0.0,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6.0,75.0,4.6875,5.0,62.0,3.875
61,60,51,2023-02-24,27-205,WAS,,NYK,L (-6),0,9:59,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.9,-5,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,99.0,6.1875,1.9,56.3,3.51875
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,0.0,0.0,0.0,0.0,0.0
63,61,52,2023-02-26,27-207,WAS,@,CHI,L (-20),0,14:44,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,-0.1,-15,5.0,2.0,0.4,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-2.0,88.0,5.5,-0.0999999999999996,60.8,3.8
64,62,53,2023-02-28,27-209,WAS,@,ATL,W (+3),0,15:11,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,8.0,3.9,-2,6.0,4.0,0.6666666666666666,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,93.0,5.8125,3.9,55.6,3.475
65,63,54,2023-03-02,27-211,WAS,,TOR,W (+11),0,4:24,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+6,0.0,0.0,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,57.0,3.5625,2.7,58.8,3.675
66,64,55,2023-03-04,27-213,WAS,,TOR,L (-7),0,7:36,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,-4.1,-6,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-4.0,56.0,3.5,-4.1,44.2,2.7625
67,65,56,2023-03-05,27-214,WAS,,MIL,L (-6),0,10:21,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.9,+7,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,73.0,4.5625,2.9000000000000004,65.4,4.0875
68,66,57,2023-03-07,27-216,WAS,@,DET,W (+2),0,5:17,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-13,1.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-2.0,75.0,4.6875,-1.4,59.99999999999999,3.7499999999999996
69,67,,2023-03-08,27-217,WAS,,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,66.0,4.125,0.0,52.3,3.26875
70,68,,2023-03-10,27-219,WAS,,ATL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,43.0,2.6875,0.0,33.099999999999994,2.0687499999999996
71,69,58,2023-03-12,27-221,WAS,@,PHI,L (-19),0,4:18,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.3,0,0.0,0.0,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,75.0,4.6875,0.2999999999999998,54.19999999999998,3.387499999999999
72,70,,2023-03-14,27-223,WAS,,DET,W (+20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,81.0,5.0625,0.0,38.3,2.39375
73,71,59,2023-03-17,27-226,WAS,@,CLE,L (-23),0,3:55,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.6,-3,1.0,1.0,1.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,93.0,5.8125,3.6,53.5,3.34375
74,72,60,2023-03-18,27-227,WAS,,SAC,L (-14),0,5:30,0.0,2.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.3,+8,0.0,0.0,,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,74.0,4.625,1.5000000000000002,57.8,3.6125
75,73,61,2023-03-21,27-230,WAS,@,ORL,L (-10),0,4:55,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.6,+4,2.0,0.0,0.0,21,28,4,17,27,24,30,25,11,25,31,36,5,27,33,32,56.0,64.0,7.0,41.0,66.0,52.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.375,0.4375,0.5714285714285714,0.4146341463414634,0.4090909090909091,0.4615384615384615,0.5454545454545454,0.4464285714285714,0.3235294117647059,0.6097560975609756,0.4626865671641791,0.4931506849315068,0.8333333333333334,0.0,0.4576271186440678,,0.4342105263157895,0.4705882352941176,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.0,62.0,3.875,2.6000000000000005,57.50000000000001,3.5937500000000004
