Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
14.0,13.0,2022-11-14,26-021,BOS,OKC,1.0,41.06666666666667,11.0,21.0,0.524,0.0,5.0,0.0,4.0,6.0,0.667,0.0,6.0,6.0,6.0,2.0,0.0,5.0,4.0,26.0,16.3,6.0,16.0,11.0,0.6875,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,8.0,74.0,4.352941176470588,14.699999999999989,87.39999999999999,5.141176470588235,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+4),W (+4)
15.0,14.0,2022-11-16,26-023,BOS,ATL,1.0,23.183333333333334,10.0,17.0,0.588,1.0,6.0,0.167,1.0,2.0,0.5,0.0,5.0,5.0,0.0,2.0,0.0,3.0,4.0,22.0,12.6,10.0,11.0,9.0,0.8181818181818182,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,7.0,98.0,5.764705882352941,12.2,94.0,5.529411764705882,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+25),W (+25)
16.0,15.0,2022-11-18,26-025,BOS,NOP,1.0,36.81666666666667,10.0,20.0,0.5,3.0,6.0,0.5,4.0,5.0,0.8,3.0,7.0,10.0,7.0,2.0,0.0,7.0,2.0,27.0,19.9,5.0,14.0,7.0,0.5,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,14.0,80.0,4.705882352941177,18.3,89.49999999999999,5.26470588235294,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+8),W (+8)
17.0,16.0,2022-11-21,26-028,BOS,CHI,1.0,38.05,9.0,20.0,0.45,4.0,10.0,0.4,3.0,5.0,0.6,0.0,7.0,7.0,2.0,0.0,0.0,5.0,1.0,25.0,11.9,-8.0,10.0,5.0,0.5,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,4.0,70.0,4.117647058823529,10.7,76.6,4.505882352941176,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-14),L (-14)
18.0,17.0,2022-11-23,26-030,BOS,DAL,1.0,35.68333333333333,13.0,18.0,0.722,2.0,3.0,0.667,3.0,4.0,0.75,0.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,31.0,26.4,14.0,15.0,11.0,0.7333333333333333,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,17.0,74.0,4.352941176470588,25.2,81.59999999999998,4.799999999999999,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+13),W (+13)
19.0,18.0,2022-11-25,26-032,BOS,SAC,1.0,26.683333333333334,9.0,16.0,0.563,1.0,4.0,0.25,6.0,6.0,1.0,0.0,5.0,5.0,4.0,2.0,0.0,1.0,4.0,25.0,21.1,5.0,12.0,8.0,0.6666666666666666,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,13.0,76.0,4.470588235294118,18.7,85.39999999999998,5.023529411764705,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+18),W (+18)
20.0,19.0,2022-11-27,26-034,BOS,WAS,1.0,34.21666666666667,13.0,23.0,0.565,2.0,7.0,0.286,8.0,8.0,1.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,3.0,36.0,25.6,26.0,16.0,11.0,0.6875,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,10.0,68.0,4.0,22.4,75.3,4.429411764705883,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+9),W (+9)
21.0,,2022-11-28,26-035,BOS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,,120.0,7.0588235294117645,0.0,130.1,7.652941176470588,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,,
22.0,20.0,2022-11-30,26-037,BOS,MIA,1.0,28.066666666666663,10.0,18.0,0.556,1.0,6.0,0.167,5.0,6.0,0.833,3.0,4.0,7.0,5.0,0.0,0.0,6.0,4.0,26.0,16.2,8.0,12.0,9.0,0.75,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,8.0,89.0,5.235294117647059,14.200000000000005,103.8,6.105882352941176,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+35),W (+35)
23.0,21.0,2022-12-02,26-039,BOS,MIA,1.0,45.61666666666667,12.0,23.0,0.522,5.0,11.0,0.455,8.0,9.0,0.889,0.0,14.0,14.0,5.0,0.0,0.0,5.0,2.0,37.0,27.2,7.0,12.0,7.0,0.5833333333333334,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,19.0,57.0,3.3529411764705883,24.000000000000004,71.69999999999999,4.217647058823529,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+13),W (+13)
24.0,22.0,2022-12-04,26-041,BOS,BRK,1.0,40.23333333333333,10.0,20.0,0.5,5.0,9.0,0.556,9.0,11.0,0.818,2.0,8.0,10.0,2.0,2.0,4.0,0.0,2.0,34.0,32.4,16.0,11.0,5.0,0.4545454545454545,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,21.0,64.0,3.764705882352941,28.8,62.1,3.652941176470588,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,L (-4),L (-4)
25.0,23.0,2022-12-05,26-042,BOS,TOR,1.0,39.016666666666666,9.0,22.0,0.409,1.0,6.0,0.167,3.0,4.0,0.75,0.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,22.0,17.4,6.0,16.0,8.0,0.5,55,30,67,64,61,8,20,55,57,53,1,21,35,25,65,63.0,41.0,,82.0,79.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.873015873015873,0.7317073170731707,,0.8170731707317073,0.810126582278481,0.8243243243243243,0.6666666666666666,0.8695652173913043,0.7971014492753623,0.8507462686567164,0.8688524590163934,0.25,0.9130434782608696,0.7291666666666666,0.7142857142857143,0.8125,2,15,72.0,5.0,63.0,0.0,0.4,0.238095238095238,17,12.0,70.0,4.117647058823529,16.200000000000003,78.2,4.6000000000000005,19.1,5.0,1.3,1.5,-0.2,0.1844690311239789,0.581,0.352,0.249,2.0,1.6,W (+11),W (+11)
