Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Payton Pritchard,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,4.0,2022-11-09,24-285,BOS,DET,0,12.766666666666667,2.0,6.0,.333,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,-0.2,-1,3.0,2.0,0.6666666666666666,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,0.0,92.0,5.111111111111111,-0.1999999999999997,102.6,5.699999999999999,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+16),W (+16)
12.0,5.0,2022-11-11,24-287,BOS,DEN,0,15.733333333333333,5.0,6.0,.833,0.0,1.0,.000,1,2.0,.500,4.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,11.0,10.5,0,5.0,5.0,1.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,7.0,101.0,5.611111111111111,10.1,112.5,6.25,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+19),W (+19)
13.0,6.0,2022-11-12,24-288,BOS,DET,0,14.983333333333333,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,5.0,2.0,+16,3.0,1.0,0.3333333333333333,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,1.0,82.0,4.555555555555555,2.0,99.6,5.533333333333333,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+9),W (+9)
14.0,7.0,2022-11-14,24-290,BOS,OKC,0,14.05,4.0,8.0,.500,2.0,4.0,.500,0,0.0,,3.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,10.1,+4,4.0,2.0,0.5,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,8.0,82.0,4.555555555555555,10.1,102.09999999999998,5.672222222222221,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+4),W (+4)
15.0,8.0,2022-11-16,24-292,BOS,ATL,0,24.2,5.0,8.0,.625,4.0,6.0,.667,0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,14.0,13.3,+5,2.0,1.0,0.5,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,13.0,105.0,5.833333333333333,13.3,106.2,5.9,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+25),W (+25)
16.0,9.0,2022-11-18,24-294,BOS,NOP,0,4.783333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,-10,0.0,0.0,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,0.0,94.0,5.222222222222222,0.3,107.79999999999998,5.988888888888888,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+8),W (+8)
17.0,,2022-11-21,24-297,BOS,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,74.0,4.111111111111111,0.0,87.29999999999998,4.849999999999999,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-14),L (-14)
18.0,10.0,2022-11-23,24-299,BOS,DAL,0,1.6333333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-3,1.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,91.0,5.055555555555555,-0.7,106.79999999999998,5.933333333333333,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+13),W (+13)
19.0,11.0,2022-11-25,24-301,BOS,SAC,0,15.2,2.0,4.0,.500,2.0,3.0,.667,3,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.9,+22,1.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,2.0,89.0,4.944444444444445,5.700000000000001,104.09999999999997,5.783333333333331,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+18),W (+18)
20.0,12.0,2022-11-27,24-303,BOS,WAS,0,17.066666666666666,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.6,-13,2.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,1.0,78.0,4.333333333333333,1.5999999999999996,97.7,5.427777777777778,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+9),W (+9)
21.0,13.0,2022-11-28,24-304,BOS,CHO,0,17.383333333333333,2.0,9.0,.222,2.0,8.0,.250,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,1.6,-9,1.0,0.0,0.0,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,-1.0,120.0,6.666666666666667,1.5999999999999988,130.1,7.227777777777778,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,,
22.0,,2022-11-30,24-306,BOS,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,97.0,5.388888888888889,0.0,118.0,6.555555555555555,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+35),W (+35)
23.0,,2022-12-02,24-308,BOS,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,76.0,4.222222222222222,0.0,95.7,5.316666666666666,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+13),W (+13)
24.0,14.0,2022-12-04,24-310,BOS,BRK,0,16.266666666666666,3.0,8.0,.375,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,1.5,-5,5.0,3.0,0.6,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,0.0,85.0,4.722222222222222,1.5000000000000004,90.9,5.050000000000001,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,L (-4),L (-4)
25.0,,2022-12-05,24-311,BOS,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,23,48,48,35,42,7,22,45,37,29,4,17,23,47,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,35.0,80.0,0.5555555555555556,0.5609756097560976,,0.5853658536585366,0.6075949367088608,0.5223880597014925,0.5675675675675675,0.5833333333333334,0.9565217391304348,0.6521739130434783,0.5522388059701493,0.4754098360655737,1.0,0.7391304347826086,0.6571428571428571,0.5875,48,2,8,72.0,5.0,63.0,0.0,0.4,0.1269841269841269,18,,82.0,4.555555555555555,0.0,94.40000000000002,5.244444444444445,10.3,0.6,-3.4,-2.1,-1.2,0.0279185192844586,0.536,0.629,0.065,-0.2,-0.1,W (+11),W (+11)
