Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,29-333,BOS,DET,0.0,14.383333333333333,3.0,4.0,0.75,1.0,2.0,0.5,2.0,4.0,0.5,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,9.0,5.0,1.0,2.0,2.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,1.0,91.0,5.352941176470588,4.1999999999999975,98.4,5.788235294117648,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+16),W (+16)
12.0,,2022-11-11,29-335,BOS,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,101.0,5.941176470588236,0.0,112.5,6.617647058823529,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+19),W (+19)
13.0,,2022-11-12,29-336,BOS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,99.6,5.858823529411764,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+9),W (+9)
14.0,,2022-11-14,29-338,BOS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,102.09999999999998,6.005882352941176,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+4),W (+4)
15.0,,2022-11-16,29-340,BOS,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,105.0,6.176470588235294,0.0,106.2,6.247058823529412,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+25),W (+25)
16.0,12.0,2022-11-18,29-342,BOS,NOP,0.0,18.25,1.0,8.0,0.125,1.0,5.0,0.2,2.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,3.8,2.0,3.0,0.0,0.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,3.0,91.0,5.352941176470588,3.000000000000001,104.79999999999998,6.164705882352941,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+8),W (+8)
17.0,13.0,2022-11-21,29-345,BOS,CHI,0.0,25.15,8.0,13.0,0.615,5.0,6.0,0.833,2.0,3.0,0.667,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,23.0,21.5,-5.0,7.0,3.0,0.4285714285714285,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,15.0,59.0,3.4705882352941178,20.7,66.6,3.917647058823529,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-14),L (-14)
18.0,14.0,2022-11-23,29-347,BOS,DAL,0.0,23.6,5.0,10.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,4.0,6.0,2.0,0.0,0.0,2.0,3.0,13.0,8.8,7.0,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,83.0,4.882352941176471,8.399999999999995,98.4,5.788235294117648,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+13),W (+13)
19.0,15.0,2022-11-25,29-349,BOS,SAC,0.0,20.816666666666663,3.0,9.0,0.333,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,8.0,7.9,21.0,6.0,1.0,0.1666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,81.0,4.764705882352941,7.899999999999995,96.19999999999996,5.658823529411762,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+18),W (+18)
20.0,16.0,2022-11-27,29-351,BOS,WAS,0.0,22.633333333333333,5.0,10.0,0.5,3.0,5.0,0.6,4.0,4.0,1.0,1.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,17.0,13.6,8.0,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,10.0,68.0,4.0,12.0,85.69999999999999,5.041176470588234,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+9),W (+9)
21.0,17.0,2022-11-28,29-352,BOS,CHO,0.0,22.5,8.0,9.0,0.889,3.0,3.0,1.0,2.0,3.0,0.667,0.0,5.0,5.0,6.0,0.0,0.0,3.0,2.0,21.0,19.4,26.0,6.0,5.0,0.8333333333333334,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,17.0,103.0,6.0588235294117645,18.6,111.5,6.5588235294117645,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,,
22.0,18.0,2022-11-30,29-354,BOS,MIA,0.0,26.03333333333333,7.0,10.0,0.7,5.0,7.0,0.714,2.0,2.0,1.0,3.0,3.0,6.0,1.0,0.0,0.0,4.0,2.0,21.0,15.7,0.0,3.0,2.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,85.0,5.0,14.899999999999997,103.1,6.064705882352941,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+35),W (+35)
23.0,19.0,2022-12-02,29-356,BOS,MIA,0.0,21.2,2.0,7.0,0.286,1.0,2.0,0.5,1.0,2.0,0.5,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,2.1,-20.0,5.0,1.0,0.2,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,-1.0,77.0,4.529411764705882,1.6999999999999993,94.0,5.529411764705882,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+13),W (+13)
24.0,20.0,2022-12-04,29-358,BOS,BRK,0.0,32.15,4.0,10.0,0.4,2.0,4.0,0.5,3.0,3.0,1.0,2.0,6.0,8.0,8.0,1.0,0.0,1.0,4.0,13.0,14.8,16.0,6.0,2.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,16.0,69.0,4.0588235294117645,13.6,77.30000000000001,4.5470588235294125,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,L (-4),L (-4)
25.0,,2022-12-05,29-359,BOS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,82.0,4.823529411764706,0.0,94.40000000000002,5.55294117647059,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+11),W (+11)
26.0,21.0,2022-12-07,29-361,BOS,PHO,0.0,19.216666666666665,7.0,9.0,0.778,2.0,4.0,0.5,0.0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,16.0,15.1,9.0,5.0,5.0,1.0,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,85.0,5.0,15.099999999999998,94.4,5.552941176470589,18.2,5.8,2.8,2.3,0.6,0.1034019232757729,0.615,0.406,0.251,2.1,3.6,W (+6),W (+6)
