Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11,2022-11-09,28-130,BOS,DET,0,19.65,2.0,4.0,0.5,2.0,2.0,1.0,2,2.0,1.0,1.0,7.0,8.0,4.0,0.0,1.0,1.0,2.0,8.0,10.5,4,2.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,14.0,78.0,4.588235294117647,9.699999999999996,92.90000000000002,5.464705882352942,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+16),W (+16)
12.0,12,2022-11-11,28-132,BOS,DEN,0,24.2,3.0,9.0,0.333,2.0,6.0,0.333,2,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,10.0,8.7,6,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,96.0,5.647058823529412,7.899999999999997,104.6,6.152941176470588,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+19),W (+19)
13.0,13,2022-11-12,28-133,BOS,DET,1,25.183333333333334,3.0,12.0,0.25,1.0,5.0,0.2,5,6.0,0.833,0.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,12.0,7.9,4,7.0,2.0,0.2857142857142857,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,79.0,4.647058823529412,5.899999999999999,93.7,5.511764705882353,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+9),W (+9)
14.0,14,2022-11-14,28-135,BOS,OKC,0,33.38333333333333,5.0,9.0,0.556,2.0,4.0,0.5,4,4.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,3.0,16.0,17.3,21,5.0,3.0,0.6,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,12.0,70.0,4.117647058823529,15.7,86.39999999999999,5.08235294117647,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+4),W (+4)
15.0,15,2022-11-16,28-137,BOS,ATL,1,31.2,6.0,11.0,0.545,2.0,4.0,0.5,2,2.0,1.0,1.0,4.0,5.0,10.0,0.0,1.0,2.0,0.0,16.0,18.3,17,7.0,4.0,0.5714285714285714,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,17.0,88.0,5.176470588235294,17.499999999999996,88.69999999999999,5.217647058823529,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+25),W (+25)
16.0,16,2022-11-18,28-139,BOS,NOP,1,35.4,9.0,12.0,0.75,6.0,8.0,0.75,2,2.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,26.0,24.4,21,4.0,3.0,0.75,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,19.0,75.0,4.411764705882353,23.6,84.19999999999999,4.952941176470588,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+8),W (+8)
17.0,17,2022-11-21,28-142,BOS,CHI,0,17.716666666666665,2.0,5.0,0.4,0.0,3.0,0.0,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,4.0,1.1,1,2.0,2.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,2.0,72.0,4.235294117647059,1.0999999999999988,86.19999999999999,5.070588235294117,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-14),L (-14)
18.0,18,2022-11-23,28-144,BOS,DAL,1,28.666666666666668,4.0,9.0,0.444,3.0,6.0,0.5,1,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,12.0,5.4,-4,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,88.0,5.176470588235294,4.999999999999997,101.79999999999998,5.988235294117646,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+13),W (+13)
19.0,19,2022-11-25,28-146,BOS,SAC,1,25.516666666666666,6.0,11.0,0.545,3.0,7.0,0.429,1,2.0,0.5,0.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,16.0,14.8,-2,4.0,3.0,0.75,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,78.0,4.588235294117647,14.399999999999997,89.69999999999999,5.276470588235293,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+18),W (+18)
20.0,20,2022-11-27,28-148,BOS,WAS,1,30.566666666666663,4.0,7.0,0.571,2.0,4.0,0.5,5,5.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,15.0,14.6,20,3.0,2.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,69.0,4.0588235294117645,12.600000000000003,85.1,5.005882352941176,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+9),W (+9)
21.0,21,2022-11-28,28-149,BOS,CHO,1,25.216666666666665,5.0,8.0,0.625,3.0,4.0,0.75,2,2.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,1.0,15.0,16.2,25,4.0,2.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,13.0,107.0,6.294117647058823,15.400000000000002,114.7,6.747058823529412,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,,
22.0,22,2022-11-30,28-151,BOS,MIA,1,25.35,6.0,10.0,0.6,3.0,7.0,0.429,0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,3.0,1.0,15.0,11.4,9,3.0,3.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,8.0,89.0,5.235294117647059,11.4,106.6,6.270588235294118,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+35),W (+35)
23.0,23,2022-12-02,28-153,BOS,MIA,1,27.716666666666665,3.0,8.0,0.375,2.0,5.0,0.4,5,5.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,4.0,13.0,9.7,7,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,70.0,4.117647058823529,7.699999999999999,87.99999999999999,5.1764705882352935,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+13),W (+13)
24.0,24,2022-12-04,28-155,BOS,BRK,1,21.966666666666665,1.0,7.0,0.143,1.0,5.0,0.2,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,-2.6,2,2.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,-2.0,87.0,5.117647058823529,-2.5999999999999988,93.5,5.5,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-4),L (-4)
25.0,25,2022-12-05,28-156,BOS,TOR,1,27.166666666666668,2.0,6.0,0.333,1.0,3.0,0.333,4,4.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,0.0,3.0,9.0,11.6,9,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,72.0,4.235294117647059,10.0,84.4,4.964705882352941,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+11),W (+11)
26.0,26,2022-12-07,28-158,BOS,PHO,0,18.216666666666665,3.0,9.0,0.333,1.0,4.0,0.25,0,0.0,,1.0,1.0,2.0,6.0,3.0,0.0,0.0,2.0,7.0,9.3,23,5.0,2.0,0.4,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,90.0,5.294117647058823,9.299999999999995,100.2,5.894117647058824,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+6),W (+6)
27.0,27,2022-12-10,28-161,BOS,GSW,0,22.23333333333333,1.0,7.0,0.143,0.0,4.0,0.0,4,6.0,0.667,0.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,6.0,1.2,-14,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,-3.0,60.0,3.5294117647058822,-0.4000000000000003,82.30000000000001,4.841176470588236,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+27),W (+27)
28.0,28,2022-12-12,28-163,BOS,LAC,1,15.4,1.0,3.0,0.333,1.0,3.0,0.333,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,-16,0.0,0.0,,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,1.0,56.0,3.294117647058824,2.0,70.29999999999998,4.1352941176470575,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-16),L (-16)
29.0,29,2022-12-13,28-164,BOS,LAL,1,26.3,4.0,7.0,0.571,2.0,4.0,0.5,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,6.6,2,3.0,2.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,83.0,4.882352941176471,6.6000000000000005,93.5,5.5,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-20),L (-20)
30.0,30,2022-12-16,28-167,BOS,ORL,1,25.6,1.0,5.0,0.2,0.0,3.0,0.0,1,2.0,0.5,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.8,-1,2.0,1.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,61.0,3.588235294117647,2.4000000000000004,81.9,4.81764705882353,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+4),W (+4)
