Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
57.0,,2023-02-12,33-333,BOS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,84.0,5.25,0.0,96.0,6.0,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+7),W (+7)
58.0,25.0,2023-02-14,33-335,BOS,MIL,1,24.2,6.0,9.0,.667,3.0,6.0,.500,0,1.0,.000,1.0,5.0,6.0,6.0,1.0,1.0,1.0,3.0,15.0,16.6,+15,3.0,3.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,18.0,50.0,3.125,16.599999999999998,63.8,3.9875,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+11),W (+11)
59.0,26.0,2023-02-15,33-336,BOS,DET,1,28.766666666666666,4.0,10.0,.400,1.0,3.0,.333,0,0.0,,3.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,9.0,4.3,+14,7.0,3.0,0.4285714285714285,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,5.0,99.0,6.1875,4.299999999999997,113.3,7.08125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+10),W (+10)
60.0,,2023-02-23,33-344,BOS,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,102.0,6.375,0.0,123.70000000000005,7.731250000000003,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-6),L (-6)
61.0,,2023-02-25,33-346,BOS,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,76.0,4.75,0.0,82.49999999999999,5.156249999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+18),W (+18)
62.0,27.0,2023-02-27,33-348,BOS,NYK,0,5.6,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,-2.2,-11,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,-1.0,52.0,3.25,-2.2,60.99999999999999,3.8125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+4),W (+4)
63.0,,2023-03-01,33-350,BOS,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,82.0,5.125,0.0,93.3,5.83125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,,
64.0,,2023-03-03,33-352,BOS,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,72.0,4.5,0.0,77.09999999999998,4.818749999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+3),W (+3)
65.0,,2023-03-05,33-354,BOS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,79.0,4.9375,0.0,91.8,5.7375,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-15),L (-15)
66.0,28.0,2023-03-06,33-355,BOS,CLE,1,18.016666666666666,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,2.8,+7,2.0,2.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,5.0,54.0,3.375,2.8000000000000007,70.4,4.4,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+4),W (+4)
67.0,29.0,2023-03-08,33-357,BOS,POR,0,18.2,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,+15,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,10.0,69.0,4.3125,4.0,84.30000000000001,5.268750000000001,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-10),L (-10)
68.0,30.0,2023-03-11,33-360,BOS,ATL,0,15.083333333333334,4.0,6.0,.667,0.0,0.0,,0,0.0,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,8.0,8.7,+5,6.0,4.0,0.6666666666666666,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,9.0,96.0,6.0,8.699999999999998,106.4,6.65,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-2),L (-2)
69.0,31.0,2023-03-13,33-362,BOS,HOU,0,8.266666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,-5,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,5.0,55.0,3.4375,1.4999999999999998,75.39999999999999,4.7125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-4),L (-4)
70.0,32.0,2023-03-15,33-364,BOS,MIN,0,15.416666666666666,2.0,2.0,1.000,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.4,-1,2.0,2.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,6.0,53.0,3.3125,3.4,72.5,4.53125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+22),W (+22)
71.0,33.0,2023-03-17,34-001,BOS,POR,0,13.533333333333331,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,6.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,5.7,+8,3.0,1.0,0.3333333333333333,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,8.0,97.0,6.0625,5.699999999999999,116.0,7.25,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+9),W (+9)
72.0,34.0,2023-03-18,34-002,BOS,UTA,1,18.8,2.0,5.0,.400,1.0,3.0,.333,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,5.2,-6,2.0,1.0,0.5,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,4.0,71.0,4.4375,4.8,84.8,5.3,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-2),L (-2)
73.0,,2023-03-21,34-005,BOS,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,106.0,6.625,0.0,123.5,7.71875,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+2),W (+2)
74.0,,2023-03-24,34-008,BOS,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,103.0,6.4375,0.0,116.20000000000002,7.262500000000001,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+14),W (+14)
75.0,35.0,2023-03-26,34-010,BOS,SAS,0,5.083333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,+11,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,3.0,103.0,6.4375,1.0,107.9,6.74375,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-1),L (-1)
76.0,,2023-03-28,34-012,BOS,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,76.0,4.75,0.0,86.9,5.43125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+23),W (+23)
77.0,36.0,2023-03-30,34-014,BOS,MIL,0,6.066666666666666,1.0,1.0,1.000,1.0,1.0,1.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,1.8,-5,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,1.0,110.0,6.875,1.4000000000000004,124.59999999999998,7.787499999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+25),W (+25)
78.0,37.0,2023-03-31,34-015,BOS,UTA,1,24.5,1.0,5.0,.200,0.0,2.0,.000,4,4.0,1.000,5.0,7.0,12.0,5.0,1.0,0.0,2.0,0.0,6.0,11.0,+3,3.0,1.0,0.3333333333333333,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,13.0,69.0,4.3125,9.4,88.79999999999998,5.549999999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+44),W (+44)
79.0,38.0,2023-04-04,34-019,BOS,PHI,0,8.333333333333334,0.0,0.0,,0.0,0.0,,0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,3.3,+4,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,7.0,65.0,4.0625,3.3000000000000003,80.69999999999999,5.043749999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-19),L (-19)
80.0,39.0,2023-04-05,34-020,BOS,TOR,0,12.816666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,3.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,5.1,+2,1.0,1.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,8.0,55.0,3.4375,5.1,73.7,4.60625,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+41),W (+41)
81.0,40.0,2023-04-07,34-022,BOS,TOR,0,19.35,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,5.0,1.0,1.0,0.0,4.0,3.0,6.9,+9,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,11.0,96.0,6.0,6.899999999999999,109.40000000000003,6.837500000000002,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+8),W (+8)
82.0,41.0,2023-04-09,34-024,BOS,ATL,1,5.133333333333334,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.2,+5,0.0,0.0,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,2.0,76.0,4.75,1.2000000000000006,82.60000000000001,5.1625000000000005,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-2),L (-2)
