Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,33-238,BOS,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,92.0,5.75,0.0,102.6,6.4125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+16),W (+16)
12.0,,2022-11-11,33-240,BOS,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,101.0,6.3125,0.0,112.5,7.03125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+19),W (+19)
13.0,6.0,2022-11-12,33-241,BOS,DET,1,21.0,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,5.8,+1,3.0,2.0,0.6666666666666666,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,7.0,75.0,4.6875,5.799999999999999,93.8,5.8625,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+9),W (+9)
14.0,,2022-11-14,33-243,BOS,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,82.0,5.125,0.0,102.09999999999998,6.381249999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+4),W (+4)
15.0,7.0,2022-11-16,33-245,BOS,ATL,0,6.933333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4,1.0,0.0,0.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,2.0,103.0,6.4375,0.1999999999999998,106.0,6.625,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+25),W (+25)
16.0,,2022-11-18,33-247,BOS,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,94.0,5.875,0.0,107.79999999999998,6.737499999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+8),W (+8)
17.0,,2022-11-21,33-250,BOS,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,74.0,4.625,0.0,87.29999999999998,5.456249999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-14),L (-14)
18.0,,2022-11-23,33-252,BOS,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,91.0,5.6875,0.0,106.79999999999998,6.674999999999999,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+13),W (+13)
19.0,,2022-11-25,33-254,BOS,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,89.0,5.5625,0.0,104.09999999999997,6.506249999999998,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+18),W (+18)
20.0,,2022-11-27,33-256,BOS,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,78.0,4.875,0.0,97.7,6.10625,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+9),W (+9)
21.0,8.0,2022-11-28,33-257,BOS,CHO,1,21.58333333333333,4.0,5.0,.800,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,9.0,6.5,+19,3.0,3.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,7.0,113.0,7.0625,6.5,123.6,7.725,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,,
22.0,,2022-11-30,33-259,BOS,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,97.0,6.0625,0.0,118.0,7.375,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+35),W (+35)
23.0,,2022-12-02,33-261,BOS,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,76.0,4.75,0.0,95.7,5.98125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+13),W (+13)
24.0,,2022-12-04,33-263,BOS,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,,85.0,5.3125,0.0,90.9,5.68125,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,L (-4),L (-4)
25.0,9.0,2022-12-05,33-264,BOS,TOR,1,32.3,5.0,6.0,.833,0.0,1.0,.000,3,5.0,.600,3.0,5.0,8.0,2.0,1.0,0.0,1.0,5.0,13.0,13.0,+3,5.0,5.0,1.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,12.0,70.0,4.375,11.8,82.60000000000001,5.1625000000000005,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+11),W (+11)
26.0,10.0,2022-12-07,33-266,BOS,PHO,1,21.5,3.0,6.0,.500,3.0,4.0,.750,0,0.0,,1.0,8.0,9.0,1.0,0.0,1.0,0.0,3.0,9.0,9.3,+32,2.0,0.0,0.0,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,14.0,85.0,5.3125,9.299999999999995,100.2,6.2625,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+6),W (+6)
27.0,11.0,2022-12-10,33-269,BOS,GSW,1,20.15,4.0,5.0,.800,1.0,1.0,1.000,4,5.0,.800,1.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0,13.0,13.5,-3,4.0,3.0,0.75,23,41,39,30,35,8,11,36,33,29,4,11,23,14,40,63.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.365079365079365,,0.5,0.4936708860759494,0.4477611940298507,0.4729729729729729,0.6666666666666666,0.4782608695652174,0.5217391304347826,0.4925373134328358,0.4754098360655737,1.0,0.4782608695652174,0.4791666666666667,0.4,0.5,12,72.0,5.0,63.0,0.0,0.0,0.1904761904761904,16,11.0,46.0,2.875,11.899999999999997,70.00000000000001,4.375000000000001,13.1,1.8,0.1,-1.4,1.5,0.0175783269568814,0.59,0.508,0.246,0.3,1.0,W (+27),W (+27)
