Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Sam Hauser,Shared Games with Robert Williams,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,22,2023-02-12,25-118,BOS,,MEM,W (+10),1,32:27,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,5.0,11.0,16.0,3.0,1.0,0.0,0.0,3.0,10.0,14.4,+7,8.0,5.0,0.625,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,21.0,84.0,4.666666666666667,14.4,96.0,5.333333333333333
59,58,23,2023-02-14,25-120,BOS,@,MIL,L (-6),0,12:49,3.0,5.0,.600,0.0,0.0,,0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,-11,5.0,3.0,0.6,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,6.0,68.0,3.7777777777777777,6.0,80.39999999999999,4.466666666666666
60,59,,2023-02-15,25-121,BOS,,DET,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,104.0,5.777777777777778,0.0,117.6,6.533333333333333
61,60,24,2023-02-23,25-129,BOS,@,IND,W (+4),1,25:40,4.0,6.0,.667,0.0,0.0,,0,0.0,,3.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,8.0,8.4,+5,6.0,4.0,0.6666666666666666,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,8.0,102.0,5.666666666666667,8.399999999999999,123.70000000000002,6.872222222222224
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,0.0,0.0,0.0,0.0,0.0
63,61,25,2023-02-25,25-131,BOS,@,PHI,W (+3),1,31:10,7.0,7.0,1.000,0.0,0.0,,0,0.0,,3.0,5.0,8.0,1.0,1.0,0.0,1.0,2.0,14.0,15.4,+10,7.0,7.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,16.0,76.0,4.222222222222222,15.4,82.49999999999999,4.583333333333332
64,62,26,2023-02-27,25-133,BOS,@,NYK,L (-15),1,28:56,3.0,4.0,.750,0.0,0.0,,0,2.0,.000,2.0,5.0,7.0,0.0,0.0,2.0,0.0,3.0,6.0,6.7,-9,4.0,3.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,9.0,51.0,2.833333333333333,6.699999999999999,58.79999999999998,3.2666666666666657
65,63,27,2023-03-01,25-135,BOS,,CLE,W (+4),1,30:41,4.0,4.0,1.000,0.0,0.0,,3,3.0,1.000,3.0,8.0,11.0,3.0,1.0,2.0,1.0,2.0,11.0,17.0,+9,4.0,4.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,20.0,82.0,4.555555555555555,15.799999999999994,93.3,5.183333333333334
66,64,28,2023-03-03,25-137,BOS,,BRK,L (-10),1,19:13,2.0,4.0,.500,0.0,0.0,,2,4.0,.500,3.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,6.0,5.4,-10,4.0,2.0,0.5,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,5.0,72.0,4.0,4.599999999999999,77.09999999999998,4.283333333333332
67,65,,2023-03-05,25-139,BOS,,NYK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,79.0,4.388888888888889,0.0,91.8,5.1
68,66,,2023-03-06,25-140,BOS,@,CLE,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,59.0,3.2777777777777777,0.0,73.20000000000002,4.066666666666667
69,67,,2023-03-08,25-142,BOS,,POR,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,79.0,4.388888888888889,0.0,88.30000000000001,4.905555555555556
70,68,,2023-03-11,25-145,BOS,@,ATL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,105.0,5.833333333333333,0.0,115.1,6.394444444444444
71,69,,2023-03-13,25-147,BOS,@,HOU,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,60.0,3.333333333333333,0.0,76.89999999999999,4.272222222222222
72,70,,2023-03-15,25-149,BOS,@,MIN,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,59.0,3.2777777777777777,0.0,75.9,4.216666666666667
73,71,,2023-03-17,25-151,BOS,@,POR,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,105.0,5.833333333333333,0.0,121.7,6.761111111111111
74,72,,2023-03-18,25-152,BOS,@,UTA,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,75.0,4.166666666666667,0.0,89.6,4.977777777777778
75,73,29,2023-03-21,25-155,BOS,@,SAC,W (+23),0,20:51,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,2.0,5.0,7.0,0.0,0.0,1.0,1.0,5.0,6.0,4.6,+7,4.0,2.0,0.5,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,7.0,106.0,5.888888888888889,3.799999999999999,123.5,6.861111111111111
76,74,30,2023-03-24,25-158,BOS,,IND,W (+25),0,15:30,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,6.0,8.0,1.0,3.0,3.0,1.0,2.0,4.0,9.9,+5,3.0,2.0,0.6666666666666666,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,15.0,103.0,5.722222222222222,9.9,116.20000000000002,6.455555555555557
77,75,31,2023-03-26,25-160,BOS,,SAS,W (+44),0,18:50,5.0,7.0,.714,0.0,0.0,,1,2.0,.500,2.0,6.0,8.0,0.0,0.0,1.0,1.0,1.0,11.0,10.2,+11,7.0,5.0,0.7142857142857143,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,10.0,106.0,5.888888888888889,9.8,108.9,6.050000000000001
78,76,32,2023-03-28,25-162,BOS,@,WAS,L (-19),0,15:09,0.0,0.0,,0.0,0.0,,0,0.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,3.3,-14,0.0,0.0,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,7.0,76.0,4.222222222222222,3.3,86.9,4.827777777777778
79,77,33,2023-03-30,25-164,BOS,@,MIL,W (+41),0,18:31,3.0,3.0,1.000,0.0,0.0,,1,2.0,.500,4.0,3.0,7.0,1.0,1.0,4.0,1.0,1.0,7.0,12.5,+20,3.0,3.0,1.0,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,14.0,111.0,6.166666666666667,12.099999999999998,126.0,7.0
80,78,,2023-03-31,25-165,BOS,,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,82.0,4.555555555555555,0.0,98.2,5.455555555555556
81,79,,2023-04-04,25-169,BOS,@,PHI,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,72.0,4.0,0.0,83.99999999999999,4.666666666666666
82,80,34,2023-04-05,25-170,BOS,,TOR,W (+4),1,31:18,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,3.0,5.0,8.0,2.0,1.0,1.0,2.0,2.0,7.0,8.9,+6,4.0,3.0,0.75,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,11.0,63.0,3.5,8.499999999999996,78.79999999999998,4.377777777777776
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,0.0,0.0,0.0,0.0,0.0
84,81,35,2023-04-07,25-172,BOS,,TOR,W (+19),1,25:02,4.0,5.0,.800,0.0,0.0,,0,1.0,.000,2.0,7.0,9.0,2.0,2.0,3.0,2.0,2.0,8.0,11.9,+15,5.0,4.0,0.8,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,16.0,107.0,5.944444444444445,11.9,116.3,6.461111111111111
85,82,,2023-04-09,25-174,BOS,,ATL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,14,35,34,25,30,4,7,30,29,23,1,2,23,33,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,80.0,0.4761904761904761,0.3414634146341463,,0.4268292682926829,0.430379746835443,0.373134328358209,0.4054054054054054,0.3333333333333333,0.3043478260869565,0.4347826086956521,0.4328358208955223,0.3770491803278688,0.25,0.0869565217391304,0.4791666666666667,0.4125,35,2,13,72.0,5.0,63.0,0.0,0.4,0.2063492063492063,18,,78.0,4.333333333333333,0.0,83.80000000000001,4.655555555555556
