Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Al Horford,Blake Griffin,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-09,34-093,BOS,DET,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,102.6,0.0,,W (+16),W (+16)
12.0,,2022-11-11,34-095,BOS,DEN,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,101.0,0.0,112.5,0.0,,W (+19),W (+19)
13.0,,2022-11-12,34-096,BOS,DET,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,99.6,0.0,,W (+9),W (+9)
14.0,,2022-11-14,34-098,BOS,OKC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,102.09999999999998,0.0,,W (+4),W (+4)
15.0,,2022-11-16,34-100,BOS,ATL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,105.0,0.0,106.2,0.0,,W (+25),W (+25)
16.0,,2022-11-18,34-102,BOS,NOP,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,107.79999999999998,0.0,,W (+8),W (+8)
17.0,,2022-11-21,34-105,BOS,CHI,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,74.0,0.0,87.29999999999998,0.0,,L (-14),L (-14)
18.0,,2022-11-23,34-107,BOS,DAL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,106.79999999999998,0.0,,W (+13),W (+13)
19.0,,2022-11-25,34-109,BOS,SAC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,89.0,0.0,104.09999999999997,0.0,,W (+18),W (+18)
20.0,,2022-11-27,34-111,BOS,WAS,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,78.0,0.0,97.7,0.0,,W (+9),W (+9)
21.0,,2022-11-28,34-112,BOS,CHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,120.0,0.0,130.1,0.0,,,
22.0,,2022-11-30,34-114,BOS,MIA,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,118.0,0.0,,W (+35),W (+35)
23.0,,2022-12-02,34-116,BOS,MIA,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,95.7,0.0,,W (+13),W (+13)
24.0,,2022-12-04,34-118,BOS,BRK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,85.0,0.0,90.9,0.0,,L (-4),L (-4)
25.0,,2022-12-05,34-119,BOS,TOR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,94.40000000000002,0.0,,W (+11),W (+11)
26.0,,2022-12-07,34-121,BOS,PHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,109.5,0.0,,W (+6),W (+6)
27.0,,2022-12-10,34-124,BOS,GSW,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,57.0,0.0,81.9,0.0,,W (+27),W (+27)
28.0,,2022-12-12,34-126,BOS,LAC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,57.0,0.0,72.29999999999998,0.0,,L (-16),L (-16)
29.0,,2022-12-13,34-127,BOS,LAL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,87.0,0.0,100.1,0.0,,L (-20),L (-20)
30.0,,2022-12-16,34-130,BOS,ORL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,64.0,0.0,84.30000000000001,0.0,,W (+4),W (+4)
31.0,,2022-12-18,34-132,BOS,ORL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,83.0,0.0,86.6,0.0,,L (-8),L (-8)
32.0,,2022-12-21,34-135,BOS,IND,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,105.5,0.0,,L (-3),L (-3)
33.0,,2022-12-23,34-137,BOS,MIN,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,109.0,0.0,,L (-5),L (-5)
34.0,,2022-12-25,34-139,BOS,MIL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,107.0,0.0,135.7,0.0,,W (+12),W (+12)
35.0,,2022-12-27,34-141,BOS,HOU,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,109.6,0.0,,W (+21),W (+21)
36.0,,2022-12-29,34-143,BOS,LAC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,92.0,0.0,,W (+24),W (+24)
37.0,,2023-01-01,34-146,BOS,DEN,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,83.7,0.0,,W (+6),W (+6)
38.0,,2023-01-03,34-148,BOS,OKC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,70.0,0.0,94.0,0.0,,L (-12),L (-12)
39.0,,2023-01-05,34-150,BOS,DAL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,107.0,0.0,114.00000000000004,0.0,,L (-33),L (-33)
40.0,,2023-01-07,34-152,BOS,SAS,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,106.1,0.0,,W (+29),W (+29)
41.0,,2023-01-09,34-154,BOS,CHI,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,91.69999999999996,0.0,,W (+5),W (+5)
42.0,,2023-01-11,34-156,BOS,NOP,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,96.0,0.0,111.3,0.0,,,
43.0,,2023-01-12,34-157,BOS,BRK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,94.79999999999995,0.0,,W (+8),W (+8)
44.0,,2023-01-14,34-159,BOS,CHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,110.0,0.0,120.9,0.0,,W (+11),W (+11)
45.0,,2023-01-16,34-161,BOS,CHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,98.0,0.0,110.4,0.0,,W (+11),W (+11)
46.0,,2023-01-19,34-164,BOS,GSW,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,63.0,0.0,79.99999999999997,0.0,,W (+16),W (+16)
47.0,,2023-01-21,34-166,BOS,TOR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,101.5,0.0,,W (+12),W (+12)
48.0,,2023-01-23,34-168,BOS,ORL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,75.6,0.0,,W (+3),W (+3)
49.0,,2023-01-24,34-169,BOS,MIA,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,69.0,0.0,72.1,0.0,,W (+2),W (+2)
50.0,,2023-01-26,34-171,BOS,NYK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,86.89999999999998,0.0,,L (-15),L (-15)
51.0,,2023-01-28,34-173,BOS,LAL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,99.70000000000005,0.0,,L (-3),L (-3)
52.0,,2023-02-01,34-177,BOS,BRK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,141.0,0.0,146.0,0.0,,L (-3),L (-3)
53.0,,2023-02-03,34-179,BOS,PHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,46.0,0.0,54.09999999999999,0.0,,W (+4),W (+4)
54.0,,2023-02-06,34-182,BOS,DET,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,108.5,0.0,,W (+43),W (+43)
55.0,,2023-02-08,34-184,BOS,PHI,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,95.3,0.0,,L (-12),L (-12)
