Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,45.0,2023-01-23,24-326,BOS,ORL,1.0,37.63333333333333,9.0,19.0,0.474,4.0,10.0,0.4,4.0,6.0,0.667,0.0,6.0,6.0,7.0,1.0,0.0,3.0,2.0,26.0,19.4,6.0,9.0,5.0,0.5555555555555556,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,12.0,55.0,3.235294117647059,17.800000000000008,57.8,3.4,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+3),W (+3)
49.0,46.0,2023-01-24,24-327,BOS,MIA,1.0,39.65,9.0,18.0,0.5,2.0,5.0,0.4,11.0,14.0,0.786,0.0,14.0,14.0,7.0,0.0,0.0,7.0,4.0,31.0,21.3,-3.0,13.0,7.0,0.5384615384615384,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,13.0,56.0,3.294117647058824,16.9,55.2,3.247058823529412,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+2),W (+2)
50.0,47.0,2023-01-26,24-329,BOS,NYK,1.0,43.11666666666667,12.0,26.0,0.462,2.0,7.0,0.286,9.0,9.0,1.0,2.0,12.0,14.0,4.0,1.0,1.0,3.0,3.0,35.0,26.9,6.0,19.0,10.0,0.5263157894736842,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,17.0,56.0,3.294117647058824,23.3,63.6,3.7411764705882353,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-15),L (-15)
51.0,48.0,2023-01-28,24-331,BOS,LAL,1.0,47.333333333333336,8.0,25.0,0.32,3.0,10.0,0.3,11.0,12.0,0.917,2.0,9.0,11.0,4.0,2.0,1.0,6.0,3.0,30.0,17.7,3.0,15.0,5.0,0.3333333333333333,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,5.0,71.0,4.176470588235294,13.300000000000004,86.40000000000002,5.082352941176472,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-3),L (-3)
52.0,49.0,2023-02-01,24-335,BOS,BRK,1.0,29.316666666666663,12.0,19.0,0.632,7.0,12.0,0.583,0.0,0.0,,1.0,8.0,9.0,4.0,2.0,1.0,1.0,1.0,31.0,29.7,46.0,7.0,5.0,0.7142857142857143,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,27.0,114.0,6.705882352941177,29.700000000000003,116.3,6.841176470588235,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-3),L (-3)
53.0,50.0,2023-02-03,24-337,BOS,PHO,1.0,37.88333333333333,3.0,15.0,0.2,3.0,10.0,0.3,11.0,12.0,0.917,0.0,6.0,6.0,5.0,0.0,0.0,2.0,3.0,20.0,12.4,1.0,5.0,0.0,0.0,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,2.0,44.0,2.588235294117647,8.0,46.1,2.711764705882353,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+4),W (+4)
54.0,51.0,2023-02-06,24-340,BOS,DET,1.0,39.35,11.0,24.0,0.458,3.0,9.0,0.333,9.0,10.0,0.9,2.0,9.0,11.0,6.0,0.0,1.0,3.0,4.0,34.0,25.6,16.0,15.0,8.0,0.5333333333333333,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,15.0,84.0,4.941176470588236,22.000000000000007,86.49999999999999,5.088235294117646,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+43),W (+43)
55.0,52.0,2023-02-08,24-342,BOS,PHI,1.0,37.4,5.0,15.0,0.333,1.0,5.0,0.2,1.0,3.0,0.333,1.0,7.0,8.0,9.0,1.0,1.0,4.0,2.0,12.0,8.7,5.0,10.0,4.0,0.4,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,9.0,84.0,4.941176470588236,8.3,87.0,5.117647058823529,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-12),L (-12)
56.0,53.0,2023-02-10,24-344,BOS,CHO,1.0,36.91666666666666,13.0,21.0,0.619,5.0,10.0,0.5,10.0,12.0,0.833,0.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,41.0,32.3,2.0,11.0,8.0,0.7272727272727273,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,15.0,78.0,4.588235294117647,28.30000000000001,71.5,4.205882352941177,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+12),W (+12)
57.0,54.0,2023-02-12,24-346,BOS,MEM,1.0,37.98333333333333,3.0,16.0,0.188,1.0,8.0,0.125,9.0,12.0,0.75,0.0,7.0,7.0,3.0,2.0,2.0,3.0,0.0,16.0,9.4,7.0,8.0,2.0,0.25,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,-1.0,85.0,5.0,5.799999999999997,90.2,5.305882352941176,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+7),W (+7)
58.0,,2023-02-14,24-348,BOS,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,,68.0,4.0,0.0,80.39999999999999,4.7294117647058815,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+11),W (+11)
59.0,55.0,2023-02-15,24-349,BOS,DET,1.0,34.03333333333333,15.0,24.0,0.625,6.0,10.0,0.6,2.0,2.0,1.0,0.0,9.0,9.0,7.0,0.0,0.0,4.0,3.0,38.0,29.6,1.0,14.0,9.0,0.6428571428571429,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,24.0,80.0,4.705882352941177,28.800000000000004,88.8,5.223529411764706,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+10),W (+10)
60.0,56.0,2023-02-23,24-357,BOS,IND,1.0,41.7,9.0,25.0,0.36,3.0,12.0,0.25,10.0,11.0,0.909,3.0,9.0,12.0,7.0,2.0,1.0,4.0,1.0,31.0,24.7,-8.0,13.0,6.0,0.4615384615384615,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,13.0,89.0,5.235294117647059,20.70000000000001,103.0,6.0588235294117645,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-6),L (-6)
61.0,57.0,2023-02-25,24-359,BOS,PHI,1.0,36.43333333333333,7.0,17.0,0.412,3.0,8.0,0.375,1.0,2.0,0.5,3.0,10.0,13.0,6.0,0.0,1.0,5.0,1.0,18.0,13.1,-6.0,9.0,4.0,0.4444444444444444,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,14.0,62.0,3.647058823529412,12.7,69.79999999999998,4.105882352941175,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+18),W (+18)
62.0,58.0,2023-02-27,24-361,BOS,NYK,1.0,36.68333333333333,6.0,18.0,0.333,1.0,9.0,0.111,1.0,1.0,1.0,2.0,5.0,7.0,9.0,1.0,0.0,4.0,1.0,14.0,9.6,-18.0,9.0,5.0,0.5555555555555556,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,8.0,43.0,2.5294117647058822,9.199999999999998,49.59999999999999,2.917647058823529,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+4),W (+4)
63.0,59.0,2023-03-01,24-363,BOS,CLE,1.0,35.95,13.0,21.0,0.619,4.0,6.0,0.667,11.0,14.0,0.786,2.0,9.0,11.0,8.0,0.0,0.0,3.0,1.0,41.0,36.6,4.0,15.0,9.0,0.6,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,22.0,60.0,3.5294117647058822,32.2,61.1,3.594117647058824,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,,
64.0,60.0,2023-03-03,25-000,BOS,BRK,1.0,38.333333333333336,10.0,23.0,0.435,0.0,7.0,0.0,2.0,2.0,1.0,1.0,12.0,13.0,5.0,1.0,2.0,4.0,2.0,22.0,15.3,-19.0,16.0,10.0,0.625,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,14.0,58.0,3.411764705882353,14.499999999999996,62.6,3.682352941176471,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+3),W (+3)
65.0,61.0,2023-03-05,25-002,BOS,NYK,1.0,48.95,12.0,30.0,0.4,6.0,17.0,0.353,10.0,12.0,0.833,2.0,9.0,11.0,6.0,0.0,0.0,2.0,2.0,40.0,28.5,4.0,13.0,6.0,0.4615384615384615,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,13.0,66.0,3.882352941176471,24.5,67.3,3.958823529411765,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-15),L (-15)
66.0,,2023-03-06,25-003,BOS,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,,59.0,3.4705882352941178,0.0,73.20000000000002,4.305882352941177,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+4),W (+4)
67.0,62.0,2023-03-08,25-005,BOS,POR,1.0,30.73333333333333,11.0,17.0,0.647,6.0,10.0,0.6,2.0,4.0,0.5,1.0,6.0,7.0,2.0,1.0,0.0,3.0,0.0,30.0,23.6,21.0,7.0,5.0,0.7142857142857143,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,16.0,63.0,3.7058823529411766,22.8,65.5,3.852941176470588,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-10),L (-10)
68.0,63.0,2023-03-11,25-008,BOS,ATL,1.0,35.45,12.0,25.0,0.48,5.0,14.0,0.357,5.0,6.0,0.833,0.0,15.0,15.0,6.0,0.0,1.0,1.0,5.0,34.0,27.3,13.0,11.0,7.0,0.6363636363636364,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,24.0,81.0,4.764705882352941,25.300000000000004,89.8,5.282352941176471,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-2),L (-2)
69.0,64.0,2023-03-13,25-010,BOS,HOU,1.0,41.06666666666667,8.0,22.0,0.364,2.0,10.0,0.2,4.0,4.0,1.0,0.0,8.0,8.0,6.0,1.0,0.0,4.0,1.0,22.0,13.0,-2.0,12.0,6.0,0.5,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,7.0,53.0,3.117647058823529,11.4,65.50000000000001,3.852941176470589,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-4),L (-4)
70.0,65.0,2023-03-15,25-012,BOS,MIN,1.0,36.91666666666666,4.0,16.0,0.25,0.0,8.0,0.0,14.0,16.0,0.875,1.0,11.0,12.0,2.0,2.0,1.0,2.0,5.0,22.0,15.7,-3.0,8.0,4.0,0.5,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,5.0,54.0,3.176470588235294,10.1,65.80000000000001,3.870588235294118,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+22),W (+22)
71.0,66.0,2023-03-17,25-014,BOS,POR,1.0,36.48333333333333,8.0,20.0,0.4,2.0,11.0,0.182,16.0,18.0,0.889,1.0,11.0,12.0,4.0,3.0,0.0,5.0,2.0,34.0,26.4,11.0,9.0,6.0,0.6666666666666666,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,10.0,95.0,5.588235294117647,20.0,101.7,5.982352941176471,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+9),W (+9)
72.0,67.0,2023-03-18,25-015,BOS,UTA,1.0,38.7,4.0,12.0,0.333,3.0,8.0,0.375,4.0,6.0,0.667,0.0,3.0,3.0,6.0,0.0,1.0,2.0,3.0,15.0,10.0,-13.0,4.0,1.0,0.25,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,5.0,70.0,4.117647058823529,8.399999999999999,81.19999999999999,4.776470588235293,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-2),L (-2)
73.0,68.0,2023-03-21,25-018,BOS,SAC,1.0,35.266666666666666,14.0,25.0,0.56,2.0,7.0,0.286,6.0,11.0,0.545,1.0,7.0,8.0,4.0,2.0,0.0,1.0,0.0,36.0,28.7,21.0,18.0,12.0,0.6666666666666666,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,13.0,93.0,5.470588235294118,26.300000000000004,97.19999999999996,5.717647058823527,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+2),W (+2)
74.0,69.0,2023-03-24,25-021,BOS,IND,1.0,32.43333333333333,13.0,24.0,0.542,3.0,9.0,0.333,5.0,6.0,0.833,0.0,7.0,7.0,2.0,2.0,0.0,6.0,3.0,34.0,20.3,23.0,15.0,10.0,0.6666666666666666,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,9.0,94.0,5.529411764705882,18.300000000000008,97.9,5.758823529411765,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,W (+14),W (+14)
75.0,,2023-03-26,25-023,BOS,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,59,35,74,71,61,10,22,61,60,56,3,22,42,30,73,63.0,41.0,,82.0,79.0,67.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.9365079365079364,0.8536585365853658,,0.902439024390244,0.8987341772151899,0.9104477611940298,0.8333333333333334,0.9565217391304348,0.8840579710144928,0.8955223880597015,0.918032786885246,0.75,0.9565217391304348,0.875,0.8571428571428571,0.9125,2,17,72.0,5.0,63.0,0.0,0.4,0.2698412698412698,17,,106.0,6.235294117647059,0.0,108.9,6.405882352941177,23.7,10.5,5.5,4.8,0.7,0.2300692792885947,0.607,0.44,0.399,5.1,6.2,L (-1),L (-1)
