Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
47.0,33.0,2023-01-23,27-000,SAS,POR,0,7.6,0.0,2.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.5,+4,1.0,0.0,0.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,0.0,62.0,3.263157894736842,0.7000000000000002,84.1,4.426315789473684,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+8),W (+8)
48.0,34.0,2023-01-25,27-002,SAS,LAL,1,25.15,5.0,10.0,.500,1.0,2.0,.500,0,0.0,,2.0,5.0,7.0,2.0,2.0,1.0,0.0,3.0,11.0,11.8,+3,8.0,4.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,13.0,20.0,1.0526315789473684,11.799999999999995,45.5,2.394736842105264,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-5),L (-5)
49.0,35.0,2023-01-26,27-003,SAS,LAC,1,27.433333333333334,4.0,8.0,.500,2.0,5.0,.400,3,6.0,.500,1.0,5.0,6.0,1.0,0.0,0.0,0.0,4.0,13.0,9.1,-25,3.0,2.0,0.6666666666666666,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,6.0,47.0,2.473684210526316,7.899999999999997,51.89999999999999,2.7315789473684204,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-20),L (-20)
50.0,36.0,2023-01-28,27-005,SAS,PHO,1,32.233333333333334,5.0,8.0,.625,1.0,2.0,.500,3,3.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,13.8,+3,6.0,4.0,0.6666666666666666,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,10.0,43.0,2.263157894736842,12.599999999999998,66.70000000000002,3.5105263157894746,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-9),L (-9)
51.0,37.0,2023-01-30,27-007,SAS,WAS,1,33.75,3.0,14.0,.214,1.0,5.0,.200,2,4.0,.500,3.0,5.0,8.0,2.0,2.0,2.0,1.0,0.0,9.0,7.0,-7,9.0,2.0,0.2222222222222222,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,4.0,50.0,2.631578947368421,6.199999999999999,65.6,3.452631578947368,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-38),L (-38)
52.0,38.0,2023-02-01,27-009,SAS,SAC,1,26.866666666666667,2.0,8.0,.250,0.0,2.0,.000,0,0.0,,0.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,4.0,5.1,-11,6.0,2.0,0.3333333333333333,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,7.0,37.0,1.947368421052632,5.1,45.20000000000001,2.3789473684210534,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-10),L (-10)
53.0,39.0,2023-02-03,27-011,SAS,PHI,1,25.716666666666665,6.0,8.0,.750,1.0,2.0,.500,0,0.0,,2.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,13.0,14.4,-4,6.0,5.0,0.8333333333333334,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,13.0,25.0,1.3157894736842106,14.4,37.20000000000001,1.9578947368421056,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-21),L (-21)
54.0,40.0,2023-02-06,27-014,SAS,CHI,1,25.65,3.0,5.0,.600,1.0,2.0,.500,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,1.0,2.0,3.0,9.0,7.1,-17,3.0,2.0,0.6666666666666666,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,8.0,19.0,1.0,6.299999999999997,29.4,1.5473684210526315,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-10),L (-10)
55.0,41.0,2023-02-08,27-016,SAS,TOR,1,27.45,4.0,7.0,.571,0.0,1.0,.000,2,5.0,.400,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,10.0,7.1,+3,6.0,4.0,0.6666666666666666,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,2.0,44.0,2.3157894736842106,6.300000000000001,51.7,2.721052631578948,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-12),L (-12)
56.0,42.0,2023-02-10,27-018,SAS,DET,1,42.53333333333333,6.0,12.0,.500,0.0,2.0,.000,3,3.0,1.000,0.0,5.0,5.0,5.0,0.0,3.0,3.0,3.0,15.0,11.9,-1,10.0,6.0,0.6,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,10.0,39.0,2.0526315789473686,10.700000000000005,48.39999999999999,2.547368421052631,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-24),L (-24)
57.0,43.0,2023-02-11,27-019,SAS,ATL,0,19.53333333333333,1.0,4.0,.250,1.0,2.0,.500,2,2.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,5.0,4.3,+1,2.0,0.0,0.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,3.0,63.0,3.3157894736842106,3.5,88.0,4.631578947368421,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-14),L (-14)
58.0,44.0,2023-02-13,27-021,SAS,CLE,1,32.833333333333336,6.0,12.0,.500,1.0,1.0,1.000,1,1.0,1.000,0.0,6.0,6.0,2.0,0.0,0.0,1.0,3.0,14.0,9.0,-4,11.0,5.0,0.4545454545454545,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,8.0,59.0,3.1052631578947367,8.599999999999998,72.1,3.794736842105263,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-7),L (-7)
59.0,45.0,2023-02-15,27-023,SAS,CHO,1,27.98333333333333,5.0,13.0,.385,1.0,3.0,.333,1,1.0,1.000,0.0,6.0,6.0,2.0,2.0,0.0,1.0,0.0,12.0,9.1,+5,10.0,4.0,0.4,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,7.0,66.0,3.473684210526316,8.7,72.19999999999999,3.8,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-19),L (-19)
60.0,46.0,2023-02-23,27-031,SAS,DAL,1,29.466666666666665,6.0,10.0,.600,2.0,3.0,.667,1,2.0,.500,1.0,5.0,6.0,2.0,0.0,0.0,2.0,1.0,15.0,11.2,-17,7.0,4.0,0.5714285714285714,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,9.0,48.0,2.526315789473684,10.799999999999995,56.5,2.973684210526316,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-8),L (-8)
61.0,47.0,2023-02-25,27-033,SAS,UTA,1,31.7,1.0,5.0,.200,0.0,1.0,.000,9,10.0,.900,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,11.0,13.2,-8,4.0,1.0,0.25,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,6.0,51.0,2.6842105263157894,9.599999999999998,66.19999999999999,3.4842105263157888,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-10),L (-10)
62.0,48.0,2023-02-28,27-036,SAS,UTA,1,33.85,3.0,8.0,.375,0.0,2.0,.000,0,0.0,,1.0,5.0,6.0,2.0,1.0,1.0,1.0,3.0,6.0,4.7,+2,6.0,3.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,7.0,72.0,3.789473684210526,4.7,83.1,4.373684210526315,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-26),L (-26)
63.0,49.0,2023-03-02,27-038,SAS,IND,1,31.78333333333333,3.0,7.0,.429,0.0,2.0,.000,4,5.0,.800,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,10.0,10.3,+7,5.0,3.0,0.6,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,6.0,57.0,3.0,8.699999999999998,65.6,3.452631578947368,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,,
64.0,50.0,2023-03-04,27-040,SAS,HOU,1,30.133333333333333,3.0,9.0,.333,1.0,4.0,.250,4,4.0,1.000,1.0,2.0,3.0,6.0,3.0,0.0,0.0,3.0,11.0,13.2,-2,5.0,2.0,0.4,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,10.0,57.0,3.0,11.599999999999998,62.6,3.294736842105263,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-16),L (-16)
65.0,51.0,2023-03-05,27-041,SAS,HOU,1,23.23333333333333,6.0,10.0,.600,1.0,3.0,.333,4,6.0,.667,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,12.6,-9,7.0,5.0,0.7142857142857143,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,3.0,38.0,2.0,10.999999999999996,51.8,2.726315789473684,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+8),W (+8)
66.0,52.0,2023-03-10,27-046,SAS,DEN,0,13.216666666666669,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,9.0,7.8,+8,4.0,3.0,0.75,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,6.0,91.0,4.789473684210527,7.800000000000001,100.4,5.28421052631579,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+11),W (+11)
67.0,53.0,2023-03-12,27-048,SAS,OKC,1,24.666666666666668,5.0,7.0,.714,1.0,3.0,.333,1,2.0,.500,2.0,5.0,7.0,4.0,0.0,0.0,1.0,1.0,12.0,13.0,0,4.0,4.0,1.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,13.0,27.0,1.4210526315789471,12.6,26.39999999999999,1.389473684210526,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-12),L (-12)
68.0,54.0,2023-03-14,27-050,SAS,ORL,1,26.516666666666666,5.0,7.0,.714,4.0,6.0,.667,0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,14.0,16.8,+21,1.0,1.0,1.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,17.0,92.0,4.842105263157895,16.8,101.79999999999998,5.357894736842105,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-32),L (-32)
69.0,,2023-03-15,27-051,SAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,,75.0,3.947368421052632,0.0,95.2,5.010526315789474,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+8),W (+8)
70.0,55.0,2023-03-17,27-053,SAS,MEM,0,12.766666666666667,3.0,4.0,.750,2.0,3.0,.667,3,3.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,11.0,11.7,+12,1.0,1.0,1.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,9.0,95.0,5.0,10.5,111.9,5.889473684210526,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-12),L (-12)
