Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,26-288,SAS,DEN,0,12.016666666666667,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,0.2,+3,3.0,1.0,0.3333333333333333,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,1.0,69.0,3.631578947368421,0.1999999999999997,76.5,4.026315789473684,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-6),L (-6)
12.0,,2022-11-09,26-290,SAS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,,55.0,2.894736842105264,0.0,65.7,3.4578947368421056,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-2),L (-2)
13.0,12.0,2022-11-11,26-292,SAS,MIL,0,1.65,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0,0.0,0.0,,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,0.0,62.0,3.263157894736842,-0.3999999999999999,71.5,3.763157894736842,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+18),W (+18)
14.0,13.0,2022-11-14,26-295,SAS,GSW,1,30.65,5.0,12.0,.417,2.0,4.0,.500,0,0.0,,6.0,3.0,9.0,2.0,2.0,0.0,0.0,0.0,12.0,14.1,-8,8.0,3.0,0.375,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,13.0,4.0,0.2105263157894736,14.099999999999998,24.4,1.2842105263157897,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-37),L (-37)
15.0,14.0,2022-11-15,26-296,SAS,POR,0,26.166666666666668,5.0,7.0,.714,0.0,1.0,.000,0,0.0,,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,10.0,11.5,-13,6.0,5.0,0.8333333333333334,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,10.0,53.0,2.789473684210526,11.500000000000002,57.3,3.0157894736842104,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-7),L (-7)
16.0,15.0,2022-11-17,26-298,SAS,SAC,1,31.3,7.0,11.0,.636,0.0,2.0,.000,2,3.0,.667,1.0,3.0,4.0,2.0,1.0,1.0,0.0,2.0,16.0,14.6,-11,9.0,7.0,0.7777777777777778,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,10.0,47.0,2.473684210526316,13.799999999999995,52.8,2.7789473684210524,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-18),L (-18)
17.0,16.0,2022-11-19,26-300,SAS,LAC,1,27.75,4.0,7.0,.571,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,9.0,8.3,-14,6.0,3.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,8.0,42.0,2.210526315789474,8.299999999999999,48.900000000000006,2.573684210526316,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-22),L (-22)
18.0,17.0,2022-11-20,26-301,SAS,LAL,0,16.05,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,-3,3.0,2.0,0.6666666666666666,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,2.0,35.0,1.8421052631578947,3.0,51.20000000000001,2.6947368421052635,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-31),L (-31)
19.0,18.0,2022-11-23,26-304,SAS,NOP,0,24.166666666666668,3.0,8.0,.375,0.0,2.0,.000,4,5.0,.800,1.0,4.0,5.0,2.0,3.0,0.0,1.0,1.0,10.0,10.1,+6,6.0,3.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,6.0,42.0,2.210526315789474,8.499999999999996,58.90000000000001,3.1000000000000005,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-19),L (-19)
20.0,19.0,2022-11-25,26-306,SAS,LAL,0,3.3833333333333333,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,-2,1.0,0.0,0.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,2.0,54.0,2.8421052631578947,1.3,64.9,3.4157894736842107,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-11),L (-11)
21.0,,2022-11-26,26-307,SAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,,90.0,4.7368421052631575,0.0,97.3,5.121052631578947,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,,
22.0,20.0,2022-11-30,26-311,SAS,OKC,1,27.95,5.0,10.0,.500,0.0,0.0,,1,1.0,1.000,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,11.0,8.0,-15,10.0,5.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,4.0,68.0,3.5789473684210527,7.6,80.6,4.242105263157894,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-5),L (-5)
