Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
72.0,37.0,2023-03-21,23-147,SAS,NOP,1,21.15,0.0,6.0,.000,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,-2.6,-4,4.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-2.0,32.0,1.6842105263157894,-2.6,36.1,1.9,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-9),L (-9)
73.0,,2023-03-22,23-148,SAS,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,28.0,1.4736842105263157,0.0,46.70000000000001,2.4578947368421056,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-6),L (-6)
74.0,,2023-03-24,23-150,SAS,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,97.0,5.105263157894737,0.0,106.8,5.621052631578947,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,W (+8),W (+8)
75.0,38.0,2023-03-26,23-152,SAS,BOS,0,18.933333333333334,3.0,6.0,.500,1.0,2.0,.500,1,2.0,.500,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,7.6,-16,4.0,2.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,4.0,68.0,3.5789473684210527,7.2,84.20000000000002,4.431578947368422,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-35),L (-35)
76.0,39.0,2023-03-29,23-155,SAS,UTA,0,18.1,4.0,9.0,.444,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,9.0,5.7,-8,6.0,3.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,6.0,54.0,2.8421052631578947,5.699999999999999,68.69999999999999,3.61578947368421,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-36),L (-36)
77.0,,2023-03-31,23-157,SAS,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,63.0,3.3157894736842106,0.0,90.0,4.7368421052631575,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-12),L (-12)
78.0,40.0,2023-04-02,23-159,SAS,SAC,0,7.8,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,-2.8,-5,1.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-3.0,95.0,5.0,-2.8,109.6,5.768421052631578,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-44),L (-44)
79.0,,2023-04-04,23-161,SAS,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,53.0,2.789473684210526,0.0,68.2,3.5894736842105264,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-11),L (-11)
80.0,41.0,2023-04-06,23-163,SAS,POR,0,18.1,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,2.7,+2,4.0,2.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,3.0,65.0,3.421052631578948,2.699999999999997,93.60000000000002,4.926315789473685,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-15),L (-15)
81.0,42.0,2023-04-08,23-165,SAS,MIN,0,18.5,1.0,4.0,.250,0.0,1.0,.000,3,4.0,.750,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.2,-17,3.0,1.0,0.3333333333333333,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-3.0,59.0,3.1052631578947367,1.0000000000000004,69.5,3.657894736842105,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,W (+8),W (+8)
82.0,43.0,2023-04-09,23-166,SAS,DAL,0,14.65,1.0,3.0,.333,0.0,1.0,.000,3,3.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,+9,2.0,1.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,0.0,61.0,3.210526315789474,2.8000000000000007,66.2,3.4842105263157896,10.4,0.5,-4.2,-2.6,-1.5,0.0320422915093321,0.524,0.236,0.216,-0.5,0.3,L (-21),L (-21)
