Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-07,19-171,SAS,DEN,1,28.35,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,4.9,-3,2.0,1.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,7.0,63.0,3.3157894736842106,4.899999999999999,71.8,3.778947368421053,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-6),L (-6)
12.0,11.0,2022-11-09,19-173,SAS,MEM,1,30.383333333333333,6.0,7.0,.857,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,13.0,10.3,-6,5.0,5.0,1.0,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,8.0,47.0,2.473684210526316,10.300000000000004,55.4,2.9157894736842103,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-2),L (-2)
13.0,12.0,2022-11-11,19-175,SAS,MIL,1,29.83333333333333,4.0,7.0,.571,0.0,2.0,.000,2,2.0,1.000,1.0,6.0,7.0,2.0,0.0,1.0,2.0,4.0,10.0,7.7,+22,5.0,4.0,0.8,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,9.0,53.0,2.789473684210526,6.9,64.2,3.378947368421053,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+18),W (+18)
14.0,13.0,2022-11-14,19-178,SAS,GSW,1,24.6,5.0,13.0,.385,0.0,3.0,.000,2,3.0,.667,2.0,5.0,7.0,0.0,1.0,0.0,3.0,4.0,12.0,3.8,-34,10.0,5.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,1.0,16.0,0.8421052631578947,2.9999999999999982,35.5,1.868421052631579,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-37),L (-37)
15.0,14.0,2022-11-15,19-179,SAS,POR,1,26.633333333333333,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,0.0,4.0,4.0,4.0,0.0,2.0,1.0,5.0,6.0,7.1,+18,3.0,2.0,0.6666666666666666,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,10.0,53.0,2.789473684210526,6.300000000000001,62.5,3.289473684210526,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-7),L (-7)
16.0,15.0,2022-11-17,19-181,SAS,SAC,1,31.4,5.0,10.0,.500,0.0,2.0,.000,1,1.0,1.000,0.0,4.0,4.0,5.0,0.0,0.0,3.0,2.0,11.0,6.9,-12,8.0,5.0,0.625,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,6.0,51.0,2.6842105263157894,6.499999999999998,60.1,3.1631578947368424,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-18),L (-18)
17.0,16.0,2022-11-19,19-183,SAS,LAC,1,28.0,2.0,6.0,.333,0.0,1.0,.000,0,0.0,,2.0,2.0,4.0,2.0,0.0,1.0,7.0,2.0,4.0,-3.1,-24,5.0,2.0,0.4,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,-2.0,52.0,2.736842105263158,-3.1000000000000005,60.3,3.173684210526316,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-22),L (-22)
18.0,17.0,2022-11-20,19-184,SAS,LAL,1,26.3,6.0,14.0,.429,0.0,3.0,.000,0,1.0,.000,3.0,3.0,6.0,1.0,3.0,0.0,2.0,2.0,12.0,8.1,-21,11.0,6.0,0.5454545454545454,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,5.0,32.0,1.6842105263157894,8.099999999999998,46.1,2.4263157894736844,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-31),L (-31)
19.0,18.0,2022-11-23,19-187,SAS,NOP,1,24.016666666666666,6.0,10.0,.600,0.0,1.0,.000,0,2.0,.000,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,12.0,5.3,-26,9.0,6.0,0.6666666666666666,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,2.0,46.0,2.421052631578948,5.300000000000001,62.100000000000016,3.26842105263158,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-19),L (-19)
20.0,19.0,2022-11-25,19-189,SAS,LAL,1,35.8,5.0,11.0,.455,1.0,3.0,.333,2,4.0,.500,5.0,4.0,9.0,5.0,4.0,1.0,2.0,3.0,13.0,16.2,-17,8.0,4.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,15.0,41.0,2.1578947368421053,15.4,50.8,2.673684210526316,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-11),L (-11)
21.0,20.0,2022-11-26,19-190,SAS,LAL,1,14.4,2.0,6.0,.333,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,3.3,0,5.0,1.0,0.2,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,2.0,88.0,4.631578947368421,3.3000000000000003,94.0,4.947368421052632,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,,
22.0,,2022-11-30,19-194,SAS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,72.0,3.789473684210526,0.0,88.19999999999997,4.642105263157894,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-5),L (-5)
