Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
47.0,41.0,2023-01-23,19-248,SAS,POR,1,27.666666666666668,5.0,11.0,.455,2.0,2.0,1.000,6,8.0,.750,4.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,18.0,17.4,-11,9.0,3.0,0.3333333333333333,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,9.0,53.0,2.789473684210526,15.000000000000004,69.80000000000001,3.673684210526317,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+8),W (+8)
48.0,42.0,2023-01-25,19-250,SAS,LAL,1,26.616666666666667,6.0,14.0,.429,1.0,4.0,.250,1,1.0,1.000,3.0,4.0,7.0,3.0,1.0,0.0,3.0,2.0,14.0,9.2,-3,10.0,5.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,7.0,26.0,1.368421052631579,8.799999999999997,48.49999999999999,2.552631578947368,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-5),L (-5)
49.0,,2023-01-26,19-251,SAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,53.0,2.789473684210526,0.0,59.79999999999999,3.147368421052631,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-20),L (-20)
50.0,43.0,2023-01-28,19-253,SAS,PHO,1,39.55,11.0,25.0,.440,3.0,6.0,.500,5,5.0,1.000,3.0,5.0,8.0,5.0,0.0,0.0,3.0,4.0,30.0,19.4,-3,19.0,8.0,0.4210526315789473,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,10.0,43.0,2.263157894736842,17.4,61.900000000000006,3.2578947368421054,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-9),L (-9)
51.0,44.0,2023-01-30,19-255,SAS,WAS,1,27.166666666666668,7.0,13.0,.538,1.0,3.0,.333,2,3.0,.667,0.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,17.0,11.8,-9,10.0,6.0,0.6,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,7.0,47.0,2.473684210526316,11.000000000000002,60.8,3.2,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-38),L (-38)
52.0,45.0,2023-02-01,19-257,SAS,SAC,1,6.816666666666666,0.0,4.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-3,3.0,0.0,0.0,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,-3.0,47.0,2.473684210526316,-2.5,52.8,2.7789473684210524,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-10),L (-10)
53.0,,2023-02-03,19-259,SAS,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,38.0,2.0,0.0,51.6,2.7157894736842105,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-21),L (-21)
54.0,,2023-02-06,19-262,SAS,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,27.0,1.4210526315789471,0.0,35.7,1.8789473684210527,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-10),L (-10)
55.0,,2023-02-08,19-264,SAS,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,46.0,2.421052631578948,0.0,58.0,3.0526315789473686,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-12),L (-12)
56.0,,2023-02-10,19-266,SAS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,49.0,2.5789473684210527,0.0,59.1,3.110526315789474,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-24),L (-24)
57.0,46.0,2023-02-11,19-267,SAS,ATL,1,21.33333333333333,7.0,15.0,.467,2.0,7.0,.286,2,2.0,1.000,1.0,8.0,9.0,5.0,1.0,1.0,1.0,0.0,18.0,17.6,-5,8.0,5.0,0.625,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,16.0,50.0,2.631578947368421,16.799999999999997,74.7,3.931578947368421,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-14),L (-14)
58.0,47.0,2023-02-13,19-269,SAS,CLE,1,27.2,4.0,12.0,.333,0.0,2.0,.000,2,2.0,1.000,3.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,10.0,4.6,-5,10.0,4.0,0.4,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,0.0,67.0,3.526315789473684,3.8000000000000016,76.89999999999999,4.047368421052632,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-7),L (-7)
59.0,48.0,2023-02-15,19-271,SAS,CHO,1,32.13333333333333,3.0,12.0,.250,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,2.0,1.0,2.0,3.0,4.0,6.0,0.3,-12,11.0,3.0,0.2727272727272727,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,1.0,72.0,3.789473684210526,0.300000000000002,80.6,4.242105263157894,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-19),L (-19)
60.0,,2023-02-23,19-279,SAS,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,57.0,3.0,0.0,67.3,3.5421052631578944,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-8),L (-8)
61.0,49.0,2023-02-25,19-281,SAS,UTA,1,32.0,8.0,18.0,.444,1.0,4.0,.250,5,7.0,.714,3.0,3.0,6.0,2.0,0.0,0.0,1.0,1.0,22.0,14.8,-3,14.0,7.0,0.5,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,4.0,53.0,2.789473684210526,12.799999999999992,63.0,3.3157894736842106,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-10),L (-10)
62.0,50.0,2023-02-28,19-284,SAS,UTA,1,27.7,4.0,10.0,.400,0.0,0.0,,5,8.0,.625,0.0,6.0,6.0,6.0,0.0,0.0,1.0,4.0,13.0,9.8,+10,10.0,4.0,0.4,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,6.0,73.0,3.842105263157895,7.799999999999999,80.0,4.2105263157894735,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-26),L (-26)
63.0,51.0,2023-03-02,19-286,SAS,IND,1,31.316666666666663,11.0,26.0,.423,0.0,3.0,.000,0,0.0,,6.0,7.0,13.0,3.0,2.0,0.0,1.0,1.0,22.0,17.2,+10,23.0,11.0,0.4782608695652174,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,13.0,50.0,2.631578947368421,17.2,57.1,3.005263157894737,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,,
64.0,52.0,2023-03-04,19-288,SAS,HOU,1,29.25,5.0,13.0,.385,0.0,5.0,.000,4,4.0,1.000,1.0,5.0,6.0,1.0,2.0,1.0,2.0,1.0,14.0,10.1,-9,8.0,5.0,0.625,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,5.0,62.0,3.263157894736842,8.499999999999998,65.69999999999999,3.4578947368421047,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-16),L (-16)
65.0,,2023-03-05,19-289,SAS,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,41.0,2.1578947368421053,0.0,62.79999999999999,3.3052631578947365,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+8),W (+8)
66.0,53.0,2023-03-10,19-294,SAS,DEN,1,32.416666666666664,9.0,16.0,.563,0.0,3.0,.000,1,1.0,1.000,2.0,6.0,8.0,3.0,1.0,0.0,4.0,1.0,19.0,13.3,-4,13.0,9.0,0.6923076923076923,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,10.0,87.0,4.578947368421052,12.900000000000002,95.3,5.015789473684211,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+11),W (+11)
67.0,,2023-03-12,19-296,SAS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,40.0,2.1052631578947367,0.0,38.99999999999999,2.052631578947368,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-12),L (-12)
68.0,54.0,2023-03-14,19-298,SAS,ORL,1,31.966666666666665,11.0,19.0,.579,3.0,6.0,.500,4,6.0,.667,1.0,10.0,11.0,2.0,1.0,0.0,3.0,4.0,29.0,20.8,+18,13.0,8.0,0.6153846153846154,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,15.0,94.0,4.947368421052632,19.200000000000003,99.39999999999998,5.23157894736842,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-32),L (-32)
69.0,,2023-03-15,19-299,SAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,75.0,3.947368421052632,0.0,95.2,5.010526315789474,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+8),W (+8)
70.0,55.0,2023-03-17,19-301,SAS,MEM,1,8.366666666666667,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,2.5,+3,0.0,0.0,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,5.0,99.0,5.2105263157894735,2.5,119.9,6.310526315789474,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-12),L (-12)
