Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,19-236,SAS,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,70.0,3.684210526315789,0.0,76.69999999999999,4.036842105263157,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-6),L (-6)
12.0,,2022-11-09,19-238,SAS,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,55.0,2.894736842105264,0.0,65.7,3.4578947368421056,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-2),L (-2)
13.0,,2022-11-11,19-240,SAS,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,62.0,3.263157894736842,0.0,71.10000000000001,3.742105263157895,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+18),W (+18)
14.0,,2022-11-14,19-243,SAS,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,17.0,0.8947368421052632,0.0,38.5,2.026315789473684,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-37),L (-37)
15.0,,2022-11-15,19-244,SAS,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,63.0,3.3157894736842106,0.0,68.8,3.621052631578947,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-7),L (-7)
16.0,,2022-11-17,19-246,SAS,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,57.0,3.0,0.0,66.60000000000001,3.505263157894737,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-18),L (-18)
17.0,,2022-11-19,19-248,SAS,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,50.0,2.631578947368421,0.0,57.2,3.0105263157894737,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-22),L (-22)
18.0,,2022-11-20,19-249,SAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,37.0,1.947368421052632,0.0,54.20000000000001,2.852631578947369,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-31),L (-31)
19.0,,2022-11-23,19-252,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,48.0,2.526315789473684,0.0,67.4,3.547368421052632,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-19),L (-19)
20.0,,2022-11-25,19-254,SAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,56.0,2.9473684210526314,0.0,66.2,3.4842105263157896,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-11),L (-11)
21.0,,2022-11-26,19-255,SAS,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,90.0,4.7368421052631575,0.0,97.3,5.121052631578947,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,,
22.0,,2022-11-30,19-259,SAS,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,72.0,3.789473684210526,0.0,88.19999999999997,4.642105263157894,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-5),L (-5)
23.0,,2022-12-02,19-261,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,68.0,3.5789473684210527,0.0,69.8,3.673684210526316,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-8),L (-8)
