Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
72.0,27.0,2023-03-21,20-005,SAS,NOP,0,18.58333333333333,1.0,7.0,.143,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,-0.8,-23,6.0,1.0,0.1666666666666666,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-2.0,32.0,1.6842105263157894,-0.7999999999999994,34.3,1.805263157894737,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-9),L (-9)
73.0,28.0,2023-03-22,20-006,SAS,MIL,0,27.766666666666666,2.0,12.0,.167,0.0,2.0,.000,2,3.0,.667,1.0,4.0,5.0,6.0,0.0,0.0,2.0,2.0,6.0,1.3,-8,10.0,2.0,0.2,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,0.0,28.0,1.4736842105263157,0.5,46.20000000000001,2.431578947368421,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-6),L (-6)
74.0,29.0,2023-03-24,20-008,SAS,WAS,0,18.48333333333333,0.0,6.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,9.0,0.0,0.0,2.0,1.0,0.0,1.0,-17,5.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,4.0,93.0,4.894736842105263,1.0000000000000004,105.8,5.568421052631579,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+8),W (+8)
75.0,30.0,2023-03-26,20-010,SAS,BOS,0,6.316666666666666,1.0,2.0,.500,0.0,0.0,,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,-11,2.0,1.0,0.5,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-1.0,73.0,3.842105263157895,0.6000000000000001,90.8,4.778947368421052,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-35),L (-35)
76.0,31.0,2023-03-29,20-013,SAS,UTA,0,19.166666666666668,0.0,4.0,.000,0.0,1.0,.000,3,4.0,.750,0.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.7,-18,3.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,0.0,60.0,3.1578947368421053,0.4999999999999991,73.89999999999999,3.8894736842105258,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-36),L (-36)
77.0,32.0,2023-03-31,20-015,SAS,GSW,0,21.516666666666666,3.0,6.0,.500,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,7.0,5.6,-19,4.0,3.0,0.75,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,3.0,60.0,3.1578947368421053,5.200000000000001,84.8,4.463157894736842,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-12),L (-12)
78.0,33.0,2023-04-02,20-017,SAS,SAC,0,16.383333333333333,2.0,7.0,.286,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,4.0,2.0,4.0,-0.9,-15,6.0,2.0,0.3333333333333333,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,0.0,92.0,4.842105263157895,-0.8999999999999986,107.7,5.66842105263158,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-44),L (-44)
79.0,34.0,2023-04-04,20-019,SAS,PHO,0,24.53333333333333,0.0,8.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,-4.0,-23,7.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-4.0,57.0,3.0,-4.0,72.2,3.8,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-11),L (-11)
80.0,35.0,2023-04-06,20-021,SAS,POR,0,16.7,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.6,-6,3.0,1.0,0.3333333333333333,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,1.0,67.0,3.526315789473684,0.6000000000000005,95.70000000000002,5.036842105263159,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-15),L (-15)
81.0,36.0,2023-04-08,20-023,SAS,MIN,0,34.13333333333333,6.0,9.0,.667,2.0,2.0,1.000,0,2.0,.000,0.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,14.0,12.9,+5,7.0,4.0,0.5714285714285714,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,12.0,44.0,2.3157894736842106,12.899999999999997,57.6,3.031578947368421,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+8),W (+8)
82.0,37.0,2023-04-09,20-024,SAS,DAL,0,32.63333333333333,4.0,11.0,.364,2.0,3.0,.667,0,0.0,,0.0,6.0,6.0,9.0,0.0,0.0,3.0,4.0,10.0,7.4,+8,8.0,2.0,0.25,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,11.0,50.0,2.631578947368421,7.4,61.6,3.2421052631578946,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-21),L (-21)
