Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Ron Shavlik,Career,8,1.3,2.9,0.0,17.4,,40.0,,-1.1,-0.3
Brian Shaw,Career,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8
Casey Shaw,Career,9,0.2,0.3,0.0,12.5,-,-,12.5,-14.9,-0.1
Marial Shayok,Career,4,2.8,1.8,0.3,25.0,33.3,75.0,33.3,1.4,-0.1
Bob Shea,Career,43,2.2,-,0.1,24.2,,57.6,,-,-0.4
Fred Sheffield,Career,22,3.4,-,0.2,19.9,,61.5,,-,-0.5
Craig Shelton,Career,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0
Lonnie Shelton,Career,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5
Tornike Shengelia,Career,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2
Billy Shepherd,Career,169,5.7,1.1,3.9,38.7,35.7,69.6,45.5,12.1,2.8
Jeff Sheppard,Career,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3
Steve Sheppard,Career,106,3.5,1.7,0.6,45.9,,63.3,,10.8,0.9
Ed Sherod,Career,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5
Charley Shipp,Career,23,4.7,-,2.0,25.5,,72.5,,-,-0.6
Paul Shirley,Career,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2
Gene Short,Career,34,2.5,1.4,0.3,35.2,,62.5,,9.8,-0.1
Purvis Short,Career,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1
Dexter Shouse,Career,3,0.0,0.0,0.7,0.0,0.0,-,0.0,-6.8,-0.1
Dick Shrider,Career,4,0.3,-,0.5,-,,33.3,,-,0.0
Gene Shue,Career,699,14.4,4.1,3.7,39.6,,80.6,,13.7,38.9
John Shumate,Career,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5
Iman Shumpert,Career,461,7.2,3.3,1.8,39.1,33.7,76.4,46.9,9.7,12.9
Alexey Shved,Career,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1
Pascal Siakam,Career,471,17.0,6.5,3.5,48.7,32.7,77.4,52.6,18.1,41.0
Jordan Sibert,Career,1,3.0,0.0,0.0,100.0,100.0,-,150.0,29.7,0.0
Sam Sibert,Career,5,2.4,0.8,0.0,30.8,,80.0,,6.4,-0.1
Mark Sibley,Career,28,1.6,0.9,0.5,35.7,,85.7,,9.3,-0.2
Jerry Sichting,Career,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2
Don Sidle,Career,314,13.5,8.0,1.0,48.1,13.8,71.7,48.1,17.8,23.1
Larry Siegfried,Career,550,10.8,2.8,3.5,40.9,,85.4,,13.7,33.1
Ralph Siewert,Career,21,1.0,-,0.2,13.6,,53.3,,-,-0.3
Jack Sikma,Career,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5
James Silas,Career,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,17.0,60.3
Paul Silas,Career,1254,9.4,9.9,2.1,43.2,-,67.3,43.2,13.9,79.9
Xavier Silas,Career,4,2.8,1.5,0.8,22.2,12.5,66.7,25.0,-0.7,-0.1
Garret Siler,Career,21,2.1,1.3,0.1,54.8,-,50.0,54.8,13.5,0.1
Mike Silliman,Career,36,2.5,1.7,0.6,45.6,,48.7,,8.0,0.3
Chris Silva,Career,70,2.8,2.7,0.5,60.9,25.0,70.7,61.4,15.2,1.7
Wayne Simien,Career,51,3.3,1.9,0.2,46.9,-,85.4,46.9,10.5,0.9
Ben Simmons,Career,317,14.7,7.8,7.5,56.0,13.9,59.1,56.1,19.1,32.6
Bobby Simmons,Career,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1
Cedric Simmons,Career,75,2.2,1.9,0.2,40.9,-,39.0,40.9,7.3,0.1
Connie Simmons,Career,598,9.8,6.2,1.6,35.1,,67.8,,15.0,29.3
Grant Simmons,Career,95,9.0,2.8,2.1,42.0,8.3,70.4,42.2,9.9,5.1
Johnny Simmons,Career,60,5.3,-,0.5,28.0,,61.4,,-,1.7
Jonathon Simmons,Career,258,8.3,2.4,1.9,44.3,31.7,75.6,48.4,11.0,6.2
Kobi Simmons,Career,38,5.3,1.4,1.9,41.5,27.3,100.0,44.6,7.7,-0.2
Lionel Simmons,Career,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9
Miles Simon,Career,5,0.4,0.4,0.0,20.0,0.0,-,20.0,-7.2,-0.1
Walt Simon,Career,541,11.9,5.0,2.7,46.2,13.3,70.4,46.3,14.6,27.6
Marko Simonovic,Career,16,1.4,0.8,0.0,27.3,22.2,69.2,31.8,6.4,0.0
Anfernee Simons,Career,273,12.6,2.3,2.5,43.3,38.7,85.7,53.8,13.1,6.4
Dickey Simpkins,Career,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7
Ralph Simpson,Career,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.2,29.0
Zavier Simpson,Career,4,11.0,5.3,7.5,36.5,12.5,100.0,37.5,7.7,-0.1
Alvin Sims,Career,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1
Bob Sims,Career,67,7.7,2.7,2.3,39.2,-,57.2,39.2,9.0,0.4
Courtney Sims,Career,5,1.2,1.2,0.2,42.9,-,-,42.9,7.4,0.0
Doug Sims,Career,4,1.0,1.0,0.0,40.0,,-,,5.0,0.0
Henry Sims,Career,135,7.6,5.0,1.0,47.1,17.4,76.7,47.3,15.0,4.6
Jericho Sims,Career,93,2.9,4.4,0.5,75.8,0.0,53.3,75.8,12.9,4.1
Scott Sims,Career,12,2.5,1.1,1.7,38.5,,66.7,,5.2,-0.2
Kyle Singler,Career,356,6.5,2.9,0.8,41.8,36.2,78.6,49.3,9.5,10.0
Sean Singletary,Career,37,2.4,0.9,0.8,36.5,40.0,85.7,42.4,6.7,0.0
Chris Singleton,Career,148,4.1,3.2,0.6,37.6,31.9,63.3,42.3,8.2,2.3
James Singleton,Career,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1
McKinley Singleton,Career,2,2.0,0.0,0.5,66.7,0.0,-,66.7,13.3,0.0
Zeke Sinicola,Career,12,1.1,0.2,0.3,25.0,,37.5,,-3.4,-0.2
Deividas Sirvydis,Career,23,1.9,1.5,0.3,30.0,31.4,50.0,41.0,4.7,-0.1
Charlie Sitton,Career,43,2.1,1.4,0.6,41.5,0.0,52.0,41.5,8.0,0.1
Peyton Siva,Career,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2
Scott Skiles,Career,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4
Al Skinner,Career,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2
Brian Skinner,Career,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8
Tal Skinner,Career,145,4.6,4.2,1.0,43.4,,63.3,,9.5,3.4
Whitey Skoog,Career,341,8.2,3.3,2.6,38.8,,79.9,,11.0,14.3
Jeff Slade,Career,3,1.3,2.3,0.0,40.0,,0.0,,5.8,0.0
Reggie Slater,Career,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3
Jim Slaughter,Career,28,5.3,5.3,0.9,32.1,,60.3,,10.1,-0.1
Jose Slaughter,Career,63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,-0.1
Tamar Slay,Career,66,2.6,1.1,0.5,36.1,26.5,53.8,39.4,6.5,-0.3
Donald Sloan,Career,218,5.5,2.1,3.0,40.9,31.0,75.4,45.4,11.9,4.0
Jerry Sloan,Career,755,14.0,7.4,2.5,42.7,,72.2,,13.2,49.5
Uroš Slokar,Career,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1
Tom Sluby,Career,31,2.4,0.4,0.5,51.7,0.0,61.9,51.7,12.2,0.2
Alen Smailagić,Career,29,3.0,1.5,0.6,46.3,30.4,72.0,51.5,12.4,0.3
Javonte Smart,Career,17,3.0,1.4,0.9,31.7,29.6,83.3,38.3,5.1,-0.2
Keith Smart,Career,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0
Marcus Smart,Career,581,10.6,3.5,4.6,38.6,32.3,77.7,47.1,12.4,33.3
Belus Smawley,Career,261,12.7,2.8,2.3,34.7,,79.7,,3.1,22.9
Jack Smiley,Career,118,6.2,-,2.5,25.6,,67.9,,-,0.6
Adrian Smith,Career,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2
Al Smith,Career,337,9.8,2.6,5.3,40.7,29.2,77.3,42.7,10.9,11.1
Bill Smith,Career,9,2.6,1.8,0.8,24.2,,87.5,,5.7,-0.2
Bingo Smith,Career,865,12.6,4.2,2.0,44.9,28.4,79.8,45.0,14.1,33.3
Bobby Smith,Career,13,2.8,2.5,1.1,23.6,,68.8,,6.7,-0.3
Charles Smith,Career,142,5.1,1.4,0.9,40.9,28.8,60.6,45.9,11.5,1.5
Chris Smith,Career,2,0.0,0.0,0.0,-,-,-,-,0.0,0.0
Clinton Smith,Career,46,2.9,1.3,1.1,43.0,0.0,71.4,43.0,11.0,0.3
Craig Smith,Career,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0
Deb Smith,Career,48,1.5,-,0.1,26.9,,42.9,,-,0.7
Dennis Smith Jr.,Career,270,10.3,3.0,4.4,40.3,29.9,66.7,44.8,12.1,0.6
Derek Smith,Career,408,12.8,3.2,2.1,49.9,29.4,75.3,50.4,15.1,18.3
Don Smith,Career,54,5.2,0.6,0.9,40.8,,100.0,,12.6,0.0
Donta Smith,Career,61,2.7,1.1,0.8,42.1,30.8,65.0,45.0,11.1,0.5
Doug Smith,Career,296,8.0,4.2,1.4,42.5,8.3,77.3,42.6,11.7,3.0
Dru Smith,Career,15,2.9,1.6,1.5,40.0,26.3,100.0,45.6,11.4,0.3
Ed Smith,Career,12,2.9,2.7,0.8,28.6,,53.8,,8.5,-0.3
Elmore Smith,Career,562,13.4,10.6,1.4,48.2,,57.9,,16.2,34.7
Garfield Smith,Career,134,3.2,3.3,0.4,43.7,-,31.1,43.7,8.5,0.7
Greg Smith,Career,149,4.0,3.3,0.3,61.7,0.0,57.6,61.7,13.8,5.5
Ish Smith,Career,762,7.3,2.4,3.8,42.9,32.3,67.6,45.7,13.1,14.1
J.R. Smith,Career,977,12.4,3.1,2.1,41.9,37.3,73.3,51.1,13.9,46.3
Jabari Smith,Career,108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3
Jabari Smith Jr.,Career,79,12.8,7.2,1.3,40.8,30.7,78.6,47.5,11.2,1.9
Jalen Smith,Career,146,8.0,5.1,0.6,48.5,29.7,76.0,53.9,16.4,5.1
Jason Smith,Career,616,6.1,3.4,0.7,46.8,33.3,78.3,48.0,12.9,14.1
Jerry Smith,Career,5,1.4,1.4,0.8,21.4,16.7,-,25.0,7.8,0.0
Jim Smith,Career,76,2.9,2.5,0.6,51.4,-,46.1,51.4,9.3,0.7
Joe Smith,Career,1030,10.9,6.4,1.0,45.5,23.8,79.0,45.6,15.4,60.3
John Smith,Career,147,5.9,8.3,0.8,38.7,0.0,55.8,38.7,9.2,0.2
Josh Smith,Career,894,14.5,7.4,3.1,45.2,28.5,63.2,47.2,17.4,51.0
Keith Smith,Career,42,3.3,0.8,1.0,38.0,33.3,75.0,39.0,6.0,0.0
Ken Smith,Career,19,4.3,1.3,0.4,41.0,20.0,81.3,41.6,10.6,0.2
Kenny Smith,Career,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8
LaBradford Smith,Career,183,6.7,1.5,2.2,43.2,29.8,81.3,44.6,10.8,1.5
Larry Smith,Career,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0
Leon Smith,Career,15,2.2,2.2,0.2,39.3,-,64.7,39.3,14.3,0.2
Michael Smith,Career,449,5.6,7.1,1.5,53.8,14.3,52.9,53.8,13.9,23.4
Mike Smith,Career,17,3.0,1.3,0.6,32.2,16.7,62.5,34.7,8.1,-0.1
Nolan Smith,Career,84,3.3,1.0,1.2,37.1,26.0,71.4,40.3,7.5,-0.8
Otis Smith,Career,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3
Pete Smith,Career,5,0.8,1.6,0.2,16.7,0.0,-,16.7,-9.3,-0.2
Phil Smith,Career,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1
Randy Smith,Career,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1
Reggie Smith,Career,66,1.5,1.8,0.1,39.4,0.0,40.4,39.4,9.1,0.4
Robert Smith,Career,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6
Russ Smith,Career,27,2.0,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2
Sam Smith,Career,46,6.8,1.4,1.3,41.9,22.9,86.2,43.3,14.2,1.1
Steve Smith,Career,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
Steven Smith,Career,8,0.6,0.8,0.0,25.0,-,50.0,25.0,-1.8,-0.1
Stevin Smith,Career,8,1.8,1.3,0.5,33.3,16.7,100.0,36.1,3.3,-0.1
Theron Smith,Career,53,2.8,3.0,0.7,33.5,37.5,83.3,36.0,6.0,-0.4
Tony Smith,Career,457,5.5,1.6,1.9,43.1,30.7,69.0,45.6,11.4,6.7
William Smith,Career,30,6.8,4.8,0.7,43.1,,59.7,,11.2,0.1
Willie Smith,Career,78,4.6,1.7,3.6,40.0,23.9,75.4,42.4,12.3,1.3
Zhaire Smith,Career,13,3.7,1.2,0.9,37.8,31.6,66.7,44.4,7.6,0.0
Rik Smits,Career,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6
Mike Smrek,Career,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7
Joe Smyth,Career,40,3.3,2.5,1.2,34.8,,53.8,,12.0,0.1
Xavier Sneed,Career,13,1.7,0.8,0.5,35.0,28.6,100.0,45.0,5.4,0.0
Tony Snell,Career,601,6.1,2.3,1.1,43.1,39.4,84.6,54.9,8.9,18.5
Eric Snow,Career,846,6.8,2.5,5.0,42.4,20.8,76.3,43.0,12.2,43.4
Dick Snyder,Career,964,12.2,2.8,2.9,48.8,,82.4,,14.1,58.3
Kirk Snyder,Career,211,6.3,2.3,1.1,43.8,32.7,69.9,47.9,12.4,4.5
Chips Sobek,Career,60,5.8,-,1.6,37.8,,76.1,,-,3.1
Ricky Sobers,Career,821,13.3,2.6,4.3,45.9,29.1,84.3,46.6,13.9,32.0
Ron Sobie,Career,192,8.4,4.1,1.8,37.9,,80.8,,14.1,7.2
Jeremy Sochan,Career,56,11.0,5.3,2.5,45.3,24.6,69.8,48.3,11.4,0.2
Mike Sojourner,Career,191,8.7,6.5,0.9,48.0,,67.1,,13.7,8.2
Willie Sojourner,Career,309,6.0,4.8,0.7,48.6,16.7,68.4,48.6,13.7,10.8
Will Solomon,Career,115,5.1,1.1,2.0,37.8,29.8,69.2,44.3,10.5,0.0
Willie Somerset,Career,143,21.9,4.6,3.6,42.5,28.0,80.8,43.9,18.0,14.8
Darius Songaila,Career,495,6.9,3.4,1.2,49.9,15.8,84.4,49.9,13.3,15.9
Dave Sorenson,Career,213,8.1,4.7,1.3,44.2,,77.8,,14.5,5.4
James Southerland,Career,4,3.5,2.0,0.0,33.3,50.0,50.0,43.3,11.8,0.0
Gino Sovran,Career,6,1.8,-,0.2,33.3,,50.0,,-,0.1
Pape Sow,Career,76,2.9,2.8,0.2,41.6,-,67.8,41.6,9.3,0.8
Ken Spain,Career,11,2.2,3.6,0.2,36.4,-,47.1,36.4,5.2,0.0
Ray Spalding,Career,16,3.6,3.3,0.3,52.9,0.0,28.6,52.9,13.1,0.1
Jim Spanarkel,Career,259,9.7,2.5,2.2,47.0,25.0,85.5,47.3,16.0,12.3
Vassilis Spanoulis,Career,31,2.7,0.7,0.9,31.9,17.2,81.0,35.4,5.4,-0.1
Dan Sparks,Career,67,6.5,4.5,0.7,38.6,-,69.0,38.6,10.4,0.7
Guy Sparrow,Career,150,7.8,4.9,0.9,35.8,,60.8,,11.0,0.1
Rory Sparrow,Career,836,9.0,2.1,5.0,46.6,26.0,79.7,47.3,12.0,28.3
Odie Spears,Career,479,8.7,4.0,1.9,36.6,,76.3,,13.8,27.8
Art Spector,Career,169,5.0,-,0.8,28.0,,57.5,,-,2.9
Marreese Speights,Career,705,7.9,4.1,0.7,45.9,35.6,79.7,48.4,16.7,25.8
Omari Spellman,Career,95,6.8,4.3,1.0,41.7,36.6,76.6,49.8,13.4,2.4
Andre Spencer,Career,48,7.2,3.2,1.0,44.5,0.0,73.3,44.5,14.1,1.4
Elmore Spencer,Career,157,5.9,3.5,0.7,51.6,0.0,58.0,51.6,9.9,0.0
Felton Spencer,Career,640,5.2,5.4,0.3,48.4,0.0,65.8,48.4,10.8,20.9
Lou Spicer,Career,4,0.3,-,0.0,0.0,,50.0,,-,-0.2
Craig Spitzer,Career,10,1.8,2.4,0.0,38.1,,66.7,,14.6,0.0
Tiago Splitter,Career,355,7.9,5.0,1.2,55.5,14.3,69.7,55.6,17.9,25.3
Art Spoelstra,Career,278,7.2,4.6,1.0,39.1,,69.3,,12.0,8.6
Bruce Spraggins,Career,70,12.2,4.7,0.9,44.6,40.0,70.8,44.8,18.0,4.3
Latrell Sprewell,Career,913,18.3,4.1,4.0,42.5,33.7,80.4,46.4,15.1,56.3
Larry Spriggs,Career,169,5.2,2.3,1.3,51.7,0.0,75.2,51.7,11.3,3.4
Jaden Springer,Career,18,2.4,0.9,0.4,50.0,40.0,75.0,52.8,17.8,0.3
Jim Springer,Career,2,0.5,-,0.0,-,,100.0,,-,0.0
Jim Spruill,Career,1,2.0,-,0.0,33.3,,-,,-,0.0
Ryan Stack,Career,43,2.3,1.8,0.2,35.2,0.0,78.7,35.2,7.2,0.2
Jerry Stackhouse,Career,970,16.9,3.2,3.3,40.9,30.9,82.2,44.6,16.5,52.4
Kevin Stacom,Career,347,5.1,1.5,1.5,41.7,50.0,76.8,41.7,10.6,3.1
Erv Staggs,Career,53,8.5,2.3,1.4,39.9,28.6,64.0,40.1,6.7,-0.2
Bud Stallworth,Career,313,7.7,2.8,0.7,41.4,,68.6,,10.2,0.7
Dave Stallworth,Career,522,9.3,4.7,1.7,43.8,,73.2,,14.4,20.3
Ed Stanczak,Career,76,7.6,1.9,1.0,33.8,,75.9,,-,6.4
Cassius Stanley,Career,33,2.7,1.2,0.2,36.0,23.3,89.5,39.9,7.1,0.0
Terence Stansbury,Career,192,6.3,1.4,2.0,44.4,22.4,77.9,45.5,9.9,2.4
John Starks,Career,866,12.5,2.5,3.6,41.2,34.0,76.9,47.6,14.0,49.9
Keith Starr,Career,17,0.8,0.6,0.4,25.0,,100.0,,3.7,-0.2
Nik Stauskas,Career,343,6.7,2.0,1.5,38.9,35.4,81.2,49.0,9.1,3.9
Larry Staverman,Career,265,4.7,3.8,0.9,46.5,,78.5,,13.3,6.9
Larry Steele,Career,610,8.2,2.9,2.8,48.3,0.0,79.6,48.3,12.7,28.2
Matt Steigenga,Career,2,1.5,1.5,1.0,25.0,0.0,50.0,25.0,7.0,0.0
Vladimir Stepania,Career,270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2
D.J. Stephens,Career,4,2.3,1.3,0.0,44.4,-,100.0,44.4,12.7,0.0
Everette Stephens,Career,38,1.9,0.6,1.0,33.3,20.0,79.2,34.7,7.4,-0.4
Jack Stephens,Career,72,10.3,5.2,2.9,38.6,,69.2,,13.3,4.8
Joe Stephens,Career,22,3.2,2.0,0.5,35.7,19.0,70.0,38.1,11.1,0.0
Lance Stephenson,Career,554,8.6,4.1,2.9,44.5,31.4,69.4,48.9,12.2,17.5
Alex Stepheson,Career,8,2.8,3.5,0.3,33.3,-,33.3,33.3,14.8,0.1
Brook Steppe,Career,238,5.4,1.4,1.2,46.9,31.0,82.0,47.4,12.5,4.6
Barry Stevens,Career,2,1.0,1.0,0.0,50.0,-,-,50.0,15.2,0.0
Lamar Stevens,Career,165,5.3,2.8,0.6,46.7,28.1,71.0,50.2,10.4,4.0
Wayne Stevens,Career,8,1.6,2.0,0.5,15.8,,70.0,,6.2,-0.2
DeShawn Stevenson,Career,824,7.2,2.2,1.6,40.6,34.0,69.8,45.6,9.9,12.1
Dennis Stewart,Career,12,3.3,1.4,0.2,33.3,33.3,77.8,34.4,4.6,-0.2
Isaiah Stewart,Career,189,9.0,7.8,1.1,50.1,32.8,72.1,53.9,14.5,9.4
Kebu Stewart,Career,15,2.7,2.1,0.1,46.2,-,64.0,46.2,14.0,0.2
Larry Stewart,Career,270,7.4,4.0,1.3,50.9,20.5,75.3,51.2,13.0,9.7
Michael Stewart,Career,286,2.2,3.2,0.3,44.2,-,52.2,44.2,10.2,4.6
Norm Stewart,Career,5,2.0,1.0,0.4,26.7,,33.3,,-2.0,-0.1
Greg Stiemsma,Career,203,3.2,3.3,0.5,50.9,0.0,70.5,50.9,11.0,6.0
Steve Stipanovich,Career,403,13.2,7.8,2.3,48.4,17.9,79.6,48.6,15.1,30.4
Bryant Stith,Career,586,10.1,3.4,2.0,42.4,32.9,84.1,45.6,12.8,29.5
Sam Stith,Career,32,4.4,1.6,1.9,36.4,,60.5,,8.0,-0.1
Tom Stith,Career,25,3.1,1.6,0.7,33.6,,30.0,,6.5,-0.6
Alex Stivrins,Career,22,2.0,1.0,0.2,46.5,0.0,50.0,46.5,10.5,-0.1
David Stockton,Career,6,3.0,0.3,1.5,44.4,60.0,70.0,61.1,15.7,0.1
John Stockton,Career,1504,13.1,2.7,10.5,51.5,38.4,82.6,54.6,21.8,207.7
Peja Stojaković,Career,804,17.0,4.7,1.8,45.0,40.1,89.5,53.2,17.1,82.6
Ed Stokes,Career,4,0.8,1.0,0.3,33.3,-,50.0,33.3,6.4,0.0
Greg Stokes,Career,42,3.1,1.5,0.4,44.5,0.0,69.6,44.5,9.0,0.3
Jarnell Stokes,Career,28,2.4,1.4,0.3,58.1,-,53.1,58.1,19.4,0.6
Maurice Stokes,Career,202,16.4,17.3,5.3,35.1,,69.8,,20.9,16.1
Art Stolkey,Career,23,4.4,-,1.7,22.0,,68.2,,-,1.6
Randy Stoll,Career,25,5.7,3.6,0.5,47.8,-,40.0,47.8,9.9,0.3
