Date,MP_team,FG_team,FGA_team,FG%_team,3P_team,3PA_team,3P%_team,FT_team,FTA_team,FT%_team,ORB_team,DRB_team,TRB_team,AST_team,STL_team,BLK_team,TOV_team,PF_team,PTS_team,GmSc_team,+/-_team,2PA_team,2P_team,2P%_team,CO_EFF_team,EFF_team,avg_EFF_team,CO_HGS_team,HGS_team,avg_HGS_team,PER_team,WS_team,BPM_team,OBPM_team,DBPM_team,TS%_team,3PAr_team,FTr_team,VORP_team,OWS_team,Player_Played_team,avg_MP_team,avg_FG_team,avg_FGA_team,avg_FG%_team,avg_3P_team,avg_3PA_team,avg_3P%_team,avg_FT_team,avg_FTA_team,avg_FT%_team,avg_ORB_team,avg_DRB_team,avg_TRB_team,avg_AST_team,avg_STL_team,avg_BLK_team,avg_TOV_team,avg_PF_team,avg_PTS_team,avg_GmSc_team,avg_+/-_team,avg_2PA_team,avg_2P_team,avg_2P%_team,avg_CO_EFF_team,avg_avg_EFF_team,avg_CO_HGS_team,avg_avg_HGS_team,avg_PER_team,avg_WS_team,avg_BPM_team,avg_OBPM_team,avg_DBPM_team,avg_TS%_team,avg_3PAr_team,avg_FTr_team,avg_VORP_team,avg_OWS_team,WIN_team,home_team,team_opp_team,Team,MP_opp,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,GmSc_opp,+/-_opp,2PA_opp,2P_opp,2P%_opp,CO_EFF_opp,EFF_opp,avg_EFF_opp,CO_HGS_opp,HGS_opp,avg_HGS_opp,PER_opp,WS_opp,BPM_opp,OBPM_opp,DBPM_opp,TS%_opp,3PAr_opp,FTr_opp,VORP_opp,OWS_opp,Player_Played_opp,avg_MP_opp,avg_FG_opp,avg_FGA_opp,avg_FG%_opp,avg_3P_opp,avg_3PA_opp,avg_3P%_opp,avg_FT_opp,avg_FTA_opp,avg_FT%_opp,avg_ORB_opp,avg_DRB_opp,avg_TRB_opp,avg_AST_opp,avg_STL_opp,avg_BLK_opp,avg_TOV_opp,avg_PF_opp,avg_PTS_opp,avg_GmSc_opp,avg_+/-_opp,avg_2PA_opp,avg_2P_opp,avg_2P%_opp,avg_CO_EFF_opp,avg_avg_EFF_opp,avg_CO_HGS_opp,avg_avg_HGS_opp,avg_PER_opp,avg_WS_opp,avg_BPM_opp,avg_OBPM_opp,avg_DBPM_opp,avg_TS%_opp,avg_3PAr_opp,avg_FTr_opp,avg_VORP_opp,avg_OWS_opp,WIN_opp,home_opp,team_opp_opp,WON,target,WON_results,scoring_margin_WON,target_results,scoring_margin_target
2023/2/26,239.9833333,44,84,5.431,18,36,3.95,12,14,5.5,8,37,45,31,7,5,13,17,118,105.1,125,48,26,4.722222222,95,1360,113.3333333,100.3,1507,125.5833333,210.6,51.6,4.9,-11.7,16.5,9.027,6.193,3.037,15,25,12,19.99861111,3.666666667,7,0.452583333,1.5,3,0.329166667,1,1.166666667,0.458333333,0.666666667,3.083333333,3.75,2.583333333,0.583333333,0.416666667,1.083333333,1.416666667,9.833333333,8.758333333,10.41666667,4,2.166666667,0.393518519,7.916666667,9.444444444,8.358333333,10.46527778,17.55,4.3,0.408333333,-0.975,1.375,0.75225,0.516083333,0.253083333,1.25,2.083333333,W (+25),1,TOR,CLE,240,36,93,4.647,9,25,4.271,12,15,5.167,13,30,43,19,4,4,14,16,93,58.9,-125,68,27,4.86127451,41,619,41.26666667,54.1,880.5,58.7,172.3,37.6,-18.3,-18.4,0.3,6.869,4.725,2.897,9.8,19.8,15,16,2.4,6.2,0.3098,0.6,1.666666667,0.284733333,0.8,1,0.344466667,0.866666667,2,2.866666667,1.266666667,0.266666667,0.266666667,0.933333333,1.066666667,6.2,3.926666667,-8.333333333,4.533333333,1.8,0.324084967,2.733333333,2.751111111,3.606666667,3.913333333,11.48666667,2.506666667,-1.22,-1.226666667,0.02,0.457933333,0.315,0.193133333,0.653333333,1.32,L (-25),0,CLE,W (+25),W (+19),1,25,1,19
2023/2/5,240,46,88,4.806,15,37,2.825,15,16,3.75,8,38,46,33,7,5,12,20,122,109,95,51,31,4.825974026,97,1538,128.1666667,103,1650.5,137.5416667,199.8,51.4,6.8,-9.6,16.3,8.41,5.438,3.017,15,25,12,20,3.833333333,7.333333333,0.4005,1.25,3.083333333,0.235416667,1.25,1.333333333,0.3125,0.666666667,3.166666667,3.833333333,2.75,0.583333333,0.416666667,1,1.666666667,10.16666667,9.083333333,7.916666667,4.25,2.583333333,0.402164502,8.083333333,10.68055556,8.583333333,11.46180556,16.65,4.283333333,0.566666667,-0.8,1.358333333,0.700833333,0.453166667,0.251416667,1.25,2.083333333,W (+19),0,IND,CLE,240,40,92,5.76,8,32,1.777,15,22,4.667,12,30,42,28,3,6,13,20,103,75,-95,60,32,7.144444444,53,937,78.08333333,67,907.6,75.63333333,185.5,31.6,-23.3,-20.4,-2.9,7.709,5.244,3.706,6.9,18.8,12,20,3.333333333,7.666666667,0.48,0.666666667,2.666666667,0.148083333,1.25,1.833333333,0.388916667,1,2.5,3.5,2.333333333,0.25,0.5,1.083333333,1.666666667,8.583333333,6.25,-7.916666667,5,2.666666667,0.59537037,4.416666667,6.506944444,5.583333333,6.302777778,15.45833333,2.633333333,-1.941666667,-1.7,-0.241666667,0.642416667,0.437,0.308833333,0.575,1.566666667,L (-19),1,CLE,W (+19),W (+23),1,19,1,23
2023/2/6,240,44,78,4.874,12,29,2.389,14,20,4.834,7,36,43,26,9,6,16,15,114,99.7,115,49,32,6.021978022,84,1479,123.25,94.1,1660.6,138.3833333,213.9,51.6,5.4,-12.1,17.4,8.931,5.724,3.16,15,25.1,12,20,3.666666667,6.5,0.406166667,1,2.416666667,0.199083333,1.166666667,1.666666667,0.402833333,0.583333333,3,3.583333333,2.166666667,0.75,0.5,1.333333333,1.25,9.5,8.308333333,9.583333333,4.083333333,2.666666667,0.501831502,7,10.27083333,7.841666667,11.53194444,17.825,4.3,0.45,-1.008333333,1.45,0.74425,0.477,0.263333333,1.25,2.091666667,W (+23),0,WAS,CLE,449.2,64,152,8.218,12,54,4.234,26,34,9,14,60,74,34,14,10,24,32,166,117.8,-214,98,52,9.630952381,88,1983,90.13636364,107.4,2525.4,114.7909091,283.9,45.2,-48.3,-42.2,-6,12.831,8.853,5.619,8.4,23.6,22,20.41818182,2.909090909,6.909090909,0.373545455,0.545454545,2.454545455,0.192454545,1.181818182,1.545454545,0.409090909,0.636363636,2.727272727,3.363636364,1.545454545,0.636363636,0.454545455,1.090909091,1.454545455,7.545454545,5.354545455,-9.727272727,4.454545455,2.363636364,0.437770563,4,4.097107438,4.881818182,5.217768595,12.90454545,2.054545455,-2.195454545,-1.918181818,-0.272727273,0.583227273,0.402409091,0.255409091,0.381818182,1.072727273,L (-23),1,CLE,W (+23),W (+28),1,23,1,28
2023/2/8,240,43,87,5.941,6,26,3.25,21,25,6.233,13,37,50,30,8,4,10,16,113,103.3,140,61,37,7.646853147,83,1323,132.3,94.9,1531.9,153.19,199.8,51.4,6.8,-9.6,16.3,8.41,5.438,3.017,15,25,10,24,4.3,8.7,0.5941,0.6,2.6,0.325,2.1,2.5,0.6233,1.3,3.7,5,3,0.8,0.4,1,1.6,11.3,10.33,14,6.1,3.7,0.764685315,8.3,13.23,9.49,15.319,19.98,5.14,0.68,-0.96,1.63,0.841,0.5438,0.3017,1.5,2.5,W (+28),1,DET,CLE,240,30,81,4.102,8,32,2.4,17,18,5.857,9,23,32,19,8,6,13,21,85,57.2,-140,49,22,4.320238095,36,492,41,48.5,652.8,54.4,136.6,15.6,-27,-15.8,-11.2,5.935,4.259,2.868,1.6,9.3,12,20,2.5,6.75,0.341833333,0.666666667,2.666666667,0.2,1.416666667,1.5,0.488083333,0.75,1.916666667,2.666666667,1.583333333,0.666666667,0.5,1.083333333,1.75,7.083333333,4.766666667,-11.66666667,4.083333333,1.833333333,0.360019841,3,3.416666667,4.041666667,4.533333333,11.38333333,1.3,-2.25,-1.316666667,-0.933333333,0.494583333,0.354916667,0.239,0.133333333,0.775,L (-28),0,CLE,W (+28),L (-4),1,28,0,-4
2023/3/1,240,45,92,3.757,10,32,1.889,13,21,2.857,10,28,38,21,8,3,6,18,113,90.4,-20,60,35,3.719871795,64,1236,137.3333333,85.2,1618.2,179.8,210.6,51.6,4.9,-11.7,16.5,9.027,6.193,3.037,15,25,9,26.66666667,5,10.22222222,0.417444444,1.111111111,3.555555556,0.209888889,1.444444444,2.333333333,0.317444444,1.111111111,3.111111111,4.222222222,2.333333333,0.888888889,0.333333333,0.666666667,2,12.55555556,10.04444444,-2.222222222,6.666666667,3.888888889,0.413319088,7.111111111,15.25925926,9.466666667,19.97777778,23.4,5.733333333,0.544444444,-1.3,1.833333333,1.003,0.688111111,0.337444444,1.666666667,2.777777778,L (-4),0,BOS,CLE,240,39,78,4.192,16,32,2.984,23,28,4.536,7,36,43,27,5,4,12,18,117,99.2,20,46,23,4.125,78,1223,135.8888889,90,1384.1,153.7888889,186.3,50.5,-0.5,-5.2,4.8,7.5,6.525,2.544,16.8,26.6,9,26.66666667,4.333333333,8.666666667,0.465777778,1.777777778,3.555555556,0.331555556,2.555555556,3.111111111,0.504,0.777777778,4,4.777777778,3,0.555555556,0.444444444,1.333333333,2,13,11.02222222,2.222222222,5.111111111,2.555555556,0.458333333,8.666666667,15.09876543,10,17.08765432,20.7,5.611111111,-0.055555556,-0.577777778,0.533333333,0.833333333,0.725,0.282666667,1.866666667,2.955555556,W (+4),1,CLE,L (-4),L (-4),0,-4,0,-4
2023/3/10,240,40,86,3.537,18,43,2.679,17,21,5.167,8,26,34,25,5,6,11,20,115,90.3,-20,43,22,4.50952381,67,1053,117,83.5,1353.5,150.3888889,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,9,26.66666667,4.444444444,9.555555556,0.393,2,4.777777778,0.297666667,1.888888889,2.333333333,0.574111111,0.888888889,2.888888889,3.777777778,2.777777778,0.555555556,0.666666667,1.222222222,2.222222222,12.77777778,10.03333333,-2.222222222,4.777777778,2.444444444,0.501058201,7.444444444,13,9.277777778,16.70987654,25.12222222,5.755555556,0.677777778,-1.433333333,2.111111111,1.063666667,0.779,0.347555556,1.666666667,2.788888889,L (-4),0,MIA,CLE,240,42,82,4.04,14,29,3.485,21,23,5.639,11,35,46,22,7,4,16,20,119,97,20,53,28,4.858333333,77,1122,124.6666667,88.6,1333.2,148.1333333,215.8,39.4,-26.7,-25.8,-0.7,9.095,6.317,4.391,10.3,17.3,9,26.66666667,4.666666667,9.111111111,0.448888889,1.555555556,3.222222222,0.387222222,2.333333333,2.555555556,0.626555556,1.222222222,3.888888889,5.111111111,2.444444444,0.777777778,0.444444444,1.777777778,2.222222222,13.22222222,10.77777778,2.222222222,5.888888889,3.111111111,0.539814815,8.555555556,13.85185185,9.844444444,16.45925926,23.97777778,4.377777778,-2.966666667,-2.866666667,-0.077777778,1.010555556,0.701888889,0.487888889,1.144444444,1.922222222,W (+4),1,CLE,L (-4),W (+6),0,-4,1,6
2023/3/12,240,41,87,4.276,7,27,2.95,25,34,4.064,11,29,40,18,8,3,10,22,114,86.2,30,60,34,4.972435897,52,1026,114,76.2,1423.9,158.2111111,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,9,26.66666667,4.555555556,9.666666667,0.475111111,0.777777778,3,0.327777778,2.777777778,3.777777778,0.451555556,1.222222222,3.222222222,4.444444444,2,0.888888889,0.333333333,1.111111111,2.444444444,12.66666667,9.577777778,3.333333333,6.666666667,3.777777778,0.552492877,5.777777778,12.66666667,8.466666667,17.57901235,25.12222222,5.755555556,0.677777778,-1.433333333,2.111111111,1.063666667,0.779,0.347555556,1.666666667,2.788888889,W (+6),0,CHO,CLE,240,41,80,5.26,10,21,2.944,16,22,3.533,7,36,43,25,8,5,19,26,108,81.3,-30,59,31,5.359615385,68,982,109.1111111,74.9,1140.1,126.6777778,106.5,9.6,-19.3,-14.3,-5,4.679,4.086,1.868,1.5,1,9,26.66666667,4.555555556,8.888888889,0.584444444,1.111111111,2.333333333,0.327111111,1.777777778,2.444444444,0.392555556,0.777777778,4,4.777777778,2.777777778,0.888888889,0.555555556,2.111111111,2.888888889,12,9.033333333,-3.333333333,6.555555556,3.444444444,0.595512821,7.555555556,12.12345679,8.322222222,14.07530864,11.83333333,1.066666667,-2.144444444,-1.588888889,-0.555555556,0.519888889,0.454,0.207555556,0.166666667,0.111111111,L (-6),1,CLE,W (+6),W (+16),1,6,1,16
2023/3/14,240,45,88,4.608,14,30,3.9,16,19,5.267,8,22,30,29,8,6,8,19,120,104.3,80,58,31,5.105339105,78,1332,102.4615385,97.9,1725,132.6923077,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,13,18.46153846,3.461538462,6.769230769,0.354461538,1.076923077,2.307692308,0.3,1.230769231,1.461538462,0.405153846,0.615384615,1.692307692,2.307692308,2.230769231,0.615384615,0.461538462,0.615384615,1.461538462,9.230769231,8.023076923,6.153846154,4.461538462,2.384615385,0.392718393,6,7.881656805,7.530769231,10.20710059,17.39230769,3.984615385,0.469230769,-0.992307692,1.461538462,0.736384615,0.539307692,0.240615385,1.153846154,1.930769231,W (+16),0,CHO,CLE,240,43,76,5.789,6,23,1.619,12,15,4.5,6,34,40,28,3,8,19,18,104,83.2,-80,53,37,6.351282051,73,1067,106.7,78.4,1195.1,119.51,106.5,9.6,-19.3,-14.3,-5,4.679,4.086,1.868,1.5,1,10,24,4.3,7.6,0.5789,0.6,2.3,0.1619,1.2,1.5,0.45,0.6,3.4,4,2.8,0.3,0.8,1.9,1.8,10.4,8.32,-8,5.3,3.7,0.635128205,7.3,10.67,7.84,11.951,10.65,0.96,-1.93,-1.43,-0.5,0.4679,0.4086,0.1868,0.15,0.1,L (-16),1,CLE,W (+16),L (-9),1,16,0,-9
2023/3/15,240,40,85,4.762,14,41,2.42,15,22,4.346,12,21,33,20,6,2,10,18,109,81.6,-45,44,26,5.305555556,53,968,107.5555556,75.6,1298.8,144.3111111,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,9,26.66666667,4.444444444,9.444444444,0.529111111,1.555555556,4.555555556,0.268888889,1.666666667,2.444444444,0.482888889,1.333333333,2.333333333,3.666666667,2.222222222,0.666666667,0.222222222,1.111111111,2,12.11111111,9.066666667,-5,4.888888889,2.888888889,0.589506173,5.888888889,11.95061728,8.4,16.0345679,25.12222222,5.755555556,0.677777778,-1.433333333,2.111111111,1.063666667,0.779,0.347555556,1.666666667,2.788888889,L (-9),1,PHI,CLE,240,39,75,3.883,17,36,3.697,23,27,3.75,13,33,46,24,8,6,18,21,118,101.1,45,39,22,4.031746032,82,1411,141.1,91.9,1480.7,148.07,231.3,44.8,5.4,3,2.6,8.416,5.389,3.732,13.4,25.5,10,24,3.9,7.5,0.3883,1.7,3.6,0.3697,2.3,2.7,0.375,1.3,3.3,4.6,2.4,0.8,0.6,1.8,2.1,11.8,10.11,4.5,3.9,2.2,0.403174603,8.2,14.11,9.19,14.807,23.13,4.48,0.54,0.3,0.26,0.8416,0.5389,0.3732,1.34,2.55,W (+9),0,CLE,L (-9),W (+23),0,-9,1,23
2023/3/17,240,48,87,7.475,4,19,2.533,17,22,5.334,9,32,41,31,9,7,10,19,117,107.2,115,68,44,7.633982684,86,1349,103.7692308,100.4,1576.8,121.2923077,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,13,18.46153846,3.692307692,6.692307692,0.575,0.307692308,1.461538462,0.194846154,1.307692308,1.692307692,0.410307692,0.692307692,2.461538462,3.153846154,2.384615385,0.692307692,0.538461538,0.769230769,1.461538462,9,8.246153846,8.846153846,5.230769231,3.384615385,0.587229437,6.615384615,7.982248521,7.723076923,9.330177515,17.39230769,3.984615385,0.469230769,-0.992307692,1.461538462,0.736384615,0.539307692,0.240615385,1.153846154,1.930769231,W (+23),1,WAS,CLE,472.1666667,66,146,10.222,14,42,4.066,32,40,8.428,12,62,74,44,10,12,32,36,178,128.8,-224,104,52,10.69090909,100,2564,106.8333333,116,3055.2,127.3,319.2,51,-45.3,-41.4,-3.9,14.277,9.67,7.036,11.2,27.8,24,19.67361111,2.75,6.083333333,0.425916667,0.583333333,1.75,0.169416667,1.333333333,1.666666667,0.351166667,0.5,2.583333333,3.083333333,1.833333333,0.416666667,0.5,1.333333333,1.5,7.416666667,5.366666667,-9.333333333,4.333333333,2.166666667,0.445454545,4.166666667,4.451388889,4.833333333,5.304166667,13.3,2.125,-1.8875,-1.725,-0.1625,0.594875,0.402916667,0.293166667,0.466666667,1.158333333,L (-23),0,CLE,W (+23),W (+6),1,23,1,6
2023/3/21,239.9666667,42,83,3.971,14,29,2.889,17,21,4.25,8,26,34,23,6,3,14,20,115,87.7,30,54,28,3.555827506,63,1193,132.5555556,80.9,1572.7,174.7444444,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,9,26.66296296,4.666666667,9.222222222,0.441222222,1.555555556,3.222222222,0.321,1.888888889,2.333333333,0.472222222,0.888888889,2.888888889,3.777777778,2.555555556,0.666666667,0.333333333,1.555555556,2.222222222,12.77777778,9.744444444,3.333333333,6,3.111111111,0.395091945,7,14.72839506,8.988888889,19.41604938,25.12222222,5.755555556,0.677777778,-1.433333333,2.111111111,1.063666667,0.779,0.347555556,1.666666667,2.788888889,W (+6),0,BRK,CLE,239.9833333,41,92,3.737,9,33,2.819,18,23,4,19,30,49,25,6,5,16,19,109,84.7,-30,59,32,4.047718947,63,1251,125.1,77.5,1538.2,153.82,162.1,32.2,-5.8,-7.9,2,6.432,4.298,3.085,6.9,17.2,10,23.99833333,4.1,9.2,0.3737,0.9,3.3,0.2819,1.8,2.3,0.4,1.9,3,4.9,2.5,0.6,0.5,1.6,1.9,10.9,8.47,-3,5.9,3.2,0.404771895,6.3,12.51,7.75,15.382,16.21,3.22,-0.58,-0.79,0.2,0.6432,0.4298,0.3085,0.69,1.72,L (-6),1,CLE,W (+6),W (+2),1,6,1,2
2023/3/23,240,42,89,4.033,12,32,3.016,20,26,4.834,13,27,40,24,7,7,9,21,116,96.6,10,57,30,4.435947712,70,1193,132.5555556,88.6,1573.5,174.8333333,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,9,26.66666667,4.666666667,9.888888889,0.448111111,1.333333333,3.555555556,0.335111111,2.222222222,2.888888889,0.537111111,1.444444444,3,4.444444444,2.666666667,0.777777778,0.777777778,1,2.333333333,12.88888889,10.73333333,1.111111111,6.333333333,3.333333333,0.492883079,7.777777778,14.72839506,9.844444444,19.42592593,25.12222222,5.755555556,0.677777778,-1.433333333,2.111111111,1.063666667,0.779,0.347555556,1.666666667,2.788888889,W (+2),0,BRK,CLE,240,39,81,4.082,12,34,2.061,24,27,5.583,9,33,42,24,7,7,15,21,114,93.2,-10,47,27,4.036363636,71,1127,112.7,83.6,1327.4,132.74,162.1,32.2,-5.8,-7.9,2,6.432,4.298,3.085,6.9,17.2,10,24,3.9,8.1,0.4082,1.2,3.4,0.2061,2.4,2.7,0.5583,0.9,3.3,4.2,2.4,0.7,0.7,1.5,2.1,11.4,9.32,-1,4.7,2.7,0.403636364,7.1,11.27,8.36,13.274,16.21,3.22,-0.58,-0.79,0.2,0.6432,0.4298,0.3085,0.69,1.72,L (-2),1,CLE,W (+2),W (+17),1,2,1,17
2023/3/26,240,39,83,5.302,9,30,2.261,21,24,5.5,13,28,41,20,5,7,9,16,108,90.3,85,53,30,4.859307359,65,1477,113.6153846,81.9,1976.9,152.0692308,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,13,18.46153846,3,6.384615385,0.407846154,0.692307692,2.307692308,0.173923077,1.615384615,1.846153846,0.423076923,1,2.153846154,3.153846154,1.538461538,0.384615385,0.538461538,0.692307692,1.230769231,8.307692308,6.946153846,6.538461538,4.076923077,2.307692308,0.373792874,5,8.73964497,6.3,11.69763314,17.39230769,3.984615385,0.469230769,-0.992307692,1.461538462,0.736384615,0.539307692,0.240615385,1.153846154,1.930769231,W (+17),1,HOU,CLE,240,35,80,3.54,6,25,0.955,15,18,4.333,12,24,36,20,6,1,16,22,91,59.3,-85,55,29,4.349206349,40,579,57.9,53.3,772.7,77.27,130,12.2,-13.7,-8.3,-5.4,5.092,2.677,2.526,0.9,6.1,10,24,3.5,8,0.354,0.6,2.5,0.0955,1.5,1.8,0.4333,1.2,2.4,3.6,2,0.6,0.1,1.6,2.2,9.1,5.93,-8.5,5.5,2.9,0.434920635,4,5.79,5.33,7.727,13,1.22,-1.37,-0.83,-0.54,0.5092,0.2677,0.2526,0.09,0.61,L (-17),0,CLE,W (+17),L (-2),1,17,0,-2
2023/3/28,240,47,93,3.916,9,25,2.084,15,22,2,10,30,40,20,5,6,8,24,118,90.5,-10,68,38,3.991254579,66,1314,164.25,84.5,1683.9,210.4875,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,8,30,5.875,11.625,0.4895,1.125,3.125,0.2605,1.875,2.75,0.25,1.25,3.75,5,2.5,0.625,0.75,1,3,14.75,11.3125,-1.25,8.5,4.75,0.498906822,8.25,20.53125,10.5625,26.3109375,28.2625,6.475,0.7625,-1.6125,2.375,1.196625,0.876375,0.391,1.875,3.1375,L (-2),0,ATL,CLE,240,41,89,4.061,12,27,2.546,26,33,5.884,14,37,51,25,5,3,12,16,120,98.4,10,62,29,4.3,62,1045,116.1111111,88,1496.3,166.2555556,195,41,-16.4,-12.1,-4.3,7.729,4.239,3.017,10.3,25.8,9,26.66666667,4.555555556,9.888888889,0.451222222,1.333333333,3,0.282888889,2.888888889,3.666666667,0.653777778,1.555555556,4.111111111,5.666666667,2.777777778,0.555555556,0.333333333,1.333333333,1.777777778,13.33333333,10.93333333,1.111111111,6.888888889,3.222222222,0.477777778,6.888888889,12.90123457,9.777777778,18.47283951,21.66666667,4.555555556,-1.822222222,-1.344444444,-0.477777778,0.858777778,0.471,0.335222222,1.144444444,2.866666667,W (+2),1,CLE,L (-2),L (-14),0,-2,0,-14
2023/3/31,240,44,86,4.728,17,37,2.571,11,13,4.467,3,30,33,33,2,9,10,21,116,96.7,-70,49,27,5.397619048,84,1462,146.2,92.3,1701.3,170.13,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,10,24,4.4,8.6,0.4728,1.7,3.7,0.2571,1.1,1.3,0.4467,0.3,3,3.3,3.3,0.2,0.9,1,2.1,11.6,9.67,-7,4.9,2.7,0.539761905,8.4,14.62,9.23,17.013,22.61,5.18,0.61,-1.29,1.9,0.9573,0.7011,0.3128,1.5,2.51,L (-14),1,NYK,CLE,239.9833333,49,93,6.187,17,36,3.577,15,24,3.876,16,32,48,24,6,5,7,12,130,116.2,70,57,32,6.65,89,1368,152,110.2,1274.3,141.5888889,156.9,45.7,-1.3,-1.8,0.6,6.102,4.253,2.797,13,27.3,9,26.66481481,5.444444444,10.33333333,0.687444444,1.888888889,4,0.397444444,1.666666667,2.666666667,0.430666667,1.777777778,3.555555556,5.333333333,2.666666667,0.666666667,0.555555556,0.777777778,1.333333333,14.44444444,12.91111111,7.777777778,6.333333333,3.555555556,0.738888889,9.888888889,16.88888889,12.24444444,15.73209877,17.43333333,5.077777778,-0.144444444,-0.2,0.066666667,0.678,0.472555556,0.310777778,1.444444444,3.033333333,W (+14),0,CLE,L (-14),W (+24),0,-14,1,24
2023/3/4,240,45,91,5.826,14,34,3.583,10,18,2.767,8,31,39,29,14,8,11,18,114,101.7,120,57,31,5.922011322,84,1405,108.0769231,97.7,1664.7,128.0538462,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,13,18.46153846,3.461538462,7,0.448153846,1.076923077,2.615384615,0.275615385,0.769230769,1.384615385,0.212846154,0.615384615,2.384615385,3,2.230769231,1.076923077,0.615384615,0.846153846,1.384615385,8.769230769,7.823076923,9.230769231,4.384615385,2.384615385,0.455539332,6.461538462,8.313609467,7.515384615,9.850295858,17.39230769,3.984615385,0.469230769,-0.992307692,1.461538462,0.736384615,0.539307692,0.240615385,1.153846154,1.930769231,W (+24),1,DET,CLE,240,33,81,4.319,6,24,2.583,18,25,5.833,12,37,49,19,5,7,23,15,90,57.4,-120,57,27,4.905128205,41,1094,91.16666667,50.2,1233,102.75,173.9,18.3,-37.8,-23.7,-14.1,7.615,5.197,3.804,0.7,10.2,12,20,2.75,6.75,0.359916667,0.5,2,0.21525,1.5,2.083333333,0.486083333,1,3.083333333,4.083333333,1.583333333,0.416666667,0.583333333,1.916666667,1.25,7.5,4.783333333,-10,4.75,2.25,0.408760684,3.416666667,7.597222222,4.183333333,8.5625,14.49166667,1.525,-3.15,-1.975,-1.175,0.634583333,0.433083333,0.317,0.058333333,0.85,L (-24),0,CLE,W (+24),W (+4),1,24,1,4
2023/3/6,265,43,96,4.674,12,34,2.983,20,25,4.821,16,42,58,27,4,7,15,20,118,94.6,20,62,31,4.681752306,78,1381,138.1,86.6,1599.1,159.91,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,10,26.5,4.3,9.6,0.4674,1.2,3.4,0.2983,2,2.5,0.4821,1.6,4.2,5.8,2.7,0.4,0.7,1.5,2,11.8,9.46,2,6.2,3.1,0.468175231,7.8,13.81,8.66,15.991,22.61,5.18,0.61,-1.29,1.9,0.9573,0.7011,0.3128,1.5,2.51,W (+4),1,BOS,CLE,265,42,101,4.775,16,48,3.483,14,21,2.7,15,37,52,25,5,5,12,21,114,84.5,-20,53,26,4.603947368,67,898,89.8,78.9,1113.2,111.32,186.3,50.5,-0.5,-5.2,4.8,7.5,6.525,2.544,16.8,26.6,10,26.5,4.2,10.1,0.4775,1.6,4.8,0.3483,1.4,2.1,0.27,1.5,3.7,5.2,2.5,0.5,0.5,1.2,2.1,11.4,8.45,-2,5.3,2.6,0.460394737,6.7,8.98,7.89,11.132,18.63,5.05,-0.05,-0.52,0.48,0.75,0.6525,0.2544,1.68,2.66,L (-4),0,CLE,W (+4),W (+4),1,4,1,4
2023/3/8,240,39,80,3.931,9,28,2.143,17,19,4.333,7,25,32,26,13,3,15,23,104,84.3,20,52,30,4.826406926,64,1096,137,77.5,1416.4,177.05,226.1,51.8,6.1,-12.9,19,9.573,7.011,3.128,15,25.1,8,30,4.875,10,0.491375,1.125,3.5,0.267875,2.125,2.375,0.541625,0.875,3.125,4,3.25,1.625,0.375,1.875,2.875,13,10.5375,2.5,6.5,3.75,0.603300866,8,17.125,9.6875,22.13125,28.2625,6.475,0.7625,-1.6125,2.375,1.196625,0.876375,0.391,1.875,3.1375,W (+4),0,MIA,CLE,240,35,70,4.553,8,29,1,22,29,4.1,10,27,37,22,7,4,22,19,100,72.9,-20,41,27,5.071228771,49,676,75.11111111,64.1,961.9,106.8777778,215.8,39.4,-26.7,-25.8,-0.7,9.095,6.317,4.391,10.3,17.3,9,26.66666667,3.888888889,7.777777778,0.505888889,0.888888889,3.222222222,0.111111111,2.444444444,3.222222222,0.455555556,1.111111111,3,4.111111111,2.444444444,0.777777778,0.444444444,2.444444444,2.111111111,11.11111111,8.1,-2.222222222,4.555555556,3,0.563469863,5.444444444,8.345679012,7.122222222,11.87530864,23.97777778,4.377777778,-2.966666667,-2.866666667,-0.077777778,1.010555556,0.701888889,0.487888889,1.144444444,1.922222222,L (-4),1,CLE,W (+4),W (+10),1,4,1,10
