Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,3.0,2022-11-10,20-128,DAL,WAS,0,0.1666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,0.0,43.0,2.263157894736842,0.0,66.29999999999998,3.4894736842105254,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-8),L (-8)
12.0,,2022-11-12,20-130,DAL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,53.0,2.789473684210526,0.0,71.6,3.768421052631578,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+5),W (+5)
13.0,,2022-11-15,20-133,DAL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,38.0,2.0,0.0,43.6,2.294736842105263,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+2),W (+2)
14.0,,2022-11-16,20-134,DAL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,35.0,1.8421052631578947,0.0,48.70000000000001,2.5631578947368427,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-9),L (-9)
15.0,,2022-11-18,20-136,DAL,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,76.0,4.0,0.0,84.49999999999999,4.447368421052631,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+28),W (+28)
16.0,,2022-11-20,20-138,DAL,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,45.0,2.3684210526315788,0.0,59.60000000000001,3.1368421052631583,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-1),L (-1)
17.0,,2022-11-23,20-141,DAL,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,51.0,2.6842105263157894,0.0,65.99999999999999,3.473684210526315,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-13),L (-13)
18.0,,2022-11-26,20-144,DAL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,54.0,2.8421052631578947,0.0,63.49999999999999,3.3421052631578942,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-5),L (-5)
19.0,,2022-11-27,20-145,DAL,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,62.0,3.263157894736842,0.0,84.30000000000001,4.436842105263159,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-9),L (-9)
20.0,,2022-11-29,20-147,DAL,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,60.0,3.1578947368421053,0.0,79.89999999999998,4.205263157894736,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+3),W (+3)
21.0,,2022-12-01,20-149,DAL,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,,86.0,4.526315789473684,0.0,116.5,6.131578947368421,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,,
22.0,4.0,2022-12-03,20-151,DAL,NYK,0,6.566666666666666,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.2,-8,2.0,1.0,0.5,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,1.0,72.0,3.789473684210526,2.2,84.80000000000001,4.463157894736843,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,L (-6),L (-6)
23.0,5.0,2022-12-05,20-153,DAL,PHO,0,2.4166666666666665,4.0,5.0,.800,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.3,-2,5.0,4.0,0.8,36,16,46,30,32,26,33,33,17,23,45,24,32,39,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5373134328358209,0.2424242424242424,0.6052631578947368,0.6666666666666666,0.0,0.6808510638297872,0.6190476190476191,0.55,0.0,0.5,0.4594594594594595,0.8518518518518519,0.5769230769230769,0.3037974683544304,0.8,0.5492957746478874,1.0,13,16,6,5,15.0,,46.0,60.0,35.0,0.2826086956521739,0.2666666666666666,0.1714285714285714,0.3333333333333333,,19,3.0,79.0,4.157894736842105,6.5,99.7,5.247368421052632,14.6,0.7,-2.3,-0.4,-1.9,0.0448430493273542,0.571,0.468,0.237,0.0,0.2,W (+21),W (+21)
