Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Silva,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Facundo Campazzo,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Kemba Walker,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey
67,65,62,2023-03-03,29-331,BRK,@,BOS,W (+10),1,36.3,6.0,14.0,.429,1.0,5.0,.200,4,6,.667,1,2,3,8,3,1,3,2,17,15.6,+5,9.0,5.0,0.5555555555555556,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
68,66,63,2023-03-05,29-333,BRK,,CHO,W (+16),1,39.166666666666664,9.0,19.0,.474,3.0,10.0,.300,3,4,.750,1,7,8,8,1,2,1,2,24,22.9,+13,9.0,6.0,0.6666666666666666,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
69,67,64,2023-03-07,29-335,BRK,@,HOU,W (+22),1,28.733333333333334,8.0,16.0,.500,3.0,7.0,.429,4,4,1.000,0,1,1,4,0,1,2,2,23,16.0,+3,9.0,5.0,0.5555555555555556,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
70,68,,2023-03-09,29-337,BRK,@,MIL,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
71,69,65,2023-03-10,29-338,BRK,@,MIN,W (+1),1,44.516666666666666,11.0,24.0,.458,3.0,7.0,.429,4,6,.667,1,2,3,11,1,0,1,3,29,23.6,+6,17.0,8.0,0.4705882352941176,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
72,70,66,2023-03-12,29-340,BRK,@,DEN,W (+2),1,37.78333333333333,5.0,15.0,.333,0.0,7.0,.000,5,6,.833,0,6,6,16,1,1,3,5,15,15.8,-2,8.0,5.0,0.625,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
73,71,67,2023-03-14,29-342,BRK,@,OKC,L (-14),1,39.4,5.0,16.0,.313,0.0,4.0,.000,6,6,1.000,1,5,6,11,2,0,6,5,16,10.7,-14,12.0,5.0,0.4166666666666667,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
74,72,68,2023-03-16,29-344,BRK,,SAC,L (-5),1,38.15,6.0,15.0,.400,3.0,7.0,.429,3,8,.375,0,3,3,7,2,1,2,3,18,13.2,-4,8.0,3.0,0.375,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
75,73,69,2023-03-19,29-347,BRK,,DEN,L (-6),1,27.05,3.0,6.0,.500,1.0,3.0,.333,1,1,1.000,0,2,2,11,1,0,2,1,8,11.9,-24,3.0,2.0,0.6666666666666666,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
76,74,70,2023-03-21,29-349,BRK,,CLE,L (-6),1,38.36666666666667,6.0,15.0,.400,1.0,5.0,.200,6,8,.750,1,4,5,11,0,0,2,1,19,17.3,+12,10.0,5.0,0.5,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
77,75,71,2023-03-23,29-351,BRK,,CLE,L (-2),1,42.11666666666667,9.0,15.0,.600,2.0,4.0,.500,5,6,.833,0,4,4,12,1,0,2,1,25,25.9,+9,11.0,7.0,0.6363636363636364,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
78,76,72,2023-03-25,29-353,BRK,@,MIA,W (+29),1,35.68333333333333,4.0,11.0,.364,2.0,5.0,.400,5,6,.833,1,6,7,9,1,0,2,3,15,15.1,+17,6.0,2.0,0.3333333333333333,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
79,77,73,2023-03-26,29-354,BRK,@,ORL,L (-13),1,29.133333333333333,0.0,11.0,.000,0.0,6.0,.000,2,2,1.000,0,3,3,5,1,0,2,3,2,-3.5,-2,5.0,0.0,0.0,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
80,78,74,2023-03-29,29-357,BRK,,HOU,W (+9),1,38.483333333333334,8.0,11.0,.727,3.0,4.0,.750,1,4,.250,0,4,4,11,1,0,1,3,20,22.0,+20,7.0,5.0,0.7142857142857143,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
81,79,75,2023-03-31,29-359,BRK,,ATL,W (+17),1,33.43333333333333,3.0,9.0,.333,1.0,3.0,.333,2,2,1.000,0,4,4,12,2,0,2,3,9,12.3,+21,6.0,2.0,0.3333333333333333,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
82,80,76,2023-04-02,29-361,BRK,,UTA,W (+1),1,34.5,5.0,13.0,.385,2.0,5.0,.400,5,6,.833,0,4,4,12,0,0,2,1,17,16.7,+4,8.0,3.0,0.375,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
84,81,77,2023-04-04,29-363,BRK,,MIN,L (-5),1,38.25,13.0,24.0,.542,3.0,9.0,.333,1,2,.500,0,3,3,6,0,1,0,2,30,23.0,-3,15.0,10.0,0.6666666666666666,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
85,82,78,2023-04-05,29-364,BRK,@,DET,W (+15),1,32.86666666666667,1.0,10.0,.100,0.0,4.0,.000,4,4,1.000,0,3,3,16,1,1,2,1,6,10.8,+15,6.0,1.0,0.1666666666666666,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
86,83,79,2023-04-07,30-001,BRK,,ORL,W (+17),1,35.516666666666666,2.0,11.0,.182,0.0,6.0,.000,2,2,1.000,1,6,7,14,1,0,1,3,6,10.2,+8,5.0,2.0,0.4,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
87,84,,2023-04-09,30-003,BRK,,PHI,L (-29),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,0,41,64,49,34,0,31,24,29,34,0,47,22,16,51,25,49,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.6119402985074627,0.9696969696969696,0.6447368421052632,0.7555555555555555,0.0,0.6595744680851063,0.5,0.6904761904761905,0.5666666666666667,0.0,0.7121212121212122,0.5945945945945946,0.5925925925925926,0.6538461538461539,0.625,0.6901408450704225,1.0
