Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,10.0,2022-11-11,25-179,SAC,LAL,0,12.7,4.0,6.0,.667,2.0,4.0,.500,2,2.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.0,10.7,-2,2.0,2.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,6.0,72.0,4.0,9.9,84.70000000000002,4.705555555555557,0.0435441503334006,W (+6),W (+6)
12.0,11.0,2022-11-13,25-181,SAC,GSW,0,17.616666666666667,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0,5.0,5.2,+14,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,8.0,75.0,4.166666666666667,5.2,89.30000000000001,4.961111111111112,0.0435441503334006,W (+7),W (+7)
13.0,12.0,2022-11-15,25-183,SAC,BRK,0,26.3,12.0,16.0,.750,7.0,10.0,.700,0,0.0,,0.0,9.0,9.0,4.0,3.0,1.0,0.0,3.0,31.0,32.6,+35,6.0,5.0,0.8333333333333334,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,32.0,80.0,4.444444444444445,32.599999999999994,96.3,5.35,0.0435441503334006,W (+32),W (+32)
14.0,13.0,2022-11-17,25-185,SAC,SAS,1,14.65,2.0,7.0,.286,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,5.0,1.5,+3,4.0,1.0,0.25,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,2.0,81.0,4.5,1.5,101.3,5.627777777777777,0.0435441503334006,W (+18),W (+18)
15.0,14.0,2022-11-20,25-188,SAC,DET,0,3.4166666666666665,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9,-5,2.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,82.0,4.555555555555555,0.9000000000000002,109.20000000000002,6.066666666666667,0.0435441503334006,W (+8),W (+8)
16.0,15.0,2022-11-22,25-190,SAC,MEM,0,9.416666666666666,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,-0.9,+6,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,63.0,3.5,-0.8999999999999997,76.10000000000001,4.227777777777778,0.0435441503334006,W (+4),W (+4)
17.0,16.0,2022-11-23,25-191,SAC,ATL,0,8.95,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,-1.1,-4,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,60.0,3.333333333333333,-1.1,69.3,3.85,0.0435441503334006,L (-9),L (-9)
18.0,17.0,2022-11-25,25-193,SAC,BOS,0,13.933333333333334,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,0.8,0,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,3.0,41.0,2.2777777777777777,0.7999999999999998,56.49999999999999,3.1388888888888884,0.0435441503334006,L (-18),L (-18)
19.0,18.0,2022-11-28,25-196,SAC,PHO,0,19.48333333333333,4.0,8.0,.500,3.0,5.0,.600,0,0.0,,1.0,7.0,8.0,1.0,0.0,0.0,1.0,4.0,11.0,7.9,+8,3.0,1.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,11.0,70.0,3.888888888888889,7.899999999999999,87.60000000000001,4.866666666666667,0.0435441503334006,L (-5),L (-5)
20.0,19.0,2022-11-30,25-198,SAC,IND,0,17.35,5.0,13.0,.385,3.0,8.0,.375,2,2.0,1.000,0.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,15.0,10.4,+7,5.0,2.0,0.4,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,7.0,86.0,4.777777777777778,9.599999999999996,92.7,5.15,0.0435441503334006,W (+23),W (+23)
21.0,20.0,2022-12-03,25-201,SAC,LAC,0,11.066666666666666,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,3.3,+7,3.0,1.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,4.0,82.0,4.555555555555555,3.299999999999999,96.09999999999998,5.338888888888888,0.0435441503334006,,
22.0,,2022-12-04,25-202,SAC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,75.0,4.166666666666667,0.0,81.60000000000001,4.533333333333334,0.0435441503334006,W (+27),W (+27)
23.0,,2022-12-07,25-205,SAC,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,62.0,3.4444444444444446,0.0,77.19999999999997,4.288888888888888,0.0435441503334006,W (+9),W (+9)
24.0,,2022-12-09,25-207,SAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,66.0,3.6666666666666665,0.0,77.79999999999997,4.32222222222222,0.0435441503334006,L (-13),L (-13)
25.0,21.0,2022-12-11,25-209,SAC,NYK,0,9.366666666666667,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,-1.8,-11,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,31.0,1.7222222222222223,-1.7999999999999998,54.49999999999999,3.027777777777777,0.0435441503334006,W (+11),W (+11)
26.0,22.0,2022-12-13,25-211,SAC,PHI,0,13.75,5.0,8.0,.625,2.0,5.0,.400,0,0.0,,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,12.0,7.4,-6,3.0,3.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,5.0,47.0,2.611111111111111,7.4,54.69999999999999,3.0388888888888883,0.0435441503334006,L (-13),L (-13)
27.0,23.0,2022-12-14,25-212,SAC,TOR,1,24.83333333333333,7.0,14.0,.500,5.0,12.0,.417,0,0.0,,1.0,2.0,3.0,2.0,0.0,1.0,4.0,3.0,19.0,10.2,+1,2.0,2.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,7.0,74.0,4.111111111111111,10.2,83.49999999999999,4.638888888888888,0.0435441503334006,L (-20),L (-20)
28.0,24.0,2022-12-16,25-214,SAC,DET,0,17.4,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,5.5,-13,2.0,2.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,3.0,71.0,3.9444444444444446,5.5,85.30000000000001,4.73888888888889,0.0435441503334006,W (+1),W (+1)
