Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,46.0,2023-02-24,25-284,SAC,LAC,0,13.866666666666667,2.0,5.0,.400,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,6.0,4.1,-11,2.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,4.0,105.0,5.833333333333333,4.099999999999999,139.50000000000003,7.750000000000002,0.0435441503334006,L (-11),L (-11)
60.0,47.0,2023-02-26,25-286,SAC,OKC,0,13.016666666666667,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,1.8,-9,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,2.0,82.0,4.555555555555555,1.7999999999999998,93.4,5.188888888888889,0.0435441503334006,W (+17),W (+17)
61.0,48.0,2023-02-28,25-288,SAC,OKC,0,9.633333333333333,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.9,-10,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-4.0,89.0,4.944444444444445,-3.9,96.1,5.338888888888889,0.0435441503334006,W (+1),W (+1)
62.0,49.0,2023-03-03,25-291,SAC,LAC,0,7.2,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-2,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-2.0,82.0,4.555555555555555,-1.4,96.4,5.355555555555556,0.0435441503334006,W (+9),W (+9)
63.0,50.0,2023-03-04,25-292,SAC,MIN,0,6.1,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.2,-1,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,3.0,71.0,3.9444444444444446,2.2,99.3,5.516666666666667,0.0435441503334006,,
64.0,51.0,2023-03-06,25-294,SAC,NOP,0,7.933333333333334,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-8,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,97.0,5.388888888888889,2.0,111.8,6.211111111111111,0.0435441503334006,W (+6),W (+6)
65.0,52.0,2023-03-09,25-297,SAC,NYK,0,5.4,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-2,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,0.0,77.0,4.277777777777778,-0.3999999999999999,94.7,5.261111111111111,0.0435441503334006,W (+1),W (+1)
66.0,,2023-03-11,25-299,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,50.0,2.7777777777777777,0.0,78.3,4.35,0.0435441503334006,L (-4),L (-4)
67.0,,2023-03-13,25-301,SAC,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,96.0,5.333333333333333,0.0,103.80000000000004,5.766666666666669,0.0435441503334006,W (+15),W (+15)
68.0,53.0,2023-03-15,25-303,SAC,CHI,0,4.583333333333333,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,-2,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,3.0,66.0,3.6666666666666665,2.0,76.39999999999998,4.244444444444444,0.0435441503334006,W (+5),W (+5)
69.0,54.0,2023-03-16,25-304,SAC,BRK,0,8.683333333333334,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.6,-1,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-1.0,56.0,3.111111111111111,-2.6,65.0,3.611111111111111,0.0435441503334006,W (+9),W (+9)
70.0,55.0,2023-03-18,25-306,SAC,WAS,0,29.45,8.0,13.0,.615,5.0,7.0,.714,0,1.0,.000,0.0,7.0,7.0,0.0,2.0,0.0,1.0,2.0,21.0,17.0,+18,6.0,3.0,0.5,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,15.0,90.0,5.0,17.000000000000004,97.9,5.438888888888889,0.0435441503334006,L (-9),L (-9)
71.0,56.0,2023-03-20,25-308,SAC,UTA,0,5.116666666666666,0.0,4.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.6,-13,2.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-6.0,81.0,4.5,-4.0,94.9,5.272222222222222,0.0435441503334006,W (+3),W (+3)
72.0,57.0,2023-03-21,25-309,SAC,BOS,0,20.75,4.0,9.0,.444,4.0,9.0,.444,0,1.0,.000,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,12.0,8.1,+7,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,6.0,57.0,3.1666666666666665,8.099999999999998,67.3,3.738888888888889,0.0435441503334006,W (+5),W (+5)
73.0,58.0,2023-03-24,25-312,SAC,PHO,0,4.133333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-5,0.0,0.0,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-1.0,87.0,4.833333333333333,-0.7,112.3,6.238888888888889,0.0435441503334006,W (+14),W (+14)
74.0,,2023-03-25,25-313,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,79.0,4.388888888888889,0.0,98.8,5.488888888888889,0.0435441503334006,L (-8),L (-8)
75.0,,2023-03-27,25-315,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,57.0,3.1666666666666665,0.0,75.10000000000002,4.172222222222223,0.0435441503334006,L (-23),L (-23)
76.0,59.0,2023-03-29,25-317,SAC,POR,0,5.983333333333333,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,4.6,+5,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,4.0,91.0,5.055555555555555,4.6,98.40000000000002,5.466666666666668,0.0435441503334006,W (+8),W (+8)
77.0,60.0,2023-03-31,25-319,SAC,POR,0,3.6666666666666665,3.0,3.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.1,,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,6.0,110.0,6.111111111111111,8.1,114.1,6.338888888888889,0.0435441503334006,W (+8),W (+8)
78.0,61.0,2023-04-02,25-321,SAC,SAS,0,16.766666666666666,5.0,11.0,.455,3.0,8.0,.375,2,2.0,1.000,1.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,15.0,9.1,+15,3.0,2.0,0.6666666666666666,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,5.0,60.0,3.333333333333333,8.3,88.2,4.9,0.0435441503334006,L (-4),L (-4)
79.0,62.0,2023-04-04,25-323,SAC,NOP,0,3.0166666666666666,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.6,-3,1.0,0.0,0.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,1.0,95.0,5.277777777777778,1.6,104.7,5.816666666666666,0.0435441503334006,W (+40),W (+40)
80.0,,2023-04-05,25-324,SAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,,82.0,4.555555555555555,0.0,91.59999999999998,5.088888888888888,0.0435441503334006,W (+24),W (+24)
81.0,63.0,2023-04-07,25-326,SAC,GSW,1,31.95,4.0,16.0,.250,2.0,10.0,.200,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,10.0,-1.4,-15,6.0,2.0,0.3333333333333333,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-5.0,47.0,2.611111111111111,-1.3999999999999997,59.2,3.288888888888889,0.0435441503334006,L (-8),L (-8)
82.0,64.0,2023-04-09,25-328,SAC,DEN,0,18.08333333333333,2.0,9.0,.222,1.0,8.0,.125,0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,-1.4,-18,1.0,1.0,1.0,21,2,54,62,57,63,64,62,15,57,24,59,29,5,13,32,57,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,74.0,0.8076923076923077,1.0,0.8181818181818182,0.775,0.7808219178082192,0.0,0.7974683544303798,0.7804878048780488,0.775,0.9375,0.76,0.6857142857142857,0.7662337662337663,0.90625,1.0,0.8125,0.7619047619047619,0.7702702702702703,16,12.0,36.0,0.4444444444444444,0.0,18,-5.0,63.0,3.5,-1.4000000000000004,71.1,3.95,0.0435441503334006,W (+18),W (+18)
