Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
16.0,,2022-11-22,29-038,SAC,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,63.0,3.5,0.0,75.2,4.177777777777778,0.0131339664578702,W (+4),W (+4)
17.0,,2022-11-23,29-039,SAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,60.0,3.333333333333333,0.0,68.19999999999999,3.788888888888888,0.0131339664578702,L (-9),L (-9)
18.0,10.0,2022-11-25,29-041,SAC,BOS,0,4.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+7,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,44.0,2.4444444444444446,0.0,57.29999999999998,3.183333333333332,0.0131339664578702,L (-18),L (-18)
19.0,,2022-11-28,29-044,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,81.0,4.5,0.0,95.5,5.305555555555555,0.0131339664578702,L (-5),L (-5)
20.0,11.0,2022-11-30,29-046,SAC,IND,0,7.466666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-9,1.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,-1.0,94.0,5.222222222222222,-1.5,103.8,5.766666666666667,0.0131339664578702,W (+23),W (+23)
21.0,12.0,2022-12-03,29-049,SAC,LAC,0,6.55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,86.0,4.777777777777778,-0.4,99.79999999999998,5.544444444444443,0.0131339664578702,,
22.0,,2022-12-04,29-050,SAC,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,75.0,4.166666666666667,0.0,81.60000000000001,4.533333333333334,0.0131339664578702,W (+27),W (+27)
23.0,13.0,2022-12-07,29-053,SAC,MIL,0,1.3,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+2,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,1.0,61.0,3.388888888888889,1.7,75.49999999999997,4.194444444444443,0.0131339664578702,W (+9),W (+9)
24.0,,2022-12-09,29-055,SAC,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,66.0,3.6666666666666665,0.0,77.79999999999997,4.32222222222222,0.0131339664578702,L (-13),L (-13)
25.0,,2022-12-11,29-057,SAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,32.0,1.7777777777777777,0.0,52.69999999999999,2.927777777777777,0.0131339664578702,W (+11),W (+11)
26.0,14.0,2022-12-13,29-059,SAC,PHI,0,6.183333333333334,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,6.7,+6,3.0,2.0,0.6666666666666666,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,6.0,46.0,2.555555555555556,6.699999999999998,55.39999999999999,3.077777777777777,0.0131339664578702,L (-13),L (-13)
27.0,15.0,2022-12-14,29-060,SAC,TOR,0,3.1333333333333333,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,+1,2.0,1.0,0.5,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,81.0,4.5,0.1999999999999999,93.5,5.194444444444445,0.0131339664578702,L (-20),L (-20)
28.0,16.0,2022-12-16,29-062,SAC,DET,0,3.1,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,-2,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,3.0,71.0,3.9444444444444446,2.7,88.10000000000001,4.894444444444445,0.0131339664578702,W (+1),W (+1)
