Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,,2023-02-24,29-132,SAC,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,109.0,6.055555555555555,0.0,143.60000000000002,7.977777777777779,0.0131339664578702,L (-11),L (-11)
60.0,,2023-02-26,29-134,SAC,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,84.0,4.666666666666667,0.0,95.2,5.288888888888889,0.0131339664578702,W (+17),W (+17)
61.0,35.0,2023-02-28,29-136,SAC,OKC,0,1.8666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,-10,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,-1.0,86.0,4.777777777777778,-1.4,93.6,5.199999999999999,0.0131339664578702,W (+1),W (+1)
62.0,,2023-03-03,29-139,SAC,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,80.0,4.444444444444445,0.0,95.0,5.277777777777778,0.0131339664578702,W (+9),W (+9)
63.0,,2023-03-04,29-140,SAC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,74.0,4.111111111111111,0.0,101.5,5.638888888888889,0.0131339664578702,,
64.0,,2023-03-06,29-142,SAC,NOP,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,98.0,5.444444444444445,0.0,113.8,6.322222222222222,0.0131339664578702,W (+6),W (+6)
65.0,,2023-03-09,29-145,SAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,77.0,4.277777777777778,0.0,94.29999999999998,5.238888888888888,0.0131339664578702,W (+1),W (+1)
66.0,,2023-03-11,29-147,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,50.0,2.7777777777777777,0.0,78.3,4.35,0.0131339664578702,L (-4),L (-4)
67.0,,2023-03-13,29-149,SAC,MIL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,96.0,5.333333333333333,0.0,103.80000000000004,5.766666666666669,0.0131339664578702,W (+15),W (+15)
68.0,,2023-03-15,29-151,SAC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,69.0,3.8333333333333335,0.0,78.39999999999998,4.355555555555554,0.0131339664578702,W (+5),W (+5)
69.0,,2023-03-16,29-152,SAC,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,55.0,3.055555555555556,0.0,62.400000000000006,3.466666666666667,0.0131339664578702,W (+9),W (+9)
70.0,,2023-03-18,29-154,SAC,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,105.0,5.833333333333333,0.0,114.9,6.383333333333334,0.0131339664578702,L (-9),L (-9)
71.0,,2023-03-20,29-156,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,75.0,4.166666666666667,0.0,90.9,5.050000000000001,0.0131339664578702,W (+3),W (+3)
72.0,36.0,2023-03-21,29-157,SAC,BOS,0,5.066666666666666,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,4.4,-2,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,4.0,59.0,3.2777777777777777,4.4,70.99999999999999,3.944444444444444,0.0131339664578702,W (+5),W (+5)
73.0,,2023-03-24,29-160,SAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,86.0,4.777777777777778,0.0,111.6,6.199999999999999,0.0131339664578702,W (+14),W (+14)
74.0,37.0,2023-03-25,29-161,SAC,UTA,0,3.55,0.0,3.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-6,3.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,-2.0,81.0,4.5,-1.7999999999999998,100.6,5.588888888888889,0.0131339664578702,L (-8),L (-8)
75.0,,2023-03-27,29-163,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,57.0,3.1666666666666665,0.0,75.10000000000002,4.172222222222223,0.0131339664578702,L (-23),L (-23)
76.0,38.0,2023-03-29,29-165,SAC,POR,0,5.983333333333333,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.9,+5,1.0,1.0,1.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,95.0,5.277777777777778,1.5,101.5,5.638888888888889,0.0131339664578702,W (+8),W (+8)
77.0,39.0,2023-03-31,29-167,SAC,POR,0,2.1166666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,116.0,6.444444444444445,0.0,122.2,6.788888888888889,0.0131339664578702,W (+8),W (+8)
78.0,,2023-04-02,29-169,SAC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,65.0,3.611111111111111,0.0,96.5,5.361111111111111,0.0131339664578702,L (-4),L (-4)
79.0,40.0,2023-04-04,29-171,SAC,NOP,0,3.0166666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-3,0.0,0.0,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,1.0,95.0,5.277777777777778,0.3,106.0,5.888888888888889,0.0131339664578702,W (+40),W (+40)
80.0,,2023-04-05,29-172,SAC,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,,82.0,4.555555555555555,0.0,91.59999999999998,5.088888888888888,0.0131339664578702,W (+24),W (+24)
81.0,41.0,2023-04-07,29-174,SAC,GSW,0,14.766666666666667,5.0,11.0,.455,1.0,1.0,1.000,0,0.0,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,11.0,8.7,+2,10.0,4.0,0.4,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,6.0,36.0,2.0,8.7,49.10000000000001,2.7277777777777783,0.0131339664578702,L (-8),L (-8)
82.0,42.0,2023-04-09,29-176,SAC,DEN,0,7.816666666666666,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-13,1.0,0.0,0.0,17,1,31,40,37,39,42,41,9,37,26,40,21,3,11,32,38,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,64.0,74.0,0.6538461538461539,0.5,0.4696969696969697,0.5,0.5068493150684932,0.0,0.4936708860759494,0.5121951219512195,0.5125,0.5625,0.4933333333333333,0.7428571428571429,0.5194805194805194,0.65625,0.6,0.6875,0.5,0.5135135135135135,8,12.0,36.0,0.2222222222222222,0.0,18,0.0,58.0,3.2222222222222223,-0.7999999999999999,70.49999999999999,3.916666666666666,0.0131339664578702,W (+18),W (+18)
