Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,45.0,2023-01-28,25-039,SAC,MIN,1.0,34.75,10.0,24.0,0.417,1.0,7.0,0.143,8.0,10.0,0.8,0.0,3.0,3.0,6.0,2.0,0.0,0.0,5.0,29.0,20.5,-7.0,17.0,9.0,0.5294117647058824,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,41.0,2.2777777777777777,17.299999999999997,54.2,3.011111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+33),W (+33)
49.0,46.0,2023-01-30,25-041,SAC,MIN,1.0,41.016666666666666,13.0,27.0,0.481,2.0,4.0,0.5,4.0,5.0,0.8,0.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,32.0,22.1,2.0,23.0,11.0,0.4782608695652174,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,10.0,63.0,3.5,20.500000000000004,67.9,3.772222222222223,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-18),L (-18)
50.0,47.0,2023-02-01,25-043,SAC,SAS,1.0,38.333333333333336,13.0,23.0,0.565,2.0,4.0,0.5,3.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,1.0,1.0,3.0,31.0,29.6,17.0,19.0,11.0,0.5789473684210527,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,20.0,53.0,2.9444444444444446,28.40000000000001,67.19999999999997,3.733333333333332,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-7),L (-7)
51.0,,2023-02-03,25-045,SAC,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+7),W (+7)
52.0,,2023-02-05,25-047,SAC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,52.0,2.888888888888889,0.0,67.1,3.7277777777777774,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+10),W (+10)
53.0,48.0,2023-02-06,25-048,SAC,HOU,1.0,29.3,5.0,12.0,0.417,0.0,1.0,0.0,6.0,9.0,0.667,1.0,3.0,4.0,8.0,2.0,1.0,4.0,3.0,16.0,13.1,13.0,11.0,5.0,0.4545454545454545,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,103.0,5.722222222222222,10.699999999999996,113.5,6.305555555555555,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-3),L (-3)
54.0,49.0,2023-02-08,25-050,SAC,HOU,1.0,37.56666666666667,11.0,23.0,0.478,0.0,3.0,0.0,9.0,10.0,0.9,1.0,4.0,5.0,11.0,2.0,0.0,3.0,2.0,31.0,26.7,-4.0,20.0,11.0,0.55,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,13.0,60.0,3.333333333333333,23.1,80.29999999999998,4.46111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-32),L (-32)
55.0,50.0,2023-02-10,25-052,SAC,DAL,1.0,38.6,10.0,16.0,0.625,1.0,5.0,0.2,12.0,14.0,0.857,0.0,6.0,6.0,5.0,0.0,1.0,3.0,4.0,33.0,26.4,7.0,11.0,9.0,0.8181818181818182,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,12.0,49.0,2.7222222222222223,21.6,56.09999999999998,3.1166666666666654,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+20),W (+20)
56.0,51.0,2023-02-11,25-053,SAC,DAL,1.0,41.5,12.0,23.0,0.522,0.0,4.0,0.0,12.0,14.0,0.857,1.0,3.0,4.0,5.0,2.0,0.0,4.0,0.0,36.0,27.0,4.0,19.0,12.0,0.631578947368421,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,76.0,4.222222222222222,22.2,81.2,4.511111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+2),W (+2)
57.0,52.0,2023-02-14,25-056,SAC,PHO,1.0,38.43333333333333,12.0,22.0,0.545,4.0,7.0,0.571,7.0,8.0,0.875,2.0,2.0,4.0,4.0,1.0,0.0,5.0,3.0,35.0,23.6,3.0,15.0,8.0,0.5333333333333333,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,9.0,49.0,2.7222222222222223,20.8,53.000000000000014,2.944444444444445,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-8),L (-8)
58.0,53.0,2023-02-23,25-065,SAC,POR,1.0,25.683333333333334,11.0,15.0,0.733,2.0,4.0,0.5,7.0,8.0,0.875,0.0,3.0,3.0,3.0,1.0,0.0,4.0,1.0,31.0,24.1,3.0,11.0,9.0,0.8181818181818182,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,81.0,4.5,21.3,86.79999999999998,4.822222222222221,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+5),W (+5)
59.0,54.0,2023-02-24,25-066,SAC,LAC,1.0,45.03333333333333,17.0,27.0,0.63,2.0,4.0,0.5,6.0,11.0,0.545,0.0,5.0,5.0,12.0,5.0,0.0,3.0,3.0,42.0,38.6,-2.0,23.0,15.0,0.6521739130434783,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,23.0,86.0,4.777777777777778,36.2,107.39999999999998,5.966666666666665,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-11),L (-11)
60.0,55.0,2023-02-26,25-068,SAC,OKC,1.0,36.8,11.0,19.0,0.579,3.0,9.0,0.333,8.0,12.0,0.667,1.0,2.0,3.0,8.0,2.0,0.0,2.0,3.0,33.0,28.2,10.0,10.0,8.0,0.8,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,13.0,71.0,3.9444444444444446,25.000000000000007,70.19999999999999,3.9,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+17),W (+17)
61.0,,2023-02-28,25-070,SAC,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,85.0,4.722222222222222,0.0,92.2,5.122222222222223,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+1),W (+1)
62.0,56.0,2023-03-03,25-073,SAC,LAC,1.0,34.0,12.0,22.0,0.545,1.0,5.0,0.2,8.0,8.0,1.0,3.0,4.0,7.0,7.0,1.0,0.0,2.0,3.0,33.0,28.4,-13.0,17.0,11.0,0.6470588235294118,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,16.0,64.0,3.555555555555556,25.200000000000003,69.79999999999998,3.877777777777777,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+9),W (+9)
63.0,57.0,2023-03-04,25-074,SAC,MIN,1.0,36.65,10.0,22.0,0.455,0.0,2.0,0.0,5.0,7.0,0.714,0.0,2.0,2.0,7.0,1.0,0.0,3.0,3.0,25.0,15.1,3.0,20.0,10.0,0.5,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,3.0,71.0,3.9444444444444446,13.1,88.4,4.911111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,,
64.0,,2023-03-06,25-076,SAC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,98.0,5.444444444444445,0.0,113.8,6.322222222222222,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+6),W (+6)
65.0,58.0,2023-03-09,25-079,SAC,NYK,1.0,30.766666666666666,9.0,16.0,0.563,1.0,4.0,0.25,4.0,7.0,0.571,0.0,3.0,3.0,7.0,4.0,0.0,3.0,4.0,23.0,19.4,7.0,12.0,8.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,66.0,3.6666666666666665,17.799999999999997,76.49999999999999,4.249999999999999,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+1),W (+1)
66.0,59.0,2023-03-11,25-081,SAC,PHO,1.0,33.56666666666667,8.0,22.0,0.364,2.0,6.0,0.333,0.0,2.0,0.0,0.0,4.0,4.0,6.0,2.0,0.0,1.0,3.0,18.0,10.2,2.0,16.0,6.0,0.375,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,5.0,45.0,2.5,10.2,68.1,3.783333333333333,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-4),L (-4)
67.0,60.0,2023-03-13,25-083,SAC,MIL,1.0,36.56666666666667,13.0,23.0,0.565,5.0,12.0,0.417,4.0,6.0,0.667,2.0,6.0,8.0,3.0,2.0,1.0,3.0,1.0,35.0,27.9,4.0,11.0,8.0,0.7272727272727273,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,17.0,79.0,4.388888888888889,26.30000000000001,77.5,4.305555555555555,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+15),W (+15)
68.0,61.0,2023-03-15,25-085,SAC,CHI,1.0,32.95,12.0,17.0,0.706,4.0,6.0,0.667,4.0,5.0,0.8,0.0,3.0,3.0,1.0,2.0,0.0,5.0,3.0,32.0,21.9,5.0,11.0,8.0,0.7272727272727273,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,11.0,58.0,3.2222222222222223,20.3,58.09999999999998,3.2277777777777765,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+5),W (+5)
69.0,62.0,2023-03-16,25-086,SAC,BRK,1.0,35.05,5.0,16.0,0.313,2.0,8.0,0.25,6.0,10.0,0.6,1.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,18.0,12.9,2.0,8.0,3.0,0.375,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,3.0,52.0,2.888888888888889,10.5,51.89999999999999,2.883333333333333,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+9),W (+9)
70.0,63.0,2023-03-18,25-088,SAC,WAS,1.0,26.35,6.0,12.0,0.5,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,12.0,9.6,-11.0,10.0,6.0,0.6,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,6.0,99.0,5.5,9.599999999999998,105.3,5.85,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-9),L (-9)
71.0,64.0,2023-03-20,25-090,SAC,UTA,1.0,35.61666666666667,14.0,21.0,0.667,6.0,9.0,0.667,3.0,4.0,0.75,0.0,4.0,4.0,7.0,1.0,0.0,1.0,4.0,37.0,32.0,-3.0,12.0,8.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,23.0,52.0,2.888888888888889,30.8,60.1,3.338888888888889,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+3),W (+3)
72.0,65.0,2023-03-21,25-091,SAC,BOS,1.0,28.566666666666663,6.0,11.0,0.545,2.0,5.0,0.4,4.0,5.0,0.8,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,18.0,12.9,-34.0,6.0,4.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,5.0,58.0,3.2222222222222223,11.299999999999995,64.1,3.561111111111111,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+5),W (+5)
73.0,66.0,2023-03-24,25-094,SAC,PHO,1.0,20.75,7.0,15.0,0.467,1.0,6.0,0.167,4.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,19.0,10.9,3.0,9.0,6.0,0.6666666666666666,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,2.0,84.0,4.666666666666667,9.299999999999995,102.3,5.683333333333334,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,W (+14),W (+14)
74.0,,2023-03-25,25-095,SAC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,,79.0,4.388888888888889,0.0,98.8,5.488888888888889,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-8),L (-8)
75.0,67.0,2023-03-27,25-097,SAC,MIN,1.0,35.15,10.0,20.0,0.5,1.0,6.0,0.167,8.0,10.0,0.8,0.0,4.0,4.0,6.0,0.0,1.0,1.0,1.0,29.0,22.9,-1.0,14.0,9.0,0.6428571428571429,24,2,58,71,71,73,71,13,67,33,69,24,5,16,37,57,65,26.0,2.0,66.0,80.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.9230769230769232,1.0,0.8787878787878788,0.8875,0.0,0.8987341772151899,0.8902439024390244,0.8875,0.8125,0.8933333333333333,0.9428571428571428,0.8961038961038961,0.75,1.0,1.0,0.8809523809523809,0.890625,0.8783783783783784,18,12.0,36.0,0.5,0.0,18,9.0,48.0,2.6666666666666665,19.70000000000001,55.4,3.077777777777777,21.8,7.4,2.5,3.4,-0.9,0.1844817134774702,0.599,0.276,0.331,2.7,5.5,L (-23),L (-23)
