Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,,2023-01-30,20-021,ORL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,77.0,4.277777777777778,0.0,85.1,4.727777777777778,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-5),L (-5)
52.0,,2023-02-01,20-023,ORL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,54.0,3.0,0.0,52.1,2.8944444444444444,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-19),L (-19)
53.0,,2023-02-03,20-025,ORL,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,64.0,3.555555555555556,0.0,83.89999999999999,4.661111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+10),W (+10)
54.0,31.0,2023-02-05,20-027,ORL,CHO,0,12.066666666666666,3.0,4.0,.750,2.0,2.0,1.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,4.6,+4,2.0,1.0,0.5,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,81.0,4.5,4.6,83.99999999999999,4.666666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-11),L (-11)
55.0,,2023-02-07,20-029,ORL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,72.0,4.0,0.0,68.1,3.783333333333333,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+7),W (+7)
56.0,32.0,2023-02-09,20-031,ORL,DEN,0,16.283333333333335,3.0,4.0,.750,1.0,2.0,.500,0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,7.4,+19,2.0,2.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,6.0,101.0,5.611111111111111,7.399999999999999,87.60000000000001,4.866666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+6),W (+6)
57.0,,2023-02-11,20-033,ORL,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,67.0,3.7222222222222223,0.0,68.99999999999999,3.8333333333333326,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-4),L (-4)
58.0,33.0,2023-02-13,20-035,ORL,CHI,0,13.016666666666667,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,2.1,-2,3.0,1.0,0.3333333333333333,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,74.0,4.111111111111111,2.1,68.59999999999998,3.81111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+11),W (+11)
59.0,34.0,2023-02-14,20-036,ORL,TOR,0,11.816666666666666,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,3.9,-3,2.0,1.0,0.5,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,3.0,62.0,3.4444444444444446,3.9,73.39999999999999,4.0777777777777775,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-4),L (-4)
60.0,,2023-02-23,20-045,ORL,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,79.0,4.388888888888889,0.0,83.8,4.655555555555555,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+9),W (+9)
61.0,,2023-02-25,20-047,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,51.0,2.833333333333333,0.0,59.7,3.316666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-10),L (-10)
62.0,,2023-02-27,20-049,ORL,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+2),W (+2)
63.0,35.0,2023-03-01,20-051,ORL,MIL,0,4.466666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,+1,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,65.0,3.611111111111111,0.3,75.4,4.188888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,,
64.0,36.0,2023-03-03,20-053,ORL,CHO,0,8.733333333333333,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9,-9,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,0.0,81.0,4.5,0.9000000000000002,87.39999999999999,4.855555555555555,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-13),L (-13)
65.0,37.0,2023-03-05,20-055,ORL,POR,0,15.616666666666667,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,-4,1.0,0.0,0.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,88.0,4.888888888888889,1.5,98.29999999999998,5.46111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+8),W (+8)
66.0,38.0,2023-03-07,20-057,ORL,MIL,0,22.25,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,+5,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,50.0,2.7777777777777777,1.5,71.39999999999999,3.9666666666666655,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-22),L (-22)
67.0,,2023-03-09,20-059,ORL,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,70.0,3.888888888888889,0.0,85.30000000000001,4.73888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+11),W (+11)
68.0,39.0,2023-03-11,20-061,ORL,MIA,0,0.5333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,0.0,116.0,6.444444444444445,0.0,104.9,5.827777777777778,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-3),L (-3)
69.0,40.0,2023-03-14,20-064,ORL,SAS,0,1.7666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,0.0,76.0,4.222222222222222,0.0,85.8,4.766666666666667,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-11),L (-11)
70.0,,2023-03-16,20-066,ORL,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,78.0,4.333333333333333,0.0,79.09999999999998,4.394444444444443,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-7),L (-7)
71.0,41.0,2023-03-18,20-068,ORL,LAC,0,15.833333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1,-1,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,79.0,4.388888888888889,0.1,89.90000000000002,4.994444444444445,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+12),W (+12)
72.0,42.0,2023-03-19,20-069,ORL,LAL,0,14.216666666666669,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.8,-14,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,65.0,3.611111111111111,-1.8,65.90000000000002,3.661111111111112,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-18),L (-18)
73.0,43.0,2023-03-21,20-071,ORL,WAS,0,14.1,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-0.9,+5,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,114.0,6.333333333333333,-0.9000000000000001,99.0,5.5,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-3),L (-3)
74.0,44.0,2023-03-23,20-073,ORL,NYK,0,24.83333333333333,3.0,7.0,.429,2.0,5.0,.400,0,0.0,,2.0,3.0,5.0,1.0,0.0,2.0,2.0,1.0,8.0,6.3,+9,2.0,1.0,0.5,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,7.0,74.0,4.111111111111111,6.299999999999999,72.1,4.005555555555556,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+5),W (+5)
75.0,45.0,2023-03-26,20-076,ORL,BRK,0,22.28333333333333,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.1,-2,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-2.0,118.0,6.555555555555555,-2.1,112.79999999999998,6.266666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-6),L (-6)
76.0,46.0,2023-03-28,20-078,ORL,MEM,0,8.733333333333333,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-10,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-3.0,64.0,3.555555555555556,-2.1,65.1,3.616666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+10),W (+10)
