Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,7.0,2022-11-07,19-302,ORL,HOU,0,9.25,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-5,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,1.0,58.0,3.2222222222222223,0.7,60.1,3.338888888888889,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-7),L (-7)
12.0,8.0,2022-11-09,19-304,ORL,DAL,0,26.416666666666668,3.0,5.0,.600,1.0,2.0,.500,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,6.6,+10,3.0,2.0,0.6666666666666666,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,49.0,2.7222222222222223,6.199999999999998,41.9,2.327777777777777,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+7),W (+7)
13.0,9.0,2022-11-11,19-306,ORL,PHO,0,19.266666666666666,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.3,-1,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,3.0,61.0,3.388888888888889,2.3,60.49999999999999,3.3611111111111107,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+17),W (+17)
14.0,10.0,2022-11-14,19-309,ORL,CHO,0,15.333333333333334,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,6.0,5.6,+8,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,6.0,48.0,2.6666666666666665,5.599999999999998,44.2,2.455555555555556,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-7),L (-7)
15.0,11.0,2022-11-16,19-311,ORL,MIN,0,22.316666666666663,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,+3,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,4.0,67.0,3.7222222222222223,2.5,61.8,3.433333333333333,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-18),L (-18)
16.0,,2022-11-18,19-313,ORL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,,77.0,4.277777777777778,0.0,60.59999999999999,3.366666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,W (+1),W (+1)
17.0,12.0,2022-11-19,19-314,ORL,IND,0,18.516666666666666,0.0,4.0,.000,0.0,1.0,.000,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,-0.7,-4,3.0,0.0,0.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,-1.0,56.0,3.111111111111111,-1.4999999999999998,61.90000000000001,3.4388888888888896,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-1),L (-1)
18.0,13.0,2022-11-21,19-316,ORL,IND,0,12.616666666666667,1.0,1.0,1.000,1.0,1.0,1.000,1,2.0,.500,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.5,-9,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,28.0,1.5555555555555556,2.1000000000000005,37.3,2.072222222222222,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-21),L (-21)
19.0,14.0,2022-11-25,19-320,ORL,PHI,0,14.083333333333334,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,6.0,0,2.0,2.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,5.0,46.0,2.555555555555556,6.000000000000001,53.2,2.955555555555556,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-8),L (-8)
20.0,15.0,2022-11-27,19-322,ORL,PHI,0,26.15,4.0,8.0,.500,4.0,8.0,.500,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,12.0,10.6,-24,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,9.0,43.0,2.388888888888889,10.6,46.49999999999999,2.583333333333333,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-30),L (-30)
21.0,16.0,2022-11-28,19-323,ORL,BRK,1,30.866666666666667,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,-7,1.0,0.0,0.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,8.0,58.0,3.2222222222222223,4.0,71.39999999999999,3.9666666666666655,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,,
22.0,17.0,2022-11-30,19-325,ORL,ATL,0,15.35,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,6.6,-2,1.0,1.0,1.0,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,9.0,49.0,2.7222222222222223,6.6,54.2,3.011111111111111,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-7),L (-7)
23.0,18.0,2022-12-02,19-327,ORL,CLE,0,19.133333333333333,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.5,-5,0.0,0.0,,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,2.0,60.0,3.333333333333333,1.5000000000000004,65.1,3.616666666666666,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-17),L (-17)
24.0,19.0,2022-12-03,19-328,ORL,TOR,0,24.666666666666668,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,8.0,4.3,+11,4.0,1.0,0.25,24,40,22,32,49,28,31,3,22,34,4,22,31,42,19,26,35,37.0,70.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.5714285714285714,0.8148148148148148,0.5333333333333333,0.6125,0.5833333333333334,0.5849056603773585,0.0,0.2727272727272727,0.6470588235294118,0.5666666666666667,1.0,0.4489795918367347,0.543859649122807,0.5833333333333334,0.4042553191489361,0.4126984126984127,0.6140350877192983,13,82.0,38.0,0.3421052631578947,0.0,18,5.0,27.0,1.5,4.299999999999999,46.1,2.561111111111112,6.2,0.7,-4.0,-3.1,-0.9,0.0211252189141856,0.508,0.747,0.099,-0.4,0.1,L (-11),L (-11)
