Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,21-072,ORL,HOU,1.0,32.8,9.0,12.0,0.75,3.0,4.0,0.75,2.0,2.0,1.0,2.0,3.0,5.0,7.0,0.0,0.0,2.0,2.0,23.0,22.6,2.0,8.0,6.0,0.75,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,19.0,40.0,2.2222222222222223,21.8,39.0,2.1666666666666665,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-7),L (-7)
12.0,12.0,2022-11-09,21-074,ORL,DAL,1.0,33.11666666666667,9.0,17.0,0.529,0.0,3.0,0.0,4.0,4.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,2.0,22.0,15.0,13.0,14.0,9.0,0.6428571428571429,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,7.0,46.0,2.555555555555556,13.4,34.7,1.927777777777778,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,W (+7),W (+7)
13.0,13.0,2022-11-11,21-076,ORL,PHO,1.0,30.666666666666668,7.0,15.0,0.467,0.0,3.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,3.0,0.0,0.0,2.0,3.0,17.0,10.0,5.0,12.0,7.0,0.5833333333333334,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,5.0,59.0,3.2777777777777777,8.8,53.99999999999999,3.0,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,W (+17),W (+17)
14.0,14.0,2022-11-14,21-079,ORL,CHO,1.0,33.583333333333336,9.0,17.0,0.529,1.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,6.0,3.0,0.0,0.0,3.0,2.0,23.0,15.2,-11.0,16.0,8.0,0.5,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,8.0,46.0,2.555555555555556,13.599999999999998,36.2,2.011111111111111,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-7),L (-7)
15.0,15.0,2022-11-16,21-081,ORL,MIN,1.0,34.88333333333333,7.0,17.0,0.412,1.0,1.0,1.0,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,1.0,2.0,3.0,18.0,11.0,-25.0,16.0,6.0,0.375,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,6.0,65.0,3.611111111111111,9.8,54.49999999999999,3.027777777777777,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-18),L (-18)
16.0,16.0,2022-11-18,21-083,ORL,CHI,1.0,33.11666666666667,5.0,9.0,0.556,2.0,3.0,0.667,8.0,9.0,0.889,0.0,3.0,3.0,8.0,1.0,0.0,3.0,6.0,20.0,17.4,11.0,6.0,3.0,0.5,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,11.0,66.0,3.6666666666666665,14.199999999999996,46.39999999999999,2.577777777777777,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,W (+1),W (+1)
17.0,17.0,2022-11-19,21-084,ORL,IND,1.0,30.716666666666665,9.0,17.0,0.529,5.0,9.0,0.556,6.0,6.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,2.0,3.0,29.0,22.1,-4.0,8.0,4.0,0.5,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,13.0,42.0,2.333333333333333,19.700000000000006,40.7,2.261111111111111,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-1),L (-1)
18.0,18.0,2022-11-21,21-086,ORL,IND,1.0,30.55,6.0,11.0,0.545,0.0,1.0,0.0,8.0,10.0,0.8,0.0,6.0,6.0,3.0,1.0,0.0,3.0,5.0,20.0,13.8,-16.0,10.0,6.0,0.6,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,6.0,24.0,1.3333333333333333,10.599999999999998,28.8,1.6,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-21),L (-21)
19.0,19.0,2022-11-25,21-090,ORL,PHI,1.0,36.23333333333333,7.0,12.0,0.583,1.0,5.0,0.2,9.0,10.0,0.9,1.0,3.0,4.0,1.0,1.0,0.0,2.0,2.0,24.0,18.5,-8.0,7.0,6.0,0.8571428571428571,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,6.0,45.0,2.5,14.9,44.30000000000001,2.461111111111112,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-8),L (-8)
20.0,20.0,2022-11-27,21-092,ORL,PHI,1.0,26.766666666666666,6.0,11.0,0.545,1.0,4.0,0.25,4.0,5.0,0.8,0.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,17.0,11.9,-15.0,7.0,5.0,0.7142857142857143,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,5.0,47.0,2.611111111111111,10.299999999999995,46.8,2.6,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-30),L (-30)
21.0,21.0,2022-11-28,21-093,ORL,BRK,1.0,30.716666666666665,8.0,16.0,0.5,3.0,6.0,0.5,2.0,3.0,0.667,2.0,0.0,2.0,2.0,2.0,0.0,4.0,5.0,21.0,11.4,-13.0,10.0,5.0,0.5,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,4.0,62.0,3.4444444444444446,10.599999999999998,64.8,3.6,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,,
22.0,22.0,2022-11-30,21-095,ORL,ATL,1.0,31.9,8.0,17.0,0.471,2.0,6.0,0.333,4.0,4.0,1.0,1.0,5.0,6.0,3.0,0.0,0.0,4.0,2.0,22.0,12.8,-4.0,11.0,6.0,0.5454545454545454,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,6.0,52.0,2.888888888888889,11.2,49.6,2.7555555555555555,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-7),L (-7)
23.0,23.0,2022-12-02,21-097,ORL,CLE,1.0,38.31666666666667,6.0,17.0,0.353,2.0,4.0,0.5,2.0,3.0,0.667,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,16.0,6.0,4.0,13.0,4.0,0.3076923076923077,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,-1.0,63.0,3.5,5.200000000000004,61.4,3.411111111111111,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-17),L (-17)
24.0,24.0,2022-12-03,21-098,ORL,TOR,1.0,22.48333333333333,4.0,8.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,9.0,4.6,-31.0,5.0,3.0,0.6,36,69,49,26,59,47,52,11,33,59,4,39,56,71,26,41,56,37.0,70.0,51.0,27.0,60.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.972972972972973,0.9857142857142858,0.9607843137254902,0.9629629629629628,0.9833333333333332,0.9791666666666666,0.981132075471698,0.0,1.0,0.9705882352941176,0.9833333333333332,1.0,0.7959183673469388,0.9824561403508772,0.9861111111111112,0.5531914893617021,0.6507936507936508,0.9824561403508772,16,82.0,38.0,0.4210526315789473,0.0,18,2.0,30.0,1.6666666666666667,4.6,45.8,2.5444444444444443,15.9,5.4,-0.1,0.4,-0.5,0.1625437828371278,0.589,0.322,0.288,1.3,3.1,L (-11),L (-11)
