Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,25-195,ORL,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,59.0,3.2777777777777777,0.0,60.8,3.3777777777777778,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-7),L (-7)
12.0,,2022-11-09,25-197,ORL,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,53.0,2.9444444444444446,0.0,48.1,2.6722222222222225,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+7),W (+7)
13.0,,2022-11-11,25-199,ORL,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,64.0,3.555555555555556,0.0,62.8,3.488888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+17),W (+17)
14.0,,2022-11-14,25-202,ORL,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,54.0,3.0,0.0,49.8,2.7666666666666666,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-7),L (-7)
15.0,,2022-11-16,25-204,ORL,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,71.0,3.9444444444444446,0.0,64.3,3.572222222222222,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-18),L (-18)
16.0,,2022-11-18,25-206,ORL,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,77.0,4.277777777777778,0.0,60.59999999999999,3.366666666666666,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,W (+1),W (+1)
17.0,,2022-11-19,25-207,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,55.0,3.055555555555556,0.0,60.40000000000001,3.355555555555556,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-1),L (-1)
18.0,,2022-11-21,25-209,ORL,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,,30.0,1.6666666666666667,0.0,39.4,2.1888888888888887,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-21),L (-21)
19.0,1.0,2022-11-25,25-213,ORL,PHI,0,16.766666666666666,2.0,8.0,.250,1.0,6.0,.167,2,2.0,1.000,1.0,4.0,5.0,0.0,1.0,0.0,1.0,3.0,7.0,2.9,+1,2.0,1.0,0.5,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,2.0,49.0,2.7222222222222223,2.1,57.1,3.1722222222222225,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-8),L (-8)
20.0,2.0,2022-11-27,25-215,ORL,PHI,0,26.416666666666668,3.0,7.0,.429,1.0,5.0,.200,5,6.0,.833,3.0,3.0,6.0,4.0,1.0,0.0,4.0,5.0,12.0,8.7,-14,2.0,2.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,6.0,46.0,2.555555555555556,6.700000000000001,50.4,2.8,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-30),L (-30)
21.0,3.0,2022-11-28,25-216,ORL,BRK,0,11.116666666666667,0.0,2.0,.000,0.0,2.0,.000,2,2.0,1.000,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.8,-3,0.0,0.0,,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,4.0,62.0,3.4444444444444446,2.0000000000000004,73.39999999999999,4.0777777777777775,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,,
22.0,4.0,2022-11-30,25-218,ORL,ATL,0,25.98333333333333,3.0,5.0,.600,0.0,2.0,.000,3,4.0,.750,0.0,6.0,6.0,8.0,0.0,1.0,1.0,3.0,9.0,12.2,-4,3.0,3.0,1.0,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,14.0,44.0,2.4444444444444446,11.0,49.8,2.7666666666666666,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-7),L (-7)
23.0,5.0,2022-12-02,25-220,ORL,CLE,1,35.6,7.0,12.0,.583,1.0,4.0,.250,1,2.0,.500,5.0,4.0,9.0,1.0,0.0,0.0,3.0,5.0,16.0,10.4,-4,8.0,6.0,0.75,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,9.0,53.0,2.9444444444444446,10.0,56.6,3.1444444444444444,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-17),L (-17)
24.0,6.0,2022-12-03,25-221,ORL,TOR,1,21.933333333333334,2.0,7.0,.286,0.0,1.0,.000,1,2.0,.500,0.0,4.0,4.0,0.0,1.0,1.0,3.0,3.0,5.0,-0.8,-28,6.0,2.0,0.3333333333333333,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,-1.0,33.0,1.8333333333333333,-1.2000000000000002,51.60000000000001,2.866666666666667,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-11),L (-11)
25.0,7.0,2022-12-05,25-223,ORL,MIL,1,31.716666666666665,7.0,10.0,.700,0.0,2.0,.000,5,5.0,1.000,3.0,9.0,12.0,4.0,1.0,0.0,2.0,6.0,19.0,19.0,+8,8.0,7.0,0.875,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,19.0,41.0,2.2777777777777777,17.0,46.6,2.588888888888889,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-13),L (-13)
26.0,8.0,2022-12-07,25-225,ORL,LAC,1,35.85,7.0,13.0,.538,1.0,4.0,.250,5,5.0,1.000,4.0,9.0,13.0,3.0,2.0,1.0,2.0,4.0,20.0,20.4,-12,9.0,6.0,0.6666666666666666,24,47,31,7,51,56,42,37,11,16,53,3,21,56,11,22,37,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,72.0,47.0,63.0,57.0,0.6486486486486487,0.6714285714285714,0.6078431372549019,0.2592592592592592,0.85,0.7,0.875,0.6981132075471698,0.0,1.0,0.4705882352941176,0.8833333333333333,0.75,0.4285714285714285,0.7777777777777778,0.2340425531914893,0.3492063492063492,0.6491228070175439,15,82.0,38.0,0.3947368421052631,0.0,18,19.0,54.0,3.0,18.4,63.5,3.5277777777777777,17.4,3.4,0.6,0.4,0.2,0.0656742556917688,0.63,0.412,0.46,0.7,2.1,L (-7),L (-7)
