Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,22-356,ORL,HOU,1,20.58333333333333,2.0,5.0,.400,0.0,1.0,.000,5,5.0,1.000,0.0,3.0,3.0,0.0,1.0,1.0,3.0,0.0,9.0,5.9,-1,4.0,2.0,0.5,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,1.0,58.0,3.2222222222222223,3.9,56.9,3.161111111111111,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-7),L (-7)
12.0,12.0,2022-11-09,22-358,ORL,DAL,1,25.216666666666665,4.0,6.0,.667,2.0,2.0,1.000,1,2.0,.500,0.0,7.0,7.0,0.0,0.0,1.0,2.0,1.0,11.0,8.4,-3,4.0,2.0,0.5,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,9.0,44.0,2.4444444444444446,7.999999999999998,40.1,2.227777777777778,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+7),W (+7)
13.0,13.0,2022-11-11,22-360,ORL,PHO,1,30.9,5.0,8.0,.625,3.0,3.0,1.000,0,0.0,,0.0,15.0,15.0,1.0,0.0,0.0,3.0,1.0,13.0,11.2,+15,5.0,2.0,0.4,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,18.0,46.0,2.555555555555556,11.2,51.6,2.8666666666666667,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+17),W (+17)
14.0,14.0,2022-11-14,22-363,ORL,CHO,1,30.7,5.0,13.0,.385,2.0,6.0,.333,2,2.0,1.000,3.0,6.0,9.0,2.0,0.0,2.0,6.0,1.0,14.0,7.2,-14,7.0,3.0,0.4285714285714285,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,6.0,48.0,2.6666666666666665,6.399999999999999,43.39999999999999,2.4111111111111105,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-7),L (-7)
15.0,15.0,2022-11-16,23-000,ORL,MIN,1,34.75,12.0,21.0,.571,0.0,4.0,.000,2,2.0,1.000,3.0,9.0,12.0,1.0,1.0,3.0,4.0,2.0,26.0,19.9,-22,17.0,12.0,0.7058823529411765,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,16.0,55.0,3.055555555555556,19.100000000000005,45.19999999999999,2.51111111111111,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-18),L (-18)
16.0,16.0,2022-11-18,23-002,ORL,CHI,1,30.58333333333333,6.0,10.0,.600,0.0,0.0,,3,3.0,1.000,2.0,8.0,10.0,0.0,0.0,2.0,0.0,2.0,15.0,14.8,+1,10.0,6.0,0.6,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,14.0,63.0,3.5,13.599999999999994,46.99999999999999,2.6111111111111107,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,W (+1),W (+1)
17.0,17.0,2022-11-19,23-003,ORL,IND,1,33.63333333333333,9.0,15.0,.600,2.0,3.0,.667,2,4.0,.500,3.0,8.0,11.0,0.0,0.0,2.0,0.0,1.0,22.0,19.8,+3,12.0,7.0,0.5833333333333334,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,16.0,39.0,2.1666666666666665,19.0,41.40000000000001,2.3000000000000007,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-1),L (-1)
18.0,18.0,2022-11-21,23-005,ORL,IND,1,27.2,4.0,11.0,.364,0.0,1.0,.000,1,2.0,.500,1.0,8.0,9.0,2.0,0.0,0.0,4.0,2.0,9.0,2.2,-14,10.0,4.0,0.4,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,3.0,27.0,1.5,1.8000000000000007,37.6,2.088888888888889,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-21),L (-21)
19.0,19.0,2022-11-25,23-009,ORL,PHI,1,35.016666666666666,8.0,14.0,.571,1.0,3.0,.333,1,2.0,.500,2.0,6.0,8.0,2.0,1.0,4.0,0.0,1.0,18.0,19.0,-7,11.0,7.0,0.6363636363636364,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,17.0,34.0,1.8888888888888888,18.6,40.60000000000001,2.255555555555556,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-8),L (-8)
20.0,20.0,2022-11-27,23-011,ORL,PHI,1,32.43333333333333,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,3.0,2.0,2.0,4.0,0.0,6.0,5.7,-19,5.0,3.0,0.6,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,7.0,45.0,2.5,5.700000000000001,51.4,2.855555555555556,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-30),L (-30)
21.0,21.0,2022-11-28,23-012,ORL,BRK,1,39.21666666666667,10.0,15.0,.667,3.0,6.0,.500,1,3.0,.333,0.0,6.0,6.0,2.0,1.0,2.0,1.0,3.0,24.0,20.1,+1,9.0,7.0,0.7777777777777778,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,16.0,50.0,2.7777777777777777,19.700000000000003,55.7,3.094444444444445,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,,
22.0,22.0,2022-11-30,23-014,ORL,ATL,1,26.883333333333333,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,6.0,6.6,-8,4.0,3.0,0.75,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,8.0,50.0,2.7777777777777777,6.6,54.2,3.011111111111111,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-7),L (-7)
23.0,23.0,2022-12-02,23-016,ORL,CLE,1,23.216666666666665,1.0,3.0,.333,1.0,1.0,1.000,0,0.0,,0.0,7.0,7.0,1.0,2.0,3.0,4.0,1.0,3.0,3.8,-13,2.0,0.0,0.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,9.0,53.0,2.9444444444444446,3.799999999999999,62.8,3.488888888888889,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-17),L (-17)
24.0,24.0,2022-12-03,23-017,ORL,TOR,1,27.683333333333334,7.0,8.0,.875,0.0,1.0,.000,4,5.0,.800,1.0,6.0,7.0,1.0,1.0,1.0,5.0,1.0,18.0,14.3,-17,7.0,7.0,1.0,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,10.0,22.0,1.2222222222222223,12.700000000000005,37.7,2.094444444444445,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-11),L (-11)
25.0,25.0,2022-12-05,23-019,ORL,MIL,1,18.8,1.0,4.0,.250,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.2,+3,4.0,1.0,0.25,33,40,25,48,69,36,44,11,33,48,4,37,47,60,25,37,45,37.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.8918918918918919,0.7843137254901961,0.925925925925926,0.8,0.8625,0.75,0.8301886792452831,0.0,1.0,0.9705882352941176,0.8,1.0,0.7551020408163265,0.8245614035087719,0.8333333333333334,0.5319148936170213,0.5873015873015873,0.7894736842105263,10,82.0,38.0,0.2631578947368421,0.0,18,2.0,58.0,3.2222222222222223,1.2000000000000006,62.4,3.466666666666667,14.4,2.3,-0.9,-1.8,0.9,0.0693957968476357,0.603,0.236,0.226,0.4,0.0,L (-13),L (-13)
