Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
59.0,34.0,2023-02-14,21-256,ORL,TOR,0,28.666666666666668,9.0,12.0,.750,3.0,6.0,.500,3,4.0,.750,2.0,0.0,2.0,4.0,2.0,0.0,3.0,1.0,24.0,21.6,+9,6.0,6.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,13.0,52.0,2.888888888888889,20.4,56.89999999999999,3.1611111111111105,0.0573555166374781,L (-4),L (-4)
60.0,35.0,2023-02-23,21-265,ORL,DET,0,21.03333333333333,1.0,8.0,.125,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,2.0,-3.7,-6,6.0,1.0,0.1666666666666666,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,-3.0,82.0,4.555555555555555,-3.7,87.49999999999999,4.861111111111111,0.0573555166374781,W (+9),W (+9)
61.0,36.0,2023-02-25,21-267,ORL,IND,0,25.65,4.0,12.0,.333,2.0,5.0,.400,4,4.0,1.000,1.0,4.0,5.0,2.0,0.0,2.0,1.0,1.0,14.0,10.5,-6,7.0,2.0,0.2857142857142857,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,6.0,45.0,2.5,8.899999999999999,50.8,2.822222222222222,0.0573555166374781,L (-10),L (-10)
62.0,37.0,2023-02-27,21-269,ORL,NOP,0,23.2,3.0,11.0,.273,1.0,4.0,.250,2,2.0,1.000,3.0,2.0,5.0,3.0,0.0,0.0,1.0,4.0,9.0,4.7,-8,7.0,2.0,0.2857142857142857,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,3.0,60.0,3.333333333333333,3.899999999999999,67.1,3.7277777777777774,0.0573555166374781,W (+2),W (+2)
63.0,38.0,2023-03-01,21-271,ORL,MIL,0,24.7,3.0,9.0,.333,0.0,2.0,.000,0,0.0,,2.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,6.0,5.2,-13,7.0,3.0,0.4285714285714285,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,5.0,61.0,3.388888888888889,5.2,70.50000000000001,3.9166666666666674,0.0573555166374781,,
64.0,39.0,2023-03-03,21-273,ORL,CHO,0,30.33333333333333,5.0,9.0,.556,1.0,1.0,1.000,4,6.0,.667,3.0,2.0,5.0,1.0,1.0,0.0,3.0,3.0,15.0,10.1,+16,8.0,4.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,4.0,77.0,4.277777777777778,8.5,79.8,4.433333333333334,0.0573555166374781,L (-13),L (-13)
65.0,40.0,2023-03-05,21-275,ORL,POR,1,35.25,6.0,12.0,.500,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,2.0,3.0,0.0,3.0,4.0,15.0,10.4,-1,9.0,5.0,0.5555555555555556,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,7.0,83.0,4.611111111111111,9.599999999999996,90.2,5.011111111111111,0.0573555166374781,W (+8),W (+8)
66.0,41.0,2023-03-07,21-277,ORL,MIL,1,25.75,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.8,-16,1.0,0.0,0.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,4.0,48.0,2.6666666666666665,2.8000000000000007,70.1,3.894444444444444,0.0573555166374781,L (-22),L (-22)
67.0,42.0,2023-03-09,21-279,ORL,UTA,0,29.966666666666665,7.0,14.0,.500,1.0,5.0,.200,2,3.0,.667,2.0,1.0,3.0,6.0,2.0,0.0,1.0,3.0,17.0,15.3,-4,9.0,6.0,0.6666666666666666,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,10.0,60.0,3.333333333333333,14.5,70.80000000000001,3.933333333333334,0.0573555166374781,W (+11),W (+11)
68.0,43.0,2023-03-11,21-281,ORL,MIA,0,27.216666666666665,5.0,10.0,.500,4.0,6.0,.667,2,2.0,1.000,3.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,16.0,18.4,+11,4.0,1.0,0.25,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,17.0,99.0,5.5,17.6,87.3,4.85,0.0573555166374781,L (-3),L (-3)
69.0,44.0,2023-03-14,21-284,ORL,SAS,0,22.08333333333333,5.0,13.0,.385,2.0,7.0,.286,0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,12.0,6.9,-5,6.0,3.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,2.0,74.0,4.111111111111111,6.899999999999999,78.89999999999999,4.383333333333333,0.0573555166374781,L (-11),L (-11)
70.0,45.0,2023-03-16,21-286,ORL,PHO,0,21.55,1.0,4.0,.250,0.0,2.0,.000,3,6.0,.500,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,5.0,2.3,-10,2.0,1.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,-1.0,79.0,4.388888888888889,1.0999999999999996,77.99999999999999,4.333333333333332,0.0573555166374781,L (-7),L (-7)
71.0,,2023-03-18,21-288,ORL,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,81.0,4.5,0.0,90.00000000000001,5.000000000000001,0.0573555166374781,W (+12),W (+12)
72.0,,2023-03-19,21-289,ORL,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,64.0,3.555555555555556,0.0,64.10000000000001,3.561111111111112,0.0573555166374781,L (-18),L (-18)
73.0,,2023-03-21,21-291,ORL,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,115.0,6.388888888888889,0.0,98.1,5.449999999999999,0.0573555166374781,L (-3),L (-3)
74.0,,2023-03-23,21-293,ORL,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,,81.0,4.5,0.0,78.39999999999999,4.355555555555555,0.0573555166374781,W (+5),W (+5)
75.0,46.0,2023-03-26,21-296,ORL,BRK,0,23.53333333333333,6.0,9.0,.667,2.0,2.0,1.000,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,16.0,14.3,+15,7.0,4.0,0.5714285714285714,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,10.0,106.0,5.888888888888889,13.499999999999996,97.2,5.4,0.0573555166374781,L (-6),L (-6)
76.0,47.0,2023-03-28,21-298,ORL,MEM,0,23.883333333333333,1.0,10.0,.100,0.0,5.0,.000,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,-5.4,-1,5.0,1.0,0.2,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,-6.0,67.0,3.7222222222222223,-5.4,68.39999999999999,3.8,0.0573555166374781,W (+10),W (+10)
77.0,48.0,2023-03-31,21-301,ORL,WAS,0,23.466666666666665,2.0,6.0,.333,0.0,2.0,.000,4,6.0,.667,0.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,8.0,6.8,,4.0,2.0,0.5,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,2.0,89.0,4.944444444444445,5.200000000000001,94.5,5.25,0.0573555166374781,W (+5),W (+5)
78.0,49.0,2023-04-02,21-303,ORL,DET,0,25.516666666666666,5.0,9.0,.556,4.0,6.0,.667,4,5.0,.800,0.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,18.0,16.0,+20,3.0,1.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,11.0,77.0,4.277777777777778,14.4,86.99999999999999,4.833333333333332,0.0573555166374781,W (+13),W (+13)
79.0,50.0,2023-04-04,21-305,ORL,CLE,0,24.066666666666663,4.0,6.0,.667,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,4.6,+8,4.0,4.0,1.0,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,3.0,83.0,4.611111111111111,4.6000000000000005,75.0,4.166666666666667,0.0573555166374781,L (-5),L (-5)
80.0,51.0,2023-04-06,21-307,ORL,CLE,1,23.816666666666663,7.0,15.0,.467,5.0,9.0,.556,3,3.0,1.000,2.0,3.0,5.0,4.0,0.0,1.0,2.0,1.0,22.0,17.7,-8,6.0,2.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,12.0,38.0,2.111111111111111,16.5,37.49999999999999,2.083333333333333,0.0573555166374781,W (+7),W (+7)
81.0,52.0,2023-04-07,21-308,ORL,BRK,1,18.666666666666668,2.0,9.0,.222,1.0,6.0,.167,2,2.0,1.000,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,-7,3.0,1.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,0.0,44.0,2.4444444444444446,1.1999999999999995,34.0,1.8888888888888888,0.0573555166374781,W (+26),W (+26)
82.0,53.0,2023-04-09,21-310,ORL,MIA,1,15.283333333333331,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,3.0,4.0,7.0,2.0,0.0,1.0,1.0,1.0,8.0,9.0,+1,3.0,1.0,0.3333333333333333,20,44,31,22,36,52,36,10,14,38,2,22,37,43,13,20,43,37.0,70.0,51.0,27.0,60.0,80.0,48.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5405405405405406,0.6285714285714286,0.6078431372549019,0.8148148148148148,0.6,0.65,0.75,0.0,0.9090909090909092,0.4117647058823529,0.6333333333333333,0.5,0.4489795918367347,0.6491228070175439,0.5972222222222222,0.2765957446808511,0.3174603174603174,0.7543859649122807,14,82.0,38.0,0.3684210526315789,0.0,18,11.0,49.0,2.7222222222222223,8.999999999999998,66.7,3.705555555555556,0.0573555166374781,L (-4),L (-4)
