Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,28,2022-12-14,22-003,ATL,@,ORL,L (-11),0,25:57,4.0,8.0,.500,0.0,0.0,,7,8.0,.875,5.0,6.0,11.0,0.0,1.0,0.0,1.0,3.0,15.0,14.7,-6,8.0,4.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,61.0,3.210526315789474,11.900000000000006,89.7,4.721052631578948
30,30,29,2022-12-16,22-005,ATL,@,CHO,W (+19),1,22:41,2.0,2.0,1.000,0.0,0.0,,3,4.0,.750,2.0,5.0,7.0,0.0,0.0,2.0,1.0,3.0,7.0,8.1,+4,2.0,2.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,38.0,2.0,6.9,76.30000000000001,4.015789473684211
31,31,30,2022-12-19,22-008,ATL,,ORL,W (+1),0,27:48,5.0,7.0,.714,0.0,0.0,,1,2.0,.500,2.0,6.0,8.0,0.0,0.0,2.0,0.0,4.0,11.0,10.7,+4,7.0,5.0,0.7142857142857143,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,12.0,67.0,3.526315789473684,10.3,95.9,5.0473684210526315
32,32,31,2022-12-21,22-010,ATL,,CHI,L (-2),1,40:10,8.0,14.0,.571,0.0,0.0,,2,2.0,1.000,5.0,6.0,11.0,1.0,0.0,5.0,1.0,3.0,18.0,18.7,+11,14.0,8.0,0.5714285714285714,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,18.0,50.0,2.631578947368421,17.9,67.5,3.5526315789473686
33,33,32,2022-12-23,22-012,ATL,,DET,W (+25),0,20:44,4.0,5.0,.800,0.0,0.0,,4,4.0,1.000,2.0,7.0,9.0,2.0,0.0,2.0,0.0,5.0,12.0,14.4,+12,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,16.0,85.0,4.473684210526316,12.8,103.79999999999998,5.463157894736841
34,34,33,2022-12-27,22-016,ATL,@,IND,L (-15),1,20:42,3.0,5.0,.600,0.0,0.0,,0,0.0,,3.0,5.0,8.0,0.0,1.0,0.0,1.0,5.0,6.0,5.3,-9,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,48.0,2.526315789473684,5.300000000000001,84.29999999999998,4.436842105263157
35,35,34,2022-12-28,22-017,ATL,,BRK,L (-1),1,36:55,6.0,12.0,.500,0.0,0.0,,6,9.0,.667,7.0,6.0,13.0,1.0,0.0,3.0,0.0,3.0,18.0,19.1,+1,12.0,6.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,46.0,2.421052631578948,16.7,70.89999999999999,3.7315789473684204
36,36,35,2022-12-30,22-019,ATL,,LAL,L (-9),1,42:35,8.0,11.0,.727,0.0,0.0,,1,2.0,.500,3.0,5.0,8.0,0.0,2.0,3.0,2.0,4.0,17.0,16.2,-7,11.0,8.0,0.7272727272727273,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,50.0,2.631578947368421,15.799999999999995,75.2,3.9578947368421056
37,37,36,2023-01-02,22-022,ATL,@,GSW,L (-2),1,38:26,8.0,14.0,.571,0.0,0.0,,0,0.0,,6.0,6.0,12.0,1.0,2.0,3.0,3.0,4.0,16.0,15.6,+3,14.0,8.0,0.5714285714285714,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,17.0,80.0,4.2105263157894735,15.6,115.0,6.052631578947368
38,38,37,2023-01-04,22-024,ATL,@,SAC,W (+3),1,32:09,3.0,5.0,.600,0.0,0.0,,2,2.0,1.000,2.0,5.0,7.0,1.0,0.0,1.0,3.0,5.0,8.0,5.0,+3,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,7.0,61.0,3.210526315789474,4.1999999999999975,97.6,5.136842105263158
39,39,38,2023-01-06,22-026,ATL,@,LAL,L (-16),1,28:20,5.0,6.0,.833,0.0,0.0,,0,0.0,,3.0,4.0,7.0,1.0,3.0,1.0,1.0,0.0,10.0,14.5,-17,6.0,5.0,0.8333333333333334,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,45.0,2.3684210526315788,14.499999999999996,73.8,3.884210526315789
40,40,39,2023-01-08,22-028,ATL,@,LAC,W (+4),1,34:35,2.0,6.0,.333,0.0,0.0,,1,2.0,.500,2.0,7.0,9.0,2.0,0.0,3.0,1.0,4.0,5.0,5.6,-4,6.0,2.0,0.3333333333333333,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,63.0,3.3157894736842106,5.199999999999999,83.60000000000001,4.4
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,,0.0,0.0,0.0,0.0,0.0
42,41,40,2023-01-11,22-031,ATL,,MIL,L (-9),1,33:07,3.0,7.0,.429,0.0,0.0,,1,1.0,1.000,3.0,6.0,9.0,5.0,0.0,2.0,0.0,3.0,7.0,10.9,-22,7.0,3.0,0.4285714285714285,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,51.0,2.6842105263157894,10.499999999999996,80.79999999999998,4.252631578947367
43,42,41,2023-01-13,22-033,ATL,@,IND,W (+2),1,39:10,9.0,12.0,.750,0.0,0.0,,0,1.0,.000,7.0,13.0,20.0,4.0,2.0,4.0,1.0,5.0,18.0,26.2,+19,12.0,9.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,34.0,53.0,2.789473684210526,26.2,71.69999999999999,3.7736842105263153
44,43,42,2023-01-14,22-034,ATL,@,TOR,W (+11),1,36:36,5.0,10.0,.500,0.0,0.0,,0,0.0,,2.0,11.0,13.0,0.0,1.0,2.0,0.0,3.0,10.0,10.9,+14,10.0,5.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,16.0,54.0,2.8421052631578947,10.9,71.6,3.7684210526315787
45,44,43,2023-01-16,22-036,ATL,,MIA,W (+8),1,27:18,3.0,3.0,1.000,0.0,0.0,,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,1.0,2.0,5.0,8.0,6.1,+7,3.0,3.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,73.0,3.842105263157895,5.299999999999997,101.0,5.315789473684211
46,45,44,2023-01-18,22-038,ATL,@,DAL,W (+8),1,24:54,4.0,6.0,.667,0.0,0.0,,3,4.0,.750,2.0,3.0,5.0,1.0,0.0,1.0,3.0,4.0,11.0,7.1,-4,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,85.0,4.473684210526316,5.900000000000002,117.59999999999998,6.189473684210525
47,46,45,2023-01-20,22-040,ATL,,NYK,W (+15),0,26:59,6.0,7.0,.857,0.0,0.0,,2,3.0,.667,4.0,3.0,7.0,1.0,0.0,3.0,0.0,3.0,14.0,16.4,-1,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,81.0,4.2631578947368425,15.6,118.3,6.226315789473684
48,47,46,2023-01-21,22-041,ATL,,CHO,L (-4),0,24:24,1.0,1.0,1.000,0.0,0.0,,1,2.0,.500,1.0,6.0,7.0,0.0,0.0,2.0,1.0,2.0,3.0,4.4,-12,1.0,1.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,81.0,4.2631578947368425,3.999999999999999,102.8,5.410526315789474
49,48,,2023-01-23,22-043,ATL,@,CHI,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,,68.0,3.5789473684210527,0.0,87.20000000000002,4.589473684210527
50,49,47,2023-01-25,22-045,ATL,@,OKC,W (+5),0,20:24,4.0,5.0,.800,0.0,0.0,,0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,3.0,4.0,8.0,7.2,+21,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,74.0,3.8947368421052633,7.199999999999999,116.7,6.1421052631578945
51,50,48,2023-01-28,22-048,ATL,,LAC,L (-7),0,20:03,3.0,5.0,.600,0.0,0.0,,0,0.0,,4.0,5.0,9.0,0.0,1.0,0.0,0.0,4.0,6.0,7.4,-7,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,11.0,82.0,4.315789473684211,7.4,113.9,5.994736842105263
52,51,49,2023-01-30,22-050,ATL,@,POR,L (-4),0,19:17,4.0,4.0,1.000,0.0,0.0,,0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,0.0,3.0,8.0,10.2,-3,4.0,4.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,64.0,3.3684210526315788,10.2,97.4,5.126315789473685
53,52,50,2023-02-01,22-052,ATL,@,PHO,W (+32),0,19:57,7.0,7.0,1.000,1.0,1.0,1.000,2,2.0,1.000,2.0,2.0,4.0,0.0,1.0,2.0,2.0,4.0,17.0,15.7,+24,6.0,6.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,90.0,4.7368421052631575,14.9,99.7,5.247368421052632
54,53,51,2023-02-03,22-054,ATL,@,UTA,W (+7),0,22:16,6.0,9.0,.667,0.0,1.0,.000,3,3.0,1.000,3.0,8.0,11.0,2.0,0.0,0.0,1.0,4.0,15.0,14.4,+4,8.0,6.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,79.0,4.157894736842105,13.199999999999998,105.9,5.5736842105263165
55,54,52,2023-02-04,22-055,ATL,@,DEN,L (-20),0,19:00,3.0,7.0,.429,0.0,0.0,,0,0.0,,2.0,4.0,6.0,1.0,0.0,3.0,0.0,4.0,6.0,6.1,-1,7.0,3.0,0.4285714285714285,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,69.0,3.631578947368421,6.099999999999998,99.2,5.221052631578948
56,55,53,2023-02-07,22-058,ATL,@,NOP,L (-9),0,19:48,3.0,4.0,.750,0.0,0.0,,2,3.0,.667,3.0,2.0,5.0,2.0,0.0,3.0,1.0,3.0,8.0,10.0,+3,4.0,3.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,65.0,3.421052631578948,9.2,85.5,4.5
57,56,54,2023-02-09,22-060,ATL,,PHO,W (+9),0,22:41,4.0,6.0,.667,0.0,0.0,,3,4.0,.750,4.0,7.0,11.0,0.0,1.0,1.0,0.0,3.0,11.0,13.4,-2,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,62.0,3.263157894736842,12.2,71.6,3.7684210526315787
58,57,55,2023-02-11,22-062,ATL,,SAS,W (+19),0,18:57,3.0,6.0,.500,0.0,0.0,,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,6.0,5.3,-8,6.0,3.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,71.0,3.736842105263158,5.300000000000001,99.5,5.2368421052631575
59,58,56,2023-02-13,22-064,ATL,@,CHO,L (-6),0,18:45,5.0,8.0,.625,0.0,0.0,,2,2.0,1.000,5.0,2.0,7.0,1.0,3.0,2.0,0.0,4.0,12.0,16.0,-8,8.0,5.0,0.625,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,15.0,59.0,3.1052631578947367,15.2,96.4,5.0736842105263165
