Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,,2023-02-11,25-232,ORL,,MIA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,67.0,3.7222222222222223,0.0,68.99999999999999,3.8333333333333326
59,58,,2023-02-13,25-234,ORL,@,CHI,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,76.0,4.222222222222222,0.0,70.69999999999999,3.927777777777777
60,59,,2023-02-14,25-235,ORL,@,TOR,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,65.0,3.611111111111111,0.0,77.29999999999998,4.294444444444443
61,60,,2023-02-23,25-244,ORL,,DET,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,79.0,4.388888888888889,0.0,83.8,4.655555555555555
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,25-246,ORL,,IND,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,51.0,2.833333333333333,0.0,59.7,3.316666666666667
64,62,,2023-02-27,25-248,ORL,@,NOP,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446
65,63,,2023-03-01,25-250,ORL,@,MIL,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,66.0,3.6666666666666665,0.0,75.70000000000002,4.205555555555557
66,64,,2023-03-03,25-252,ORL,@,CHO,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,81.0,4.5,0.0,88.3,4.905555555555555
67,65,,2023-03-05,25-254,ORL,,POR,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,90.0,5.0,0.0,99.79999999999998,5.544444444444443
68,66,,2023-03-07,25-256,ORL,,MIL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,52.0,2.888888888888889,0.0,72.89999999999999,4.05
69,67,,2023-03-09,25-258,ORL,,UTA,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,70.0,3.888888888888889,0.0,85.30000000000001,4.73888888888889
70,68,,2023-03-11,25-260,ORL,,MIA,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,116.0,6.444444444444445,0.0,104.9,5.827777777777778
71,69,28,2023-03-14,25-263,ORL,@,SAS,L (-18),0,6:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,-4,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,1.0,75.0,4.166666666666667,0.2999999999999999,85.5,4.75
72,70,,2023-03-16,25-265,ORL,@,PHO,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,78.0,4.333333333333333,0.0,79.09999999999998,4.394444444444443
73,71,29,2023-03-18,25-267,ORL,@,LAC,W (+5),0,8:13,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,3.5,+5,1.0,1.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,5.0,76.0,4.222222222222222,3.499999999999999,86.50000000000001,4.805555555555556
74,72,30,2023-03-19,25-268,ORL,@,LAL,L (-6),0,15:42,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,-0.3,+9,3.0,1.0,0.3333333333333333,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,0.0,64.0,3.555555555555556,-0.3,64.4,3.577777777777778
75,73,31,2023-03-21,25-270,ORL,,WAS,W (+10),0,15:50,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.9,-6,0.0,0.0,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,3.0,112.0,6.222222222222222,0.8999999999999999,97.2,5.4
76,74,,2023-03-23,25-272,ORL,,NYK,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,81.0,4.5,0.0,78.39999999999999,4.355555555555555
77,75,,2023-03-26,25-275,ORL,,BRK,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,116.0,6.444444444444445,0.0,110.7,6.15
78,76,,2023-03-28,25-277,ORL,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,61.0,3.388888888888889,0.0,63.0,3.5
79,77,,2023-03-31,25-280,ORL,@,WAS,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,91.0,5.055555555555555,0.0,99.7,5.538888888888889
80,78,,2023-04-02,25-282,ORL,,DET,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,88.0,4.888888888888889,0.0,101.39999999999998,5.633333333333332
81,79,,2023-04-04,25-284,ORL,,CLE,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,86.0,4.777777777777778,0.0,79.60000000000002,4.422222222222223
82,80,32,2023-04-06,25-286,ORL,,CLE,L (-24),0,24:21,3.0,6.0,.500,0.0,3.0,.000,2,3.0,.667,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,8.0,2.5,-3,3.0,3.0,1.0,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,-2.0,52.0,2.888888888888889,1.6999999999999993,52.3,2.9055555555555554
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,33,2023-04-07,25-287,ORL,@,BRK,L (-17),0,23:19,3.0,6.0,.500,1.0,3.0,.333,3,4.0,.750,0.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,10.0,4.6,-4,3.0,2.0,0.6666666666666666,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,2.0,42.0,2.333333333333333,3.4000000000000004,31.8,1.7666666666666666
85,82,34,2023-04-09,25-289,ORL,@,MIA,L (-13),0,26:46,7.0,12.0,.583,4.0,7.0,.571,4,7.0,.571,3.0,5.0,8.0,2.0,0.0,0.0,0.0,3.0,22.0,19.0,-7,5.0,3.0,0.6,21,33,22,16,20,33,8,14,1,19,2,21,16,27,17,24,15,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.5675675675675675,0.4714285714285714,0.4313725490196078,0.5925925925925926,0.3333333333333333,0.4125,0.1666666666666666,0.2641509433962264,0.0,0.0909090909090909,0.3166666666666666,0.5,0.4285714285714285,0.2807017543859649,0.375,0.3617021276595745,0.3809523809523809,0.2631578947368421,5,82.0,38.0,0.131578947368421,0.0,18,13.0,47.0,2.611111111111111,17.4,58.3,3.238888888888889
