Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,,2023-01-27,25-303,ORL,@,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,62.0,3.4444444444444446,0.0,62.5,3.4722222222222223
51,50,27,2023-01-28,25-304,ORL,,CHI,L (-19),0,14:49,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.1,0,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,69.0,3.8333333333333335,-1.1,78.10000000000001,4.3388888888888895
52,51,,2023-01-30,25-306,ORL,@,PHI,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,77.0,4.277777777777778,0.0,85.1,4.727777777777778
53,52,,2023-02-01,25-308,ORL,@,PHI,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,54.0,3.0,0.0,52.1,2.8944444444444444
54,53,,2023-02-03,25-310,ORL,@,MIN,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,64.0,3.555555555555556,0.0,83.89999999999999,4.6611111111111105
55,54,,2023-02-05,25-312,ORL,@,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,85.0,4.722222222222222,0.0,88.59999999999998,4.922222222222221
56,55,,2023-02-07,25-314,ORL,,NYK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,72.0,4.0,0.0,68.1,3.783333333333333
57,56,,2023-02-09,25-316,ORL,,DEN,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,107.0,5.944444444444445,0.0,95.0,5.277777777777778
58,57,,2023-02-11,25-318,ORL,,MIA,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,67.0,3.7222222222222223,0.0,68.99999999999999,3.8333333333333326
59,58,,2023-02-13,25-320,ORL,@,CHI,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,76.0,4.222222222222222,0.0,70.69999999999999,3.927777777777777
60,59,,2023-02-14,25-321,ORL,@,TOR,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,65.0,3.611111111111111,0.0,77.29999999999998,4.294444444444443
61,60,,2023-02-23,25-330,ORL,,DET,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,79.0,4.388888888888889,0.0,83.8,4.655555555555555
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,28,2023-02-25,25-332,ORL,,IND,L (-13),0,3:09,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+4,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,51.0,2.833333333333333,0.0,59.7,3.316666666666667
64,62,,2023-02-27,25-334,ORL,@,NOP,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,63.0,3.5,0.0,71.0,3.9444444444444446
65,63,29,2023-03-01,25-336,ORL,@,MIL,L (-22),0,4:28,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,+1,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,1.0,65.0,3.611111111111111,2.0,73.70000000000002,4.094444444444445
66,64,30,2023-03-03,25-338,ORL,@,CHO,W (+11),0,2:00,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.1,+4,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,1.0,80.0,4.444444444444445,-0.1,88.39999999999999,4.9111111111111105
67,65,31,2023-03-05,25-340,ORL,,POR,L (-3),0,7:51,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4,-3,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,3.0,87.0,4.833333333333333,3.3999999999999995,96.39999999999998,5.355555555555554
68,66,,2023-03-07,25-342,ORL,,MIL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,52.0,2.888888888888889,0.0,72.89999999999999,4.05
69,67,,2023-03-09,25-344,ORL,,UTA,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,70.0,3.888888888888889,0.0,85.30000000000001,4.73888888888889
70,68,,2023-03-11,25-346,ORL,,MIA,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,116.0,6.444444444444445,0.0,104.9,5.827777777777778
71,69,,2023-03-14,25-349,ORL,@,SAS,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,76.0,4.222222222222222,0.0,85.8,4.766666666666667
72,70,,2023-03-16,25-351,ORL,@,PHO,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,78.0,4.333333333333333,0.0,79.09999999999998,4.394444444444443
73,71,,2023-03-18,25-353,ORL,@,LAC,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,81.0,4.5,0.0,90.00000000000001,5.000000000000001
74,72,,2023-03-19,25-354,ORL,@,LAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,64.0,3.555555555555556,0.0,64.10000000000001,3.561111111111112
75,73,,2023-03-21,25-356,ORL,,WAS,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,115.0,6.388888888888889,0.0,98.1,5.449999999999999
76,74,,2023-03-23,25-358,ORL,,NYK,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,81.0,4.5,0.0,78.39999999999999,4.355555555555555
77,75,32,2023-03-26,25-361,ORL,,BRK,W (+13),0,2:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7,-2,0.0,0.0,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,0.0,116.0,6.444444444444445,-0.7000000000000001,111.39999999999998,6.188888888888887
78,76,33,2023-03-28,25-363,ORL,@,MEM,L (-5),0,16:13,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,3.8,+12,1.0,0.0,0.0,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,4.0,57.0,3.1666666666666665,3.800000000000001,59.2,3.288888888888889
79,77,,2023-03-31,26-001,ORL,@,WAS,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,24,15,23,36,15,20,1,21,25,3,20,24,28,16,24,17,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.4714285714285714,0.4705882352941176,0.5555555555555556,0.3833333333333333,0.45,0.3125,0.3773584905660377,0.0,0.0909090909090909,0.6176470588235294,0.4166666666666667,0.75,0.4081632653061224,0.4210526315789473,0.3888888888888889,0.3404255319148936,0.3809523809523809,0.2982456140350877,7,82.0,38.0,0.1842105263157894,0.0,18,,91.0,5.055555555555555,0.0,99.7,5.538888888888889
