Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,28.0,2023-02-03,32-317,CHO,DET,1.0,26.016666666666666,5.0,6.0,0.833,1.0,1.0,1.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,4.0,1.0,12.0,8.6,0.0,5.0,4.0,0.8,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,7.0,41.0,2.2777777777777777,8.199999999999998,59.900000000000006,3.327777777777778,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-9),L (-9)
55.0,29.0,2023-02-05,32-319,CHO,ORL,1.0,30.8,2.0,9.0,0.222,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,6.0,-1.5,-10.0,7.0,2.0,0.2857142857142857,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,-3.0,51.0,2.833333333333333,-2.3000000000000007,66.3,3.683333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-16),L (-16)
56.0,30.0,2023-02-08,32-322,CHO,WAS,1.0,35.13333333333333,5.0,10.0,0.5,0.0,2.0,0.0,5.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,15.0,13.3,-9.0,8.0,5.0,0.625,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,6.0,48.0,2.6666666666666665,11.3,59.1,3.283333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-6),L (-6)
57.0,31.0,2023-02-10,32-324,CHO,BOS,1.0,29.7,4.0,8.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,8.0,10.0,-5.0,8.0,4.0,0.5,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,10.0,72.0,4.0,9.999999999999998,96.5,5.361111111111111,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-6),L (-6)
58.0,32.0,2023-02-11,32-325,CHO,DEN,1.0,36.05,9.0,18.0,0.5,1.0,4.0,0.25,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,21.0,14.7,0.0,14.0,8.0,0.5714285714285714,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,6.0,58.0,3.2222222222222223,13.900000000000002,73.09999999999998,4.06111111111111,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-14),L (-14)
59.0,33.0,2023-02-13,32-327,CHO,ATL,1.0,33.53333333333333,9.0,12.0,0.75,4.0,5.0,0.8,4.0,4.0,1.0,0.0,5.0,5.0,8.0,2.0,0.0,1.0,3.0,26.0,28.1,3.0,7.0,5.0,0.7142857142857143,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,24.0,90.0,5.0,26.500000000000004,107.7,5.983333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-11),L (-11)
60.0,34.0,2023-02-15,32-329,CHO,SAS,1.0,30.183333333333334,6.0,10.0,0.6,0.0,0.0,,4.0,7.0,0.571,0.0,5.0,5.0,3.0,1.0,0.0,3.0,3.0,16.0,10.6,6.0,10.0,6.0,0.6,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,5.0,82.0,4.555555555555555,9.0,89.7,4.983333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-14),L (-14)
61.0,35.0,2023-02-24,32-338,CHO,MIN,1.0,32.15,10.0,18.0,0.556,2.0,3.0,0.667,5.0,6.0,0.833,3.0,10.0,13.0,5.0,2.0,1.0,2.0,2.0,27.0,26.5,12.0,15.0,8.0,0.5333333333333333,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,22.0,66.0,3.6666666666666665,24.500000000000004,77.5,4.305555555555555,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+6),W (+6)
62.0,36.0,2023-02-25,32-339,CHO,MIA,1.0,30.15,8.0,14.0,0.571,1.0,2.0,0.5,4.0,5.0,0.8,0.0,3.0,3.0,2.0,1.0,0.0,2.0,5.0,21.0,13.3,2.0,12.0,7.0,0.5833333333333334,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,6.0,60.0,3.333333333333333,11.699999999999996,69.3,3.85,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+10),W (+10)
63.0,37.0,2023-02-27,32-341,CHO,DET,1.0,35.583333333333336,8.0,15.0,0.533,0.0,3.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,6.0,2.0,0.0,5.0,1.0,19.0,14.0,6.0,12.0,8.0,0.6666666666666666,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,9.0,72.0,4.0,12.8,81.1,4.505555555555556,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,,
64.0,38.0,2023-03-01,32-343,CHO,PHO,1.0,33.13333333333333,5.0,14.0,0.357,3.0,8.0,0.375,2.0,4.0,0.5,0.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,15.0,9.4,-9.0,6.0,2.0,0.3333333333333333,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,3.0,45.0,2.5,8.600000000000003,56.40000000000001,3.133333333333334,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+8),W (+8)
65.0,39.0,2023-03-03,32-345,CHO,ORL,1.0,33.983333333333334,7.0,12.0,0.583,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,5.0,3.0,17.0,11.4,-14.0,11.0,6.0,0.5454545454545454,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,7.0,54.0,3.0,10.6,69.40000000000002,3.855555555555557,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+5),W (+5)
66.0,40.0,2023-03-05,32-347,CHO,BRK,1.0,34.983333333333334,6.0,13.0,0.462,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,1.0,1.0,3.0,12.0,7.1,-9.0,12.0,6.0,0.5,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,6.0,38.0,2.111111111111111,7.099999999999998,46.0,2.555555555555556,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+11),W (+11)
67.0,41.0,2023-03-07,32-349,CHO,NYK,1.0,36.48333333333333,9.0,17.0,0.529,3.0,6.0,0.5,2.0,3.0,0.667,4.0,5.0,9.0,8.0,0.0,1.0,3.0,2.0,23.0,21.1,14.0,11.0,6.0,0.5454545454545454,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,18.0,60.0,3.333333333333333,20.300000000000004,73.0,4.055555555555555,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-14),L (-14)
68.0,42.0,2023-03-09,32-351,CHO,DET,1.0,33.38333333333333,1.0,9.0,0.111,0.0,2.0,0.0,0.0,0.0,,0.0,5.0,5.0,6.0,0.0,1.0,3.0,2.0,2.0,-1.3,-8.0,7.0,1.0,0.1428571428571428,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,2.0,78.0,4.333333333333333,-1.300000000000001,103.4,5.7444444444444445,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-11),L (-11)
69.0,43.0,2023-03-11,32-353,CHO,UTA,1.0,34.733333333333334,4.0,10.0,0.4,1.0,5.0,0.2,2.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,0.0,11.0,7.3,-17.0,5.0,3.0,0.6,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,4.0,73.0,4.055555555555555,6.5,87.59999999999998,4.866666666666665,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-16),L (-16)
70.0,44.0,2023-03-12,32-354,CHO,CLE,1.0,33.05,6.0,10.0,0.6,1.0,2.0,0.5,3.0,5.0,0.6,1.0,3.0,4.0,6.0,1.0,0.0,1.0,3.0,16.0,15.2,13.0,8.0,5.0,0.625,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,11.0,59.0,3.2777777777777777,13.999999999999996,67.0,3.7222222222222223,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+7),W (+7)
71.0,45.0,2023-03-14,32-356,CHO,CLE,1.0,29.33333333333333,4.0,8.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,0.0,3.0,3.0,6.0,0.0,1.0,2.0,0.0,10.0,9.4,-22.0,4.0,3.0,0.75,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,8.0,68.0,3.7777777777777777,8.999999999999998,75.89999999999999,4.216666666666666,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+10),W (+10)
72.0,46.0,2023-03-17,32-359,CHO,PHI,1.0,21.8,2.0,4.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,6.0,6.9,-15.0,4.0,2.0,0.5,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,7.0,29.0,1.6111111111111112,6.100000000000001,47.5,2.638888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-8),L (-8)
73.0,47.0,2023-03-20,32-362,CHO,IND,1.0,33.53333333333333,8.0,15.0,0.533,1.0,4.0,0.25,5.0,6.0,0.833,0.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,22.0,18.3,26.0,11.0,7.0,0.6363636363636364,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,9.0,61.0,3.388888888888889,16.299999999999997,78.1,4.338888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-6),L (-6)
74.0,48.0,2023-03-23,33-000,CHO,NOP,1.0,30.55,5.0,12.0,0.417,1.0,5.0,0.2,1.0,2.0,0.5,0.0,3.0,3.0,6.0,1.0,0.0,2.0,0.0,12.0,9.3,-17.0,7.0,4.0,0.5714285714285714,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,6.0,48.0,2.6666666666666665,8.900000000000002,54.6,3.033333333333333,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-16),L (-16)
75.0,49.0,2023-03-24,33-001,CHO,DAL,1.0,32.28333333333333,9.0,15.0,0.6,1.0,2.0,0.5,6.0,6.0,1.0,0.0,3.0,3.0,9.0,0.0,0.0,1.0,0.0,25.0,24.3,10.0,13.0,8.0,0.6153846153846154,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,15.0,69.0,3.8333333333333335,21.9,81.19999999999999,4.51111111111111,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-39),L (-39)
76.0,50.0,2023-03-26,33-003,CHO,DAL,1.0,32.36666666666667,8.0,14.0,0.571,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,6.0,4.0,0.0,0.0,3.0,2.0,22.0,16.6,4.0,13.0,7.0,0.5384615384615384,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,10.0,67.0,3.7222222222222223,14.599999999999998,67.89999999999999,3.7722222222222217,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+6),W (+6)
77.0,,2023-03-28,33-005,CHO,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,94.0,5.222222222222222,0.0,108.7,6.038888888888889,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,L (-19),L (-19)
78.0,,2023-03-31,33-008,CHO,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,53.0,2.9444444444444446,0.0,54.4,3.022222222222222,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+8),W (+8)
79.0,,2023-04-02,33-010,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,54.0,3.0,0.0,68.70000000000002,3.816666666666668,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+6),W (+6)
80.0,,2023-04-04,33-012,CHO,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,1,40,30,14,44,25,31,5,24,31,30,38,45,39,20,46.0,7.0,54.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.5434782608695652,0.1428571428571428,0.7407407407407407,0.375,0.4117647058823529,0.6376811594202898,0.5434782608695652,0.6458333333333334,1.0,0.6666666666666666,0.7209302325581395,0.379746835443038,0.5846153846153846,0.6164383561643836,0.6190476190476191,0.4545454545454545,0.0,20,13,67.0,32.0,0.0,0.40625,18,,62.0,3.4444444444444446,0.0,64.69999999999999,3.594444444444444,13.5,2.0,-1.4,-1.1,-0.3,0.0805671576170587,0.563,0.275,0.274,0.2,0.8,W (+3),W (+3)
