Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,23-053,MEM,,BOS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,81.0,4.764705882352941,0.0,80.89999999999999,4.758823529411764
11,12,,2022-11-09,23-055,MEM,@,SAS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,87.0,5.117647058823529,0.0,99.3,5.841176470588235
12,13,,2022-11-11,23-057,MEM,,MIN,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,75.0,4.411764705882353,0.0,90.39999999999998,5.317647058823528
13,14,,2022-11-13,23-059,MEM,@,WAS,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,66.0,3.882352941176471,0.0,61.79999999999999,3.6352941176470583
14,15,1,2022-11-15,23-061,MEM,@,NOP,L (-11),1,25:02,3.0,14.0,.214,0.0,7.0,.000,1,2.0,.500,2.0,4.0,6.0,0.0,0.0,5.0,2.0,1.0,7.0,1.7,-6,7.0,3.0,0.4285714285714285,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,0.0,69.0,4.0588235294117645,1.3000000000000005,68.30000000000001,4.01764705882353
15,16,2,2022-11-18,23-064,MEM,,OKC,W (+11),1,24:54,7.0,16.0,.438,3.0,6.0,.500,8,11.0,.727,5.0,7.0,12.0,0.0,2.0,3.0,2.0,2.0,25.0,22.3,+9,10.0,4.0,0.4,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,76.0,4.470588235294118,19.1,71.19999999999999,4.188235294117646
16,17,,2022-11-20,23-066,MEM,@,BRK,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,64.0,3.764705882352941,0.0,86.7,5.1000000000000005
17,18,3,2022-11-22,23-068,MEM,,SAC,L (-4),1,27:28,8.0,14.0,.571,1.0,5.0,.200,5,7.0,.714,0.0,3.0,3.0,1.0,2.0,5.0,0.0,4.0,22.0,20.1,+15,9.0,7.0,0.7777777777777778,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,12.0,66.0,3.882352941176471,18.1,61.49999999999999,3.617647058823529
18,19,4,2022-11-25,23-071,MEM,,NOP,W (+21),1,21:48,6.0,7.0,.857,2.0,3.0,.667,6,7.0,.857,0.0,4.0,4.0,0.0,1.0,3.0,1.0,4.0,20.0,18.8,+18,4.0,4.0,1.0,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,69.0,4.0588235294117645,16.399999999999995,81.90000000000002,4.817647058823531
19,20,5,2022-11-27,23-073,MEM,@,NYK,W (+4),1,30:18,8.0,19.0,.421,3.0,8.0,.375,2,2.0,1.000,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,21.0,13.4,0,11.0,5.0,0.4545454545454545,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,83.0,4.882352941176471,12.599999999999996,83.89999999999999,4.935294117647058
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,6,2022-11-30,23-076,MEM,@,MIN,L (-8),1,24:47,5.0,10.0,.500,1.0,4.0,.250,5,6.0,.833,4.0,7.0,11.0,0.0,0.0,2.0,4.0,5.0,16.0,10.9,-4,6.0,4.0,0.6666666666666666,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,9.0,46.0,2.7058823529411766,8.9,49.39999999999999,2.905882352941176
22,22,7,2022-12-02,23-078,MEM,,PHI,W (+8),1,26:12,7.0,12.0,.583,2.0,5.0,.400,6,7.0,.857,3.0,6.0,9.0,0.0,1.0,4.0,3.0,5.0,22.0,18.7,-2,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,14.0,80.0,4.705882352941177,16.3,75.0,4.411764705882353
23,23,8,2022-12-04,23-080,MEM,@,DET,W (+10),1,29:49,7.0,13.0,.538,2.0,4.0,.500,6,7.0,.857,3.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,22.0,15.3,+5,9.0,5.0,0.5555555555555556,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,4.0,72.0,4.235294117647059,12.9,79.60000000000001,4.682352941176471
24,24,,2022-12-05,23-081,MEM,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,,72.0,4.235294117647059,0.0,78.1,4.594117647058823
25,25,9,2022-12-07,23-083,MEM,,OKC,W (+21),1,25:45,5.0,9.0,.556,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,12.0,13.0,+12,5.0,3.0,0.6,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,100.0,5.882352941176471,12.999999999999996,104.4,6.141176470588236
26,26,10,2022-12-09,23-085,MEM,,DET,W (+11),1,29:37,8.0,12.0,.667,3.0,5.0,.600,1,4.0,.250,1.0,4.0,5.0,0.0,2.0,4.0,2.0,3.0,20.0,17.1,+7,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,13.0,67.0,3.941176470588236,16.7,73.6,4.329411764705882
27,27,11,2022-12-12,23-088,MEM,,ATL,W (+25),1,23:36,6.0,11.0,.545,1.0,4.0,.250,2,2.0,1.000,0.0,7.0,7.0,2.0,0.0,8.0,2.0,2.0,15.0,16.0,+25,7.0,5.0,0.7142857142857143,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,17.0,99.0,5.823529411764706,15.2,101.59999999999998,5.976470588235293
28,28,12,2022-12-15,23-091,MEM,,MIL,W (+41),1,12:53,1.0,2.0,.500,1.0,1.0,1.000,1,2.0,.500,1.0,5.0,6.0,2.0,0.0,0.0,0.0,4.0,4.0,4.6,+16,1.0,0.0,0.0,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,8.0,110.0,6.470588235294118,4.199999999999999,127.9,7.523529411764706
29,29,13,2022-12-17,23-093,MEM,@,OKC,L (-6),1,28:24,3.0,8.0,.375,2.0,6.0,.333,8,10.0,.800,3.0,5.0,8.0,1.0,0.0,0.0,1.0,1.0,16.0,13.7,-3,2.0,1.0,0.5,39,3,51,45,58,47,21,56,27,19,59,27,63,9,49,35,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.6964285714285714,0.2727272727272727,0.7285714285714285,0.7758620689655172,0.7945205479452054,0.7704918032786885,0.0,0.6,0.7777777777777778,0.75,0.7916666666666666,0.7662337662337663,0.6428571428571429,0.7875,0.6,0.8032786885245902,0.945945945945946,20,59.0,73.0,0.3389830508474576,0.0,17,6.0,61.0,3.588235294117647,10.499999999999996,64.0,3.764705882352941
