Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,co_inf with Terry Taylor,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS
10,11,,2022-11-06,25-010,CHI,@,TOR,L (-9),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,88.99999999999999,0.0
11,12,,2022-11-07,25-011,CHI,,TOR,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,102.0,0.0,100.8,0.0
12,13,,2022-11-09,25-013,CHI,,NOP,L (-4),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,75.0,0.0,76.3,0.0
13,14,,2022-11-13,25-017,CHI,,DEN,L (-23),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,69.0,0.0,70.19999999999999,0.0
14,15,,2022-11-16,25-020,CHI,@,NOP,L (-14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,75.7,0.0
15,16,,2022-11-18,25-022,CHI,,ORL,L (-1),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,98.0,0.0,96.7,0.0
16,17,,2022-11-21,25-025,CHI,,BOS,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,107.0,0.0,101.3,0.0
17,18,,2022-11-23,25-027,CHI,@,MIL,W (+5),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,105.0,0.0,107.7,0.0
18,19,,2022-11-25,25-029,CHI,@,OKC,L (-4),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,78.3,0.0
19,20,,2022-11-28,25-032,CHI,@,UTA,W (+7),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,69.0,0.0,72.69999999999999,0.0
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,,FG%,FT,,FT%,,,PF,,+/-,GmSc,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,,0.0,
21,21,,2022-11-30,25-034,CHI,@,PHO,L (-19),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,80.49999999999999,0.0
22,22,,2022-12-02,25-036,CHI,@,GSW,L (-8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,82.9,0.0
23,23,,2022-12-04,25-038,CHI,@,SAC,L (-9),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,62.0,0.0,78.29999999999998,0.0
24,24,,2022-12-07,25-041,CHI,,WAS,W (+4),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,92.0,0.0,96.8,0.0
25,25,,2022-12-10,25-044,CHI,,DAL,W (+29),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,138.0,0.0,137.1,0.0
26,26,,2022-12-11,25-045,CHI,@,ATL,L (-1),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,94.9,0.0
27,27,,2022-12-14,25-048,CHI,,NYK,L (-8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,105.3,0.0
28,28,,2022-12-16,25-050,CHI,,NYK,L (-23),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,65.0,0.0,60.09999999999999,0.0
29,29,,2022-12-18,25-052,CHI,@,MIN,L (-24),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,78.0,0.0,104.39999999999998,0.0
30,30,,2022-12-20,25-054,CHI,@,MIA,W (+10),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,79.0,0.0,93.7,0.0
31,31,,2022-12-21,25-055,CHI,@,ATL,W (+2),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,98.5,0.0
32,32,,2022-12-23,25-057,CHI,@,NYK,W (+1),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,103.0,0.0,103.9,0.0
33,33,,2022-12-26,25-060,CHI,,HOU,L (-15),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,86.0,0.0,89.19999999999999,0.0
34,34,,2022-12-28,25-062,CHI,,MIL,W (+6),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,87.0,0.0,88.6,0.0
35,35,,2022-12-30,25-064,CHI,,DET,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,116.0,0.0,116.4,0.0
36,36,,2022-12-31,25-065,CHI,,CLE,L (-1),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,80.0,0.0,95.7,0.0
37,37,,2023-01-02,25-067,CHI,@,CLE,L (-11),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,89.0,0.0,95.79999999999998,0.0
38,38,,2023-01-04,25-069,CHI,,BRK,W (+9),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,74.0,0.0,87.99999999999999,0.0
39,39,,2023-01-06,25-071,CHI,@,PHI,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,111.0,0.0,108.2,0.0
40,40,,2023-01-07,25-072,CHI,,UTA,W (+8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,99.3,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,,FG%,FT,,FT%,,,PF,,+/-,GmSc,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,,0.0,
42,41,,2023-01-09,25-074,CHI,@,BOS,L (-8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,71.0,0.0,71.3,0.0
43,42,,2023-01-11,25-076,CHI,@,WAS,L (-3),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,54.0,0.0,63.10000000000001,0.0
44,43,,2023-01-13,25-078,CHI,,OKC,L (-14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,71.0,0.0,82.0,0.0
45,44,,2023-01-15,25-080,CHI,,GSW,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,129.0,0.0,146.9,0.0
46,45,,2023-01-19,25-084,CHI,@,DET,W (+18),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,115.0,0.0,129.3,0.0
