Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,43,2023-02-02,22-351,CHI,,CHO,W (+16),0,26:39,7.0,13.0,.538,3.0,5.0,.600,3,4.0,.750,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,20.0,14.8,+19,8.0,4.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,75.0,4.411764705882353,13.599999999999998,72.39999999999999,4.258823529411764
53,52,44,2023-02-04,22-353,CHI,,POR,W (+8),0,21:11,4.0,5.0,.800,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,10.0,9.4,-4,2.0,2.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,103.0,6.0588235294117645,9.4,110.1,6.476470588235294
54,53,45,2023-02-06,22-355,CHI,,SAS,W (+24),0,33:28,4.0,8.0,.500,1.0,4.0,.250,3,3.0,1.000,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,12.0,12.7,+20,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,120.0,7.0588235294117645,11.499999999999998,97.2,5.7176470588235295
55,54,46,2023-02-07,22-356,CHI,@,MEM,L (-15),0,25:06,1.0,8.0,.125,0.0,5.0,.000,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.4,-13,3.0,1.0,0.3333333333333333,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,93.0,5.470588235294118,-0.3999999999999993,95.29999999999995,5.605882352941173
56,55,47,2023-02-09,22-358,CHI,@,BRK,L (-11),0,26:24,4.0,11.0,.364,1.0,5.0,.200,2,2.0,1.000,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,11.0,7.2,+4,6.0,3.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,64.0,3.764705882352941,6.399999999999998,77.1,4.535294117647059
57,56,48,2023-02-11,22-360,CHI,@,CLE,L (-8),0,20:03,1.0,9.0,.111,0.0,4.0,.000,2,2.0,1.000,1.0,3.0,4.0,3.0,0.0,0.0,3.0,2.0,4.0,-2.0,-9,5.0,1.0,0.2,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-3.0,93.0,5.470588235294118,-2.8000000000000003,75.2,4.423529411764706
58,57,49,2023-02-13,22-362,CHI,,ORL,L (-9),0,22:53,5.0,8.0,.625,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,12.0,10.6,-3,3.0,3.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,82.0,4.823529411764706,10.6,74.5,4.382352941176471
59,58,50,2023-02-15,22-364,CHI,@,IND,L (-4),0,33:19,9.0,12.0,.750,5.0,8.0,.625,2,2.0,1.000,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,25.0,23.1,-2,4.0,4.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,80.0,4.705882352941177,22.3,84.79999999999998,4.988235294117646
60,59,51,2023-02-16,23-000,CHI,,MIL,L (-12),1,37:00,4.0,14.0,.286,0.0,5.0,.000,0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,8.0,2.6,-14,9.0,4.0,0.4444444444444444,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,78.0,4.588235294117647,2.6000000000000005,80.89999999999999,4.758823529411764
61,60,52,2023-02-24,23-008,CHI,,BRK,W (+44),0,25:14,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,5.0,5.2,+19,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,122.0,7.176470588235294,5.200000000000001,116.5,6.852941176470588
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
63,61,53,2023-02-26,23-010,CHI,,WAS,W (+20),0,25:52,6.0,8.0,.750,3.0,5.0,.600,2,2.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,17.0,15.7,+8,3.0,3.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,80.0,4.705882352941177,14.899999999999997,89.10000000000002,5.241176470588236
64,62,54,2023-02-28,23-012,CHI,@,TOR,L (-6),0,22:58,2.0,7.0,.286,1.0,3.0,.333,2,2.0,1.000,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,7.0,5.0,-6,4.0,1.0,0.25,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,98.0,5.764705882352941,4.200000000000001,88.10000000000001,5.182352941176471
65,63,55,2023-03-01,23-013,CHI,@,DET,W (+2),0,22:28,5.0,11.0,.455,3.0,6.0,.500,1,1.0,1.000,0.0,2.0,2.0,5.0,3.0,0.0,2.0,2.0,14.0,12.6,-10,5.0,2.0,0.4,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,83.0,4.882352941176471,12.2,96.19999999999996,5.658823529411762
66,64,56,2023-03-03,23-015,CHI,,PHO,L (-21),0,21:29,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,4.7,-5,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,96.0,5.647058823529412,3.9,108.6,6.388235294117647
67,65,57,2023-03-05,23-017,CHI,,IND,L (-3),0,20:33,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,5.2,+1,4.0,2.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,80.0,4.705882352941177,5.199999999999999,90.2,5.305882352941176
68,66,58,2023-03-08,23-020,CHI,@,DEN,W (+21),0,25:56,3.0,10.0,.300,1.0,6.0,.167,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,7.0,3.8,+22,4.0,2.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,92.0,5.411764705882353,3.799999999999999,99.8,5.870588235294117
69,67,59,2023-03-11,23-023,CHI,@,HOU,W (+8),0,16:03,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,-0.8,-2,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,74.0,4.352941176470588,-0.8,84.0,4.9411764705882355
70,68,60,2023-03-15,23-027,CHI,,SAC,L (-3),0,28:15,4.0,7.0,.571,4.0,6.0,.667,0,0.0,,1.0,5.0,6.0,5.0,2.0,0.0,3.0,2.0,12.0,12.6,+5,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,61.0,3.588235294117647,12.599999999999998,78.9,4.641176470588236
71,69,61,2023-03-17,23-029,CHI,,MIN,W (+8),0,26:36,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,8.0,5.5,0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,89.0,5.235294117647059,5.500000000000001,109.5,6.4411764705882355
72,70,62,2023-03-18,23-030,CHI,,MIA,W (+14),0,27:15,7.0,12.0,.583,4.0,8.0,.500,0,0.0,,0.0,1.0,1.0,6.0,2.0,0.0,2.0,2.0,18.0,16.1,+12,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,95.0,5.588235294117647,16.1,90.8,5.341176470588235
73,71,63,2023-03-20,23-032,CHI,@,PHI,W (+4),0,27:05,4.0,9.0,.444,1.0,4.0,.250,2,2.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,11.0,7.2,0,5.0,3.0,0.6,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,80.0,4.705882352941177,6.400000000000001,94.3,5.547058823529412
74,72,64,2023-03-22,23-034,CHI,,PHI,L (-25),0,32:42,8.0,13.0,.615,3.0,6.0,.500,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,19.0,13.9,-2,7.0,5.0,0.7142857142857143,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,56.0,3.294117647058824,13.899999999999997,52.49999999999999,3.0882352941176467
75,73,65,2023-03-24,23-036,CHI,@,POR,W (+28),0,31:44,7.0,9.0,.778,4.0,5.0,.800,1,1.0,1.000,1.0,3.0,4.0,9.0,2.0,0.0,2.0,3.0,19.0,22.2,+24,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,94.0,5.529411764705882,21.8,95.9,5.641176470588236
76,74,66,2023-03-26,23-038,CHI,@,LAL,W (+10),0,26:05,5.0,17.0,.294,3.0,8.0,.375,0,0.0,,2.0,5.0,7.0,6.0,1.0,0.0,1.0,1.0,13.0,9.8,+19,9.0,2.0,0.2222222222222222,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,120.0,7.0588235294117645,9.8,104.3,6.135294117647058
77,75,67,2023-03-27,23-039,CHI,@,LAC,L (-12),0,28:17,3.0,8.0,.375,0.0,3.0,.000,1,1.0,1.000,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,7.0,4.6,-9,5.0,3.0,0.6,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,97.0,5.705882352941177,4.2,101.3,5.958823529411765
78,76,68,2023-03-29,23-041,CHI,,LAL,L (-11),0,25:39,6.0,11.0,.545,3.0,7.0,.429,2,2.0,1.000,0.0,2.0,2.0,9.0,1.0,0.0,1.0,4.0,17.0,17.0,+18,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,82.0,4.823529411764706,16.2,90.7,5.335294117647059
79,77,69,2023-03-31,23-043,CHI,@,CHO,W (+30),0,26:19,4.0,7.0,.571,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,7.0,1.0,0.0,2.0,1.0,11.0,13.1,+13,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,101.0,5.941176470588236,13.1,105.8,6.223529411764706
80,78,70,2023-04-02,23-045,CHI,,MEM,W (+21),0,30:32,8.0,13.0,.615,2.0,5.0,.400,1,1.0,1.000,0.0,6.0,6.0,4.0,1.0,0.0,0.0,1.0,19.0,18.3,+18,8.0,6.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,90.0,5.294117647058823,17.900000000000006,106.2,6.247058823529412
81,79,71,2023-04-04,23-047,CHI,,ATL,L (-18),0,22:24,3.0,10.0,.300,0.0,4.0,.000,1,1.0,1.000,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,7.0,1.8,+5,6.0,3.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,74.0,4.352941176470588,1.3999999999999997,83.59999999999998,4.917647058823528
82,80,72,2023-04-05,23-048,CHI,@,MIL,L (-13),0,24:47,6.0,10.0,.600,2.0,4.0,.500,0,0.0,,0.0,6.0,6.0,1.0,0.0,0.0,4.0,0.0,14.0,7.9,-2,6.0,4.0,0.6666666666666666,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,63.0,3.7058823529411766,7.899999999999999,67.49999999999999,3.970588235294117
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
