Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS
31,31,29,2022-12-21,22-338,CHI,@,ATL,W (+2),0,34:26,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,9.0,9.3,+13,3.0,3.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,9.3
32,32,30,2022-12-23,22-340,CHI,@,NYK,W (+1),1,32:43,4.0,8.0,.500,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,9.0,9.9,+9,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,91.0,5.352941176470588,9.9
33,33,31,2022-12-26,22-343,CHI,,HOU,L (-15),1,23:03,3.0,7.0,.429,2.0,4.0,.500,1,2.0,.500,2.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,9.0,4.7,-15,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,83.0,4.882352941176471,4.299999999999999
34,34,32,2022-12-28,22-345,CHI,,MIL,W (+6),1,37:47,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,1.0,5.0,6.0,2.0,0.0,1.0,0.0,2.0,6.0,5.4,+14,5.0,2.0,0.4,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,81.0,4.764705882352941,4.6000000000000005
35,35,33,2022-12-30,22-347,CHI,,DET,W (+14),1,25:24,5.0,11.0,.455,1.0,3.0,.333,0,0.0,,3.0,3.0,6.0,2.0,0.0,0.0,1.0,3.0,11.0,7.5,+10,8.0,4.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,109.0,6.411764705882353,7.5
36,36,34,2022-12-31,22-348,CHI,,CLE,L (-1),1,34:08,7.0,10.0,.700,2.0,3.0,.667,3,6.0,.500,0.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,19.0,17.8,-7,7.0,5.0,0.7142857142857143,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,70.0,4.117647058823529,16.599999999999998
37,37,35,2023-01-02,22-350,CHI,@,CLE,L (-11),1,32:45,4.0,8.0,.500,0.0,3.0,.000,3,4.0,.750,0.0,3.0,3.0,5.0,0.0,0.0,1.0,5.0,11.0,8.0,-9,5.0,4.0,0.8,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,83.0,4.882352941176471,6.800000000000001
38,38,36,2023-01-04,22-352,CHI,,BRK,W (+9),1,34:20,7.0,14.0,.500,1.0,3.0,.333,2,2.0,1.000,3.0,4.0,7.0,1.0,2.0,1.0,2.0,3.0,17.0,13.5,+8,11.0,6.0,0.5454545454545454,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,64.0,3.764705882352941,12.699999999999996
39,39,37,2023-01-06,22-354,CHI,@,PHI,W (+14),1,32:25,4.0,9.0,.444,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,1.8,+15,7.0,4.0,0.5714285714285714,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,112.0,6.588235294117647,1.799999999999999
40,40,38,2023-01-07,22-355,CHI,,UTA,W (+8),1,27:25,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,7.0,5.4,-1,2.0,1.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,92.0,5.411764705882353,4.6
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0
42,41,39,2023-01-09,22-357,CHI,@,BOS,L (-8),1,28:26,3.0,6.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.7,-6,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,70.0,4.117647058823529,3.700000000000001
43,42,40,2023-01-11,22-359,CHI,@,WAS,L (-3),1,29:23,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,8.0,6.3,-4,5.0,4.0,0.8,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,47.0,2.764705882352941,6.299999999999999
44,43,41,2023-01-13,22-361,CHI,,OKC,L (-14),1,23:15,0.0,5.0,.000,0.0,1.0,.000,2,2.0,1.000,2.0,2.0,4.0,2.0,0.0,0.0,3.0,4.0,2.0,-2.7,-18,4.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,73.0,4.294117647058823,-3.5
45,44,42,2023-01-15,22-363,CHI,,GSW,W (+14),1,40:22,5.0,9.0,.556,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,6.0,2.0,0.0,0.0,2.0,12.0,13.4,+11,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,117.0,6.882352941176471,13.4
46,45,43,2023-01-19,23-002,CHI,@,DET,W (+18),1,25:15,6.0,8.0,.750,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,13.0,7.6,+17,5.0,5.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,109.0,6.411764705882353,7.600000000000001
47,46,44,2023-01-23,23-006,CHI,,ATL,W (+11),1,28:49,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.1,+7,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,104.0,6.117647058823529,2.1
48,47,45,2023-01-24,23-007,CHI,@,IND,L (-6),1,24:37,3.0,7.0,.429,0.0,3.0,.000,1,2.0,.500,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,7.0,5.2,+4,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,89.0,5.235294117647059,4.799999999999999
49,48,46,2023-01-26,23-009,CHI,@,CHO,L (-15),1,27:52,5.0,7.0,.714,0.0,1.0,.000,2,4.0,.500,1.0,3.0,4.0,2.0,0.0,1.0,2.0,3.0,12.0,8.8,-24,6.0,5.0,0.8333333333333334,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,50.0,2.9411764705882355,8.0
50,49,47,2023-01-28,23-011,CHI,@,ORL,W (+19),1,21:57,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,2.7,+5,0.0,0.0,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,119.0,7.0,2.7
51,50,48,2023-01-31,23-014,CHI,,LAC,L (-5),1,26:54,4.0,7.0,.571,1.0,1.0,1.000,2,2.0,1.000,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,11.0,9.8,+4,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,121.0,7.117647058823529,9.000000000000002
52,51,49,2023-02-02,23-016,CHI,,CHO,W (+16),1,35:21,9.0,10.0,.900,1.0,2.0,.500,3,3.0,1.000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,22.0,17.4,+5,8.0,8.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,74.0,4.352941176470588,16.200000000000003
53,52,50,2023-02-04,23-018,CHI,,POR,W (+8),1,29:53,5.0,8.0,.625,3.0,4.0,.750,0,0.0,,1.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,13.0,14.7,+16,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,96.0,5.647058823529412,14.7
54,53,51,2023-02-06,23-020,CHI,,SAS,W (+24),1,30:47,4.0,6.0,.667,0.0,0.0,,2,2.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,10.0,10.4,-3,6.0,4.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,119.0,7.0,9.6
55,54,52,2023-02-07,23-021,CHI,@,MEM,L (-15),1,37:46,6.0,14.0,.429,1.0,4.0,.250,1,1.0,1.000,0.0,4.0,4.0,6.0,0.0,2.0,4.0,3.0,14.0,8.2,-7,10.0,5.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,84.0,4.941176470588236,7.799999999999997
56,55,53,2023-02-09,23-023,CHI,@,BRK,L (-11),1,27:05,2.0,6.0,.333,0.0,2.0,.000,2,2.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,2.1,-22,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,68.0,4.0,1.3000000000000007
57,56,54,2023-02-11,23-025,CHI,@,CLE,L (-8),1,26:51,3.0,6.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,8.0,2.0,0.0,2.0,2.0,6.0,8.1,+2,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,8.1
58,57,55,2023-02-13,23-027,CHI,,ORL,L (-9),1,34:05,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,1.2,-4,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,88.0,5.176470588235294,1.1999999999999993
59,58,56,2023-02-15,23-029,CHI,@,IND,L (-4),1,42:33,6.0,12.0,.500,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,15.0,12.5,-11,9.0,5.0,0.5555555555555556,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,87.0,5.117647058823529,11.699999999999998
60,59,57,2023-02-16,23-030,CHI,,MIL,L (-12),1,35:34,3.0,11.0,.273,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,0.3,-17,9.0,2.0,0.2222222222222222,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,81.0,4.764705882352941,0.299999999999998
61,60,58,2023-02-24,23-038,CHI,,BRK,W (+44),0,25:50,3.0,8.0,.375,1.0,2.0,.500,0,0.0,,0.0,9.0,9.0,3.0,1.0,0.0,2.0,1.0,7.0,6.0,+20,6.0,2.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,119.0,7.0,5.999999999999998
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0
63,61,59,2023-02-26,23-040,CHI,,WAS,W (+20),0,21:53,0.0,6.0,.000,0.0,4.0,.000,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,-3.7,+11,2.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-4.0,97.0,5.705882352941177,-3.6999999999999993
