Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,26,2022-12-20,27-285,CHI,@,MIA,W (+10),1,36:40,7.0,13.0,.538,3.0,8.0,.375,4,5.0,.800,1.0,5.0,6.0,7.0,1.0,0.0,2.0,0.0,21.0,20.4,+21,5.0,4.0,0.8,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,15.0,64.0,3.764705882352941,18.8,74.89999999999999,4.405882352941176
31,31,27,2022-12-21,27-286,CHI,@,ATL,W (+2),1,36:55,8.0,16.0,.500,1.0,2.0,.500,5,6.0,.833,0.0,5.0,5.0,5.0,1.0,0.0,2.0,1.0,22.0,17.2,-12,14.0,7.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,15.200000000000005,83.29999999999998,4.899999999999999
32,32,28,2022-12-23,27-288,CHI,@,NYK,W (+1),1,37:11,12.0,22.0,.545,4.0,9.0,.444,5,5.0,1.000,1.0,3.0,4.0,3.0,1.0,0.0,0.0,4.0,33.0,25.5,+3,13.0,8.0,0.6153846153846154,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,89.0,5.235294117647059,23.5,80.4,4.729411764705882
33,33,29,2022-12-26,27-291,CHI,,HOU,L (-15),1,36:01,9.0,19.0,.474,2.0,6.0,.333,2,5.0,.400,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,22.0,15.1,-20,13.0,7.0,0.5384615384615384,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,80.0,4.705882352941177,14.300000000000002,74.9,4.405882352941177
34,34,30,2022-12-28,27-293,CHI,,MIL,W (+6),1,42:40,8.0,18.0,.444,4.0,7.0,.571,4,5.0,.800,0.0,2.0,2.0,4.0,0.0,0.0,1.0,3.0,24.0,15.4,+10,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,81.0,4.764705882352941,13.8,74.8,4.3999999999999995
35,35,31,2022-12-30,27-295,CHI,,DET,W (+14),1,38:26,15.0,20.0,.750,5.0,9.0,.556,8,8.0,1.000,0.0,3.0,3.0,6.0,2.0,0.0,4.0,1.0,43.0,37.7,+19,11.0,10.0,0.9090909090909092,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,22.0,94.0,5.529411764705882,34.49999999999999,81.9,4.81764705882353
36,36,32,2022-12-31,27-296,CHI,,CLE,L (-1),1,36:12,6.0,16.0,.375,1.0,3.0,.333,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,3.0,2.0,15.0,5.0,+8,13.0,5.0,0.3846153846153846,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,80.0,4.705882352941177,4.1999999999999975,91.5,5.382352941176471
37,37,33,2023-01-02,27-298,CHI,@,CLE,L (-11),1,40:22,7.0,18.0,.389,3.0,9.0,.333,9,9.0,1.000,0.0,6.0,6.0,6.0,0.0,1.0,3.0,5.0,26.0,17.9,-12,9.0,4.0,0.4444444444444444,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,80.0,4.705882352941177,14.299999999999995,81.49999999999999,4.7941176470588225
38,38,34,2023-01-04,27-300,CHI,,BRK,W (+9),1,35:50,4.0,11.0,.364,1.0,4.0,.250,4,5.0,.800,1.0,4.0,5.0,4.0,0.0,2.0,2.0,0.0,13.0,10.6,+5,7.0,3.0,0.4285714285714285,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,68.0,4.0,9.0,78.99999999999999,4.647058823529411
39,39,35,2023-01-06,27-302,CHI,@,PHI,W (+14),1,38:21,14.0,19.0,.737,11.0,13.0,.846,2,2.0,1.000,1.0,1.0,2.0,6.0,2.0,1.0,3.0,1.0,41.0,37.8,+17,6.0,3.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,28.0,83.0,4.882352941176471,37.00000000000001,71.2,4.188235294117647
40,40,36,2023-01-07,27-303,CHI,,UTA,W (+8),1,34:36,12.0,21.0,.571,6.0,12.0,.500,6,7.0,.857,1.0,6.0,7.0,2.0,0.0,1.0,5.0,3.0,36.0,24.1,-3,9.0,6.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,84.0,4.941176470588236,21.7,77.6,4.564705882352941
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-09,27-305,CHI,@,BOS,L (-8),1,41:58,10.0,24.0,.417,4.0,13.0,.308,3,3.0,1.000,2.0,5.0,7.0,6.0,1.0,0.0,1.0,4.0,27.0,19.7,-12,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,13.0,58.0,3.411764705882353,18.5,52.8,3.105882352941176
43,42,38,2023-01-11,27-307,CHI,@,WAS,L (-3),1,40:42,15.0,28.0,.536,4.0,11.0,.364,4,7.0,.571,1.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,38.0,25.1,+5,17.0,11.0,0.6470588235294118,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,45.0,2.647058823529412,23.500000000000007,39.6,2.3294117647058825
44,43,39,2023-01-13,27-309,CHI,,OKC,L (-14),1,37:19,5.0,19.0,.263,1.0,8.0,.125,14,15.0,.933,0.0,6.0,6.0,5.0,0.0,0.0,2.0,0.0,25.0,16.6,-18,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,71.0,4.176470588235294,11.0,71.0,4.176470588235294
45,44,40,2023-01-15,27-311,CHI,,GSW,W (+14),1,40:22,7.0,18.0,.389,1.0,8.0,.125,12,14.0,.857,2.0,7.0,9.0,6.0,1.0,1.0,2.0,3.0,27.0,22.6,+10,10.0,6.0,0.6,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,119.0,7.0,17.8,129.1,7.594117647058823
46,45,41,2023-01-19,27-315,CHI,@,DET,W (+18),1,35:29,10.0,20.0,.500,2.0,6.0,.333,8,9.0,.889,1.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,30.0,22.9,+19,14.0,8.0,0.5714285714285714,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,106.0,6.235294117647059,19.700000000000003,109.60000000000002,6.447058823529413
47,46,42,2023-01-23,27-319,CHI,,ATL,W (+11),1,34:47,7.0,17.0,.412,2.0,7.0,.286,4,7.0,.571,0.0,6.0,6.0,2.0,2.0,0.0,1.0,3.0,20.0,12.7,+1,10.0,5.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,104.0,6.117647058823529,11.1,108.3,6.370588235294117
48,47,43,2023-01-24,27-320,CHI,@,IND,L (-6),1,38:21,4.0,14.0,.286,0.0,7.0,.000,6,7.0,.857,1.0,2.0,3.0,4.0,0.0,0.0,6.0,2.0,14.0,2.7,-3,7.0,4.0,0.5714285714285714,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-6.0,99.0,5.823529411764706,0.3000000000000034,97.4,5.729411764705882
49,48,44,2023-01-26,27-322,CHI,@,CHO,L (-15),1,35:34,8.0,19.0,.421,1.0,4.0,.250,1,1.0,1.000,0.0,9.0,9.0,2.0,2.0,0.0,2.0,1.0,18.0,11.6,-25,15.0,7.0,0.4666666666666667,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,47.0,2.764705882352941,11.199999999999998,58.9,3.4647058823529413
50,49,45,2023-01-28,27-324,CHI,@,ORL,W (+19),1,36:45,11.0,18.0,.611,3.0,7.0,.429,7,7.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,32.0,24.7,+24,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,114.0,6.705882352941177,21.899999999999995,125.1,7.358823529411764
51,50,46,2023-01-31,27-327,CHI,,LAC,L (-5),1,38:56,6.0,14.0,.429,3.0,5.0,.600,3,5.0,.600,0.0,14.0,14.0,8.0,1.0,1.0,6.0,3.0,18.0,14.1,-7,9.0,3.0,0.3333333333333333,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,111.0,6.529411764705882,12.899999999999997,108.8,6.3999999999999995
52,51,47,2023-02-02,27-329,CHI,,CHO,W (+16),1,35:40,3.0,8.0,.375,1.0,4.0,.250,3,4.0,.750,0.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,10.0,7.8,+20,4.0,2.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,79.0,4.647058823529412,6.600000000000001,79.39999999999998,4.670588235294116
53,52,48,2023-02-04,27-331,CHI,,POR,W (+8),1,37:18,11.0,18.0,.611,5.0,10.0,.500,9,9.0,1.000,0.0,6.0,6.0,5.0,2.0,0.0,5.0,4.0,36.0,28.5,+27,8.0,6.0,0.75,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,17.0,94.0,5.529411764705882,24.89999999999999,94.6,5.564705882352941
54,53,49,2023-02-06,27-333,CHI,,SAS,W (+24),1,30:33,7.0,14.0,.500,1.0,5.0,.200,5,5.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,2.0,2.0,20.0,13.5,+6,9.0,6.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,122.0,7.176470588235294,11.500000000000004,97.2,5.7176470588235295
55,54,50,2023-02-07,27-334,CHI,@,MEM,L (-15),1,40:13,6.0,13.0,.462,2.0,7.0,.286,10,17.0,.588,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,24.0,14.3,-10,6.0,4.0,0.6666666666666666,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,93.0,5.470588235294118,10.299999999999995,84.59999999999998,4.976470588235293
56,55,51,2023-02-09,27-336,CHI,@,BRK,L (-11),1,39:54,16.0,25.0,.640,2.0,7.0,.286,4,6.0,.667,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,38.0,21.5,+2,18.0,14.0,0.7777777777777778,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,63.0,3.7058823529411766,19.9,63.6,3.7411764705882353
57,56,52,2023-02-11,27-338,CHI,@,CLE,L (-8),1,36:02,8.0,16.0,.500,2.0,5.0,.400,5,5.0,1.000,0.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,23.0,13.4,-1,11.0,6.0,0.5454545454545454,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,84.0,4.941176470588236,11.4,60.99999999999999,3.5882352941176467
58,57,53,2023-02-13,27-340,CHI,,ORL,L (-9),1,40:16,9.0,20.0,.450,0.0,3.0,.000,8,8.0,1.000,1.0,8.0,9.0,5.0,0.0,0.0,5.0,3.0,26.0,16.0,-9,17.0,9.0,0.5294117647058824,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,84.0,4.941176470588236,12.800000000000004,72.3,4.252941176470588
59,58,54,2023-02-15,27-342,CHI,@,IND,L (-4),1,42:37,10.0,23.0,.435,4.0,11.0,.364,11,13.0,.846,0.0,11.0,11.0,7.0,0.0,1.0,2.0,3.0,35.0,27.8,+6,12.0,6.0,0.5,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,16.0,81.0,4.764705882352941,23.4,83.69999999999997,4.923529411764704
60,59,55,2023-02-16,27-343,CHI,,MIL,L (-12),1,31:56,5.0,16.0,.313,1.0,5.0,.200,7,7.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,18.0,11.6,-15,11.0,4.0,0.3636363636363636,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,78.0,4.588235294117647,8.799999999999997,74.69999999999999,4.394117647058823
61,60,56,2023-02-24,27-351,CHI,,BRK,W (+44),1,28:30,12.0,17.0,.706,4.0,6.0,.667,4,4.0,1.000,1.0,5.0,6.0,2.0,0.0,0.0,1.0,0.0,32.0,27.5,+35,11.0,8.0,0.7272727272727273,62,64,75,7,70,36,70,61,47,27,5,7,77,77,12,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,0.9253731343283582,0.9552238805970148,0.9375,1.0,0.945945945945946,0.9473684210526316,0.945945945945946,0.953125,0.8103448275862069,0.84375,,,1.0,1.0,0.9390243902439024,0.9390243902439024,1.0,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,18.0,111.0,6.529411764705882,25.9,95.8,5.635294117647058
