Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,34-127,DEN,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,84.0,4.941176470588236,0.0,96.4,5.670588235294118,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+3),W (+3)
12.0,,2022-11-11,34-129,DEN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,62.0,3.647058823529412,0.0,85.1,5.005882352941176,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-19),L (-19)
13.0,,2022-11-13,34-131,DEN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,103.0,6.0588235294117645,0.0,112.59999999999997,6.623529411764704,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+23),W (+23)
14.0,,2022-11-16,34-134,DEN,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,61.0,3.588235294117647,0.0,67.2,3.952941176470589,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-3),L (-3)
15.0,,2022-11-18,34-136,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,56.0,3.294117647058824,0.0,70.4,4.141176470588236,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-28),L (-28)
16.0,,2022-11-20,34-138,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,63.0,3.7058823529411766,0.0,64.4,3.788235294117648,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+1),W (+1)
17.0,,2022-11-22,34-140,DEN,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,82.0,4.823529411764706,0.0,101.4,5.964705882352941,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-2),L (-2)
18.0,,2022-11-23,34-141,DEN,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,104.0,6.117647058823529,0.0,129.79999999999998,7.6352941176470575,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+5),W (+5)
19.0,6.0,2022-11-25,34-143,DEN,LAC,0,13.4,2.0,5.0,.400,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,4.3,-12,4.0,1.0,0.25,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,4.0,74.0,4.352941176470588,4.299999999999999,91.7,5.394117647058824,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+10),W (+10)
20.0,7.0,2022-11-28,34-146,DEN,HOU,0,26.2,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,8.0,2.0,1.0,3.0,0.0,10.0,12.9,+16,8.0,5.0,0.625,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,14.0,95.0,5.588235294117647,12.9,107.6,6.329411764705882,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+16),W (+16)
21.0,8.0,2022-11-30,34-148,DEN,HOU,0,22.966666666666665,3.0,10.0,.300,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,6.0,7.1,+19,9.0,3.0,0.3333333333333333,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,7.0,86.0,5.0588235294117645,7.1,94.8,5.576470588235294,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,,
22.0,9.0,2022-12-02,34-150,DEN,ATL,0,17.65,2.0,5.0,.400,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,3.6,-7,5.0,2.0,0.4,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,4.0,73.0,4.294117647058823,3.6,91.6,5.388235294117647,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+20),W (+20)
23.0,10.0,2022-12-04,34-152,DEN,NOP,0,17.383333333333333,3.0,6.0,.500,1.0,2.0,.500,1,2.0,.500,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,8.0,2.5,-1,4.0,2.0,0.5,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,1.0,76.0,4.470588235294118,2.1,91.2,5.364705882352942,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-8),L (-8)
24.0,,2022-12-06,34-154,DEN,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,53.0,3.117647058823529,0.0,73.20000000000002,4.305882352941177,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-15),L (-15)
25.0,,2022-12-08,34-156,DEN,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,73.0,4.294117647058823,0.0,91.9,5.405882352941177,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-1),L (-1)
26.0,,2022-12-10,34-158,DEN,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,80.0,4.705882352941177,0.0,97.6,5.741176470588235,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+1),W (+1)
