Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,25.0,2023-02-05,34-215,DEN,MIN,0,21.48333333333333,5.0,9.0,.556,0.0,0.0,,0,0.0,,1.0,6.0,7.0,5.0,0.0,0.0,4.0,3.0,10.0,6.5,-16,9.0,5.0,0.5555555555555556,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,9.0,37.0,2.176470588235294,6.5,53.8,3.164705882352941,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+17),W (+17)
55.0,26.0,2023-02-07,34-217,DEN,MIN,0,29.316666666666663,4.0,6.0,.667,0.0,0.0,,0,0.0,,1.0,3.0,4.0,7.0,0.0,0.0,4.0,5.0,8.0,5.9,+17,6.0,4.0,0.6666666666666666,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,9.0,121.0,7.117647058823529,5.899999999999999,136.9,8.052941176470588,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+20),W (+20)
56.0,27.0,2023-02-09,34-219,DEN,ORL,0,14.383333333333333,0.0,3.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,-0.1,-18,3.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,2.0,53.0,3.117647058823529,-0.0999999999999998,71.3,4.194117647058824,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-30),L (-30)
57.0,28.0,2023-02-11,34-221,DEN,CHO,0,20.83333333333333,1.0,7.0,.143,0.0,0.0,,0,0.0,,1.0,4.0,5.0,8.0,0.0,0.0,1.0,2.0,2.0,3.2,+1,7.0,1.0,0.1428571428571428,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,7.0,95.0,5.588235294117647,3.2,113.0,6.647058823529412,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+34),W (+34)
58.0,29.0,2023-02-13,34-223,DEN,MIA,0,15.85,1.0,4.0,.250,0.0,0.0,,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,2.4,+1,4.0,1.0,0.25,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,4.0,88.0,5.176470588235294,2.3999999999999995,94.8,5.576470588235294,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-11),L (-11)
59.0,30.0,2023-02-15,34-225,DEN,DAL,0,18.7,4.0,7.0,.571,0.0,0.0,,0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,8.0,8.3,-4,7.0,4.0,0.5714285714285714,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,10.0,82.0,4.823529411764706,8.299999999999999,89.39999999999999,5.258823529411764,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+14),W (+14)
60.0,,2023-02-23,34-233,DEN,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,84.0,4.941176470588236,0.0,92.29999999999998,5.429411764705882,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+4),W (+4)
61.0,31.0,2023-02-25,34-235,DEN,MEM,0,4.25,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.4,+10,1.0,1.0,1.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,2.0,41.0,2.411764705882353,1.3999999999999997,51.8,3.047058823529412,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+9),W (+9)
62.0,,2023-02-26,34-236,DEN,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,96.0,5.647058823529412,0.0,108.29999999999998,6.370588235294116,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+6),W (+6)
63.0,,2023-02-28,34-238,DEN,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,102.0,6.0,0.0,115.7,6.805882352941176,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,,
64.0,32.0,2023-03-03,34-241,DEN,MEM,0,1.7666666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,+1,1.0,1.0,1.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,2.0,92.0,5.411764705882353,2.0,103.60000000000002,6.094117647058825,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-18),L (-18)
65.0,,2023-03-06,34-244,DEN,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,77.0,4.529411764705882,0.0,100.10000000000002,5.888235294117648,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+10),W (+10)
66.0,33.0,2023-03-08,34-246,DEN,CHI,0,3.716666666666667,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.3,0,1.0,1.0,1.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,2.0,48.0,2.823529411764706,1.2999999999999994,54.70000000000001,3.21764705882353,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+21),W (+21)
67.0,,2023-03-10,34-248,DEN,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,84.0,4.941176470588236,0.0,103.09999999999998,6.06470588235294,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+16),W (+16)
68.0,34.0,2023-03-12,34-250,DEN,BRK,0,0.0333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,73.0,4.294117647058823,0.0,88.60000000000001,5.211764705882353,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+5),W (+5)
69.0,35.0,2023-03-14,34-252,DEN,TOR,0,1.35,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,73.0,4.294117647058823,0.0,92.29999999999998,5.429411764705882,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-21),L (-21)
70.0,36.0,2023-03-16,34-254,DEN,DET,0,0.9666666666666668,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,90.0,5.294117647058823,0.0,106.79999999999998,6.28235294117647,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-8),L (-8)
71.0,,2023-03-18,34-256,DEN,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,65.0,3.823529411764706,0.0,76.39999999999999,4.494117647058823,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-2),L (-2)
72.0,,2023-03-19,34-257,DEN,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,78.0,4.588235294117647,0.0,85.4,5.023529411764706,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-15),L (-15)
73.0,37.0,2023-03-22,34-260,DEN,WAS,0,2.7333333333333334,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,1.0,0.0,0.0,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,0.0,80.0,4.705882352941177,0.0,93.1,5.476470588235294,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+19),W (+19)
74.0,38.0,2023-03-25,34-263,DEN,MIL,0,3.183333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.7,+1,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,3.0,84.0,4.941176470588236,1.6999999999999995,99.6,5.858823529411764,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-6),L (-6)
75.0,,2023-03-27,34-265,DEN,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,87.0,5.117647058823529,0.0,98.4,5.788235294117648,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+6),W (+6)
76.0,39.0,2023-03-30,34-268,DEN,NOP,0,1.6666666666666663,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0.0,0.0,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,1.0,34.0,2.0,0.7,51.8,3.047058823529412,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+14),W (+14)
77.0,40.0,2023-03-31,34-269,DEN,PHO,0,14.983333333333333,1.0,10.0,.100,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,-2.6,,8.0,1.0,0.125,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,-2.0,52.0,3.0588235294117645,-2.6,60.99999999999999,3.5882352941176467,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+23),W (+23)
78.0,,2023-04-02,34-271,DEN,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,71.0,4.176470588235294,0.0,87.30000000000001,5.135294117647059,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,W (+5),W (+5)
79.0,,2023-04-04,34-273,DEN,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,,69.0,4.0588235294117645,0.0,80.10000000000001,4.711764705882353,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-19),L (-19)
80.0,41.0,2023-04-06,34-275,DEN,PHO,0,22.683333333333334,5.0,12.0,.417,0.0,1.0,.000,1,2.0,.500,0.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,11.0,8.9,-3,11.0,5.0,0.4545454545454545,33,18,41,42,25,22,14,30,28,37,30,36,19,38,30,68.0,56.0,80.0,76.0,,43.0,39.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.4852941176470588,0.3214285714285714,0.5125,0.5526315789473685,,0.5813953488372093,0.5641025641025641,0.8235294117647058,0.4615384615384615,0.5,0.4868421052631579,0.4838709677419355,0.5217391304347826,0.8260869565217391,0.6333333333333333,0.5660377358490566,9,12,2.0,68.0,59.0,0.1323529411764706,0.0,0.2033898305084746,17,6.0,53.0,3.117647058823529,8.500000000000002,63.69999999999999,3.747058823529411,6.5,-0.5,-6.6,-5.5,-1.1,0.0113744075829383,0.407,0.092,0.031,-0.5,-0.8,L (-7),L (-7)
