Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,27-054,DEN,IND,1.0,34.38333333333333,5.0,8.0,0.625,1.0,3.0,0.333,7.0,9.0,0.778,4.0,12.0,16.0,6.0,1.0,1.0,5.0,2.0,18.0,20.1,4.0,5.0,4.0,0.8,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,20.0,64.0,3.764705882352941,17.299999999999994,79.1,4.652941176470588,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+3),W (+3)
12.0,12.0,2022-11-11,27-056,DEN,BOS,1.0,30.4,6.0,10.0,0.6,1.0,2.0,0.5,4.0,6.0,0.667,3.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0,17.0,15.1,-4.0,8.0,5.0,0.625,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,10.0,52.0,3.0588235294117645,13.499999999999996,71.6,4.211764705882352,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-19),L (-19)
13.0,13.0,2022-11-13,27-058,DEN,CHI,1.0,25.98333333333333,4.0,6.0,0.667,1.0,1.0,1.0,4.0,6.0,0.667,0.0,5.0,5.0,2.0,0.0,0.0,1.0,2.0,13.0,10.7,24.0,5.0,3.0,0.6,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,7.0,96.0,5.647058823529412,9.1,103.49999999999996,6.088235294117645,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+23),W (+23)
14.0,,2022-11-16,27-061,DEN,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,,61.0,3.588235294117647,0.0,67.2,3.952941176470589,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-3),L (-3)
15.0,,2022-11-18,27-063,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,,56.0,3.294117647058824,0.0,70.4,4.141176470588236,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-28),L (-28)
16.0,,2022-11-20,27-065,DEN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,,63.0,3.7058823529411766,0.0,64.4,3.788235294117648,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+1),W (+1)
17.0,14.0,2022-11-22,27-067,DEN,DET,1.0,28.58333333333333,7.0,10.0,0.7,1.0,2.0,0.5,2.0,5.0,0.4,3.0,4.0,7.0,1.0,1.0,1.0,3.0,3.0,17.0,13.1,21.0,8.0,6.0,0.75,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,9.0,73.0,4.294117647058823,12.299999999999995,89.1,5.241176470588235,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-2),L (-2)
18.0,15.0,2022-11-23,27-068,DEN,OKC,1.0,37.71666666666667,10.0,16.0,0.625,4.0,5.0,0.8,7.0,11.0,0.636,5.0,3.0,8.0,4.0,0.0,2.0,1.0,1.0,31.0,29.4,5.0,11.0,6.0,0.5454545454545454,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,17.0,87.0,5.117647058823529,26.599999999999994,103.2,6.070588235294117,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+5),W (+5)
19.0,16.0,2022-11-25,27-070,DEN,LAC,1.0,27.98333333333333,12.0,16.0,0.75,2.0,4.0,0.5,3.0,4.0,0.75,5.0,2.0,7.0,3.0,2.0,2.0,1.0,4.0,29.0,29.2,13.0,12.0,10.0,0.8333333333333334,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,22.0,56.0,3.294117647058824,28.0,68.0,4.0,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+10),W (+10)
20.0,17.0,2022-11-28,27-073,DEN,HOU,1.0,13.833333333333334,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,2.0,4.0,4.0,1.4,7.0,2.0,2.0,1.0,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,3.0,106.0,6.235294117647059,1.4,119.1,7.005882352941176,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+16),W (+16)
21.0,18.0,2022-11-30,27-075,DEN,HOU,1.0,31.25,7.0,12.0,0.583,2.0,4.0,0.5,4.0,7.0,0.571,2.0,4.0,6.0,2.0,0.0,1.0,1.0,2.0,20.0,16.1,12.0,8.0,5.0,0.625,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,9.0,84.0,4.941176470588236,14.499999999999996,87.4,5.141176470588236,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,,
22.0,19.0,2022-12-02,27-077,DEN,ATL,1.0,30.83333333333333,7.0,12.0,0.583,0.0,2.0,0.0,0.0,0.0,,1.0,4.0,5.0,3.0,2.0,0.0,3.0,0.0,14.0,11.4,-1.0,10.0,7.0,0.7,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,9.0,68.0,4.0,11.4,83.80000000000001,4.929411764705883,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,W (+20),W (+20)
23.0,20.0,2022-12-04,27-079,DEN,NOP,1.0,37.03333333333333,7.0,10.0,0.7,1.0,3.0,0.333,4.0,4.0,1.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,3.0,19.0,15.4,-7.0,7.0,6.0,0.8571428571428571,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,12.0,65.0,3.823529411764706,13.8,79.5,4.676470588235294,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-8),L (-8)
24.0,21.0,2022-12-06,27-081,DEN,DAL,1.0,31.5,10.0,13.0,0.769,2.0,2.0,1.0,5.0,7.0,0.714,4.0,4.0,8.0,2.0,1.0,0.0,2.0,2.0,27.0,24.7,-6.0,11.0,8.0,0.7272727272727273,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,16.0,37.0,2.176470588235294,22.7,50.49999999999999,2.9705882352941173,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-15),L (-15)
25.0,22.0,2022-12-08,27-083,DEN,POR,1.0,30.83333333333333,8.0,12.0,0.667,2.0,3.0,0.667,2.0,2.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,3.0,4.0,20.0,13.9,-13.0,9.0,6.0,0.6666666666666666,37,67,62,29,30,33,12,60,45,65,50,61,15,46,44,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6607142857142857,0.8375,0.8157894736842105,,0.6744186046511628,0.7692307692307693,0.7674418604651163,0.7058823529411765,0.9230769230769232,0.8035714285714286,0.8552631578947368,0.8064516129032258,0.8840579710144928,0.6521739130434783,0.7666666666666667,0.8301886792452831,12,13,2.0,68.0,59.0,0.1764705882352941,0.0,0.2203389830508474,17,9.0,64.0,3.764705882352941,13.099999999999998,78.8,4.635294117647058,19.5,6.8,2.1,2.4,-0.3,0.1167983149025803,0.617,0.227,0.413,2.1,4.6,L (-1),L (-1)
