Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Christian Braun,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
54.0,32.0,2023-02-05,36-161,DEN,MIN,0,17.916666666666668,1.0,7.0,.143,0.0,5.0,.000,3,4.0,.750,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,0.9,-19,2.0,1.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,-2.0,48.0,2.823529411764706,-0.2999999999999996,60.6,3.5647058823529414,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+17),W (+17)
55.0,33.0,2023-02-07,36-163,DEN,MIN,0,13.616666666666667,3.0,10.0,.300,1.0,2.0,.500,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,2.1,-5,8.0,2.0,0.25,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,129.0,7.588235294117647,2.0999999999999988,140.70000000000002,8.276470588235295,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+20),W (+20)
56.0,34.0,2023-02-09,36-165,DEN,ORL,0,12.083333333333334,3.0,6.0,.500,0.0,2.0,.000,1,2.0,.500,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,5.6,-19,4.0,3.0,0.75,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,52.0,3.0588235294117645,5.199999999999998,66.0,3.882352941176471,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-30),L (-30)
57.0,35.0,2023-02-11,36-167,DEN,CHO,0,23.216666666666665,5.0,9.0,.556,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,10.0,6.7,+2,6.0,5.0,0.8333333333333334,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,7.0,95.0,5.588235294117647,6.700000000000001,109.49999999999996,6.441176470588233,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+34),W (+34)
58.0,36.0,2023-02-13,36-169,DEN,MIA,0,19.98333333333333,4.0,9.0,.444,0.0,1.0,.000,4,4.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,12.0,7.2,+5,8.0,4.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,91.0,5.352941176470588,5.599999999999998,91.6,5.388235294117647,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-11),L (-11)
59.0,37.0,2023-02-15,36-171,DEN,DAL,0,25.566666666666663,11.0,16.0,.688,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,24.0,17.7,+2,11.0,9.0,0.8181818181818182,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,11.0,81.0,4.764705882352941,17.7,80.0,4.705882352941177,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+14),W (+14)
60.0,38.0,2023-02-23,36-179,DEN,CLE,0,21.8,5.0,10.0,.500,0.0,1.0,.000,1,2.0,.500,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,11.0,8.0,-3,9.0,5.0,0.5555555555555556,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,81.0,4.764705882352941,7.599999999999999,84.69999999999999,4.98235294117647,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+4),W (+4)
61.0,39.0,2023-02-25,36-181,DEN,MEM,0,24.78333333333333,3.0,7.0,.429,2.0,5.0,.400,4,4.0,1.000,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,12.0,8.9,-19,2.0,1.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,5.0,38.0,2.235294117647059,7.300000000000001,45.90000000000001,2.7000000000000006,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+9),W (+9)
62.0,,2023-02-26,36-182,DEN,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,96.0,5.647058823529412,0.0,108.29999999999998,6.370588235294116,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+6),W (+6)
63.0,,2023-02-28,36-184,DEN,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,102.0,6.0,0.0,115.7,6.805882352941176,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,,
64.0,40.0,2023-03-03,36-187,DEN,MEM,0,24.78333333333333,1.0,6.0,.167,0.0,2.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,3.0,0.0,1.0,4.0,3.8,+14,4.0,1.0,0.25,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,4.0,90.0,5.294117647058823,3.0000000000000013,102.60000000000002,6.0352941176470605,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-18),L (-18)
65.0,41.0,2023-03-06,36-190,DEN,TOR,0,18.266666666666666,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,6.0,4.0,-8,3.0,3.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,4.0,73.0,4.294117647058823,3.999999999999999,96.10000000000002,5.6529411764705895,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+10),W (+10)
66.0,42.0,2023-03-08,36-192,DEN,CHI,0,15.483333333333333,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,5.1,-17,1.0,0.0,0.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,7.0,43.0,2.5294117647058822,5.1000000000000005,50.9,2.994117647058824,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+21),W (+21)
67.0,43.0,2023-03-10,36-194,DEN,SAS,0,16.283333333333335,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,5.6,-7,4.0,2.0,0.5,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,81.0,4.764705882352941,4.799999999999999,98.3,5.782352941176471,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+16),W (+16)
68.0,44.0,2023-03-12,36-196,DEN,BRK,0,18.6,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,6.3,-15,3.0,2.0,0.6666666666666666,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,6.0,67.0,3.941176470588236,6.299999999999998,82.30000000000001,4.841176470588236,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+5),W (+5)
69.0,45.0,2023-03-14,36-198,DEN,TOR,0,19.066666666666663,3.0,5.0,.600,0.0,2.0,.000,2,2.0,1.000,2.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,8.0,8.7,-5,3.0,3.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,8.0,65.0,3.823529411764706,7.899999999999999,84.39999999999999,4.96470588235294,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-21),L (-21)
70.0,46.0,2023-03-16,36-200,DEN,DET,0,18.2,1.0,2.0,.500,0.0,1.0,.000,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.1,+14,1.0,1.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,87.0,5.117647058823529,1.6999999999999995,105.09999999999998,6.182352941176469,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-8),L (-8)
71.0,47.0,2023-03-18,36-202,DEN,NYK,0,18.98333333333333,4.0,5.0,.800,2.0,2.0,1.000,2,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,10.0,-8,3.0,2.0,0.6666666666666666,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,6.0,59.0,3.4705882352941178,9.199999999999998,67.2,3.952941176470589,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-2),L (-2)
72.0,48.0,2023-03-19,36-203,DEN,BRK,0,18.1,1.0,6.0,.167,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.9,-3,4.0,0.0,0.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,-3.0,81.0,4.764705882352941,-1.9,87.30000000000001,5.135294117647059,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-15),L (-15)
73.0,49.0,2023-03-22,36-206,DEN,WAS,0,14.533333333333331,3.0,6.0,.500,2.0,3.0,.667,3,4.0,.750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,6.4,-8,3.0,1.0,0.3333333333333333,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,1.0,79.0,4.647058823529412,5.2,87.89999999999999,5.170588235294117,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+19),W (+19)
74.0,50.0,2023-03-25,36-209,DEN,MIL,0,19.616666666666667,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,5.2,+10,3.0,2.0,0.6666666666666666,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,5.0,82.0,4.823529411764706,5.199999999999998,96.1,5.652941176470588,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-6),L (-6)
75.0,51.0,2023-03-27,36-211,DEN,PHI,0,23.7,2.0,5.0,.400,0.0,2.0,.000,4,4.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,8.0,8.0,-15,3.0,2.0,0.6666666666666666,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,4.0,83.0,4.882352941176471,6.4,92.0,5.411764705882353,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+6),W (+6)
76.0,52.0,2023-03-30,36-214,DEN,NOP,0,30.433333333333334,1.0,6.0,.167,0.0,1.0,.000,3,4.0,.750,3.0,4.0,7.0,1.0,0.0,0.0,1.0,4.0,5.0,2.2,-2,5.0,1.0,0.2,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,2.0,33.0,1.9411764705882355,0.9999999999999992,51.49999999999999,3.029411764705882,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+14),W (+14)
77.0,,2023-03-31,36-215,DEN,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,,50.0,2.9411764705882355,0.0,58.399999999999984,3.4352941176470577,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+23),W (+23)
78.0,53.0,2023-04-02,36-217,DEN,GSW,1,26.183333333333334,4.0,8.0,.500,1.0,5.0,.200,1,1.0,1.000,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,10.0,9.6,+1,3.0,3.0,1.0,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,9.0,62.0,3.647058823529412,9.199999999999998,78.10000000000001,4.594117647058824,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,W (+5),W (+5)
79.0,54.0,2023-04-04,36-219,DEN,HOU,0,17.483333333333334,2.0,7.0,.286,0.0,2.0,.000,5,6.0,.833,2.0,3.0,5.0,3.0,0.0,0.0,1.0,2.0,9.0,7.1,+5,5.0,2.0,0.4,45,25,55,52,19,26,28,8,44,52,44,46,18,37,31,68.0,56.0,80.0,76.0,,43.0,39.0,43.0,17.0,65.0,76.0,62.0,69.0,23.0,60.0,53.0,0.6617647058823529,0.4464285714285714,0.6875,0.6842105263157895,,0.4418604651162791,0.6666666666666666,0.6511627906976745,0.4705882352941176,0.676923076923077,0.6842105263157895,0.7096774193548387,0.6666666666666666,0.782608695652174,0.6166666666666667,0.5849056603773585,11,16,2.0,68.0,59.0,0.1617647058823529,0.0,0.2711864406779661,17,3.0,66.0,3.882352941176471,5.1000000000000005,75.0,4.411764705882353,11.0,1.7,-3.4,-2.4,-1.0,0.0460242232754081,0.576,0.317,0.357,-0.4,0.8,L (-19),L (-19)
