Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
65.0,61.0,2023-03-07,23-324,BRK,HOU,1.0,28.916666666666668,8.0,9.0,0.889,0.0,0.0,,2.0,5.0,0.4,1.0,12.0,13.0,1.0,1.0,4.0,2.0,4.0,18.0,18.9,23.0,9.0,8.0,0.8888888888888888,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,21.0,83.0,3.608695652173913,18.1,107.7,4.682608695652174,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-24),L (-24)
66.0,,2023-03-09,23-326,BRK,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,,108.0,4.695652173913044,0.0,134.4,5.843478260869565,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+10),W (+10)
67.0,62.0,2023-03-10,23-327,BRK,MIN,1.0,35.416666666666664,5.0,6.0,0.833,0.0,0.0,,1.0,2.0,0.5,4.0,5.0,9.0,3.0,0.0,4.0,3.0,6.0,11.0,12.2,7.0,6.0,5.0,0.8333333333333334,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,16.0,43.0,1.8695652173913044,11.8,65.0,2.8260869565217392,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+16),W (+16)
68.0,63.0,2023-03-12,23-329,BRK,DEN,1.0,28.33333333333333,8.0,9.0,0.889,0.0,0.0,,4.0,4.0,1.0,3.0,3.0,6.0,5.0,1.0,0.0,0.0,4.0,20.0,22.8,0.0,9.0,8.0,0.8888888888888888,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,19.0,22.0,0.9565217391304348,21.199999999999992,27.8,1.2086956521739132,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+22),W (+22)
69.0,64.0,2023-03-14,23-331,BRK,OKC,1.0,38.61666666666667,4.0,7.0,0.571,0.0,0.0,,4.0,9.0,0.444,4.0,8.0,12.0,2.0,0.0,1.0,2.0,1.0,12.0,11.6,-18.0,7.0,4.0,0.5714285714285714,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,9.0,40.0,1.7391304347826086,9.999999999999996,63.10000000000001,2.7434782608695656,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-5),L (-5)
70.0,65.0,2023-03-16,23-333,BRK,SAC,1.0,32.45,6.0,11.0,0.545,0.0,0.0,,2.0,2.0,1.0,2.0,12.0,14.0,1.0,1.0,2.0,0.0,4.0,14.0,15.2,2.0,11.0,6.0,0.5454545454545454,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,19.0,65.0,2.8260869565217392,14.399999999999997,82.39999999999999,3.5826086956521737,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+1),W (+1)
71.0,66.0,2023-03-19,23-336,BRK,DEN,1.0,31.3,9.0,12.0,0.75,0.0,0.0,,1.0,2.0,0.5,3.0,5.0,8.0,1.0,1.0,1.0,0.0,2.0,19.0,19.0,-9.0,12.0,9.0,0.75,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,16.0,61.0,2.652173913043478,18.6,83.6,3.634782608695652,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+2),W (+2)
72.0,67.0,2023-03-21,23-338,BRK,CLE,1.0,28.2,6.0,10.0,0.6,0.0,0.0,,1.0,1.0,1.0,1.0,7.0,8.0,3.0,1.0,1.0,2.0,3.0,13.0,11.8,-33.0,10.0,6.0,0.6,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,13.0,61.0,2.652173913043478,11.400000000000002,76.89999999999998,3.3434782608695643,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-14),L (-14)
73.0,68.0,2023-03-23,23-340,BRK,CLE,1.0,33.61666666666667,4.0,10.0,0.4,0.0,0.0,,3.0,4.0,0.75,3.0,6.0,9.0,2.0,1.0,3.0,1.0,4.0,11.0,11.0,-4.0,10.0,4.0,0.4,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,11.0,59.0,2.565217391304348,9.8,67.39999999999999,2.930434782608695,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-5),L (-5)
74.0,69.0,2023-03-25,23-342,BRK,MIA,1.0,34.25,6.0,7.0,0.857,0.0,0.0,,2.0,2.0,1.0,2.0,8.0,10.0,4.0,0.0,3.0,0.0,2.0,14.0,19.4,31.0,7.0,6.0,0.8571428571428571,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,22.0,50.0,2.1739130434782608,18.599999999999994,74.60000000000001,3.2434782608695656,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-6),L (-6)
75.0,70.0,2023-03-26,23-343,BRK,ORL,1.0,28.166666666666668,4.0,7.0,0.571,0.0,0.0,,1.0,3.0,0.333,2.0,7.0,9.0,2.0,1.0,4.0,2.0,1.0,9.0,11.2,-4.0,7.0,4.0,0.5714285714285714,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,13.0,53.0,2.3043478260869565,10.800000000000002,78.80000000000001,3.42608695652174,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-6),L (-6)
76.0,71.0,2023-03-29,23-346,BRK,HOU,1.0,35.483333333333334,8.0,10.0,0.8,0.0,0.0,,2.0,4.0,0.5,2.0,8.0,10.0,2.0,1.0,3.0,1.0,3.0,18.0,19.5,8.0,10.0,8.0,0.8,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,19.0,65.0,2.8260869565217392,18.699999999999992,85.9,3.7347826086956526,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-2),L (-2)
77.0,72.0,2023-03-31,23-348,BRK,ATL,1.0,27.48333333333333,6.0,7.0,0.857,0.0,0.0,,2.0,4.0,0.5,3.0,9.0,12.0,5.0,1.0,2.0,3.0,3.0,14.0,17.2,19.0,7.0,6.0,0.8571428571428571,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,20.0,41.0,1.7826086956521738,16.4,57.50000000000001,2.5000000000000004,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+29),W (+29)
78.0,73.0,2023-04-02,23-350,BRK,UTA,1.0,32.483333333333334,7.0,8.0,0.875,0.0,0.0,,0.0,1.0,0.0,2.0,5.0,7.0,1.0,2.0,0.0,0.0,3.0,14.0,15.2,3.0,8.0,7.0,0.875,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,15.0,81.0,3.5217391304347827,15.2,94.1,4.091304347826087,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-13),L (-13)
79.0,74.0,2023-04-04,23-352,BRK,MIN,1.0,32.03333333333333,2.0,6.0,0.333,0.0,0.0,,2.0,2.0,1.0,4.0,5.0,9.0,3.0,1.0,4.0,1.0,2.0,6.0,11.0,-6.0,6.0,2.0,0.3333333333333333,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,14.0,88.0,3.8260869565217392,10.2,105.0,4.565217391304348,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+9),W (+9)
80.0,75.0,2023-04-05,23-353,BRK,DET,1.0,35.916666666666664,8.0,9.0,0.889,0.0,0.0,,3.0,3.0,1.0,2.0,5.0,7.0,2.0,2.0,3.0,1.0,5.0,19.0,21.3,5.0,9.0,8.0,0.8888888888888888,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,20.0,70.0,3.0434782608695654,20.099999999999994,97.5,4.239130434782608,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+17),W (+17)
81.0,76.0,2023-04-07,23-355,BRK,ORL,1.0,34.3,6.0,9.0,0.667,0.0,0.0,,2.0,2.0,1.0,4.0,11.0,15.0,2.0,2.0,1.0,1.0,0.0,14.0,19.3,20.0,9.0,6.0,0.6666666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,22.0,84.0,3.652173913043478,18.5,111.2,4.834782608695653,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+1),W (+1)
82.0,,2023-04-09,23-357,BRK,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,,86.0,3.739130434782609,0.0,112.8,4.904347826086957,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-5),L (-5)
