Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-25,31-220,UTA,@,GSW,L (-11),1,33:08,9.0,13.0,.692,3.0,6.0,.500,0,0.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,21.0,18.4,-19,7.0,6.0,0.8571428571428571,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,15.0,75.0,3.75,18.4,71.2,3.56
22,22,22,2022-11-26,31-221,UTA,@,PHO,L (-1),1,33:25,3.0,7.0,.429,1.0,4.0,.250,3,4.0,.750,1.0,5.0,6.0,3.0,2.0,1.0,0.0,3.0,10.0,11.7,+6,3.0,2.0,0.6666666666666666,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,11.0,61.0,3.05,10.5,66.10000000000001,3.3050000000000006
23,23,23,2022-11-28,31-223,UTA,,CHI,L (-7),1,33:21,8.0,13.0,.615,5.0,10.0,.500,2,3.0,.667,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,23.0,21.1,-4,3.0,3.0,1.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,16.0,44.0,2.2,20.3,46.4,2.32
24,24,24,2022-11-30,31-225,UTA,,LAC,W (+13),1,36:02,4.0,7.0,.571,1.0,2.0,.500,3,4.0,.750,1.0,6.0,7.0,3.0,1.0,3.0,2.0,5.0,12.0,12.0,+19,5.0,3.0,0.6,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,13.0,77.0,3.85,10.8,72.4,3.62
25,25,25,2022-12-02,31-227,UTA,,IND,W (+20),1,21:41,2.0,4.0,.500,1.0,3.0,.333,5,5.0,1.000,1.0,3.0,4.0,1.0,2.0,0.0,4.0,6.0,10.0,5.9,-5,1.0,1.0,1.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,61.0,3.05,3.9,76.1,3.8049999999999997
26,26,26,2022-12-03,31-228,UTA,,POR,L (-5),1,35:06,5.0,8.0,.625,1.0,3.0,.333,4,6.0,.667,0.0,9.0,9.0,6.0,1.0,0.0,2.0,4.0,15.0,14.9,+1,5.0,4.0,0.8,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,15.0,45.0,2.25,13.3,47.5,2.375
27,27,27,2022-12-07,31-232,UTA,,GSW,W (+1),1,30:20,5.0,11.0,.455,1.0,4.0,.250,4,4.0,1.000,1.0,2.0,3.0,5.0,2.0,0.0,4.0,3.0,15.0,10.9,-1,7.0,4.0,0.5714285714285714,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,56.0,2.8,9.3,57.8,2.8899999999999997
28,28,28,2022-12-09,31-234,UTA,,MIN,L (-10),1,32:04,2.0,8.0,.250,2.0,5.0,.400,4,4.0,1.000,1.0,3.0,4.0,4.0,0.0,0.0,1.0,3.0,10.0,7.4,0,3.0,0.0,0.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,5.0,18.0,0.9,5.8,16.099999999999994,0.8049999999999997
29,29,29,2022-12-10,31-235,UTA,@,DEN,L (-5),1,32:56,5.0,9.0,.556,2.0,4.0,.500,6,6.0,1.000,1.0,8.0,9.0,3.0,0.0,0.0,0.0,5.0,18.0,16.9,-7,5.0,3.0,0.6,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,15.0,36.0,1.8,14.499999999999991,35.599999999999994,1.7799999999999998
30,30,30,2022-12-13,31-238,UTA,,NOP,W (+21),1,16:06,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,3.0,4.0,6.0,3.1,+3,3.0,3.0,1.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,46.0,2.3,3.1,37.89999999999999,1.8949999999999996
31,31,31,2022-12-15,31-240,UTA,,NOP,W (+3),1,35:17,3.0,11.0,.273,1.0,4.0,.250,7,7.0,1.000,2.0,5.0,7.0,3.0,0.0,0.0,3.0,3.0,14.0,8.3,+4,7.0,2.0,0.2857142857142857,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,3.0,63.0,3.15,5.4999999999999964,69.3,3.465
32,32,32,2022-12-17,31-242,UTA,@,MIL,L (-26),1,27:04,4.0,11.0,.364,2.0,7.0,.286,2,2.0,1.000,0.0,1.0,1.0,2.0,2.0,0.0,4.0,3.0,12.0,4.4,-10,4.0,2.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,0.0,34.0,1.7,3.6000000000000005,34.99999999999999,1.7499999999999996
33,33,,2022-12-19,31-244,UTA,@,CLE,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,29.0,1.45,0.0,49.3,2.465
34,34,,2022-12-20,31-245,UTA,@,DET,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,47.0,2.35,0.0,59.400000000000006,2.97
35,35,,2022-12-22,31-247,UTA,,WAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,60.0,3.0,0.0,53.8,2.69
36,36,,2022-12-26,31-251,UTA,@,SAS,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,36.0,1.8,0.0,54.0,2.7
37,37,33,2022-12-28,31-253,UTA,@,GSW,L (-5),1,25:33,2.0,7.0,.286,1.0,2.0,.500,4,6.0,.667,1.0,5.0,6.0,2.0,0.0,2.0,2.0,1.0,9.0,6.7,+3,5.0,1.0,0.2,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,41.0,2.05,5.100000000000001,46.9,2.3449999999999998
38,38,34,2022-12-30,31-255,UTA,@,SAC,L (-1),1,29:26,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,5.0,3.3,-4,0.0,0.0,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,5.0,58.0,2.9,2.500000000000001,66.2,3.31
39,39,35,2022-12-31,31-256,UTA,,MIA,L (-3),1,33:28,3.0,10.0,.300,1.0,4.0,.250,7,9.0,.778,0.0,4.0,4.0,6.0,3.0,0.0,5.0,4.0,14.0,9.2,-2,6.0,2.0,0.3333333333333333,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,3.0,54.0,2.7,6.399999999999999,60.1,3.005
40,40,36,2023-01-03,31-259,UTA,,SAC,L (-2),1,28:23,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,2.0,4.0,6.0,4.0,1.0,0.0,1.0,5.0,5.0,4.3,-5,3.0,1.0,0.3333333333333333,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,40.0,2.0,4.3,32.900000000000006,1.6450000000000002
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,0.0,0.0,0.0,0.0,0.0
42,41,37,2023-01-05,31-261,UTA,@,HOU,W (+17),1,21:12,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,1.9,-1,3.0,1.0,0.3333333333333333,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,72.0,3.6,1.8999999999999984,84.3,4.215
43,42,38,2023-01-07,31-263,UTA,@,CHI,L (-8),1,29:46,2.0,7.0,.286,0.0,3.0,.000,2,3.0,.667,1.0,3.0,4.0,2.0,0.0,2.0,1.0,5.0,6.0,2.9,-1,4.0,2.0,0.5,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,3.0,72.0,3.6,2.1000000000000014,70.0,3.5
44,43,39,2023-01-08,31-264,UTA,@,MEM,L (-5),1,29:24,7.0,9.0,.778,4.0,6.0,.667,1,1.0,1.000,0.0,8.0,8.0,5.0,0.0,0.0,5.0,4.0,19.0,14.8,-10,3.0,3.0,1.0,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,17.0,56.0,2.8,14.4,51.3,2.565
45,44,,2023-01-10,31-266,UTA,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,65.0,3.25,0.0,56.3,2.815
46,45,,2023-01-13,31-269,UTA,,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,59.0,2.95,0.0,66.7,3.335
47,46,,2023-01-14,31-270,UTA,,PHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,40,16,49,22,56,8,7,43,4,32,25,46,45,41,54,28,61,48.0,1.0,78.0,4.0,18.0,61.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.8333333333333334,0.0,0.5128205128205128,0.0,0.8888888888888888,0.8032786885245902,1.0,0.8484848484848485,0.5714285714285714,1.0,0.5308641975308642,0.5714285714285714,0.4776119402985074,0.423728813559322,0.7796610169491526,0.8035714285714286,0.7884615384615384,0.8307692307692308,0.7777777777777778,0.8243243243243243,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,52.0,2.6,0.0,58.5,2.925
