Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Dewayne Dedmon,Dewayne Dedmon,Grant Williams,Jalen McDaniels,co_inf with Jalen McDaniels,co_inf with Dewayne Dedmon,co_inf with Grant Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
58,57,44,2023-02-15,23-246,PHI,,CLE,W (+6),0,9:27,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,5.0,5.2,+3,2.0,2.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,6.0,73.0,3.842105263157895,4.800000000000001,82.0,4.315789473684211
59,58,45,2023-02-23,23-254,PHI,,MEM,W (+5),0,6:03,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.9,-3,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,72.0,3.789473684210526,0.8999999999999997,75.19999999999999,3.9578947368421047
60,59,46,2023-02-25,23-256,PHI,,BOS,L (-3),0,4:42,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-1.0,-14,1.0,0.0,0.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,-1.0,74.0,3.8947368421052633,-1.0,83.39999999999999,4.389473684210526
61,60,47,2023-02-27,23-258,PHI,,MIA,L (-2),0,13:22,2.0,4.0,.500,0.0,0.0,,2,2.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.3,0,4.0,2.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,3.0,50.0,2.631578947368421,4.5,56.5,2.973684210526316
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,0.0,0.0,0.0,0.0,0.0
63,61,48,2023-03-01,23-260,PHI,@,MIA,W (+23),0,28:44,7.0,10.0,.700,0.0,0.0,,2,2.0,1.000,5.0,9.0,14.0,0.0,0.0,2.0,0.0,3.0,16.0,18.2,+26,10.0,7.0,0.7,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,20.0,70.0,3.684210526315789,17.4,78.4,4.126315789473685
64,62,49,2023-03-02,23-261,PHI,@,DAL,L (-7),0,9:28,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.2,+7,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,5.0,75.0,3.947368421052632,3.2,95.09999999999998,5.005263157894736
65,63,50,2023-03-04,23-263,PHI,@,MIL,W (+3),0,9:28,1.0,1.0,1.000,0.0,0.0,,2,3.0,.667,3.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,4.0,6.3,+8,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,6.0,62.0,3.263157894736842,5.499999999999999,89.8,4.726315789473684
66,64,51,2023-03-06,23-265,PHI,@,IND,W (+4),0,10:53,4.0,4.0,1.000,0.0,0.0,,0,0.0,,0.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,10.4,+8,4.0,4.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,12.0,78.0,4.105263157894737,10.399999999999997,99.3,5.226315789473684
67,65,52,2023-03-07,23-266,PHI,@,MIN,W (+23),0,20:01,1.0,7.0,.143,0.0,0.0,,0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,-1.3,+5,7.0,1.0,0.1428571428571428,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,-1.0,92.0,4.842105263157895,-1.2999999999999998,91.1,4.794736842105263
68,66,53,2023-03-10,23-269,PHI,,POR,W (+1),0,10:26,2.0,6.0,.333,0.0,0.0,,0,0.0,,4.0,1.0,5.0,0.0,1.0,0.0,1.0,4.0,4.0,2.1,-1,6.0,2.0,0.3333333333333333,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,3.0,87.0,4.578947368421052,2.099999999999999,98.70000000000002,5.194736842105264
69,67,54,2023-03-12,23-271,PHI,,WAS,W (+19),0,12:01,3.0,4.0,.750,0.0,0.0,,0,0.0,,3.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,6.7,+9,4.0,3.0,0.75,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,8.0,89.0,4.684210526315789,6.700000000000001,94.9,4.994736842105263
70,68,55,2023-03-15,23-274,PHI,@,CLE,W (+9),0,4:02,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.1,-7,1.0,0.0,0.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,89.0,4.684210526315789,-0.0999999999999999,97.60000000000002,5.136842105263159
71,69,56,2023-03-17,23-276,PHI,@,CHO,W (+39),0,12:27,4.0,8.0,.500,0.0,0.0,,0,0.0,,6.0,4.0,10.0,0.0,0.0,3.0,2.0,2.0,8.0,8.7,+9,8.0,4.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,11.0,86.0,4.526315789473684,8.699999999999998,91.6,4.821052631578947
72,70,57,2023-03-18,23-277,PHI,@,IND,W (+20),0,15:38,5.0,6.0,.833,0.0,0.0,,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,10.0,10.4,+4,6.0,5.0,0.8333333333333334,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,9.0,96.0,5.052631578947368,10.4,116.7,6.1421052631578945
73,71,58,2023-03-20,23-279,PHI,,CHI,L (-4),0,13:32,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,1.4,-10,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,4.0,71.0,3.736842105263158,1.3999999999999997,72.8,3.831578947368421
74,72,59,2023-03-22,23-281,PHI,@,CHI,W (+25),0,18:48,1.0,1.0,1.000,0.0,0.0,,4,6.0,.667,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,6.0,8.3,+13,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,5.0,84.0,4.421052631578948,6.699999999999999,81.7,4.3
75,73,60,2023-03-24,23-283,PHI,@,GSW,L (-8),0,5:36,1.0,2.0,.500,0.0,0.0,,0,2.0,.000,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8,-13,2.0,1.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,72.0,3.789473684210526,0.7999999999999994,80.70000000000002,4.247368421052633
76,74,61,2023-03-25,23-284,PHI,@,PHO,L (-20),0,6:18,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6,-2,0.0,0.0,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,2.0,63.0,3.3157894736842106,1.8000000000000005,73.70000000000002,3.8789473684210534
77,75,62,2023-03-27,23-286,PHI,@,DEN,L (-5),0,16:50,7.0,7.0,1.000,0.0,0.0,,2,3.0,.667,3.0,6.0,9.0,1.0,2.0,1.0,1.0,2.0,16.0,19.0,+5,7.0,7.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,18.0,37.0,1.947368421052632,18.2,48.8,2.568421052631579
78,76,63,2023-03-29,23-288,PHI,,DAL,W (+8),0,14:52,2.0,4.0,.500,0.0,0.0,,1,1.0,1.000,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,6.7,-2,4.0,2.0,0.5,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,7.0,74.0,3.8947368421052633,6.299999999999997,85.10000000000001,4.4789473684210535
79,77,64,2023-03-31,23-290,PHI,,TOR,W (+7),0,14:26,3.0,5.0,.600,0.0,0.0,,5,5.0,1.000,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,11.0,13.2,,5.0,3.0,0.6,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,9.0,67.0,3.526315789473684,11.2,71.7,3.7736842105263158
80,78,65,2023-04-02,23-292,PHI,@,MIL,L (-13),0,13:20,4.0,5.0,.800,0.0,0.0,,0,0.0,,5.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,8.0,10.7,+3,5.0,4.0,0.8,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,13.0,63.0,3.3157894736842106,10.7,70.39999999999999,3.7052631578947364
81,79,66,2023-04-04,23-294,PHI,,BOS,W (+2),0,9:15,1.0,3.0,.333,0.0,0.0,,0,1.0,.000,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.6,-13,3.0,1.0,0.3333333333333333,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,4.0,67.0,3.526315789473684,3.6,66.19999999999999,3.4842105263157888
82,80,67,2023-04-06,23-296,PHI,,MIA,L (-28),0,10:19,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.6,-12,1.0,1.0,1.0,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,1.0,66.0,3.473684210526316,0.6000000000000001,76.0,4.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,,0.0,0.0,0.0,0.0,0.0
84,81,68,2023-04-07,23-297,PHI,@,ATL,W (+5),1,24:37,4.0,6.0,.667,0.0,0.0,,2,2.0,1.000,3.0,5.0,8.0,1.0,2.0,0.0,2.0,3.0,10.0,10.5,+16,6.0,4.0,0.6666666666666666,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,11.0,65.0,3.421052631578948,9.7,76.10000000000002,4.005263157894738
85,82,69,2023-04-09,23-299,PHI,@,BRK,W (+29),1,27:43,8.0,15.0,.533,1.0,2.0,.500,0,0.0,,4.0,6.0,10.0,1.0,2.0,5.0,1.0,2.0,17.0,18.7,+16,13.0,7.0,0.5384615384615384,51,64,37,65,16,45,54,2,1,2,36,44,62,1,65,62,49,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,25.0,76.0,74.0,60.0,0.9107142857142856,0.8311688311688312,1.0,0.8333333333333334,1.0,0.7758620689655172,0.8181818181818182,0.1176470588235294,1.0,1.0,0.5070422535211268,0.0,0.7719298245614035,0.8266666666666667,0.04,0.8552631578947368,0.8378378378378378,0.8166666666666667,21,8,38.0,79.0,80.0,0.2625,0.2105263157894736,0.0,19,19.0,33.0,1.736842105263158,18.7,43.69999999999999,2.2999999999999994
