Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,36.0,2023-01-25,32-194,POR,UTA,1,39.55,21.0,29.0,.724,9.0,15.0,.600,9,10.0,.900,0.0,7.0,7.0,8.0,3.0,0.0,4.0,1.0,60.0,54.0,+11,14.0,12.0,0.8571428571428571,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,35.0,69.0,3.136363636363636,50.4,61.29999999999999,2.786363636363636,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-9),L (-9)
49.0,37.0,2023-01-28,32-197,POR,TOR,1,36.93333333333333,10.0,20.0,.500,2.0,9.0,.222,8,9.0,.889,1.0,3.0,4.0,3.0,0.0,0.0,4.0,4.0,30.0,17.7,-24,11.0,8.0,0.7272727272727273,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,4.0,67.0,3.0454545454545454,14.5,66.2,3.0090909090909093,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+20),W (+20)
50.0,38.0,2023-01-30,32-199,POR,ATL,1,38.11666666666667,10.0,21.0,.476,5.0,12.0,.417,17,17.0,1.000,1.0,1.0,2.0,6.0,0.0,0.0,0.0,3.0,42.0,35.3,+6,9.0,5.0,0.5555555555555556,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,12.0,63.0,2.863636363636364,28.5,55.4,2.518181818181818,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+10),W (+10)
51.0,39.0,2023-02-01,32-201,POR,MEM,1,39.86666666666667,11.0,22.0,.500,5.0,13.0,.385,15,16.0,.938,1.0,7.0,8.0,10.0,0.0,1.0,2.0,2.0,42.0,38.3,+6,9.0,6.0,0.6666666666666666,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,21.0,59.0,2.6818181818181817,32.30000000000001,60.4,2.7454545454545456,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-18),L (-18)
52.0,40.0,2023-02-03,32-203,POR,WAS,1,39.95,9.0,20.0,.450,3.0,10.0,.300,8,8.0,1.000,0.0,3.0,3.0,6.0,0.0,0.0,2.0,1.0,29.0,21.3,+5,10.0,6.0,0.6,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,8.0,87.0,3.954545454545455,18.100000000000005,63.10000000000001,2.8681818181818186,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+4),W (+4)
53.0,41.0,2023-02-04,32-204,POR,CHI,1,40.516666666666666,12.0,21.0,.571,5.0,12.0,.417,11,11.0,1.000,1.0,4.0,5.0,5.0,1.0,0.0,3.0,3.0,40.0,32.3,+2,9.0,7.0,0.7777777777777778,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,16.0,37.0,1.681818181818182,27.9,44.3,2.013636363636364,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+10),W (+10)
54.0,42.0,2023-02-06,32-206,POR,MIL,1,31.85,7.0,18.0,.389,2.0,7.0,.286,12,12.0,1.000,0.0,4.0,4.0,5.0,1.0,0.0,1.0,2.0,28.0,22.1,-10,11.0,5.0,0.4545454545454545,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,7.0,34.0,1.5454545454545454,17.299999999999997,31.9,1.45,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+8),W (+8)
55.0,43.0,2023-02-08,32-208,POR,GSW,1,39.65,8.0,21.0,.381,1.0,7.0,.143,16,16.0,1.000,3.0,7.0,10.0,11.0,1.0,0.0,5.0,1.0,33.0,29.0,+2,14.0,7.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,13.0,82.0,3.727272727272727,22.60000000000001,78.19999999999999,3.5545454545454542,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-8),L (-8)
56.0,44.0,2023-02-10,32-210,POR,OKC,1,35.916666666666664,10.0,18.0,.556,6.0,13.0,.462,12,13.0,.923,1.0,1.0,2.0,9.0,1.0,0.0,6.0,3.0,38.0,30.1,-21,5.0,4.0,0.8,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,13.0,71.0,3.227272727272727,25.3,59.99999999999998,2.727272727272726,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-19),L (-19)
57.0,45.0,2023-02-13,32-213,POR,LAL,1,33.56666666666667,13.0,23.0,.565,8.0,14.0,.571,6,7.0,.857,0.0,6.0,6.0,5.0,0.0,1.0,3.0,1.0,40.0,31.3,+11,9.0,5.0,0.5555555555555556,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,19.0,67.0,3.0454545454545454,28.900000000000013,70.19999999999999,3.1909090909090905,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+3),W (+3)
58.0,46.0,2023-02-14,32-214,POR,WAS,1,38.63333333333333,14.0,30.0,.467,5.0,17.0,.294,6,7.0,.857,1.0,9.0,10.0,6.0,1.0,0.0,6.0,1.0,39.0,25.4,-13,13.0,9.0,0.6923076923076923,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,13.0,40.0,1.818181818181818,23.000000000000004,45.29999999999998,2.059090909090908,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-9),L (-9)
59.0,,2023-02-23,32-223,POR,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,,92.0,4.181818181818182,0.0,89.2,4.054545454545455,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+12),W (+12)
60.0,47.0,2023-02-26,32-226,POR,HOU,1,39.18333333333333,22.0,38.0,.579,13.0,22.0,.591,14,14.0,1.000,1.0,5.0,6.0,6.0,0.0,0.0,2.0,0.0,71.0,57.6,+21,16.0,9.0,0.5625,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,29.0,75.0,3.409090909090909,52.00000000000001,64.6,2.936363636363636,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-25),L (-25)
61.0,48.0,2023-02-28,32-228,POR,GSW,1,35.166666666666664,9.0,21.0,.429,2.0,7.0,.286,5,5.0,1.000,3.0,0.0,3.0,7.0,3.0,0.0,2.0,4.0,25.0,20.3,0,14.0,7.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,10.0,70.0,3.1818181818181817,18.3,58.8,2.6727272727272724,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-17),L (-17)
62.0,49.0,2023-03-01,32-229,POR,NOP,1,39.45,12.0,22.0,.545,2.0,9.0,.222,15,16.0,.938,0.0,8.0,8.0,0.0,1.0,0.0,4.0,1.0,41.0,29.0,+2,13.0,10.0,0.7692307692307693,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,8.0,38.0,1.7272727272727273,23.0,32.2,1.4636363636363638,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+17),W (+17)
63.0,50.0,2023-03-03,32-231,POR,ATL,1,36.68333333333333,10.0,21.0,.476,5.0,11.0,.455,8,9.0,.889,1.0,3.0,4.0,8.0,2.0,0.0,3.0,2.0,33.0,27.3,-13,10.0,5.0,0.5,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,14.0,58.0,2.636363636363636,24.1,38.99999999999999,1.7727272727272725,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,,
64.0,51.0,2023-03-05,32-233,POR,ORL,1,36.65,10.0,25.0,.400,4.0,16.0,.250,17,20.0,.850,3.0,6.0,9.0,6.0,2.0,1.0,5.0,2.0,41.0,31.3,+10,9.0,6.0,0.6666666666666666,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,9.0,73.0,3.3181818181818183,24.5,66.3,3.013636363636364,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-18),L (-18)
65.0,52.0,2023-03-06,32-234,POR,DET,1,38.06666666666667,10.0,28.0,.357,6.0,14.0,.429,5,6.0,.833,2.0,11.0,13.0,12.0,1.0,1.0,4.0,0.0,31.0,25.8,+8,14.0,4.0,0.2857142857142857,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,20.0,68.0,3.090909090909091,23.8,66.49999999999999,3.022727272727272,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-11),L (-11)
66.0,53.0,2023-03-08,32-236,POR,BOS,1,29.83333333333333,7.0,16.0,.438,2.0,8.0,.250,11,11.0,1.000,0.0,5.0,5.0,8.0,1.0,0.0,5.0,2.0,27.0,20.9,-16,8.0,5.0,0.625,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,9.0,44.0,2.0,16.499999999999996,47.3,2.15,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-18),L (-18)
67.0,54.0,2023-03-10,32-238,POR,PHI,1,38.71666666666667,6.0,15.0,.400,2.0,8.0,.250,8,8.0,1.000,0.0,6.0,6.0,11.0,0.0,0.0,2.0,2.0,22.0,20.6,+3,7.0,4.0,0.5714285714285714,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,14.0,85.0,3.863636363636364,17.4,80.49999999999999,3.659090909090908,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+3),W (+3)
68.0,,2023-03-12,32-240,POR,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,,73.0,3.3181818181818183,0.0,65.69999999999999,2.986363636363636,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,W (+6),W (+6)
69.0,55.0,2023-03-14,32-242,POR,NYK,1,39.03333333333333,11.0,26.0,.423,8.0,17.0,.471,8,9.0,.889,2.0,5.0,7.0,7.0,0.0,0.0,4.0,3.0,38.0,26.4,-5,9.0,3.0,0.3333333333333333,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,13.0,55.0,2.5,23.2,57.2,2.6,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-22),L (-22)
70.0,56.0,2023-03-17,32-245,POR,BOS,1,36.93333333333333,12.0,23.0,.522,6.0,15.0,.400,11,14.0,.786,1.0,3.0,4.0,5.0,1.0,1.0,7.0,3.0,41.0,27.1,-14,8.0,6.0,0.75,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,8.0,46.0,2.090909090909091,22.7,38.8,1.7636363636363634,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-1),L (-1)
71.0,57.0,2023-03-19,32-247,POR,LAC,1,38.68333333333333,4.0,17.0,.235,1.0,8.0,.125,12,13.0,.923,1.0,6.0,7.0,9.0,1.0,1.0,4.0,0.0,21.0,16.8,-20,9.0,3.0,0.3333333333333333,51,1,58,15,12,36,5,50,8,41,4,17,40,31,37,58,5,44,62.0,1,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8225806451612904,1.0,0.7435897435897436,0.6818181818181818,0.75,0.6428571428571429,1.0,0.7936507936507936,0.4210526315789473,0.5394736842105263,1.0,0.5862068965517241,0.7692307692307693,0.775,0.6851851851851852,0.0,0.725,0.0,0.8333333333333334,0.7096774193548387,9,14,16,4,40.0,74.0,63.0,71.0,20.0,0.1428571428571428,0.35,0.0,0.2253521126760563,0.2,22,5.0,72.0,3.272727272727273,12.000000000000004,74.0,3.363636363636364,26.7,9.0,7.1,8.3,-1.2,0.2006667383589633,0.645,0.547,0.464,4.9,8.2,L (-17),L (-17)
